TRAMO_ID,CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
GUADALHORCE_2200_2230,54503,GUADALHORCE,MÁLAGA,22:00 - 22:30,1,3.0
GUADALHORCE_2230_2300,54503,GUADALHORCE,MÁLAGA,22:30 - 23:00,3,8.0
GUADALHORCE_2300_2330,54503,GUADALHORCE,MÁLAGA,23:00 - 23:30,2,1.0
GUADALHORCE_2330_0000,54503,GUADALHORCE,MÁLAGA,23:30 - 00:00,0,0.0
AEROPUERTO_0000_0030,54505,AEROPUERTO,MÁLAGA,00:00 - 00:30,6,3.0
AEROPUERTO_0030_0100,54505,AEROPUERTO,MÁLAGA,00:30 - 01:00,5,2.0
AEROPUERTO_0530_0600,54505,AEROPUERTO,MÁLAGA,05:30 - 06:00,4,22.0
AEROPUERTO_0600_0630,54505,AEROPUERTO,MÁLAGA,06:00 - 06:30,0,22.0
AEROPUERTO_0630_0700,54505,AEROPUERTO,MÁLAGA,06:30 - 07:00,15,38.0
AEROPUERTO_0700_0730,54505,AEROPUERTO,MÁLAGA,07:00 - 07:30,4,50.0
AEROPUERTO_0730_0800,54505,AEROPUERTO,MÁLAGA,07:30 - 08:00,6,73.0
AEROPUERTO_0800_0830,54505,AEROPUERTO,MÁLAGA,08:00 - 08:30,13,84.0
AEROPUERTO_0830_0900,54505,AEROPUERTO,MÁLAGA,08:30 - 09:00,45,80.0
AEROPUERTO_0900_0930,54505,AEROPUERTO,MÁLAGA,09:00 - 09:30,86,72.0
AEROPUERTO_0930_1000,54505,AEROPUERTO,MÁLAGA,09:30 - 10:00,25,119.0
AEROPUERTO_1000_1030,54505,AEROPUERTO,MÁLAGA,10:00 - 10:30,34,77.0
AEROPUERTO_1030_1100,54505,AEROPUERTO,MÁLAGA,10:30 - 11:00,34,105.0
AEROPUERTO_1100_1130,54505,AEROPUERTO,MÁLAGA,11:00 - 11:30,51,67.0
AEROPUERTO_1130_1200,54505,AEROPUERTO,MÁLAGA,11:30 - 12:00,77,115.0
AEROPUERTO_1200_1230,54505,AEROPUERTO,MÁLAGA,12:00 - 12:30,129,91.0
AEROPUERTO_1230_1300,54505,AEROPUERTO,MÁLAGA,12:30 - 13:00,72,84.0
AEROPUERTO_1300_1330,54505,AEROPUERTO,MÁLAGA,13:00 - 13:30,56,98.0
AEROPUERTO_1330_1400,54505,AEROPUERTO,MÁLAGA,13:30 - 14:00,100,87.0
AEROPUERTO_1400_1430,54505,AEROPUERTO,MÁLAGA,14:00 - 14:30,114,54.0
AEROPUERTO_1430_1500,54505,AEROPUERTO,MÁLAGA,14:30 - 15:00,76,100.0
AEROPUERTO_1500_1530,54505,AEROPUERTO,MÁLAGA,15:00 - 15:30,119,55.0
AEROPUERTO_1530_1600,54505,AEROPUERTO,MÁLAGA,15:30 - 16:00,65,53.0
AEROPUERTO_1600_1630,54505,AEROPUERTO,MÁLAGA,16:00 - 16:30,66,42.0
AEROPUERTO_1630_1700,54505,AEROPUERTO,MÁLAGA,16:30 - 17:00,25,57.0
AEROPUERTO_1700_1730,54505,AEROPUERTO,MÁLAGA,17:00 - 17:30,31,67.0
AEROPUERTO_1730_1800,54505,AEROPUERTO,MÁLAGA,17:30 - 18:00,82,43.0
AEROPUERTO_1800_1830,54505,AEROPUERTO,MÁLAGA,18:00 - 18:30,60,43.0
AEROPUERTO_1830_1900,54505,AEROPUERTO,MÁLAGA,18:30 - 19:00,56,36.0
AEROPUERTO_1900_1930,54505,AEROPUERTO,MÁLAGA,19:00 - 19:30,62,26.0
AEROPUERTO_1930_2000,54505,AEROPUERTO,MÁLAGA,19:30 - 20:00,47,21.0
AEROPUERTO_2000_2030,54505,AEROPUERTO,MÁLAGA,20:00 - 20:30,55,15.0
AEROPUERTO_2030_2100,54505,AEROPUERTO,MÁLAGA,20:30 - 21:00,41,4.0
AEROPUERTO_2100_2130,54505,AEROPUERTO,MÁLAGA,21:00 - 21:30,80,3.0
AEROPUERTO_2130_2200,54505,AEROPUERTO,MÁLAGA,21:30 - 22:00,20,4.0
AEROPUERTO_2200_2230,54505,AEROPUERTO,MÁLAGA,22:00 - 22:30,7,3.0
AEROPUERTO_2230_2300,54505,AEROPUERTO,MÁLAGA,22:30 - 23:00,12,15.0
AEROPUERTO_2300_2330,54505,AEROPUERTO,MÁLAGA,23:00 - 23:30,70,8.0
AEROPUERTO_2330_0000,54505,AEROPUERTO,MÁLAGA,23:30 - 00:00,43,6.0
LA_COLINA_0000_0030,54508,LA COLINA,MÁLAGA,00:00 - 00:30,2,1.0
LA_COLINA_0030_0100,54508,LA COLINA,MÁLAGA,00:30 - 01:00,0,2.0
LA_COLINA_0530_0600,54508,LA COLINA,MÁLAGA,05:30 - 06:00,0,0.0
LA_COLINA_0600_0630,54508,LA COLINA,MÁLAGA,06:00 - 06:30,1,0.0
LA_COLINA_0630_0700,54508,LA COLINA,MÁLAGA,06:30 - 07:00,7,3.0
LA_COLINA_0700_0730,54508,LA COLINA,MÁLAGA,07:00 - 07:30,30,9.0
LA_COLINA_0730_0800,54508,LA COLINA,MÁLAGA,07:30 - 08:00,46,21.0
LA_COLINA_0800_0830,54508,LA COLINA,MÁLAGA,08:00 - 08:30,53,17.0
LA_COLINA_0830_0900,54508,LA COLINA,MÁLAGA,08:30 - 09:00,19,25.0
LA_COLINA_0900_0930,54508,LA COLINA,MÁLAGA,09:00 - 09:30,66,16.0
LA_COLINA_0930_1000,54508,LA COLINA,MÁLAGA,09:30 - 10:00,33,16.0
LA_COLINA_1000_1030,54508,LA COLINA,MÁLAGA,10:00 - 10:30,42,5.0
LA_COLINA_1030_1100,54508,LA COLINA,MÁLAGA,10:30 - 11:00,39,20.0
LA_COLINA_1100_1130,54508,LA COLINA,MÁLAGA,11:00 - 11:30,48,12.0
LA_COLINA_1130_1200,54508,LA COLINA,MÁLAGA,11:30 - 12:00,12,11.0
LA_COLINA_1200_1230,54508,LA COLINA,MÁLAGA,12:00 - 12:30,48,48.0
LA_COLINA_1230_1300,54508,LA COLINA,MÁLAGA,12:30 - 13:00,23,18.0
LA_COLINA_1300_1330,54508,LA COLINA,MÁLAGA,13:00 - 13:30,33,40.0
LA_COLINA_1330_1400,54508,LA COLINA,MÁLAGA,13:30 - 14:00,9,24.0
LA_COLINA_1400_1430,54508,LA COLINA,MÁLAGA,14:00 - 14:30,40,39.0
LA_COLINA_1430_1500,54508,LA COLINA,MÁLAGA,14:30 - 15:00,20,17.0
LA_COLINA_1500_1530,54508,LA COLINA,MÁLAGA,15:00 - 15:30,56,74.0
LA_COLINA_1530_1600,54508,LA COLINA,MÁLAGA,15:30 - 16:00,11,34.0
LA_COLINA_1600_1630,54508,LA COLINA,MÁLAGA,16:00 - 16:30,26,50.0
LA_COLINA_1630_1700,54508,LA COLINA,MÁLAGA,16:30 - 17:00,12,17.0
LA_COLINA_1700_1730,54508,LA COLINA,MÁLAGA,17:00 - 17:30,24,39.0
LA_COLINA_1730_1800,54508,LA COLINA,MÁLAGA,17:30 - 18:00,11,11.0
LA_COLINA_1800_1830,54508,LA COLINA,MÁLAGA,18:00 - 18:30,36,30.0
LA_COLINA_1830_1900,54508,LA COLINA,MÁLAGA,18:30 - 19:00,10,4.0
LA_COLINA_1900_1930,54508,LA COLINA,MÁLAGA,19:00 - 19:30,23,32.0
LA_COLINA_1930_2000,54508,LA COLINA,MÁLAGA,19:30 - 20:00,9,21.0
LA_COLINA_2000_2030,54508,LA COLINA,MÁLAGA,20:00 - 20:30,10,31.0
LA_COLINA_2030_2100,54508,LA COLINA,MÁLAGA,20:30 - 21:00,6,23.0
LA_COLINA_2100_2130,54508,LA COLINA,MÁLAGA,21:00 - 21:30,16,23.0
LA_COLINA_2130_2200,54508,LA COLINA,MÁLAGA,21:30 - 22:00,1,15.0
LA_COLINA_2200_2230,54508,LA COLINA,MÁLAGA,22:00 - 22:30,4,17.0
LA_COLINA_2230_2300,54508,LA COLINA,MÁLAGA,22:30 - 23:00,4,12.0
LA_COLINA_2300_2330,54508,LA COLINA,MÁLAGA,23:00 - 23:30,4,4.0
LA_COLINA_2330_0000,54508,LA COLINA,MÁLAGA,23:30 - 00:00,0,3.0
TORREMOLINOS_0000_0030,54509,TORREMOLINOS,MÁLAGA,00:00 - 00:30,1,6.0
TORREMOLINOS_0030_0100,54509,TORREMOLINOS,MÁLAGA,00:30 - 01:00,2,1.0
TORREMOLINOS_0530_0600,54509,TORREMOLINOS,MÁLAGA,05:30 - 06:00,0,6.0
TORREMOLINOS_0600_0630,54509,TORREMOLINOS,MÁLAGA,06:00 - 06:30,3,1.0
TORREMOLINOS_0630_0700,54509,TORREMOLINOS,MÁLAGA,06:30 - 07:00,27,11.0
TORREMOLINOS_0700_0730,54509,TORREMOLINOS,MÁLAGA,07:00 - 07:30,47,10.0
TORREMOLINOS_0730_0800,54509,TORREMOLINOS,MÁLAGA,07:30 - 08:00,76,30.0
TORREMOLINOS_0800_0830,54509,TORREMOLINOS,MÁLAGA,08:00 - 08:30,101,44.0
TORREMOLINOS_0830_0900,54509,TORREMOLINOS,MÁLAGA,08:30 - 09:00,88,52.0
TORREMOLINOS_0900_0930,54509,TORREMOLINOS,MÁLAGA,09:00 - 09:30,115,64.0
TORREMOLINOS_0930_1000,54509,TORREMOLINOS,MÁLAGA,09:30 - 10:00,140,73.0
TORREMOLINOS_1000_1030,54509,TORREMOLINOS,MÁLAGA,10:00 - 10:30,133,45.0
TORREMOLINOS_1030_1100,54509,TORREMOLINOS,MÁLAGA,10:30 - 11:00,181,54.0
TORREMOLINOS_1100_1130,54509,TORREMOLINOS,MÁLAGA,11:00 - 11:30,119,76.0
TORREMOLINOS_1130_1200,54509,TORREMOLINOS,MÁLAGA,11:30 - 12:00,100,75.0
TORREMOLINOS_1200_1230,54509,TORREMOLINOS,MÁLAGA,12:00 - 12:30,83,95.0
TORREMOLINOS_1230_1300,54509,TORREMOLINOS,MÁLAGA,12:30 - 13:00,77,85.0
TORREMOLINOS_1300_1330,54509,TORREMOLINOS,MÁLAGA,13:00 - 13:30,91,63.0
TORREMOLINOS_1330_1400,54509,TORREMOLINOS,MÁLAGA,13:30 - 14:00,75,106.0
TORREMOLINOS_1400_1430,54509,TORREMOLINOS,MÁLAGA,14:00 - 14:30,150,93.0
TORREMOLINOS_1430_1500,54509,TORREMOLINOS,MÁLAGA,14:30 - 15:00,68,150.0
TORREMOLINOS_1500_1530,54509,TORREMOLINOS,MÁLAGA,15:00 - 15:30,108,86.0
TORREMOLINOS_1530_1600,54509,TORREMOLINOS,MÁLAGA,15:30 - 16:00,71,128.0
TORREMOLINOS_1600_1630,54509,TORREMOLINOS,MÁLAGA,16:00 - 16:30,84,90.0
TORREMOLINOS_1630_1700,54509,TORREMOLINOS,MÁLAGA,16:30 - 17:00,75,86.0
TORREMOLINOS_1700_1730,54509,TORREMOLINOS,MÁLAGA,17:00 - 17:30,76,93.0
TORREMOLINOS_1730_1800,54509,TORREMOLINOS,MÁLAGA,17:30 - 18:00,64,86.0
TORREMOLINOS_1800_1830,54509,TORREMOLINOS,MÁLAGA,18:00 - 18:30,81,70.0
TORREMOLINOS_1830_1900,54509,TORREMOLINOS,MÁLAGA,18:30 - 19:00,68,83.0
TORREMOLINOS_1900_1930,54509,TORREMOLINOS,MÁLAGA,19:00 - 19:30,45,61.0
TORREMOLINOS_1930_2000,54509,TORREMOLINOS,MÁLAGA,19:30 - 20:00,29,97.0
TORREMOLINOS_2000_2030,54509,TORREMOLINOS,MÁLAGA,20:00 - 20:30,26,50.0
TORREMOLINOS_2030_2100,54509,TORREMOLINOS,MÁLAGA,20:30 - 21:00,49,83.0
TORREMOLINOS_2100_2130,54509,TORREMOLINOS,MÁLAGA,21:00 - 21:30,41,48.0
TORREMOLINOS_2130_2200,54509,TORREMOLINOS,MÁLAGA,21:30 - 22:00,58,66.0
TORREMOLINOS_2200_2230,54509,TORREMOLINOS,MÁLAGA,22:00 - 22:30,27,41.0
TORREMOLINOS_2230_2300,54509,TORREMOLINOS,MÁLAGA,22:30 - 23:00,7,18.0
TORREMOLINOS_2300_2330,54509,TORREMOLINOS,MÁLAGA,23:00 - 23:30,11,21.0
TORREMOLINOS_2330_0000,54509,TORREMOLINOS,MÁLAGA,23:30 - 00:00,17,11.0
EL_PINILLO_0000_0030,54510,EL PINILLO,MÁLAGA,00:00 - 00:30,2,1.0
EL_PINILLO_0030_0100,54510,EL PINILLO,MÁLAGA,00:30 - 01:00,3,1.0
EL_PINILLO_0530_0600,54510,EL PINILLO,MÁLAGA,05:30 - 06:00,3,4.0
EL_PINILLO_0600_0630,54510,EL PINILLO,MÁLAGA,06:00 - 06:30,10,3.0
EL_PINILLO_0630_0700,54510,EL PINILLO,MÁLAGA,06:30 - 07:00,2,2.0
EL_PINILLO_0700_0730,54510,EL PINILLO,MÁLAGA,07:00 - 07:30,36,9.0
EL_PINILLO_0730_0800,54510,EL PINILLO,MÁLAGA,07:30 - 08:00,61,49.0
EL_PINILLO_0800_0830,54510,EL PINILLO,MÁLAGA,08:00 - 08:30,104,31.0
EL_PINILLO_0830_0900,54510,EL PINILLO,MÁLAGA,08:30 - 09:00,70,44.0
EL_PINILLO_0900_0930,54510,EL PINILLO,MÁLAGA,09:00 - 09:30,50,32.0
EL_PINILLO_0930_1000,54510,EL PINILLO,MÁLAGA,09:30 - 10:00,61,34.0
EL_PINILLO_1000_1030,54510,EL PINILLO,MÁLAGA,10:00 - 10:30,37,9.0
EL_PINILLO_1030_1100,54510,EL PINILLO,MÁLAGA,10:30 - 11:00,61,17.0
EL_PINILLO_1100_1130,54510,EL PINILLO,MÁLAGA,11:00 - 11:30,28,12.0
EL_PINILLO_1130_1200,54510,EL PINILLO,MÁLAGA,11:30 - 12:00,69,34.0
EL_PINILLO_1200_1230,54510,EL PINILLO,MÁLAGA,12:00 - 12:30,25,18.0
EL_PINILLO_1230_1300,54510,EL PINILLO,MÁLAGA,12:30 - 13:00,36,36.0
EL_PINILLO_1300_1330,54510,EL PINILLO,MÁLAGA,13:00 - 13:30,22,22.0
EL_PINILLO_1330_1400,54510,EL PINILLO,MÁLAGA,13:30 - 14:00,33,58.0
EL_PINILLO_1400_1430,54510,EL PINILLO,MÁLAGA,14:00 - 14:30,31,30.0
EL_PINILLO_1430_1500,54510,EL PINILLO,MÁLAGA,14:30 - 15:00,44,83.0
EL_PINILLO_1500_1530,54510,EL PINILLO,MÁLAGA,15:00 - 15:30,23,44.0
EL_PINILLO_1530_1600,54510,EL PINILLO,MÁLAGA,15:30 - 16:00,30,86.0
EL_PINILLO_1600_1630,54510,EL PINILLO,MÁLAGA,16:00 - 16:30,36,29.0
EL_PINILLO_1630_1700,54510,EL PINILLO,MÁLAGA,16:30 - 17:00,54,60.0
EL_PINILLO_1700_1730,54510,EL PINILLO,MÁLAGA,17:00 - 17:30,43,16.0
EL_PINILLO_1730_1800,54510,EL PINILLO,MÁLAGA,17:30 - 18:00,43,56.0
EL_PINILLO_1800_1830,54510,EL PINILLO,MÁLAGA,18:00 - 18:30,35,25.0
EL_PINILLO_1830_1900,54510,EL PINILLO,MÁLAGA,18:30 - 19:00,21,57.0
EL_PINILLO_1900_1930,54510,EL PINILLO,MÁLAGA,19:00 - 19:30,30,33.0
EL_PINILLO_1930_2000,54510,EL PINILLO,MÁLAGA,19:30 - 20:00,27,39.0
EL_PINILLO_2000_2030,54510,EL PINILLO,MÁLAGA,20:00 - 20:30,15,30.0
EL_PINILLO_2030_2100,54510,EL PINILLO,MÁLAGA,20:30 - 21:00,22,38.0
EL_PINILLO_2100_2130,54510,EL PINILLO,MÁLAGA,21:00 - 21:30,4,25.0
EL_PINILLO_2130_2200,54510,EL PINILLO,MÁLAGA,21:30 - 22:00,14,41.0
EL_PINILLO_2200_2230,54510,EL PINILLO,MÁLAGA,22:00 - 22:30,7,15.0
EL_PINILLO_2230_2300,54510,EL PINILLO,MÁLAGA,22:30 - 23:00,3,11.0
EL_PINILLO_2300_2330,54510,EL PINILLO,MÁLAGA,23:00 - 23:30,6,12.0
EL_PINILLO_2330_0000,54510,EL PINILLO,MÁLAGA,23:30 - 00:00,4,12.0
BENALMADENA-ARROYO_DE_LA_MIEL_0000_0030,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,00:00 - 00:30,11,25.0
BENALMADENA-ARROYO_DE_LA_MIEL_0030_0100,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,00:30 - 01:00,4,3.0
BENALMADENA-ARROYO_DE_LA_MIEL_0530_0600,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,05:30 - 06:00,6,4.0
BENALMADENA-ARROYO_DE_LA_MIEL_0600_0630,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,06:00 - 06:30,36,13.0
BENALMADENA-ARROYO_DE_LA_MIEL_0700_0730,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,07:00 - 07:30,64,21.0
BENALMADENA-ARROYO_DE_LA_MIEL_0730_0800,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,07:30 - 08:00,148,76.0
BENALMADENA-ARROYO_DE_LA_MIEL_0800_0830,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,08:00 - 08:30,104,94.0
BENALMADENA-ARROYO_DE_LA_MIEL_0830_0900,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,08:30 - 09:00,149,50.0
BENALMADENA-ARROYO_DE_LA_MIEL_0900_0930,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,09:00 - 09:30,139,66.0
BENALMADENA-ARROYO_DE_LA_MIEL_0930_1000,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,09:30 - 10:00,148,88.0
BENALMADENA-ARROYO_DE_LA_MIEL_1000_1030,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,10:00 - 10:30,138,67.0
BENALMADENA-ARROYO_DE_LA_MIEL_1030_1100,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,10:30 - 11:00,142,79.0
BENALMADENA-ARROYO_DE_LA_MIEL_1100_1130,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,11:00 - 11:30,106,94.0
BENALMADENA-ARROYO_DE_LA_MIEL_1130_1200,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,11:30 - 12:00,107,64.0
BENALMADENA-ARROYO_DE_LA_MIEL_1200_1230,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,12:00 - 12:30,117,127.0
BENALMADENA-ARROYO_DE_LA_MIEL_1230_1300,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,12:30 - 13:00,88,89.0
BENALMADENA-ARROYO_DE_LA_MIEL_1300_1330,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,13:00 - 13:30,84,102.0
BENALMADENA-ARROYO_DE_LA_MIEL_1330_1400,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,13:30 - 14:00,98,105.0
BENALMADENA-ARROYO_DE_LA_MIEL_1400_1430,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,14:00 - 14:30,96,141.0
BENALMADENA-ARROYO_DE_LA_MIEL_1430_1500,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,14:30 - 15:00,141,167.0
BENALMADENA-ARROYO_DE_LA_MIEL_1500_1530,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,15:00 - 15:30,118,114.0
BENALMADENA-ARROYO_DE_LA_MIEL_1530_1600,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,15:30 - 16:00,99,147.0
BENALMADENA-ARROYO_DE_LA_MIEL_1600_1630,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,16:00 - 16:30,76,133.0
BENALMADENA-ARROYO_DE_LA_MIEL_1630_1700,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,16:30 - 17:00,88,116.0
BENALMADENA-ARROYO_DE_LA_MIEL_1700_1730,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,17:00 - 17:30,97,136.0
BENALMADENA-ARROYO_DE_LA_MIEL_1730_1800,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,17:30 - 18:00,83,76.0
BENALMADENA-ARROYO_DE_LA_MIEL_1800_1830,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,18:00 - 18:30,81,110.0
BENALMADENA-ARROYO_DE_LA_MIEL_1830_1900,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,18:30 - 19:00,80,97.0
BENALMADENA-ARROYO_DE_LA_MIEL_1900_1930,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,19:00 - 19:30,98,110.0
BENALMADENA-ARROYO_DE_LA_MIEL_1930_2000,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,19:30 - 20:00,47,72.0
BENALMADENA-ARROYO_DE_LA_MIEL_2000_2030,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,20:00 - 20:30,57,100.0
BENALMADENA-ARROYO_DE_LA_MIEL_2030_2100,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,20:30 - 21:00,33,87.0
BENALMADENA-ARROYO_DE_LA_MIEL_2100_2130,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,21:00 - 21:30,28,102.0
BENALMADENA-ARROYO_DE_LA_MIEL_2130_2200,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,21:30 - 22:00,20,68.0
BENALMADENA-ARROYO_DE_LA_MIEL_2200_2230,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,22:00 - 22:30,16,57.0
BENALMADENA-ARROYO_DE_LA_MIEL_2230_2300,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,22:30 - 23:00,13,41.0
BENALMADENA-ARROYO_DE_LA_MIEL_2300_2330,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,23:00 - 23:30,16,31.0
BENALMADENA-ARROYO_DE_LA_MIEL_2330_0000,54511,BENALMADENA-ARROYO DE LA MIEL,MÁLAGA,23:30 - 00:00,19,22.0
TORREMUELLE_0000_0030,54512,TORREMUELLE,MÁLAGA,00:00 - 00:30,0,4.0
TORREMUELLE_0530_0600,54512,TORREMUELLE,MÁLAGA,05:30 - 06:00,0,0.0
TORREMUELLE_0600_0630,54512,TORREMUELLE,MÁLAGA,06:00 - 06:30,0,1.0
TORREMUELLE_0630_0700,54512,TORREMUELLE,MÁLAGA,06:30 - 07:00,6,0.0
TORREMUELLE_0700_0730,54512,TORREMUELLE,MÁLAGA,07:00 - 07:30,18,4.0
TORREMUELLE_0730_0800,54512,TORREMUELLE,MÁLAGA,07:30 - 08:00,6,6.0
TORREMUELLE_0800_0830,54512,TORREMUELLE,MÁLAGA,08:00 - 08:30,11,23.0
TORREMUELLE_0830_0900,54512,TORREMUELLE,MÁLAGA,08:30 - 09:00,21,45.0
TORREMUELLE_0900_0930,54512,TORREMUELLE,MÁLAGA,09:00 - 09:30,14,11.0
TORREMUELLE_0930_1000,54512,TORREMUELLE,MÁLAGA,09:30 - 10:00,26,10.0
TORREMUELLE_1000_1030,54512,TORREMUELLE,MÁLAGA,10:00 - 10:30,14,8.0
TORREMUELLE_1030_1100,54512,TORREMUELLE,MÁLAGA,10:30 - 11:00,35,1.0
TORREMUELLE_1100_1130,54512,TORREMUELLE,MÁLAGA,11:00 - 11:30,29,7.0
TORREMUELLE_1130_1200,54512,TORREMUELLE,MÁLAGA,11:30 - 12:00,10,5.0
TORREMUELLE_1200_1230,54512,TORREMUELLE,MÁLAGA,12:00 - 12:30,5,11.0
TORREMUELLE_1230_1300,54512,TORREMUELLE,MÁLAGA,12:30 - 13:00,21,7.0
TORREMUELLE_1300_1330,54512,TORREMUELLE,MÁLAGA,13:00 - 13:30,12,7.0
TORREMUELLE_1330_1400,54512,TORREMUELLE,MÁLAGA,13:30 - 14:00,12,24.0
TORREMUELLE_1400_1430,54512,TORREMUELLE,MÁLAGA,14:00 - 14:30,10,27.0
TORREMUELLE_1430_1500,54512,TORREMUELLE,MÁLAGA,14:30 - 15:00,13,21.0
TORREMUELLE_1500_1530,54512,TORREMUELLE,MÁLAGA,15:00 - 15:30,13,32.0
TORREMUELLE_1530_1600,54512,TORREMUELLE,MÁLAGA,15:30 - 16:00,8,7.0
TORREMUELLE_1600_1630,54512,TORREMUELLE,MÁLAGA,16:00 - 16:30,55,26.0
TORREMUELLE_1630_1700,54512,TORREMUELLE,MÁLAGA,16:30 - 17:00,19,9.0
TORREMUELLE_1700_1730,54512,TORREMUELLE,MÁLAGA,17:00 - 17:30,25,29.0
TORREMUELLE_1730_1800,54512,TORREMUELLE,MÁLAGA,17:30 - 18:00,12,9.0
TORREMUELLE_1800_1830,54512,TORREMUELLE,MÁLAGA,18:00 - 18:30,19,23.0
TORREMUELLE_1830_1900,54512,TORREMUELLE,MÁLAGA,18:30 - 19:00,13,12.0
TORREMUELLE_1900_1930,54512,TORREMUELLE,MÁLAGA,19:00 - 19:30,6,18.0
TORREMUELLE_1930_2000,54512,TORREMUELLE,MÁLAGA,19:30 - 20:00,6,14.0
TORREMUELLE_2000_2030,54512,TORREMUELLE,MÁLAGA,20:00 - 20:30,15,35.0
TORREMUELLE_2030_2100,54512,TORREMUELLE,MÁLAGA,20:30 - 21:00,1,13.0
TORREMUELLE_2100_2130,54512,TORREMUELLE,MÁLAGA,21:00 - 21:30,7,29.0
TORREMUELLE_2130_2200,54512,TORREMUELLE,MÁLAGA,21:30 - 22:00,5,7.0
TORREMUELLE_2200_2230,54512,TORREMUELLE,MÁLAGA,22:00 - 22:30,2,14.0
TORREMUELLE_2230_2300,54512,TORREMUELLE,MÁLAGA,22:30 - 23:00,0,8.0
TORREMUELLE_2300_2330,54512,TORREMUELLE,MÁLAGA,23:00 - 23:30,6,6.0
TORREMUELLE_2330_0000,54512,TORREMUELLE,MÁLAGA,23:30 - 00:00,0,6.0
CARVAJAL_0000_0030,54513,CARVAJAL,MÁLAGA,00:00 - 00:30,0,1.0
CARVAJAL_0530_0600,54513,CARVAJAL,MÁLAGA,05:30 - 06:00,0,0.0
CARVAJAL_0600_0630,54513,CARVAJAL,MÁLAGA,06:00 - 06:30,4,0.0
CARVAJAL_0630_0700,54513,CARVAJAL,MÁLAGA,06:30 - 07:00,5,0.0
CARVAJAL_0700_0730,54513,CARVAJAL,MÁLAGA,07:00 - 07:30,9,6.0
CARVAJAL_0730_0800,54513,CARVAJAL,MÁLAGA,07:30 - 08:00,18,4.0
CARVAJAL_0800_0830,54513,CARVAJAL,MÁLAGA,08:00 - 08:30,18,4.0
CARVAJAL_0830_0900,54513,CARVAJAL,MÁLAGA,08:30 - 09:00,13,1.0
CARVAJAL_0900_0930,54513,CARVAJAL,MÁLAGA,09:00 - 09:30,16,5.0
CARVAJAL_0930_1000,54513,CARVAJAL,MÁLAGA,09:30 - 10:00,13,4.0
CARVAJAL_1000_1030,54513,CARVAJAL,MÁLAGA,10:00 - 10:30,31,5.0
CARVAJAL_1030_1100,54513,CARVAJAL,MÁLAGA,10:30 - 11:00,8,5.0
CARVAJAL_1100_1130,54513,CARVAJAL,MÁLAGA,11:00 - 11:30,34,9.0
CARVAJAL_1130_1200,54513,CARVAJAL,MÁLAGA,11:30 - 12:00,5,5.0
CARVAJAL_1200_1230,54513,CARVAJAL,MÁLAGA,12:00 - 12:30,15,13.0
CARVAJAL_1230_1300,54513,CARVAJAL,MÁLAGA,12:30 - 13:00,8,2.0
CARVAJAL_1300_1330,54513,CARVAJAL,MÁLAGA,13:00 - 13:30,10,25.0
