Id,Name,Type,Phase,Address,Status,Gender,Town,x,y
school_london_Abacus_Belsize_Primary_School,Abacus Belsize Primary School,Free Schools,Primary,Jubilee Waterside Centre,Open,Mixed,Camden,-0.131921,51.5382996
school_london_Abbey_College,Abbey College,Other Independent School,Not applicable,22 Grosvenor Gardens,Closed,Mixed,Westminster,-0.147187,51.4972
school_london_Abbey_Primary_School,Abbey Primary School,Community School,Primary,Glastonbury Road,Open,Mixed,Sutton,-0.198425,51.3839989
school_london_Abbotsbury_Primary_School,Abbotsbury Primary School,Community School,Primary,Abbotsbury Road,Open,Mixed,Merton,-0.195918,51.3950996
school_london_Abbotsfield_School,Abbotsfield School,Foundation School,Secondary,Clifton Gardens,Open,Boys,Hillingdon,-0.446964,51.5373993
school_london_Abbs_Cross_Academy_And_Arts_College,Abbs Cross Academy And Arts College,Academy Converter,Secondary,Abbs Cross Lane,Open,Mixed,Havering,0.208172,51.553299
school_london_Abercorn_School,Abercorn School,Other Independent School,Not applicable,28 Abercorn Place,Open,Mixed,Westminster,-0.179742,51.5326996
school_london_Aberdour_Preparatory_School,Aberdour Preparatory School,Other Independent School,Not applicable,Brighton Road,Open,Mixed,Reigate And Banstead,-0.21453,51.3106003
school_london_Abingdon_House_School,Abingdon House School,Other Independent Special School,Not applicable,Broadley Terrace,Open,Mixed,Westminster,-0.166718,51.5242004
school_london_Academy_De_London,Academy De London,Other Independent School,Not applicable,"1st, 2nd & 3rd Floors",Closed,Mixed,Waltham Forest,-0.0187974,51.5820007
school_london_Acland_Burghley_School,Acland Burghley School,Community School,Secondary,Burghley Road,Open,Mixed,Camden,-0.141143,51.5574989
school_london_Acorn_House_College,Acorn House College,Other Independent School,Not applicable,39-47 High Street,Open,Mixed,Ealing,-0.373508,51.5112
school_london_Acs_Cobham_International_School,Acs Cobham International School,Other Independent School,Not applicable,Heywood,Open,Mixed,Elmbridge,-0.399553,51.3471985
school_london_Acs_Hillingdon_International_School,Acs Hillingdon International School,Other Independent School,Not applicable,108 Vine Lane,Open,Mixed,Hillingdon,-0.460622,51.5433006
school_london_Acton_High_School,Acton High School,Community School,Secondary,Gunnersbury Lane,Open,Mixed,Ealing,-0.280187,51.5049019
school_london_Adamsrill_Primary_School,Adamsrill Primary School,Community School,Primary,Adamsrill Road,Open,Mixed,Lewisham,-0.0413856,51.4309006
school_london_Ad-deen_Primary_School,Ad-deen Primary School,Other Independent School,Not applicable,Eton Community Centre,Open,Mixed,Redbridge,0.0793811,51.5500984
school_london_Addey_And_Stanhope_School,Addey And Stanhope School,Voluntary Aided School,Secondary,472 New Cross Road,Open,Mixed,Lewisham,-0.0283064,51.4747009
school_london_Addison_Primary_School,Addison Primary School,Community School,Primary,Addison Gardens,Open,Mixed,Hammersmith And Fulham,-0.219219,51.4998016
school_london_Aerodrome_Primary_Academy,Aerodrome Primary Academy,Academy Converter,Primary,Goodwin Road,Open,Mixed,Croydon,-0.109661,51.3605003
school_london_Ainslie_Wood_Primary_School,Ainslie Wood Primary School,Community School,Primary,140 Ainslie Wood Road,Open,Mixed,Waltham Forest,-0.010968,51.611599
school_london_Akiva_School,Akiva School,Voluntary Aided School,Primary,80 East End Road,Open,Mixed,Barnet,-0.189341,51.5952988
school_london_Al_Ashraaf_Secondary_School,Al Ashraaf Secondary School,Other Independent School,Not applicable,102-105 Whitechapel High Street,Open,Boys,Tower Hamlets,-0.0719216,51.5157013
school_london_Al-azhar_Primary_School,Al-azhar Primary School,Other Independent School,Not applicable,Unit 1,Closed,Mixed,Tower Hamlets,-0.0273466,51.5149002
school_london_Albemarle_Primary_School,Albemarle Primary School,Foundation School,Primary,Princes Way,Open,Mixed,Wandsworth,-0.213816,51.4418983
school_london_Albion_Primary_School,Albion Primary School,Community School,Primary,Albion Street,Open,Mixed,Southwark,-0.0516655,51.5
school_london_Aldborough_Primary_School,Aldborough Primary School,Free Schools,Primary,231 Aldborough Road South,Open,Mixed,Redbridge,0.0952201,51.5708008
school_london_Alderbrook_Primary_School,Alderbrook Primary School,Community School,Primary,Oldridge Road,Open,Mixed,Wandsworth,-0.149874,51.4486008
school_london_Aldersbrook_Primary_School,Aldersbrook Primary School,Community School,Primary,Harpenden Road,Open,Mixed,Redbridge,0.0346191,51.5642014
school_london_Alderwood_Primary_School,Alderwood Primary School,Community School,Primary,Rainham Close,Open,Mixed,Greenwich,0.0860182,51.4485016
school_london_Alec_Reed_Academy,Alec Reed Academy,Academy Sponsor Led,All Through,Bengarth Road,Open,Mixed,Ealing,-0.382438,51.543499
school_london_Alexander_Mcleod_Primary_School,Alexander Mcleod Primary School,Community School,Primary,Fuchsia Street,Open,Mixed,Greenwich,0.11289,51.4852982
school_london_Alexandra_Infant_School,Alexandra Infant School,Community School,Primary,Alexandra Road,Open,Mixed,Kingston Upon Thames,-0.287971,51.4171982
school_london_Alexandra_Junior_School,Alexandra Junior School,Academy Converter,Primary,Cator Road,Open,Mixed,Bromley,-0.0461523,51.4210014
school_london_Alexandra_Park_School,Alexandra Park School,Academy Converter,Secondary,Bidwell Gardens,Open,Mixed,Haringey,-0.136971,51.6021004
school_london_Alexandra_Primary_School,Alexandra Primary School,Community School,Primary,Western Road,Open,Mixed,Haringey,-0.115348,51.5952988
school_london_Alexandra_School,Alexandra School,Academy Special Converter,Not applicable,Alexandra Avenue,Open,Mixed,Harrow,-0.369896,51.5671997
school_london_Al-falah_Primary_School,Al-falah Primary School,Other Independent School,Not applicable,48 Kenninghall Road,Open,Mixed,Hackney,-0.0588304,51.5582008
school_london_Alfred_Salter_Primary_School,Alfred Salter Primary School,Community School,Primary,Quebec Way,Open,Mixed,Southwark,-0.0435828,51.4995995
school_london_Alif_Academy,Alif Academy,Other Independent School,Not applicable,313-319 Katherine Road,Closed,Mixed,Newham,0.038884,51.5373001
school_london_Al-khair_School,Al-khair School,Other Independent School,Not applicable,109-117 Cherry Orchard Road,Open,Mixed,Croydon,-0.089138,51.3792992
school_london_All_Saints_Benhilton_Cofe_Primary_School,All Saints Benhilton Cofe Primary School,Voluntary Aided School,Primary,All Saints Road,Open,Mixed,Sutton,-0.191806,51.3726006
school_london_All_Saints_Carshalton_Church_Of_England_Primary_School,All Saints Carshalton Church Of England Primary School,Voluntary Aided School,Primary,Rotherfield Road,Open,Mixed,Sutton,-0.158874,51.3651009
school_london_All_Saints_Catholic_School_And_Technology_College,All Saints Catholic School And Technology College,Voluntary Aided School,Secondary,Terling Road,Open,Mixed,Barking And Dagenham,0.151278,51.5626984
school_london_All_Saints_Cofe_Primary_School,All Saints Cofe Primary School,Voluntary Aided School,Primary,Bishops Avenue,Open,Mixed,Hammersmith And Fulham,-0.213631,51.4729004
school_london_All_Saints'_Church_Of_England_Primary_School,All Saints' Church Of England Primary School,Voluntary Aided School,Primary,2 Blackheath Vale,Open,Mixed,Lewisham,0.0034497,51.4695015
school_london_All_Saints'_Cofe_Primary_School,All Saints' Cofe Primary School,Voluntary Aided School,Primary,East Road,Open,Mixed,Merton,-0.183056,51.4185982
school_london_All_Saints'_Cofe_Primary_School_N20,All Saints' Cofe Primary School N20,Voluntary Aided School,Primary,116 Oakleigh Road North,Open,Mixed,Barnet,-0.167771,51.6290016
school_london_All_Saints'_Cofe_Primary_School_Nw2,All Saints' Cofe Primary School Nw2,Voluntary Aided School,Primary,Cricklewood Lane,Open,Mixed,Barnet,-0.199964,51.5620995
"school_london_All_Saints'_Cofe_Primary_School,_Putney","All Saints' Cofe Primary School, Putney",Voluntary Aided School,Primary,Putney Common,Open,Mixed,Wandsworth,-0.227392,51.4673996
school_london_All_Souls_Cofe_Primary_School,All Souls Cofe Primary School,Voluntary Aided School,Primary,Foley Street,Open,Mixed,Westminster,-0.138642,51.5199013
school_london_Allen_Edwards_Primary_School,Allen Edwards Primary School,Community School,Primary,Studley Road,Open,Mixed,Lambeth,-0.127235,51.4729004
school_london_Allenby_Primary_School,Allenby Primary School,Community School,Primary,Allenby Road,Open,Mixed,Ealing,-0.365599,51.5200005
school_london_Alleyn's_School,Alleyn's School,Other Independent School,Not applicable,Townley Road,Open,Mixed,Southwark,-0.0820311,51.4547997
school_london_Allfarthing_Primary_School,Allfarthing Primary School,Community School,Primary,St Ann's Crescent,Open,Mixed,Wandsworth,-0.185687,51.4534988
school_london_Alma_Primary,Alma Primary,Free Schools,Primary,3 Beaumont Close,Open,Mixed,Barnet,-0.165443,51.5867996
school_london_Alma_Primary_School,Alma Primary School,Community School,Primary,Alma Road,Open,Mixed,Enfield,-0.0360492,51.6445007
school_london_Al-mizan_School,Al-mizan School,Other Independent School,Not applicable,46 Whitechapel Road,Open,Boys,Tower Hamlets,-0.0659429,51.5172997
school_london_Al-muntada_Islamic_School,Al-muntada Islamic School,Other Independent School,Not applicable,7 Bridges Place,Open,Mixed,Hammersmith And Fulham,-0.201631,51.4762993
school_london_Al-noor_Primary_School,Al-noor Primary School,Other Independent School,Not applicable,619 - 625 Green Lane,Open,Mixed,Redbridge,0.116284,51.5632019
school_london_Alperton_Community_School,Alperton Community School,Academy Converter,Secondary,Stanley Avenue,Open,Mixed,Brent,-0.292712,51.5433998
school_london_Alpha_Preparatory_School,Alpha Preparatory School,Other Independent School,Not applicable,21 Hindes Road,Open,Mixed,Harrow,-0.335053,51.5853004
school_london_Al-risalah,Al-risalah,Other Independent School,Not applicable,145 Upper Tooting Road,Open,Mixed,Wandsworth,-0.163489,51.4324989
school_london_Al-sadiq_And_Al-zahra_Schools,Al-sadiq And Al-zahra Schools,Other Independent School,Not applicable,134 Salusbury Road,Open,Mixed,Brent,-0.20922,51.5399017
school_london_Altmore_Infant_School,Altmore Infant School,Community School,Primary,Altmore Avenue,Open,Mixed,Newham,0.0583495,51.5365982
school_london_Ambler_Primary_School_And_Children's_Centre,Ambler Primary School And Children's Centre,Community School,Primary,Blackstock Road,Open,Mixed,Islington,-0.101753,51.5625992
school_london_Amy_Johnson_Primary_School,Amy Johnson Primary School,Community School,Primary,Mollison Drive,Open,Mixed,Sutton,-0.130091,51.3521996
school_london_Andrews_Lane_Primary_School,Andrews Lane Primary School,Community School,Primary,Andrews Lane,Open,Mixed,Broxbourne,-0.053387,51.7104988
school_london_Angel_Oak_Academy,Angel Oak Academy,Academy Sponsor Led,Primary,Burcher Gale Grove,Open,Mixed,Southwark,-0.0790988,51.4804001
school_london_Annemount_School,Annemount School,Other Independent School,Not applicable,18 Holne Chase,Open,Mixed,Barnet,-0.175828,51.5797997
school_london_Anson_Primary_School,Anson Primary School,Community School,Primary,Anson Road,Open,Mixed,Brent,-0.219354,51.5536003
school_london_Apex_Primary_School,Apex Primary School,Other Independent School,Not applicable,60-62 Argyle Road,Open,Mixed,Redbridge,0.0655303,51.5626984
school_london_Applegarth_Academy,Applegarth Academy,Academy Sponsor Led,Primary,Bygrove Fieldway,Open,Mixed,Croydon,-0.0261859,51.3549004
school_london_Applied_Educational_Solutions,Applied Educational Solutions,Other Independent Special School,Not applicable,10 Central Parade,Open,Mixed,Enfield,-0.0453796,51.6571007
school_london_Aragon_Primary_School,Aragon Primary School,Community School,Primary,Aragon Road,Open,Mixed,Merton,-0.220096,51.3885002
school_london_Arc_School_Napton,Arc School Napton,Other Independent Special School,Not applicable,C/o Kedleston Schools,Open,Mixed,Hillingdon,-0.442973,51.5080986
school_london_Archbishop_Sumner_Church_Of_England_Primary_School,Archbishop Sumner Church Of England Primary School,Voluntary Aided School,Primary,Reedworth Street,Open,Mixed,Lambeth,-0.109974,51.4916
school_london_Archbishop_Tenison's_Cofe_High_School,Archbishop Tenison's Cofe High School,Voluntary Aided School,Secondary,Selborne Road,Open,Mixed,Croydon,-0.0819211,51.3694992
school_london_Archbishop_Tenison's_School,Archbishop Tenison's School,Voluntary Aided School,Secondary,55 Kennington Oval,Open,Mixed,Lambeth,-0.116039,51.4824982
school_london_Archdeacon_Cambridge's_Church_Of_England_Primary_School,Archdeacon Cambridge's Church Of England Primary School,Voluntary Aided School,Primary,The Green,Open,Mixed,Richmond Upon Thames,-0.34182,51.4421005
school_london_Ardleigh_Green_Infant_School,Ardleigh Green Infant School,Community School,Primary,Ardleigh Green Road,Open,Mixed,Havering,0.220057,51.5848999
school_london_Ardleigh_Green_Junior_School,Ardleigh Green Junior School,Community School,Primary,Ardleigh Green Road,Open,Mixed,Havering,0.220057,51.5848999
school_london_Argyle_Primary_School,Argyle Primary School,Community School,Primary,Tonbridge Street,Open,Mixed,Camden,-0.12392,51.528801
school_london_Ark_Academy,Ark Academy,Academy Sponsor Led,All Through,Forty Avenue,Open,Mixed,Brent,-0.28018,51.5656013
school_london_Ark_All_Saints_Academy,Ark All Saints Academy,Academy Sponsor Led,Secondary,140 Wyndham Road,Open,Mixed,Southwark,-0.100471,51.4782982
school_london_Ark_Atwood_Primary_Academy,Ark Atwood Primary Academy,Free Schools,Primary,Amberley Road,Open,Mixed,Westminster,-0.191646,51.5229988
school_london_Ark_Bentworth_Primary_Academy,Ark Bentworth Primary Academy,Academy Converter,Primary,Bentworth Road,Open,Mixed,Hammersmith And Fulham,-0.232321,51.5153008
school_london_Ark_Bolingbroke_Academy,Ark Bolingbroke Academy,Free Schools,Secondary,Wakehurst Road,Open,Mixed,Wandsworth,-0.168296,51.4561005
school_london_Ark_Brunel_Primary_Academy,Ark Brunel Primary Academy,Academy Sponsor Led,Primary,Middle Row,Open,Mixed,Kensington And Chelsea,-0.212007,51.5257988
school_london_Ark_Burlington_Danes_Academy,Ark Burlington Danes Academy,Academy Sponsor Led,All Through,Wood Lane,Open,Mixed,Hammersmith And Fulham,-0.22973,51.519001
school_london_Ark_Byron_Primary_Academy,Ark Byron Primary Academy,Free Schools,Primary,Acton Lane,Open,Mixed,Ealing,-0.265822,51.5056992
school_london_Ark_Conway_Primary_Academy,Ark Conway Primary Academy,Free Schools,Primary,60 Hemlock Road,Open,Mixed,Hammersmith And Fulham,-0.242485,51.5138016
school_london_Ark_Elvin_Academy,Ark Elvin Academy,Academy Sponsor Led,Secondary,Cecil Avenue,Open,Mixed,Brent,-0.291006,51.5523987
school_london_Ark_Evelyn_Grace_Academy,Ark Evelyn Grace Academy,Academy Sponsor Led,Secondary,255 Shakespeare Road,Open,Mixed,Lambeth,-0.104106,51.4608002
school_london_Ark_Franklin_Primary_Academy,Ark Franklin Primary Academy,Academy Sponsor Led,Primary,Harvist Road,Open,Mixed,Brent,-0.217704,51.5326996
school_london_Ark_Globe_Academy,Ark Globe Academy,Academy Sponsor Led,All Through,Harper Road,Open,Mixed,Southwark,-0.0908351,51.4956017
school_london_Ark_Isaac_Newton_Academy,Ark Isaac Newton Academy,Academy Sponsor Led,All Through,1 Cricklefield Place,Open,Mixed,Redbridge,0.0919876,51.5614014
school_london_Ark_John_Keats_Academy,Ark John Keats Academy,Free Schools,All Through,Bell Lane,Open,Mixed,Enfield,-0.0366984,51.6660004
school_london_Ark_King_Solomon_Academy,Ark King Solomon Academy,Academy Sponsor Led,All Through,Penfold Street,Open,Mixed,Westminster,-0.169091,51.5219002
school_london_Ark_Oval_Primary_Academy,Ark Oval Primary Academy,Academy Sponsor Led,Primary,98 Cherry Orchard Road,Open,Mixed,Croydon,-0.0896412,51.3779984
school_london_Ark_Priory_Primary_Academy,Ark Priory Primary Academy,Academy Sponsor Led,Primary,Acton Lane,Open,Mixed,Ealing,-0.26643,51.5047989
school_london_Ark_Putney_Academy,Ark Putney Academy,Academy Converter,Secondary,Pullman Gardens,Open,Mixed,Wandsworth,-0.225576,51.4547997
school_london_Ark_Swift_Primary_Academy,Ark Swift Primary Academy,Academy Sponsor Led,Primary,Australia Road,Open,Mixed,Hammersmith And Fulham,-0.229818,51.5119019
school_london_Ark_Walworth_Academy,Ark Walworth Academy,Academy Sponsor Led,Secondary,Shorncliffe Road,Open,Mixed,Southwark,-0.0794943,51.4870987
school_london_Arnett_Hills_Junior_Mixed_And_Infant_School,Arnett Hills Junior Mixed And Infant School,Community School,Primary,Berry Lane,Open,Mixed,Three Rivers,-0.494342,51.6453018
school_london_Arnhem_Wharf_Primary_School,Arnhem Wharf Primary School,Community School,Primary,1 Arnhem Place,Open,Mixed,Tower Hamlets,-0.0265649,51.4953003
school_london_Arnold_House_School,Arnold House School,Other Independent School,Not applicable,1-3 Loudoun Road,Open,Boys,Westminster,-0.176724,51.5339012
school_london_Arts_And_Media_School_Islington,Arts And Media School Islington,Foundation School,Secondary,Turle Road,Open,Mixed,Islington,-0.115907,51.5671005
school_london_Arts_Educational_School,Arts Educational School,Other Independent School,Not applicable,14 Bath Road,Open,Mixed,Hounslow,-0.252447,51.4959984
school_london_Ascot_Road_Community_Free_School,Ascot Road Community Free School,Free Schools,Primary,Ascot Road,Open,Mixed,Watford,-0.42242,51.649601
school_london_Asd_Learning_Centre_-_Woolwich,Asd Learning Centre - Woolwich,Other Independent Special School,Not applicable,4 Gunnery Terrace,Closed,Boys,Greenwich,0.0742693,51.4921989
school_london_Ashbourne_Independent_School,Ashbourne Independent School,Other Independent School,Not applicable,17 Old Court Place,Open,Mixed,Kensington And Chelsea,-0.189468,51.5027008
school_london_Ashburnham_Community_School,Ashburnham Community School,Community School,Primary,17 Blantyre Street,Open,Mixed,Kensington And Chelsea,-0.178921,51.4813995
school_london_Ashcroft_Technology_Academy,Ashcroft Technology Academy,Academy Sponsor Led,Secondary,100 West Hill,Open,Mixed,Wandsworth,-0.207478,51.456501
school_london_Ashfield_Junior_School,Ashfield Junior School,Voluntary Controlled School,Primary,School Lane,Open,Mixed,Hertsmere,-0.357177,51.6394005
school_london_Ashford_Cofe_Primary_School,Ashford Cofe Primary School,Voluntary Aided School,Primary,School Road,Open,Mixed,Spelthorne,-0.450937,51.4266014
school_london_Ashford_Park_Primary_School,Ashford Park Primary School,Community School,Primary,Station Crescent,Open,Mixed,Spelthorne,-0.479692,51.4374008
school_london_Ashgrove_School_Ltd,Ashgrove School Ltd,Other Independent School,Not applicable,116 Widmore Road,Open,Mixed,Bromley,0.0252924,51.4067001
school_london_Ashley_Cofe_Aided_Primary_School,Ashley Cofe Aided Primary School,Academy Converter,Primary,Ashley Road,Open,Mixed,Elmbridge,-0.417954,51.3837013
school_london_Ashmead_Primary_School,Ashmead Primary School,Community School,Primary,Ashmead Road,Open,Mixed,Lewisham,-0.025531,51.4692001
school_london_Ashmole_Academy,Ashmole Academy,Academy Converter,Secondary,Cecil Road,Open,Mixed,Barnet,-0.132946,51.6301994
school_london_Ashmole_Primary_School,Ashmole Primary School,Community School,Primary,Ashmole Street,Open,Mixed,Lambeth,-0.11495,51.4819984
school_london_Ashmount_Primary_School,Ashmount Primary School,Community School,Primary,Crouch Hill Park,Open,Mixed,Islington,-0.124207,51.5737
school_london_Ashton_House_School,Ashton House School,Other Independent School,Not applicable,50-52 Eversley Crescent,Open,Mixed,Hounslow,-0.346494,51.4776001
school_london_Assunnah_Primary_School,Assunnah Primary School,Other Independent School,Not applicable,565a High Road,Open,Mixed,Haringey,-0.0690657,51.5957985
school_london_Aston_House_School,Aston House School,Other Independent School,Not applicable,1 Aston Road,Closed,Mixed,Ealing,-0.301472,51.5183983
school_london_Athelney_Primary_School,Athelney Primary School,Community School,Primary,Athelney Street,Open,Mixed,Lewisham,-0.0239686,51.4341011
school_london_Athelstan_House_School,Athelstan House School,Other Independent School,Not applicable,36 Percy Road,Open,Mixed,Richmond Upon Thames,-0.373211,51.417099
school_london_Atwood_Primary_Academy,Atwood Primary Academy,Academy Converter,Primary,Limpsfield Road,Open,Mixed,Croydon,-0.0747947,51.3283997
school_london_Audley_Primary_School,Audley Primary School,Community School,Primary,Whyteleafe Road,Open,Mixed,Tandridge,-0.0866343,51.2952995
school_london_Auriol_Junior_School,Auriol Junior School,Community School,Primary,Vale Road,Open,Mixed,Epsom And Ewell,-0.251333,51.3698997
school_london_Avanti_Court_Primary_School,Avanti Court Primary School,Academy Converter,Primary,Carlton Drive,Open,Mixed,Redbridge,0.0879818,51.5878983
school_london_Avanti_House_School,Avanti House School,Free Schools,All Through,Beaulieu Drive,Open,Mixed,Harrow,-0.387882,51.5792007
school_london_Aveley_Primary_School,Aveley Primary School,Community School,Primary,Stifford Road,Open,Mixed,Thurrock,0.261029,51.4986
school_london_Avenue_House_School,Avenue House School,Other Independent School,Not applicable,70 The Avenue,Open,Mixed,Ealing,-0.319056,51.5168991
school_london_Avenue_Nursery_And_Pre-preparatory_School,Avenue Nursery And Pre-preparatory School,Other Independent School,Not applicable,2 Highgate Avenue,Open,Mixed,Haringey,-0.144834,51.5760002
school_london_Avenue_Primary_Academy,Avenue Primary Academy,Academy Converter,Primary,Avenue Road,Open,Mixed,Sutton,-0.20419,51.3465004
school_london_Avenue_Primary_School,Avenue Primary School,Community School,Primary,Meanley Road,Open,Mixed,Newham,0.0501456,51.5500984
school_london_Avigdor_Hirsch_Torah_Temimah_Primary_School,Avigdor Hirsch Torah Temimah Primary School,Voluntary Aided School,Primary,Parkside,Open,Boys,Brent,-0.23327,51.5592995
school_london_Avon_House_School,Avon House School,Other Independent School,Not applicable,490 High Road,Open,Mixed,Redbridge,0.0256825,51.6147003
school_london_Avondale_Park_Primary_School,Avondale Park Primary School,Community School,Primary,Sirdar Road,Open,Mixed,Kensington And Chelsea,-0.213811,51.5107002
school_london_Avonmore_Primary_School,Avonmore Primary School,Community School,Primary,Avonmore Road,Open,Mixed,Hammersmith And Fulham,-0.20937,51.4948997
school_london_Ayasofia_Primary_School,Ayasofia Primary School,Other Independent School,Not applicable,130 Cavell Street,Open,Mixed,Tower Hamlets,-0.0571884,51.5181007
school_london_Ayesha_Community_School,Ayesha Community School,Other Independent School,Not applicable,Montagu Road Campus,Open,Mixed,Barnet,-0.238731,51.5763016
school_london_Ayesha_Siddiqa_Girls_School,Ayesha Siddiqa Girls School,Other Independent School,Not applicable,165-169 The Broadway,Open,Girls,Ealing,-0.378496,51.5074997
school_london_Aylward_Academy,Aylward Academy,Academy Sponsor Led,Secondary,Windmill Road,Open,Mixed,Enfield,-0.0815543,51.6176987
school_london_Aylward_Primary_School,Aylward Primary School,Academy Sponsor Led,Primary,Pangbourne Drive,Open,Mixed,Harrow,-0.297329,51.6170998
school_london_Azhar_Academy_Girls_School,Azhar Academy Girls School,Other Independent School,Not applicable,235a Romford Road,Open,Mixed,Newham,0.0204069,51.5458984
school_london_Babington_House_School,Babington House School,Other Independent School,Not applicable,Grange Drive,Open,Mixed,Bromley,0.0494536,51.4183998
school_london_Bacon's_College,Bacon's College,Academy Sponsor Led,Secondary,Timber Pond Road,Open,Mixed,Southwark,-0.0411339,51.5019989
school_london_Baden-powell_School,Baden-powell School,Community School,Primary,Ferron Road,Open,Mixed,Hackney,-0.0578265,51.5573006
school_london_Bales_College,Bales College,Other Independent School,Not applicable,742 Harrow Road,Open,Mixed,Westminster,-0.215363,51.5284996
school_london_Balgowan_Primary_School,Balgowan Primary School,Academy Converter,Primary,Balgowan Road,Open,Mixed,Bromley,-0.0389298,51.4044991
school_london_Bancrofts_Preparatory_School,Bancrofts Preparatory School,Other Independent School,Not applicable,611-627 High Road,Open,Mixed,Redbridge,0.026642,51.6197014
school_london_Bancrofts_School,Bancrofts School,Other Independent School,Not applicable,611-627 High Road,Open,Mixed,Redbridge,0.026642,51.6197014
school_london_Bandon_Hill_Primary_School,Bandon Hill Primary School,Community School,Primary,Sandy Lane South,Open,Mixed,Sutton,-0.138496,51.3582001
school_london_Bangabandhu_Primary_School,Bangabandhu Primary School,Community School,Primary,Wessex Street,Open,Mixed,Tower Hamlets,-0.0520109,51.526001
school_london_Bannockburn_Primary_School,Bannockburn Primary School,Community School,Primary,Plumstead High Street,Open,Mixed,Greenwich,0.0946243,51.4872017
school_london_Banstead_Community_Junior_School,Banstead Community Junior School,Community School,Primary,The Horseshoe,Open,Mixed,Reigate And Banstead,-0.207711,51.3221016
school_london_Banstead_Infant_School,Banstead Infant School,Academy Converter,Primary,The Horseshoe,Open,Mixed,Reigate And Banstead,-0.209656,51.3218994
school_london_Barbara_Speake_Stage_School,Barbara Speake Stage School,Other Independent School,Not applicable,East Acton Lane,Open,Mixed,Ealing,-0.255291,51.5124016
school_london_Barclay_Primary_School,Barclay Primary School,Academy Converter,Primary,155 Canterbury Road,Open,Mixed,Waltham Forest,-9.728E-4,51.5758018
school_london_Barham_Primary_School,Barham Primary School,Community School,Primary,Danethorpe Road,Open,Mixed,Brent,-0.306758,51.5484009
school_london_Baring_Primary_School,Baring Primary School,Community School,Primary,Linchmere Road,Open,Mixed,Lewisham,0.0143357,51.4443016
"school_london_Barking_Abbey_School,_A_Specialist_Sports_And_Humanities_College","Barking Abbey School, A Specialist Sports And Humanities College",Community School,Secondary,Sandringham Road,Open,Mixed,Barking And Dagenham,0.101484,51.5427017
school_london_Barlby_Primary_School,Barlby Primary School,Community School,Primary,Barlby Road,Open,Mixed,Kensington And Chelsea,-0.216501,51.5233002
school_london_Barley_Lane_Primary_School,Barley Lane Primary School,Community School,Primary,Huxley Drive,Open,Mixed,Redbridge,0.113272,51.5698013
school_london_Barn_Croft_Primary_School,Barn Croft Primary School,Community School,Primary,2 Brunel Road,Open,Mixed,Waltham Forest,-0.0353931,51.5760994
school_london_Barnehurst_Infant_School,Barnehurst Infant School,Academy Converter,Primary,Barnehurst Close,Open,Mixed,Bexley,0.162344,51.4692993
school_london_Barnehurst_Junior_School,Barnehurst Junior School,Academy Converter,Primary,Barnehurst Close,Open,Mixed,Bexley,0.161561,51.4692001
school_london_Barnes_Primary_School,Barnes Primary School,Community School,Primary,Cross Street,Open,Mixed,Richmond Upon Thames,-0.25087,51.4687004
school_london_Barnett_Wood_Infant_School,Barnett Wood Infant School,Community School,Primary,Barnett Wood Lane,Open,Mixed,Mole Valley,-0.310296,51.3143997
school_london_Barnfield_Primary_School,Barnfield Primary School,Community School,Primary,Silkstream Road,Open,Mixed,Barnet,-0.264657,51.6007004
school_london_Barnhill_Community_High_School,Barnhill Community High School,Academy Converter,Secondary,Yeading Lane,Open,Mixed,Hillingdon,-0.398904,51.5303993
school_london_Barrington_Primary_School,Barrington Primary School,Community School,Primary,Barrington Road,Open,Mixed,Bexley,0.124322,51.4640999
school_london_Barrow_Hedges_Primary_School,Barrow Hedges Primary School,Community School,Primary,Harbury Road,Open,Mixed,Sutton,-0.175098,51.3522987
school_london_Barrow_Hill_Junior_School,Barrow Hill Junior School,Community School,Primary,Bridgeman Street,Open,Mixed,Westminster,-0.169113,51.5327988
school_london_Bassett_House_School,Bassett House School,Other Independent School,Not applicable,60 Bassett Road,Open,Mixed,Kensington And Chelsea,-0.21762,51.5182991
school_london_Baston_House_School,Baston House School,Other Independent Special School,Not applicable,Baston Road,Open,Mixed,Bromley,0.0230223,51.3718987
school_london_Beachcroft_Ap_Academy,Beachcroft Ap Academy,Academy Alternative Provision Converter,Not applicable,35 Finchley Road,Open,Mixed,Westminster,-0.17755,51.5355988
school_london_Beacon_Hill_Academy,Beacon Hill Academy,Academy Special Converter,Not applicable,Errif Drive,Open,Mixed,Thurrock,0.27737,51.5119019
school_london_Beaconsfield_Primary_And_Nursery_School,Beaconsfield Primary And Nursery School,Community School,Primary,Beaconsfield Road,Open,Mixed,Ealing,-0.382366,51.5077019
school_london_Beal_High_School,Beal High School,Academy Converter,Secondary,Woodford Bridge Road,Open,Mixed,Redbridge,0.0517127,51.5858994
school_london_Beam_Primary_School,Beam Primary School,Community School,Primary,Oval Road North,Open,Mixed,Barking And Dagenham,0.163998,51.5283012
school_london_Beatrice_Tate_School,Beatrice Tate School,Community Special School,Not applicable,41 Southern Grove,Open,Mixed,Tower Hamlets,-0.0304532,51.5237999
school_london_Beatrix_Potter_Primary_School,Beatrix Potter Primary School,Community School,Primary,Magdalen Road,Open,Mixed,Wandsworth,-0.182364,51.4440002
