Id,Name,Type,Phase,Address,Status,Gender,Town,x,y
school_london_Fielding_Primary_School,Fielding Primary School,Community School,Primary,Wyndham Road,Open,Mixed,Ealing,-0.320704,51.5010986
school_london_Finches_School,Finches School,Other Independent Special School,Not applicable,Levy Building,Open,Mixed,Barnet,-0.190004,51.5956993
school_london_Finchley_And_Acton_Yochien_School,Finchley And Acton Yochien School,Other Independent School,Not applicable,6 Hendon Avenue,Open,Mixed,Barnet,-0.200712,51.5990982
school_london_Finchley_Catholic_High_School,Finchley Catholic High School,Voluntary Aided School,Secondary,Woodside Lane,Open,Boys,Barnet,-0.180949,51.6227989
school_london_Fine_Arts_College,Fine Arts College,Other Independent School,Not applicable,Centre Studios,Open,Mixed,Camden,-0.162206,51.5457001
school_london_Finton_House_School,Finton House School,Other Independent School,Not applicable,171 Trinity Road,Open,Mixed,Wandsworth,-0.165721,51.4410019
school_london_Fircroft_Primary_School,Fircroft Primary School,Community School,Primary,Fircroft Road,Open,Mixed,Wandsworth,-0.164919,51.4373016
school_london_Firs_Farm_Primary_School,Firs Farm Primary School,Community School,Primary,Rayleigh Road,Open,Mixed,Enfield,-0.0828242,51.6239014
school_london_Fitzjohn's_Primary_School,Fitzjohn's Primary School,Community School,Primary,86a Fitzjohn's Avenue,Open,Mixed,Camden,-0.175873,51.5533981
school_london_Five_Bridges,Five Bridges,Other Independent Special School,Not applicable,331 Kennington Lane,Closed,Mixed,Lambeth,-0.118317,51.4863014
school_london_Five_Elms_Primary_School,Five Elms Primary School,Community School,Primary,Wood Lane,Open,Mixed,Barking And Dagenham,0.14535,51.5550995
school_london_Flamstead_End_School,Flamstead End School,Academy Converter,Primary,Longfield Lane,Open,Mixed,Broxbourne,-0.0562588,51.7160988
school_london_Fleecefield_Primary_School,Fleecefield Primary School,Community School,Primary,Brettenham Road,Open,Mixed,Enfield,-0.0614935,51.6186981
school_london_Fleet_Primary_School,Fleet Primary School,Community School,Primary,Fleet Road,Open,Mixed,Camden,-0.159853,51.553299
school_london_Fleetdown_Primary_School,Fleetdown Primary School,Community School,Primary,Lunedale Road,Open,Mixed,Dartford,0.246563,51.4347
school_london_Flora_Gardens_Primary_School,Flora Gardens Primary School,Community School,Primary,Dalling Road,Open,Mixed,Hammersmith And Fulham,-0.235491,51.4948006
school_london_Floreat_Brentford_Primary_School,Floreat Brentford Primary School,Free Schools,Primary,"Ground Floor, Trico House",Open,Mixed,Hounslow,-0.302796,51.4902
school_london_Floreat_Wandsworth_Primary_School,Floreat Wandsworth Primary School,Academy Sponsor Led,Primary,305 Garratt Lane,Open,Mixed,Wandsworth,-0.188886,51.4472008
school_london_Focus_1st_Academy,Focus 1st Academy,Other Independent School,Not applicable,339 Bowes Road,Open,Mixed,Enfield,-0.134009,51.6158981
school_london_Focus_School_-_Barnet_Campus,Focus School - Barnet Campus,Other Independent School,Not applicable,4 Well Grove,Closed,Mixed,Barnet,-0.17333,51.6348991
school_london_Focus_School_-_Cheshunt_Primary_Campus,Focus School - Cheshunt Primary Campus,Other Independent School,Not applicable,Littlebury,Closed,Mixed,Broxbourne,-0.0450445,51.7032013
school_london_Focus_School_-_Harrow_Primary_Campus,Focus School - Harrow Primary Campus,Other Independent School,Not applicable,51 Sheepcote Road,Closed,Mixed,Harrow,-0.329166,51.5816002
school_london_Focus_School_-_Kenley_&_Carshalton_Campus,Focus School - Kenley & Carshalton Campus,Other Independent School,Not applicable,Little Woodcote Centre,Open,Mixed,Sutton,-0.156134,51.3391991
school_london_Folly's_End_Christian_School,Folly's End Christian School,Other Independent School,Not applicable,9 South Park Hill Road,Closed,Mixed,Croydon,-0.0902847,51.3648987
school_london_Footsteps_Trust,Footsteps Trust,Other Independent School,Not applicable,The Fredeick Knight Sports Ground,Open,Mixed,Haringey,-0.0532696,51.6066017
school_london_Forest_Academy,Forest Academy,Academy Sponsor Led,Secondary,Harbourer Road,Open,Mixed,Redbridge,0.115022,51.608799
school_london_Forest_Gate_Community_School,Forest Gate Community School,Community School,Secondary,Forest Lane,Open,Mixed,Newham,0.0232156,51.5498009
school_london_Forest_Hill_School,Forest Hill School,Community School,Secondary,Dacres Road,Open,Boys,Lewisham,-0.0479258,51.4319992
school_london_Forest_School,Forest School,Other Independent School,Not applicable,College Place,Open,Mixed,Waltham Forest,0.0093032,51.5856018
school_london_Forestdale_Primary_School,Forestdale Primary School,Community School,Primary,Pixton Way,Open,Mixed,Croydon,-0.0394488,51.3493996
school_london_Foresters_Primary_School,Foresters Primary School,Community School,Primary,Redford Avenue,Open,Mixed,Sutton,-0.135561,51.3558006
school_london_Forster_Park_Primary_School,Forster Park Primary School,Community School,Primary,Boundfield Road,Open,Mixed,Lewisham,0.0036034,51.4342003
school_london_Fortismere_School,Fortismere School,Foundation School,Secondary,Southwing,Open,Mixed,Haringey,-0.150991,51.5928993
school_london_Forty_Hill_Cofe_Primary_School,Forty Hill Cofe Primary School,Voluntary Aided School,Primary,Forty Hill,Open,Mixed,Enfield,-0.0610684,51.6710014
school_london_Fossdene_Primary_School,Fossdene Primary School,Community School,Primary,Victoria Way,Open,Mixed,Greenwich,0.0269763,51.4844017
school_london_Foster's_Primary_School,Foster's Primary School,Voluntary Controlled School,Primary,Westbrooke Road,Open,Mixed,Bexley,0.121798,51.4631004
school_london_Foulds_School,Foulds School,Community School,Primary,Byng Road,Open,Mixed,Barnet,-0.21019,51.656601
school_london_Four_Swannes_Primary_School,Four Swannes Primary School,Community School,Primary,King Edward Road,Open,Mixed,Broxbourne,-0.0306848,51.6879005
school_london_Fox_Primary_School,Fox Primary School,Community School,Primary,Kensington Place,Open,Mixed,Kensington And Chelsea,-0.196923,51.5073013
school_london_Foxborough_Primary_School,Foxborough Primary School,Academy Sponsor Led,Primary,Common Road,Open,Mixed,Slough,-0.540959,51.4949989
school_london_Foxfield_Primary_School,Foxfield Primary School,Community School,Primary,Sandbach Place,Open,Mixed,Greenwich,0.0743392,51.4868011
school_london_Francis_Holland_School,Francis Holland School,Other Independent School,Not applicable,Clarence Gate,Open,Girls,Westminster,-0.160328,51.5247002
school_london_Franciscan_Primary_School,Franciscan Primary School,Community School,Primary,221 Franciscan Road,Open,Mixed,Wandsworth,-0.15997,51.4276009
school_london_Frederick_Bremer_School,Frederick Bremer School,Community School,Secondary,Siddeley Road,Open,Mixed,Waltham Forest,-0.0034565,51.5945015
school_london_Frederick_Hugh_House,Frederick Hugh House,Other Independent Special School,Not applicable,48 Old Church Street,Open,Mixed,Kensington And Chelsea,-0.171927,51.4841003
school_london_Freezywater_St_George's_Cofe_Primary_School,Freezywater St George's Cofe Primary School,Voluntary Aided School,Primary,Hertford Road,Open,Mixed,Enfield,-0.0386962,51.6739998
school_london_Freshsteps,Freshsteps,Other Independent School,Not applicable,"Centre 14,unit 4,claverings Industrial Estate",Open,Mixed,Enfield,-0.0434385,51.6279984
school_london_Friars_Primary_Foundation_School,Friars Primary Foundation School,Foundation School,Primary,Webber Street,Open,Mixed,Southwark,-0.103412,51.5014992
school_london_Friern_Barnet_School,Friern Barnet School,Community School,Secondary,Hemington Avenue,Open,Mixed,Barnet,-0.154776,51.6160011
school_london_Frith_Manor_Primary_School,Frith Manor Primary School,Community School,Primary,Lullington Garth,Open,Mixed,Barnet,-0.202033,51.6150017
school_london_Frithwood_Primary_School,Frithwood Primary School,Community School,Primary,Carew Road,Open,Mixed,Hillingdon,-0.41694,51.6134987
school_london_Fryent_Primary_School,Fryent Primary School,Community School,Primary,Church Lane,Open,Mixed,Brent,-0.264056,51.5770988
school_london_Fulham_Boys_School,Fulham Boys School,Free Schools,Secondary,Mund Street,Open,Boys,Hammersmith And Fulham,-0.203264,51.4897003
school_london_Fulham_College_Boys'_School,Fulham College Boys' School,Academy Converter,Secondary,Kingwood Road,Open,Mixed,Hammersmith And Fulham,-0.215239,51.4777985
school_london_Fulham_Cross_Girls'_School_And_Language_College,Fulham Cross Girls' School And Language College,Academy Converter,Secondary,Munster Road,Open,Girls,Hammersmith And Fulham,-0.214177,51.4813995
school_london_Fulham_Primary_School,Fulham Primary School,Community School,Primary,Halford Road,Open,Mixed,Hammersmith And Fulham,-0.197991,51.4835014
school_london_Full_Circle_Education,Full Circle Education,Other Independent School,Not applicable,124-126 Broadwalk,Open,Mixed,Greenwich,0.0400164,51.4670982
school_london_Fullwood_Primary_School,Fullwood Primary School,Community School,Primary,21-24 Burford Close,Open,Mixed,Redbridge,0.0792866,51.5849991
school_london_Fulmer_Infant_School,Fulmer Infant School,Community School,Primary,Alderbourne Lane,Open,Mixed,South Bucks,-0.558526,51.5610008
school_london_Furness_Primary_School,Furness Primary School,Foundation School,Primary,Furness Road,Closed,Mixed,Brent,-0.238801,51.5337982
school_london_Furze_Infants'_School,Furze Infants' School,Community School,Primary,Bennett Road,Open,Mixed,Barking And Dagenham,0.140074,51.5714989
school_london_Furzedown_Primary_School,Furzedown Primary School,Community School,Primary,Beclands Road,Open,Mixed,Wandsworth,-0.153201,51.4225006
school_london_Furzefield_Primary_School,Furzefield Primary School,Community School,Primary,Delabole Road,Open,Mixed,Reigate And Banstead,-0.13877,51.262001
school_london_Gainsborough_Primary_School,Gainsborough Primary School,Community School,Primary,Berkshire Road,Open,Mixed,Hackney,-0.025983,51.5457993
school_london_Galliard_Primary_School,Galliard Primary School,Community School,Primary,Galliard Road,Open,Mixed,Enfield,-0.0591093,51.6380005
school_london_Gallions_Mount_Primary_School,Gallions Mount Primary School,Community School,Primary,Purrett Road,Open,Mixed,Greenwich,0.0987122,51.4846001
school_london_Gallions_Primary_School,Gallions Primary School,Community School,Primary,Warwall,Open,Mixed,Newham,0.0691958,51.5130997
school_london_Garden_House_School,Garden House School,Other Independent School,Not applicable,Turks Row,Open,Mixed,Kensington And Chelsea,-0.157887,51.4897995
school_london_Garden_Suburb_Infant_School,Garden Suburb Infant School,Community School,Primary,Childs Way,Open,Mixed,Barnet,-0.197534,51.5848999
school_london_Garden_Suburb_Junior_School,Garden Suburb Junior School,Community School,Primary,Childs Way,Open,Mixed,Barnet,-0.197534,51.5848999
school_london_Garfield_Primary_School,Garfield Primary School,Community School,Primary,Springfield Road,Open,Mixed,Enfield,-0.137048,51.6139984
school_london_Garratt_Park_School,Garratt Park School,Community Special School,Not applicable,Waldron Road,Open,Mixed,Wandsworth,-0.186291,51.4371986
school_london_Gascoigne_Primary_School,Gascoigne Primary School,Community School,Primary,Gascoigne Road,Open,Mixed,Barking And Dagenham,0.081035,51.5326004
school_london_Gatehouse_School,Gatehouse School,Other Independent School,Not applicable,Sewardstone Road,Open,Mixed,Tower Hamlets,-0.0467156,51.5321007
school_london_Gateway_Academy,Gateway Academy,Academy Converter,Primary,Capland Street,Open,Mixed,Westminster,-0.171396,51.5259018
school_london_Gatton_(va)_Primary_School,Gatton (va) Primary School,Voluntary Aided School,Primary,13e Broadwater Rd,Open,Mixed,Wandsworth,-0.167897,51.4305
school_london_Gayhurst_Community_School,Gayhurst Community School,Community School,Primary,Gayhurst Road,Open,Mixed,Hackney,-0.0626171,51.5424004
school_london_Gayhurst_School,Gayhurst School,Other Independent School,Not applicable,Bull Lane,Open,Mixed,Chiltern,-0.566144,51.5945015
school_london_Gaynes_School,Gaynes School,Community School,Secondary,Brackendale Gardens,Open,Mixed,Havering,0.252318,51.546299
school_london_Gearies_Primary_School,Gearies Primary School,Community School,Primary,Waremead Road,Open,Mixed,Redbridge,0.07041,51.5798988
school_london_George_Carey_Church_Of_England_Primary_School,George Carey Church Of England Primary School,Voluntary Aided School,Primary,The Rivergate Centre,Open,Mixed,Barking And Dagenham,0.108581,51.5205002
school_london_George_Eliot_Primary_School,George Eliot Primary School,Community School,Primary,Marlborough Hill,Open,Mixed,Westminster,-0.176901,51.5388985
school_london_George_Green's_School,George Green's School,Voluntary Controlled School,Secondary,100 Manchester Road,Open,Mixed,Tower Hamlets,-0.0076456,51.4880981
school_london_George_Mitchell_School,George Mitchell School,Community School,All Through,Farmer Road,Open,Mixed,Waltham Forest,-0.0136739,51.5681
school_london_George_Spicer_Primary_School,George Spicer Primary School,Community School,Primary,Southbury Road,Open,Mixed,Enfield,-0.0680075,51.6512985
school_london_George_Tomlinson_Primary_School,George Tomlinson Primary School,Community School,Primary,Vernon Road,Open,Mixed,Waltham Forest,0.008871,51.5662994
school_london_Getters_Talmud_Torah,Getters Talmud Torah,Other Independent School,Not applicable,86 Amhurst Park,Open,Boys,Hackney,-0.0833843,51.5750008
school_london_Gidea_Park_College,Gidea Park College,Other Independent School,Not applicable,2 Balgores Lane,Open,Mixed,Havering,0.199628,51.5861015
school_london_Gidea_Park_Primary_School,Gidea Park Primary School,Community School,Primary,Lodge Avenue,Open,Mixed,Havering,0.193905,51.5838013
school_london_Gifford_Primary_School,Gifford Primary School,Community School,Primary,Greenhill Gardens,Open,Mixed,Ealing,-0.373918,51.5360985
school_london_Gilbert_Colvin_Primary_School,Gilbert Colvin Primary School,Community School,Primary,Strafford Road,Open,Mixed,Redbridge,0.0697475,51.5955009
school_london_Gilbert_Scott_Primary_School,Gilbert Scott Primary School,Community School,Primary,Farnborough Avenue,Open,Mixed,Croydon,-0.0464883,51.3520012
school_london_Gillespie_Primary_School,Gillespie Primary School,Community School,Primary,Gillespie Road,Open,Mixed,Islington,-0.10007,51.5600014
school_london_Glade_Primary_School,Glade Primary School,Community School,Primary,Atherton Road,Open,Mixed,Redbridge,0.0579977,51.5946007
school_london_Gladesmore_Community_School,Gladesmore Community School,Community School,Secondary,Crowland Road,Open,Mixed,Haringey,-0.0660947,51.580101
school_london_Gladstone_Park_Primary_School,Gladstone Park Primary School,Academy Sponsor Led,Primary,Sherrick Green Road,Open,Mixed,Brent,-0.231094,51.5517998
school_london_Glebe_Primary_School,Glebe Primary School,Community School,Primary,Glebe Avenue,Open,Mixed,Harrow,-0.296287,51.5917015
school_london_Glebe_School,Glebe School,Foundation Special School,Not applicable,Hawes Lane,Open,Mixed,Bromley,-0.0055222,51.3759995
school_london_Glenarm_College,Glenarm College,Other Independent School,Not applicable,20 Coventry Road,Closed,Mixed,Redbridge,0.070441,51.5634995
school_london_Glenbrook_Primary_School,Glenbrook Primary School,Community School,Primary,Clarence Avenue,Open,Mixed,Lambeth,-0.132165,51.4529991
school_london_Glendower_Preparatory_School,Glendower Preparatory School,Other Independent School,Not applicable,86/87 Queen's Gate,Open,Girls,Kensington And Chelsea,-0.179168,51.4939995
school_london_Glenthorne_High_School,Glenthorne High School,Academy Converter,Secondary,Sutton Common Road,Open,Mixed,Sutton,-0.201228,51.3810997
school_london_Globe_Primary_School,Globe Primary School,Community School,Primary,Gawber Street,Open,Mixed,Tower Hamlets,-0.0515083,51.5289993
"school_london_Gloucester_House,_The_Tavistock_Children's_Day_Unit","Gloucester House, The Tavistock Children's Day Unit",Other Independent Special School,Not applicable,33 Daleham Gardens,Open,Mixed,Camden,-0.174666,51.5508003
school_london_Glyn_School,Glyn School,Academy Converter,Secondary,The Kingsway,Open,Boys,Epsom And Ewell,-0.255844,51.343399
school_london_Godwin_Junior_School,Godwin Junior School,Community School,Primary,Cranmer Road,Open,Mixed,Newham,0.029652,51.5521011
school_london_Godwin_Primary_School,Godwin Primary School,Community School,Primary,Finnymore Road,Open,Mixed,Barking And Dagenham,0.138974,51.537899
school_london_Goffs_Oak_Primary_&_Nursery_School,Goffs Oak Primary & Nursery School,Community School,Primary,Millcrest Road,Open,Mixed,Broxbourne,-0.0949901,51.7141991
school_london_Goffs_School,Goffs School,Academy Converter,Secondary,Goffs Lane,Open,Mixed,Broxbourne,-0.0570634,51.7064018
school_london_Goldbeaters_Primary_School,Goldbeaters Primary School,Community School,Primary,Thirleby Road,Open,Mixed,Barnet,-0.257238,51.6040993
school_london_Golders_Hill_School,Golders Hill School,Other Independent School,Not applicable,666 Finchley Road,Open,Mixed,Barnet,-0.195738,51.574501
school_london_Gonville_Academy,Gonville Academy,Academy Converter,Primary,Gonville Road,Open,Mixed,Croydon,-0.122347,51.3951988
school_london_Good_Shepherd_Catholic_Primary_School,Good Shepherd Catholic Primary School,Voluntary Aided School,Primary,Dunley Drive,Closed,Mixed,Croydon,-0.0218715,51.3526993
school_london_Good_Shepherd_Rc_Primary_School,Good Shepherd Rc Primary School,Voluntary Aided School,Primary,35 Gayford Road,Open,Mixed,Hammersmith And Fulham,-0.245275,51.5027008
school_london_Good_Shepherd_Rc_School,Good Shepherd Rc School,Voluntary Aided School,Primary,Moorside Road,Open,Mixed,Lewisham,0.0105027,51.4264984
school_london_Goodmayes_Primary_School,Goodmayes Primary School,Community School,Primary,Castleton Road,Open,Mixed,Redbridge,0.115142,51.5634995
school_london_Goodrich_Community_Primary_School,Goodrich Community Primary School,Community School,Primary,Dunstans Road,Open,Mixed,Southwark,-0.0681153,51.4500008
school_london_Goodrington_School,Goodrington School,Other Independent School,Not applicable,17 Walden Road,Open,Mixed,Havering,0.216053,51.5709
school_london_Goodwyn_School,Goodwyn School,Other Independent School,Not applicable,Hammers Lane,Open,Mixed,Barnet,-0.236695,51.6174011
school_london_Goose_Green_Primary_School,Goose Green Primary School,Academy Converter,Primary,Tintagel Crescent,Open,Mixed,Southwark,-0.0767427,51.4613991
school_london_Gordon_Infants'_School,Gordon Infants' School,Community School,Primary,Golfe Road,Open,Mixed,Redbridge,0.0871161,51.5564003
school_london_Gordon_Primary_School,Gordon Primary School,Community School,Primary,Earlshall Road,Open,Mixed,Greenwich,0.0544912,51.4585991
school_london_Gordonbrock_Primary_School,Gordonbrock Primary School,Community School,Primary,Amyruth Road,Open,Mixed,Lewisham,-0.0280028,51.4556999
school_london_Goresbrook_School,Goresbrook School,Free Schools,All Through,Ripple Road,Open,Mixed,Barking And Dagenham,0.130539,51.5326996
school_london_Gorringe_Park_Primary_School,Gorringe Park Primary School,Community School,Primary,Sandy Lane,Open,Mixed,Merton,-0.156521,51.4122009
school_london_Gospel_Oak_Primary_School,Gospel Oak Primary School,Community School,Primary,Mansfield Road,Open,Mixed,Camden,-0.151803,51.5550995
school_london_Gower_House_School,Gower House School,Other Independent School,Not applicable,5 Blackbird Hill,Open,Mixed,Brent,-0.264391,51.5657005
school_london_Grafton_Primary_School,Grafton Primary School,Community School,Primary,Eburne Road,Open,Mixed,Islington,-0.119136,51.5591011
school_london_Granard_Primary_School,Granard Primary School,Community School,Primary,Cortis Road,Open,Mixed,Wandsworth,-0.232391,51.4561996
school_london_Grand_Avenue_Primary_And_Nursery_School,Grand Avenue Primary And Nursery School,Community School,Primary,Grand Avenue,Open,Mixed,Kingston Upon Thames,-0.276695,51.3895988
school_london_Grange_Park_Infant_And_Nursery_School,Grange Park Infant And Nursery School,Foundation School,Primary,Lansbury Drive,Open,Mixed,Hillingdon,-0.417599,51.5267982
school_london_Grange_Park_Junior_School,Grange Park Junior School,Foundation School,Primary,Lansbury Drive,Open,Mixed,Hillingdon,-0.417599,51.5267982
school_london_Grange_Park_Preparatory_School,Grange Park Preparatory School,Other Independent School,Not applicable,13 The Chine,Open,Girls,Enfield,-0.0955696,51.6408005
school_london_Grange_Park_Primary_School,Grange Park Primary School,Community School,Primary,World's End Lane,Open,Mixed,Enfield,-0.108341,51.6474991
school_london_Grange_Primary_School,Grange Primary School,Community School,Primary,Webb Street,Open,Mixed,Southwark,-0.0819521,51.4962006
school_london_Grangewood_Independent_School,Grangewood Independent School,Other Independent School,Not applicable,Chester Road,Open,Mixed,Newham,0.0408373,51.5396996
school_london_Grangewood_School,Grangewood School,Academy Special Converter,Not applicable,Fore Street,Open,Mixed,Hillingdon,-0.411747,51.5876007
school_london_Granton_Primary_School,Granton Primary School,Community School,Primary,Granton Road,Open,Mixed,Lambeth,-0.142262,51.4145012
school_london_Grasmere_Primary_School,Grasmere Primary School,Community School,Primary,92 Albion Road,Open,Mixed,Hackney,-0.0835736,51.5550003
school_london_Grasvenor_Avenue_Infant_School,Grasvenor Avenue Infant School,Academy Converter,Primary,Grasvenor Avenue,Open,Mixed,Barnet,-0.188845,51.6422005
school_london_Gravel_Hill_Primary_School,Gravel Hill Primary School,Community School,Primary,Watling Street,Open,Mixed,Bexley,0.154165,51.4542999
school_london_Graveney_School,Graveney School,Academy Converter,Secondary,Welham Road,Open,Mixed,Wandsworth,-0.151935,51.4229012
school_london_Gray's_Farm_Primary_Academy,Gray's Farm Primary Academy,Academy Sponsor Led,Primary,Gray's Farm Road,Open,Mixed,Bromley,0.111782,51.4070015
school_london_Grazebrook_Primary_School,Grazebrook Primary School,Community School,Primary,Lordship Road,Open,Mixed,Hackney,-0.0831442,51.5642014
school_london_Greek_Primary_School_Of_London,Greek Primary School Of London,Other Independent School,Not applicable,3 Pierrepoint Road,Open,Mixed,Ealing,-0.273886,51.5119019
school_london_Greek_Secondary_School_Of_London,Greek Secondary School Of London,Other Independent School,Not applicable,22 Trinity Road,Open,Mixed,Haringey,-0.114095,51.6011009
school_london_Green_Dragon_Primary_School,Green Dragon Primary School,Community School,Primary,North Road,Open,Mixed,Hounslow,-0.296633,51.4878006
school_london_Green_Gables_Montessori_Primary_School,Green Gables Montessori Primary School,Other Independent School,Not applicable,4 Wapping Lane,Open,Mixed,Tower Hamlets,-0.0585344,51.509201
school_london_Green_Lane_Primary_And_Nursery_School,Green Lane Primary And Nursery School,Community School,Primary,Green Lane,Open,Mixed,Sutton,-0.235995,51.3872986
school_london_Green_Street_Green_Primary_School,Green Street Green Primary School,Academy Converter,Primary,Vine Road,Open,Mixed,Bromley,0.0918813,51.3525009
school_london_Green_Wrythe_Primary_School,Green Wrythe Primary School,Academy Sponsor Led,Primary,Green Wrythe Lane,Open,Mixed,Sutton,-0.176991,51.3885002
school_london_Greenacre_School_For_Girls,Greenacre School For Girls,Other Independent School,Not applicable,Sutton Lane,Open,Girls,Reigate And Banstead,-0.193212,51.3298988
school_london_Greenacres_Primary_School_And_Language_Impairment_Unit,Greenacres Primary School And Language Impairment Unit,Community School,Primary,Witherston Way,Open,Mixed,Greenwich,0.0568188,51.4341011
school_london_Greenfields_Primary_School,Greenfields Primary School,Community School,Primary,Ellesborough Close,Open,Mixed,Three Rivers,-0.393754,51.6180992
school_london_Greenfields_School_Of_Development,Greenfields School Of Development,Other Independent Special School,Not applicable,St Hilda's Community Centre,Closed,Mixed,Tower Hamlets,-0.0742833,51.5250015
school_london_Greenford_High_School,Greenford High School,Foundation School,Secondary,Lady Margaret Road,Open,Mixed,Ealing,-0.369755,51.5311012
school_london_Greenleaf_Primary_School,Greenleaf Primary School,Community School,Primary,Greenleaf Road,Open,Mixed,Waltham Forest,-0.0247505,51.5895996
school_london_Greenmead_School,Greenmead School,Community Special School,Not applicable,St Margaret's Crescent,Open,Mixed,Wandsworth,-0.233775,51.4590988
school_london_Greenshaw_High_School,Greenshaw High School,Academy Converter,Secondary,Grennell Road,Open,Mixed,Sutton,-0.183175,51.3764
school_london_Greenside_Primary_School,Greenside Primary School,Academy Converter,Primary,Westville Road,Open,Mixed,Hammersmith And Fulham,-0.237455,51.5037003
school_london_Greenslade_Primary_School,Greenslade Primary School,Community School,Primary,Erindale,Open,Mixed,Greenwich,0.0863898,51.4796982
school_london_Greenvale_Primary_School,Greenvale Primary School,Community School,Primary,Sandpiper Road,Open,Mixed,Croydon,-0.0518815,51.3392982
school_london_Greenvale_School,Greenvale School,Community Special School,Not applicable,Waters Road,Open,Mixed,Lewisham,-0.0396591,51.4322014
school_london_Greenwich_Steiner_School,Greenwich Steiner School,Other Independent School,Not applicable,Woodlands,Open,Mixed,Greenwich,0.0172107,51.4802017
school_london_Greenwood_Primary_School,Greenwood Primary School,Community School,Primary,Wood End Way,Open,Mixed,Ealing,-0.350466,51.5537987
school_london_Greig_City_Academy,Greig City Academy,Academy Sponsor Led,Secondary,High Street,Open,Mixed,Haringey,-0.117709,51.5873985
school_london_Gresham_Primary_School,Gresham Primary School,Community School,Primary,Limpsfield Road,Open,Mixed,Croydon,-0.0778295,51.3336983
school_london_Grey_Court_School,Grey Court School,Academy Converter,Secondary,Ham Street,Open,Mixed,Richmond Upon Thames,-0.312236,51.4389
school_london_Griffin_Primary_School,Griffin Primary School,Academy Converter,Primary,Stewarts Road,Open,Mixed,Wandsworth,-0.138411,51.4743004
school_london_Grimsdyke_School,Grimsdyke School,Community School,Primary,Sylvia Avenue,Open,Mixed,Harrow,-0.376357,51.6122017
school_london_Grinling_Gibbons_Primary_School,Grinling Gibbons Primary School,Community School,Primary,Clyde Street,Open,Mixed,Lewisham,-0.0294795,51.4814987
school_london_Grove_Park_Primary_School,Grove Park Primary School,Community School,Primary,Nightingale Close,Open,Mixed,Hounslow,-0.271217,51.4846001
school_london_Grove_Primary_School,Grove Primary School,Community School,Primary,Chadwell Heath Lane,Open,Mixed,Redbridge,0.120511,51.578701
school_london_Grove_Road_Primary_School,Grove Road Primary School,Community School,Primary,Cromwell Road,Open,Mixed,Hounslow,-0.373139,51.4645004
school_london_Grovelands_Primary_School,Grovelands Primary School,Community School,Primary,Terrace Road,Open,Mixed,Elmbridge,-0.406781,51.3937988
school_london_Guardian_Angels_Roman_Catholic_Primary_School,Guardian Angels Roman Catholic Primary School,Voluntary Aided School,Primary,Whitman Road,Open,Mixed,Tower Hamlets,-0.0364967,51.5250015
"school_london_Gumley_House_Rc_Convent_School,_Fcj","Gumley House Rc Convent School, Fcj",Academy Converter,Secondary,St John's Road,Open,Girls,Hounslow,-0.330315,51.469101
school_london_Gunnersbury_Catholic_School,Gunnersbury Catholic School,Voluntary Aided School,Secondary,The Ride,Open,Boys,Hounslow,-0.313956,51.4934006
school_london_Guru_Gobind_Singh_Khalsa_College,Guru Gobind Singh Khalsa College,Other Independent School,Not applicable,Roding Lane,Open,Mixed,Epping Forest,0.0642294,51.6273003
school_london_Guru_Nanak_Sikh_Academy,Guru Nanak Sikh Academy,Academy Converter,All Through,Springfield Road,Open,Mixed,Hillingdon,-0.398255,51.5087013
school_london_Gwyn_Jones_Primary_School,Gwyn Jones Primary School,Community School,Primary,Hainault Road,Open,Mixed,Waltham Forest,0.003142,51.5732002
school_london_Haberdashers'_Aske's_Boys'_School,Haberdashers' Aske's Boys' School,Other Independent School,Not applicable,Butterfly Lane,Open,Boys,Hertsmere,-0.313389,51.6568985
school_london_Haberdashers'_Aske's_Crayford_Academy,Haberdashers' Aske's Crayford Academy,Academy Sponsor Led,All Through,Iron Mill Lane,Open,Mixed,Bexley,0.183041,51.4552002
school_london_Haberdashers'_Aske's_Hatcham_College,Haberdashers' Aske's Hatcham College,Academy Sponsor Led,All Through,Pepys Road,Open,Mixed,Lewisham,-0.043516,51.4678993
school_london_Haberdashers'_Aske's_Hatcham_Temple_Grove_Free_School,Haberdashers' Aske's Hatcham Temple Grove Free School,Free Schools,Primary,Pepys Road,Open,Mixed,Lewisham,-0.0432789,51.4673004
school_london_Haberdashers'_Aske's_Knights_Academy,Haberdashers' Aske's Knights Academy,Academy Sponsor Led,All Through,Launcelot Road,Open,Mixed,Lewisham,0.0162109,51.4281006
school_london_Haberdashers'_Aske's_School_For_Girls,Haberdashers' Aske's School For Girls,Other Independent School,Not applicable,Aldenham Road,Open,Girls,Hertsmere,-0.313389,51.6568985
school_london_Hackbridge_Primary_School,Hackbridge Primary School,Community School,Primary,Hackbridge Road,Open,Mixed,Sutton,-0.157113,51.3785019
school_london_Hackney_City_Farm,Hackney City Farm,Other Independent School,Not applicable,1a Goldsmith Row,Open,Mixed,Hackney,-0.0666606,51.5320015
school_london_Hackney_New_Primary_School,Hackney New Primary School,Free Schools,Primary,1 Downham Road,Open,Mixed,Hackney,-0.0774181,51.5387993
school_london_Hackney_New_School,Hackney New School,Free Schools,Secondary,Kingsland Road,Open,Mixed,Hackney,-0.077023,51.5386009
school_london_Hacton_Primary_School,Hacton Primary School,Community School,Primary,Chepstow Avenue,Open,Mixed,Havering,0.225922,51.5536995
