Id,Date,Town,AveragePrice,HousesSold
CityOfLondon1995-01-01T00:00Z,1995-01-01T00:00:00Z,City Of London,91449,17.0
CityOfLondon1995-02-01T00:00Z,1995-02-01T00:00:00Z,City Of London,82203,7.0
CityOfLondon1995-03-01T00:00Z,1995-03-01T00:00:00Z,City Of London,79121,14.0
CityOfLondon1995-04-01T00:00Z,1995-04-01T00:00:00Z,City Of London,77101,7.0
CityOfLondon1995-05-01T00:00Z,1995-05-01T00:00:00Z,City Of London,84409,10.0
CityOfLondon1995-06-01T00:00Z,1995-06-01T00:00:00Z,City Of London,94901,17.0
CityOfLondon1995-07-01T00:00Z,1995-07-01T00:00:00Z,City Of London,110128,13.0
CityOfLondon1995-08-01T00:00Z,1995-08-01T00:00:00Z,City Of London,112329,14.0
CityOfLondon1995-09-01T00:00Z,1995-09-01T00:00:00Z,City Of London,104473,17.0
CityOfLondon1995-10-01T00:00Z,1995-10-01T00:00:00Z,City Of London,108038,14.0
CityOfLondon1995-11-01T00:00Z,1995-11-01T00:00:00Z,City Of London,117636,11.0
CityOfLondon1995-12-01T00:00Z,1995-12-01T00:00:00Z,City Of London,127232,18.0
CityOfLondon1996-01-01T00:00Z,1996-01-01T00:00:00Z,City Of London,108999,17.0
CityOfLondon1996-02-01T00:00Z,1996-02-01T00:00:00Z,City Of London,93357,10.0
CityOfLondon1996-03-01T00:00Z,1996-03-01T00:00:00Z,City Of London,93707,17.0
CityOfLondon1996-04-01T00:00Z,1996-04-01T00:00:00Z,City Of London,120543,14.0
CityOfLondon1996-05-01T00:00Z,1996-05-01T00:00:00Z,City Of London,112050,19.0
CityOfLondon1996-06-01T00:00Z,1996-06-01T00:00:00Z,City Of London,114226,28.0
CityOfLondon1996-07-01T00:00Z,1996-07-01T00:00:00Z,City Of London,97547,30.0
CityOfLondon1996-08-01T00:00Z,1996-08-01T00:00:00Z,City Of London,114179,25.0
CityOfLondon1996-09-01T00:00Z,1996-09-01T00:00:00Z,City Of London,108138,32.0
CityOfLondon1996-10-01T00:00Z,1996-10-01T00:00:00Z,City Of London,98934,33.0
CityOfLondon1996-11-01T00:00Z,1996-11-01T00:00:00Z,City Of London,99707,31.0
CityOfLondon1996-12-01T00:00Z,1996-12-01T00:00:00Z,City Of London,106427,26.0
CityOfLondon1997-01-01T00:00Z,1997-01-01T00:00:00Z,City Of London,116343,22.0
CityOfLondon1997-02-01T00:00Z,1997-02-01T00:00:00Z,City Of London,111142,37.0
CityOfLondon1997-03-01T00:00Z,1997-03-01T00:00:00Z,City Of London,107488,70.0
CityOfLondon1997-04-01T00:00Z,1997-04-01T00:00:00Z,City Of London,108480,19.0
CityOfLondon1997-05-01T00:00Z,1997-05-01T00:00:00Z,City Of London,115453,12.0
CityOfLondon1997-06-01T00:00Z,1997-06-01T00:00:00Z,City Of London,118317,21.0
CityOfLondon1997-07-01T00:00Z,1997-07-01T00:00:00Z,City Of London,117034,26.0
CityOfLondon1997-08-01T00:00Z,1997-08-01T00:00:00Z,City Of London,113585,9.0
CityOfLondon1997-09-01T00:00Z,1997-09-01T00:00:00Z,City Of London,115159,22.0
CityOfLondon1997-10-01T00:00Z,1997-10-01T00:00:00Z,City Of London,121251,22.0
CityOfLondon1997-11-01T00:00Z,1997-11-01T00:00:00Z,City Of London,131074,18.0
CityOfLondon1997-12-01T00:00Z,1997-12-01T00:00:00Z,City Of London,130035,37.0
CityOfLondon1998-01-01T00:00Z,1998-01-01T00:00:00Z,City Of London,124382,48.0
CityOfLondon1998-02-01T00:00Z,1998-02-01T00:00:00Z,City Of London,143829,43.0
CityOfLondon1998-03-01T00:00Z,1998-03-01T00:00:00Z,City Of London,156508,39.0
CityOfLondon1998-04-01T00:00Z,1998-04-01T00:00:00Z,City Of London,163403,28.0
CityOfLondon1998-05-01T00:00Z,1998-05-01T00:00:00Z,City Of London,143625,30.0
CityOfLondon1998-06-01T00:00Z,1998-06-01T00:00:00Z,City Of London,132251,32.0
CityOfLondon1998-07-01T00:00Z,1998-07-01T00:00:00Z,City Of London,140377,17.0
CityOfLondon1998-08-01T00:00Z,1998-08-01T00:00:00Z,City Of London,148993,34.0
CityOfLondon1998-09-01T00:00Z,1998-09-01T00:00:00Z,City Of London,152807,40.0
CityOfLondon1998-10-01T00:00Z,1998-10-01T00:00:00Z,City Of London,162020,42.0
CityOfLondon1998-11-01T00:00Z,1998-11-01T00:00:00Z,City Of London,152387,23.0
CityOfLondon1998-12-01T00:00Z,1998-12-01T00:00:00Z,City Of London,155801,48.0
CityOfLondon1999-01-01T00:00Z,1999-01-01T00:00:00Z,City Of London,149143,41.0
CityOfLondon1999-02-01T00:00Z,1999-02-01T00:00:00Z,City Of London,164545,31.0
CityOfLondon1999-03-01T00:00Z,1999-03-01T00:00:00Z,City Of London,174586,53.0
CityOfLondon1999-04-01T00:00Z,1999-04-01T00:00:00Z,City Of London,191157,28.0
CityOfLondon1999-05-01T00:00Z,1999-05-01T00:00:00Z,City Of London,191081,35.0
CityOfLondon1999-06-01T00:00Z,1999-06-01T00:00:00Z,City Of London,185993,63.0
CityOfLondon1999-07-01T00:00Z,1999-07-01T00:00:00Z,City Of London,164056,42.0
CityOfLondon1999-08-01T00:00Z,1999-08-01T00:00:00Z,City Of London,160905,58.0
CityOfLondon1999-09-01T00:00Z,1999-09-01T00:00:00Z,City Of London,166193,30.0
CityOfLondon1999-10-01T00:00Z,1999-10-01T00:00:00Z,City Of London,163490,29.0
CityOfLondon1999-11-01T00:00Z,1999-11-01T00:00:00Z,City Of London,175143,29.0
CityOfLondon1999-12-01T00:00Z,1999-12-01T00:00:00Z,City Of London,169309,97.0
CityOfLondon2000-01-01T00:00Z,2000-01-01T00:00:00Z,City Of London,173738,24.0
CityOfLondon2000-02-01T00:00Z,2000-02-01T00:00:00Z,City Of London,174152,55.0
CityOfLondon2000-03-01T00:00Z,2000-03-01T00:00:00Z,City Of London,178339,48.0
CityOfLondon2000-04-01T00:00Z,2000-04-01T00:00:00Z,City Of London,183101,58.0
CityOfLondon2000-05-01T00:00Z,2000-05-01T00:00:00Z,City Of London,175041,38.0
CityOfLondon2000-06-01T00:00Z,2000-06-01T00:00:00Z,City Of London,198191,60.0
CityOfLondon2000-07-01T00:00Z,2000-07-01T00:00:00Z,City Of London,214852,33.0
CityOfLondon2000-08-01T00:00Z,2000-08-01T00:00:00Z,City Of London,221952,22.0
CityOfLondon2000-09-01T00:00Z,2000-09-01T00:00:00Z,City Of London,223175,20.0
CityOfLondon2000-10-01T00:00Z,2000-10-01T00:00:00Z,City Of London,245062,19.0
CityOfLondon2000-11-01T00:00Z,2000-11-01T00:00:00Z,City Of London,321773,18.0
CityOfLondon2000-12-01T00:00Z,2000-12-01T00:00:00Z,City Of London,314772,33.0
CityOfLondon2001-01-01T00:00Z,2001-01-01T00:00:00Z,City Of London,284262,24.0
CityOfLondon2001-02-01T00:00Z,2001-02-01T00:00:00Z,City Of London,198137,37.0
CityOfLondon2001-03-01T00:00Z,2001-03-01T00:00:00Z,City Of London,189033,44.0
CityOfLondon2001-04-01T00:00Z,2001-04-01T00:00:00Z,City Of London,205494,38.0
CityOfLondon2001-05-01T00:00Z,2001-05-01T00:00:00Z,City Of London,223459,30.0
CityOfLondon2001-06-01T00:00Z,2001-06-01T00:00:00Z,City Of London,242435,36.0
CityOfLondon2001-07-01T00:00Z,2001-07-01T00:00:00Z,City Of London,230700,40.0
CityOfLondon2001-08-01T00:00Z,2001-08-01T00:00:00Z,City Of London,231632,30.0
CityOfLondon2001-09-01T00:00Z,2001-09-01T00:00:00Z,City Of London,229806,30.0
CityOfLondon2001-10-01T00:00Z,2001-10-01T00:00:00Z,City Of London,263887,26.0
CityOfLondon2001-11-01T00:00Z,2001-11-01T00:00:00Z,City Of London,346458,15.0
CityOfLondon2001-12-01T00:00Z,2001-12-01T00:00:00Z,City Of London,362204,17.0
CityOfLondon2002-01-01T00:00Z,2002-01-01T00:00:00Z,City Of London,344239,30.0
CityOfLondon2002-02-01T00:00Z,2002-02-01T00:00:00Z,City Of London,284015,12.0
CityOfLondon2002-03-01T00:00Z,2002-03-01T00:00:00Z,City Of London,253697,47.0
CityOfLondon2002-04-01T00:00Z,2002-04-01T00:00:00Z,City Of London,245313,31.0
CityOfLondon2002-05-01T00:00Z,2002-05-01T00:00:00Z,City Of London,227281,30.0
CityOfLondon2002-06-01T00:00Z,2002-06-01T00:00:00Z,City Of London,253130,25.0
CityOfLondon2002-07-01T00:00Z,2002-07-01T00:00:00Z,City Of London,262428,26.0
CityOfLondon2002-08-01T00:00Z,2002-08-01T00:00:00Z,City Of London,274016,51.0
CityOfLondon2002-09-01T00:00Z,2002-09-01T00:00:00Z,City Of London,277047,49.0
CityOfLondon2002-10-01T00:00Z,2002-10-01T00:00:00Z,City Of London,271941,19.0
CityOfLondon2002-11-01T00:00Z,2002-11-01T00:00:00Z,City Of London,280283,28.0
CityOfLondon2002-12-01T00:00Z,2002-12-01T00:00:00Z,City Of London,262197,44.0
CityOfLondon2003-01-01T00:00Z,2003-01-01T00:00:00Z,City Of London,261645,32.0
CityOfLondon2003-02-01T00:00Z,2003-02-01T00:00:00Z,City Of London,263992,20.0
CityOfLondon2003-03-01T00:00Z,2003-03-01T00:00:00Z,City Of London,291969,31.0
CityOfLondon2003-04-01T00:00Z,2003-04-01T00:00:00Z,City Of London,295174,30.0
CityOfLondon2003-05-01T00:00Z,2003-05-01T00:00:00Z,City Of London,284860,38.0
CityOfLondon2003-06-01T00:00Z,2003-06-01T00:00:00Z,City Of London,267208,84.0
CityOfLondon2003-07-01T00:00Z,2003-07-01T00:00:00Z,City Of London,260204,48.0
CityOfLondon2003-08-01T00:00Z,2003-08-01T00:00:00Z,City Of London,245449,46.0
CityOfLondon2003-09-01T00:00Z,2003-09-01T00:00:00Z,City Of London,243184,38.0
CityOfLondon2003-10-01T00:00Z,2003-10-01T00:00:00Z,City Of London,252980,33.0
CityOfLondon2003-11-01T00:00Z,2003-11-01T00:00:00Z,City Of London,277515,42.0
CityOfLondon2003-12-01T00:00Z,2003-12-01T00:00:00Z,City Of London,305556,38.0
CityOfLondon2004-01-01T00:00Z,2004-01-01T00:00:00Z,City Of London,326913,98.0
CityOfLondon2004-02-01T00:00Z,2004-02-01T00:00:00Z,City Of London,301092,16.0
CityOfLondon2004-03-01T00:00Z,2004-03-01T00:00:00Z,City Of London,272731,20.0
CityOfLondon2004-04-01T00:00Z,2004-04-01T00:00:00Z,City Of London,269514,25.0
CityOfLondon2004-05-01T00:00Z,2004-05-01T00:00:00Z,City Of London,280062,22.0
CityOfLondon2004-06-01T00:00Z,2004-06-01T00:00:00Z,City Of London,297421,38.0
CityOfLondon2004-07-01T00:00Z,2004-07-01T00:00:00Z,City Of London,298293,34.0
CityOfLondon2004-08-01T00:00Z,2004-08-01T00:00:00Z,City Of London,307094,46.0
CityOfLondon2004-09-01T00:00Z,2004-09-01T00:00:00Z,City Of London,305126,27.0
CityOfLondon2004-10-01T00:00Z,2004-10-01T00:00:00Z,City Of London,289912,24.0
CityOfLondon2004-11-01T00:00Z,2004-11-01T00:00:00Z,City Of London,333075,13.0
CityOfLondon2004-12-01T00:00Z,2004-12-01T00:00:00Z,City Of London,331161,14.0
CityOfLondon2005-01-01T00:00Z,2005-01-01T00:00:00Z,City Of London,330363,17.0
CityOfLondon2005-02-01T00:00Z,2005-02-01T00:00:00Z,City Of London,288867,18.0
CityOfLondon2005-03-01T00:00Z,2005-03-01T00:00:00Z,City Of London,304851,18.0
CityOfLondon2005-04-01T00:00Z,2005-04-01T00:00:00Z,City Of London,317398,32.0
CityOfLondon2005-05-01T00:00Z,2005-05-01T00:00:00Z,City Of London,311442,20.0
CityOfLondon2005-06-01T00:00Z,2005-06-01T00:00:00Z,City Of London,282866,33.0
CityOfLondon2005-07-01T00:00Z,2005-07-01T00:00:00Z,City Of London,283641,29.0
CityOfLondon2005-08-01T00:00Z,2005-08-01T00:00:00Z,City Of London,305351,26.0
CityOfLondon2005-09-01T00:00Z,2005-09-01T00:00:00Z,City Of London,310906,37.0
CityOfLondon2005-10-01T00:00Z,2005-10-01T00:00:00Z,City Of London,338837,14.0
CityOfLondon2005-11-01T00:00Z,2005-11-01T00:00:00Z,City Of London,327256,29.0
CityOfLondon2005-12-01T00:00Z,2005-12-01T00:00:00Z,City Of London,339626,30.0
CityOfLondon2006-01-01T00:00Z,2006-01-01T00:00:00Z,City Of London,316121,19.0
CityOfLondon2006-02-01T00:00Z,2006-02-01T00:00:00Z,City Of London,323653,17.0
CityOfLondon2006-03-01T00:00Z,2006-03-01T00:00:00Z,City Of London,325106,28.0
CityOfLondon2006-04-01T00:00Z,2006-04-01T00:00:00Z,City Of London,319580,24.0
CityOfLondon2006-05-01T00:00Z,2006-05-01T00:00:00Z,City Of London,313126,22.0
CityOfLondon2006-06-01T00:00Z,2006-06-01T00:00:00Z,City Of London,304977,29.0
CityOfLondon2006-07-01T00:00Z,2006-07-01T00:00:00Z,City Of London,338307,25.0
CityOfLondon2006-08-01T00:00Z,2006-08-01T00:00:00Z,City Of London,358438,30.0
CityOfLondon2006-09-01T00:00Z,2006-09-01T00:00:00Z,City Of London,377545,24.0
CityOfLondon2006-10-01T00:00Z,2006-10-01T00:00:00Z,City Of London,365177,33.0
CityOfLondon2006-11-01T00:00Z,2006-11-01T00:00:00Z,City Of London,354438,21.0
CityOfLondon2006-12-01T00:00Z,2006-12-01T00:00:00Z,City Of London,365755,22.0
CityOfLondon2007-01-01T00:00Z,2007-01-01T00:00:00Z,City Of London,360923,20.0
CityOfLondon2007-02-01T00:00Z,2007-02-01T00:00:00Z,City Of London,399437,25.0
CityOfLondon2007-03-01T00:00Z,2007-03-01T00:00:00Z,City Of London,403144,28.0
CityOfLondon2007-04-01T00:00Z,2007-04-01T00:00:00Z,City Of London,419005,22.0
CityOfLondon2007-05-01T00:00Z,2007-05-01T00:00:00Z,City Of London,411183,22.0
CityOfLondon2007-06-01T00:00Z,2007-06-01T00:00:00Z,City Of London,436079,19.0
CityOfLondon2007-07-01T00:00Z,2007-07-01T00:00:00Z,City Of London,467348,32.0
CityOfLondon2007-08-01T00:00Z,2007-08-01T00:00:00Z,City Of London,473887,27.0
CityOfLondon2007-09-01T00:00Z,2007-09-01T00:00:00Z,City Of London,463525,23.0
CityOfLondon2007-10-01T00:00Z,2007-10-01T00:00:00Z,City Of London,456422,19.0
CityOfLondon2007-11-01T00:00Z,2007-11-01T00:00:00Z,City Of London,450831,22.0
CityOfLondon2007-12-01T00:00Z,2007-12-01T00:00:00Z,City Of London,464277,11.0
CityOfLondon2008-01-01T00:00Z,2008-01-01T00:00:00Z,City Of London,471861,16.0
CityOfLondon2008-02-01T00:00Z,2008-02-01T00:00:00Z,City Of London,453707,33.0
CityOfLondon2008-03-01T00:00Z,2008-03-01T00:00:00Z,City Of London,404849,6.0
CityOfLondon2008-04-01T00:00Z,2008-04-01T00:00:00Z,City Of London,382571,5.0
CityOfLondon2008-05-01T00:00Z,2008-05-01T00:00:00Z,City Of London,389733,29.0
CityOfLondon2008-06-01T00:00Z,2008-06-01T00:00:00Z,City Of London,420665,9.0
CityOfLondon2008-07-01T00:00Z,2008-07-01T00:00:00Z,City Of London,442352,11.0
CityOfLondon2008-08-01T00:00Z,2008-08-01T00:00:00Z,City Of London,472397,8.0
CityOfLondon2008-09-01T00:00Z,2008-09-01T00:00:00Z,City Of London,466082,6.0
CityOfLondon2008-10-01T00:00Z,2008-10-01T00:00:00Z,City Of London,440012,9.0
CityOfLondon2008-11-01T00:00Z,2008-11-01T00:00:00Z,City Of London,396155,2.0
CityOfLondon2008-12-01T00:00Z,2008-12-01T00:00:00Z,City Of London,387178,6.0
CityOfLondon2009-01-01T00:00Z,2009-01-01T00:00:00Z,City Of London,400317,5.0
CityOfLondon2009-02-01T00:00Z,2009-02-01T00:00:00Z,City Of London,393361,6.0
CityOfLondon2009-03-01T00:00Z,2009-03-01T00:00:00Z,City Of London,399220,8.0
CityOfLondon2009-04-01T00:00Z,2009-04-01T00:00:00Z,City Of London,345338,9.0
CityOfLondon2009-05-01T00:00Z,2009-05-01T00:00:00Z,City Of London,373504,6.0
CityOfLondon2009-06-01T00:00Z,2009-06-01T00:00:00Z,City Of London,348751,18.0
CityOfLondon2009-07-01T00:00Z,2009-07-01T00:00:00Z,City Of London,379109,20.0
CityOfLondon2009-08-01T00:00Z,2009-08-01T00:00:00Z,City Of London,360545,20.0
CityOfLondon2009-09-01T00:00Z,2009-09-01T00:00:00Z,City Of London,391138,19.0
CityOfLondon2009-10-01T00:00Z,2009-10-01T00:00:00Z,City Of London,399867,19.0
CityOfLondon2009-11-01T00:00Z,2009-11-01T00:00:00Z,City Of London,397909,11.0
CityOfLondon2009-12-01T00:00Z,2009-12-01T00:00:00Z,City Of London,411955,16.0
CityOfLondon2010-01-01T00:00Z,2010-01-01T00:00:00Z,City Of London,464436,20.0
CityOfLondon2010-02-01T00:00Z,2010-02-01T00:00:00Z,City Of London,490525,9.0
CityOfLondon2010-03-01T00:00Z,2010-03-01T00:00:00Z,City Of London,498241,15.0
CityOfLondon2010-04-01T00:00Z,2010-04-01T00:00:00Z,City Of London,458246,22.0
CityOfLondon2010-05-01T00:00Z,2010-05-01T00:00:00Z,City Of London,454928,21.0
CityOfLondon2010-06-01T00:00Z,2010-06-01T00:00:00Z,City Of London,428120,29.0
CityOfLondon2010-07-01T00:00Z,2010-07-01T00:00:00Z,City Of London,420234,24.0
CityOfLondon2010-08-01T00:00Z,2010-08-01T00:00:00Z,City Of London,442597,21.0
CityOfLondon2010-09-01T00:00Z,2010-09-01T00:00:00Z,City Of London,455290,20.0
CityOfLondon2010-10-01T00:00Z,2010-10-01T00:00:00Z,City Of London,456016,12.0
CityOfLondon2010-11-01T00:00Z,2010-11-01T00:00:00Z,City Of London,430305,12.0
CityOfLondon2010-12-01T00:00Z,2010-12-01T00:00:00Z,City Of London,445016,31.0
CityOfLondon2011-01-01T00:00Z,2011-01-01T00:00:00Z,City Of London,442413,16.0
CityOfLondon2011-02-01T00:00Z,2011-02-01T00:00:00Z,City Of London,504009,12.0
CityOfLondon2011-03-01T00:00Z,2011-03-01T00:00:00Z,City Of London,475353,19.0
CityOfLondon2011-04-01T00:00Z,2011-04-01T00:00:00Z,City Of London,516319,21.0
CityOfLondon2011-05-01T00:00Z,2011-05-01T00:00:00Z,City Of London,459477,28.0
CityOfLondon2011-06-01T00:00Z,2011-06-01T00:00:00Z,City Of London,466525,22.0
CityOfLondon2011-07-01T00:00Z,2011-07-01T00:00:00Z,City Of London,420435,19.0
CityOfLondon2011-08-01T00:00Z,2011-08-01T00:00:00Z,City Of London,421486,27.0
CityOfLondon2011-09-01T00:00Z,2011-09-01T00:00:00Z,City Of London,436019,25.0
CityOfLondon2011-10-01T00:00Z,2011-10-01T00:00:00Z,City Of London,450034,21.0
CityOfLondon2011-11-01T00:00Z,2011-11-01T00:00:00Z,City Of London,478809,21.0
CityOfLondon2011-12-01T00:00Z,2011-12-01T00:00:00Z,City Of London,496291,24.0
CityOfLondon2012-01-01T00:00Z,2012-01-01T00:00:00Z,City Of London,525723,11.0
CityOfLondon2012-02-01T00:00Z,2012-02-01T00:00:00Z,City Of London,510537,17.0
CityOfLondon2012-03-01T00:00Z,2012-03-01T00:00:00Z,City Of London,527408,9.0
CityOfLondon2012-04-01T00:00Z,2012-04-01T00:00:00Z,City Of London,524290,12.0
CityOfLondon2012-05-01T00:00Z,2012-05-01T00:00:00Z,City Of London,573532,12.0
CityOfLondon2012-06-01T00:00Z,2012-06-01T00:00:00Z,City Of London,542518,21.0
CityOfLondon2012-07-01T00:00Z,2012-07-01T00:00:00Z,City Of London,543037,16.0
CityOfLondon2012-08-01T00:00Z,2012-08-01T00:00:00Z,City Of London,496168,17.0
CityOfLondon2012-09-01T00:00Z,2012-09-01T00:00:00Z,City Of London,525971,15.0
CityOfLondon2012-10-01T00:00Z,2012-10-01T00:00:00Z,City Of London,521769,17.0
CityOfLondon2012-11-01T00:00Z,2012-11-01T00:00:00Z,City Of London,521448,22.0
CityOfLondon2012-12-01T00:00Z,2012-12-01T00:00:00Z,City Of London,491529,28.0
CityOfLondon2013-01-01T00:00Z,2013-01-01T00:00:00Z,City Of London,465451,16.0
CityOfLondon2013-02-01T00:00Z,2013-02-01T00:00:00Z,City Of London,499207,20.0
CityOfLondon2013-03-01T00:00Z,2013-03-01T00:00:00Z,City Of London,527874,18.0
CityOfLondon2013-04-01T00:00Z,2013-04-01T00:00:00Z,City Of London,590685,13.0
CityOfLondon2013-05-01T00:00Z,2013-05-01T00:00:00Z,City Of London,578037,31.0
CityOfLondon2013-06-01T00:00Z,2013-06-01T00:00:00Z,City Of London,662700,11.0
CityOfLondon2013-07-01T00:00Z,2013-07-01T00:00:00Z,City Of London,651116,29.0
CityOfLondon2013-08-01T00:00Z,2013-08-01T00:00:00Z,City Of London,645847,94.0
CityOfLondon2013-09-01T00:00Z,2013-09-01T00:00:00Z,City Of London,529619,104.0
CityOfLondon2013-10-01T00:00Z,2013-10-01T00:00:00Z,City Of London,527374,54.0
CityOfLondon2013-11-01T00:00Z,2013-11-01T00:00:00Z,City Of London,546793,22.0
CityOfLondon2013-12-01T00:00Z,2013-12-01T00:00:00Z,City Of London,615401,21.0
CityOfLondon2014-01-01T00:00Z,2014-01-01T00:00:00Z,City Of London,625001,26.0
CityOfLondon2014-02-01T00:00Z,2014-02-01T00:00:00Z,City Of London,648359,17.0
CityOfLondon2014-03-01T00:00Z,2014-03-01T00:00:00Z,City Of London,654629,36.0
CityOfLondon2014-04-01T00:00Z,2014-04-01T00:00:00Z,City Of London,665262,19.0
CityOfLondon2014-05-01T00:00Z,2014-05-01T00:00:00Z,City Of London,682663,22.0
CityOfLondon2014-06-01T00:00Z,2014-06-01T00:00:00Z,City Of London,697309,21.0
CityOfLondon2014-07-01T00:00Z,2014-07-01T00:00:00Z,City Of London,724282,15.0
CityOfLondon2014-08-01T00:00Z,2014-08-01T00:00:00Z,City Of London,761544,27.0
CityOfLondon2014-09-01T00:00Z,2014-09-01T00:00:00Z,City Of London,753704,18.0
CityOfLondon2014-10-01T00:00Z,2014-10-01T00:00:00Z,City Of London,763369,12.0
CityOfLondon2014-11-01T00:00Z,2014-11-01T00:00:00Z,City Of London,762735,39.0
CityOfLondon2014-12-01T00:00Z,2014-12-01T00:00:00Z,City Of London,773768,71.0
CityOfLondon2015-01-01T00:00Z,2015-01-01T00:00:00Z,City Of London,783667,37.0
CityOfLondon2015-02-01T00:00Z,2015-02-01T00:00:00Z,City Of London,760550,39.0
CityOfLondon2015-03-01T00:00Z,2015-03-01T00:00:00Z,City Of London,767207,35.0
CityOfLondon2015-04-01T00:00Z,2015-04-01T00:00:00Z,City Of London,729148,21.0
CityOfLondon2015-05-01T00:00Z,2015-05-01T00:00:00Z,City Of London,762815,24.0
CityOfLondon2015-06-01T00:00Z,2015-06-01T00:00:00Z,City Of London,776509,19.0
CityOfLondon2015-07-01T00:00Z,2015-07-01T00:00:00Z,City Of London,779097,17.0
CityOfLondon2015-08-01T00:00Z,2015-08-01T00:00:00Z,City Of London,760243,18.0
CityOfLondon2015-09-01T00:00Z,2015-09-01T00:00:00Z,City Of London,767464,35.0
CityOfLondon2015-10-01T00:00Z,2015-10-01T00:00:00Z,City Of London,781358,21.0
CityOfLondon2015-11-01T00:00Z,2015-11-01T00:00:00Z,City Of London,741727,11.0
CityOfLondon2015-12-01T00:00Z,2015-12-01T00:00:00Z,City Of London,713253,31.0
CityOfLondon2016-01-01T00:00Z,2016-01-01T00:00:00Z,City Of London,736788,15.0
CityOfLondon2016-02-01T00:00Z,2016-02-01T00:00:00Z,City Of London,765644,36.0
CityOfLondon2016-03-01T00:00Z,2016-03-01T00:00:00Z,City Of London,794754,35.0
CityOfLondon2016-04-01T00:00Z,2016-04-01T00:00:00Z,City Of London,805320,7.0
CityOfLondon2016-05-01T00:00Z,2016-05-01T00:00:00Z,City Of London,845579,9.0
CityOfLondon2016-06-01T00:00Z,2016-06-01T00:00:00Z,City Of London,907965,7.0
CityOfLondon2016-07-01T00:00Z,2016-07-01T00:00:00Z,City Of London,911827,7.0
CityOfLondon2016-08-01T00:00Z,2016-08-01T00:00:00Z,City Of London,848269,8.0
CityOfLondon2016-09-01T00:00Z,2016-09-01T00:00:00Z,City Of London,780527,8.0
CityOfLondon2016-10-01T00:00Z,2016-10-01T00:00:00Z,City Of London,792664,11.0
CityOfLondon2016-11-01T00:00Z,2016-11-01T00:00:00Z,City Of London,818663,16.0
CityOfLondon2016-12-01T00:00Z,2016-12-01T00:00:00Z,City Of London,811786,13.0
CityOfLondon2017-01-01T00:00Z,2017-01-01T00:00:00Z,City Of London,820305,11.0
CityOfLondon2017-02-01T00:00Z,2017-02-01T00:00:00Z,City Of London,820665,9.0
CityOfLondon2017-03-01T00:00Z,2017-03-01T00:00:00Z,City Of London,853943,18.0
CityOfLondon2017-04-01T00:00Z,2017-04-01T00:00:00Z,City Of London,906146,20.0
CityOfLondon2017-05-01T00:00Z,2017-05-01T00:00:00Z,City Of London,939912,21.0
CityOfLondon2017-06-01T00:00Z,2017-06-01T00:00:00Z,City Of London,930979,19.0
CityOfLondon2017-07-01T00:00Z,2017-07-01T00:00:00Z,City Of London,854798,20.0
CityOfLondon2017-08-01T00:00Z,2017-08-01T00:00:00Z,City Of London,847422,21.0
CityOfLondon2017-09-01T00:00Z,2017-09-01T00:00:00Z,City Of London,836674,29.0
CityOfLondon2017-10-01T00:00Z,2017-10-01T00:00:00Z,City Of London,818477,17.0
CityOfLondon2017-11-01T00:00Z,2017-11-01T00:00:00Z,City Of London,790159,14.0
CityOfLondon2017-12-01T00:00Z,2017-12-01T00:00:00Z,City Of London,778002,20.0
CityOfLondon2018-01-01T00:00Z,2018-01-01T00:00:00Z,City Of London,802129,34.0
CityOfLondon2018-02-01T00:00Z,2018-02-01T00:00:00Z,City Of London,783266,27.0
CityOfLondon2018-03-01T00:00Z,2018-03-01T00:00:00Z,City Of London,740799,19.0
CityOfLondon2018-04-01T00:00Z,2018-04-01T00:00:00Z,City Of London,732351,14.0
CityOfLondon2018-05-01T00:00Z,2018-05-01T00:00:00Z,City Of London,796399,19.0
CityOfLondon2018-06-01T00:00Z,2018-06-01T00:00:00Z,City Of London,789278,87.0
CityOfLondon2018-07-01T00:00Z,2018-07-01T00:00:00Z,City Of London,809697,32.0
CityOfLondon2018-08-01T00:00Z,2018-08-01T00:00:00Z,City Of London,784144,22.0
CityOfLondon2018-09-01T00:00Z,2018-09-01T00:00:00Z,City Of London,800875,40.0
CityOfLondon2018-10-01T00:00Z,2018-10-01T00:00:00Z,City Of London,802869,30.0
CityOfLondon2018-11-01T00:00Z,2018-11-01T00:00:00Z,City Of London,764207,31.0
CityOfLondon2018-12-01T00:00Z,2018-12-01T00:00:00Z,City Of London,811694,37.0
CityOfLondon2019-01-01T00:00Z,2019-01-01T00:00:00Z,City Of London,865636,10.0
CityOfLondon2019-02-01T00:00Z,2019-02-01T00:00:00Z,City Of London,894680,10.0
CityOfLondon2019-03-01T00:00Z,2019-03-01T00:00:00Z,City Of London,853616,14.0
CityOfLondon2019-04-01T00:00Z,2019-04-01T00:00:00Z,City Of London,738842,20.0
CityOfLondon2019-05-01T00:00Z,2019-05-01T00:00:00Z,City Of London,718773,7.0
CityOfLondon2019-06-01T00:00Z,2019-06-01T00:00:00Z,City Of London,743157,16.0
CityOfLondon2019-07-01T00:00Z,2019-07-01T00:00:00Z,City Of London,719871,13.0
CityOfLondon2019-08-01T00:00Z,2019-08-01T00:00:00Z,City Of London,777613,17.0
CityOfLondon2019-09-01T00:00Z,2019-09-01T00:00:00Z,City Of London,792034,11.0
