Id,Date,Town,AveragePrice,HousesSold
city of london1995-01-01,1995-01-01T00:00:00Z,city of london,91449,17.0
city of london1995-02-01,1995-02-01T00:00:00Z,city of london,82203,7.0
city of london1995-03-01,1995-03-01T00:00:00Z,city of london,79121,14.0
city of london1995-04-01,1995-04-01T00:00:00Z,city of london,77101,7.0
city of london1995-05-01,1995-05-01T00:00:00Z,city of london,84409,10.0
city of london1995-06-01,1995-06-01T00:00:00Z,city of london,94901,17.0
city of london1995-07-01,1995-07-01T00:00:00Z,city of london,110128,13.0
city of london1995-08-01,1995-08-01T00:00:00Z,city of london,112329,14.0
city of london1995-09-01,1995-09-01T00:00:00Z,city of london,104473,17.0
city of london1995-10-01,1995-10-01T00:00:00Z,city of london,108038,14.0
city of london1995-11-01,1995-11-01T00:00:00Z,city of london,117636,11.0
city of london1995-12-01,1995-12-01T00:00:00Z,city of london,127232,18.0
city of london1996-01-01,1996-01-01T00:00:00Z,city of london,108999,17.0
city of london1996-02-01,1996-02-01T00:00:00Z,city of london,93357,10.0
city of london1996-03-01,1996-03-01T00:00:00Z,city of london,93707,17.0
city of london1996-04-01,1996-04-01T00:00:00Z,city of london,120543,14.0
city of london1996-05-01,1996-05-01T00:00:00Z,city of london,112050,19.0
city of london1996-06-01,1996-06-01T00:00:00Z,city of london,114226,28.0
city of london1996-07-01,1996-07-01T00:00:00Z,city of london,97547,30.0
city of london1996-08-01,1996-08-01T00:00:00Z,city of london,114179,25.0
city of london1996-09-01,1996-09-01T00:00:00Z,city of london,108138,32.0
city of london1996-10-01,1996-10-01T00:00:00Z,city of london,98934,33.0
city of london1996-11-01,1996-11-01T00:00:00Z,city of london,99707,31.0
city of london1996-12-01,1996-12-01T00:00:00Z,city of london,106427,26.0
city of london1997-01-01,1997-01-01T00:00:00Z,city of london,116343,22.0
city of london1997-02-01,1997-02-01T00:00:00Z,city of london,111142,37.0
city of london1997-03-01,1997-03-01T00:00:00Z,city of london,107488,70.0
city of london1997-04-01,1997-04-01T00:00:00Z,city of london,108480,19.0
city of london1997-05-01,1997-05-01T00:00:00Z,city of london,115453,12.0
city of london1997-06-01,1997-06-01T00:00:00Z,city of london,118317,21.0
city of london1997-07-01,1997-07-01T00:00:00Z,city of london,117034,26.0
city of london1997-08-01,1997-08-01T00:00:00Z,city of london,113585,9.0
city of london1997-09-01,1997-09-01T00:00:00Z,city of london,115159,22.0
city of london1997-10-01,1997-10-01T00:00:00Z,city of london,121251,22.0
city of london1997-11-01,1997-11-01T00:00:00Z,city of london,131074,18.0
city of london1997-12-01,1997-12-01T00:00:00Z,city of london,130035,37.0
city of london1998-01-01,1998-01-01T00:00:00Z,city of london,124382,48.0
city of london1998-02-01,1998-02-01T00:00:00Z,city of london,143829,43.0
city of london1998-03-01,1998-03-01T00:00:00Z,city of london,156508,39.0
city of london1998-04-01,1998-04-01T00:00:00Z,city of london,163403,28.0
city of london1998-05-01,1998-05-01T00:00:00Z,city of london,143625,30.0
city of london1998-06-01,1998-06-01T00:00:00Z,city of london,132251,32.0
city of london1998-07-01,1998-07-01T00:00:00Z,city of london,140377,17.0
city of london1998-08-01,1998-08-01T00:00:00Z,city of london,148993,34.0
city of london1998-09-01,1998-09-01T00:00:00Z,city of london,152807,40.0
city of london1998-10-01,1998-10-01T00:00:00Z,city of london,162020,42.0
city of london1998-11-01,1998-11-01T00:00:00Z,city of london,152387,23.0
city of london1998-12-01,1998-12-01T00:00:00Z,city of london,155801,48.0
city of london1999-01-01,1999-01-01T00:00:00Z,city of london,149143,41.0
city of london1999-02-01,1999-02-01T00:00:00Z,city of london,164545,31.0
city of london1999-03-01,1999-03-01T00:00:00Z,city of london,174586,53.0
city of london1999-04-01,1999-04-01T00:00:00Z,city of london,191157,28.0
city of london1999-05-01,1999-05-01T00:00:00Z,city of london,191081,35.0
city of london1999-06-01,1999-06-01T00:00:00Z,city of london,185993,63.0
city of london1999-07-01,1999-07-01T00:00:00Z,city of london,164056,42.0
city of london1999-08-01,1999-08-01T00:00:00Z,city of london,160905,58.0
city of london1999-09-01,1999-09-01T00:00:00Z,city of london,166193,30.0
city of london1999-10-01,1999-10-01T00:00:00Z,city of london,163490,29.0
city of london1999-11-01,1999-11-01T00:00:00Z,city of london,175143,29.0
city of london1999-12-01,1999-12-01T00:00:00Z,city of london,169309,97.0
city of london2000-01-01,2000-01-01T00:00:00Z,city of london,173738,24.0
city of london2000-02-01,2000-02-01T00:00:00Z,city of london,174152,55.0
city of london2000-03-01,2000-03-01T00:00:00Z,city of london,178339,48.0
city of london2000-04-01,2000-04-01T00:00:00Z,city of london,183101,58.0
city of london2000-05-01,2000-05-01T00:00:00Z,city of london,175041,38.0
city of london2000-06-01,2000-06-01T00:00:00Z,city of london,198191,60.0
city of london2000-07-01,2000-07-01T00:00:00Z,city of london,214852,33.0
city of london2000-08-01,2000-08-01T00:00:00Z,city of london,221952,22.0
city of london2000-09-01,2000-09-01T00:00:00Z,city of london,223175,20.0
city of london2000-10-01,2000-10-01T00:00:00Z,city of london,245062,19.0
city of london2000-11-01,2000-11-01T00:00:00Z,city of london,321773,18.0
city of london2000-12-01,2000-12-01T00:00:00Z,city of london,314772,33.0
city of london2001-01-01,2001-01-01T00:00:00Z,city of london,284262,24.0
city of london2001-02-01,2001-02-01T00:00:00Z,city of london,198137,37.0
city of london2001-03-01,2001-03-01T00:00:00Z,city of london,189033,44.0
city of london2001-04-01,2001-04-01T00:00:00Z,city of london,205494,38.0
city of london2001-05-01,2001-05-01T00:00:00Z,city of london,223459,30.0
city of london2001-06-01,2001-06-01T00:00:00Z,city of london,242435,36.0
city of london2001-07-01,2001-07-01T00:00:00Z,city of london,230700,40.0
city of london2001-08-01,2001-08-01T00:00:00Z,city of london,231632,30.0
city of london2001-09-01,2001-09-01T00:00:00Z,city of london,229806,30.0
city of london2001-10-01,2001-10-01T00:00:00Z,city of london,263887,26.0
city of london2001-11-01,2001-11-01T00:00:00Z,city of london,346458,15.0
city of london2001-12-01,2001-12-01T00:00:00Z,city of london,362204,17.0
city of london2002-01-01,2002-01-01T00:00:00Z,city of london,344239,30.0
city of london2002-02-01,2002-02-01T00:00:00Z,city of london,284015,12.0
city of london2002-03-01,2002-03-01T00:00:00Z,city of london,253697,47.0
city of london2002-04-01,2002-04-01T00:00:00Z,city of london,245313,31.0
city of london2002-05-01,2002-05-01T00:00:00Z,city of london,227281,30.0
city of london2002-06-01,2002-06-01T00:00:00Z,city of london,253130,25.0
city of london2002-07-01,2002-07-01T00:00:00Z,city of london,262428,26.0
city of london2002-08-01,2002-08-01T00:00:00Z,city of london,274016,51.0
city of london2002-09-01,2002-09-01T00:00:00Z,city of london,277047,49.0
city of london2002-10-01,2002-10-01T00:00:00Z,city of london,271941,19.0
city of london2002-11-01,2002-11-01T00:00:00Z,city of london,280283,28.0
city of london2002-12-01,2002-12-01T00:00:00Z,city of london,262197,44.0
city of london2003-01-01,2003-01-01T00:00:00Z,city of london,261645,32.0
city of london2003-02-01,2003-02-01T00:00:00Z,city of london,263992,20.0
city of london2003-03-01,2003-03-01T00:00:00Z,city of london,291969,31.0
city of london2003-04-01,2003-04-01T00:00:00Z,city of london,295174,30.0
city of london2003-05-01,2003-05-01T00:00:00Z,city of london,284860,38.0
city of london2003-06-01,2003-06-01T00:00:00Z,city of london,267208,84.0
city of london2003-07-01,2003-07-01T00:00:00Z,city of london,260204,48.0
city of london2003-08-01,2003-08-01T00:00:00Z,city of london,245449,46.0
city of london2003-09-01,2003-09-01T00:00:00Z,city of london,243184,38.0
city of london2003-10-01,2003-10-01T00:00:00Z,city of london,252980,33.0
city of london2003-11-01,2003-11-01T00:00:00Z,city of london,277515,42.0
city of london2003-12-01,2003-12-01T00:00:00Z,city of london,305556,38.0
city of london2004-01-01,2004-01-01T00:00:00Z,city of london,326913,98.0
city of london2004-02-01,2004-02-01T00:00:00Z,city of london,301092,16.0
city of london2004-03-01,2004-03-01T00:00:00Z,city of london,272731,20.0
city of london2004-04-01,2004-04-01T00:00:00Z,city of london,269514,25.0
city of london2004-05-01,2004-05-01T00:00:00Z,city of london,280062,22.0
city of london2004-06-01,2004-06-01T00:00:00Z,city of london,297421,38.0
city of london2004-07-01,2004-07-01T00:00:00Z,city of london,298293,34.0
city of london2004-08-01,2004-08-01T00:00:00Z,city of london,307094,46.0
city of london2004-09-01,2004-09-01T00:00:00Z,city of london,305126,27.0
city of london2004-10-01,2004-10-01T00:00:00Z,city of london,289912,24.0
city of london2004-11-01,2004-11-01T00:00:00Z,city of london,333075,13.0
city of london2004-12-01,2004-12-01T00:00:00Z,city of london,331161,14.0
city of london2005-01-01,2005-01-01T00:00:00Z,city of london,330363,17.0
city of london2005-02-01,2005-02-01T00:00:00Z,city of london,288867,18.0
city of london2005-03-01,2005-03-01T00:00:00Z,city of london,304851,18.0
city of london2005-04-01,2005-04-01T00:00:00Z,city of london,317398,32.0
city of london2005-05-01,2005-05-01T00:00:00Z,city of london,311442,20.0
city of london2005-06-01,2005-06-01T00:00:00Z,city of london,282866,33.0
city of london2005-07-01,2005-07-01T00:00:00Z,city of london,283641,29.0
city of london2005-08-01,2005-08-01T00:00:00Z,city of london,305351,26.0
city of london2005-09-01,2005-09-01T00:00:00Z,city of london,310906,37.0
city of london2005-10-01,2005-10-01T00:00:00Z,city of london,338837,14.0
city of london2005-11-01,2005-11-01T00:00:00Z,city of london,327256,29.0
city of london2005-12-01,2005-12-01T00:00:00Z,city of london,339626,30.0
city of london2006-01-01,2006-01-01T00:00:00Z,city of london,316121,19.0
city of london2006-02-01,2006-02-01T00:00:00Z,city of london,323653,17.0
city of london2006-03-01,2006-03-01T00:00:00Z,city of london,325106,28.0
city of london2006-04-01,2006-04-01T00:00:00Z,city of london,319580,24.0
city of london2006-05-01,2006-05-01T00:00:00Z,city of london,313126,22.0
city of london2006-06-01,2006-06-01T00:00:00Z,city of london,304977,29.0
city of london2006-07-01,2006-07-01T00:00:00Z,city of london,338307,25.0
city of london2006-08-01,2006-08-01T00:00:00Z,city of london,358438,30.0
city of london2006-09-01,2006-09-01T00:00:00Z,city of london,377545,24.0
city of london2006-10-01,2006-10-01T00:00:00Z,city of london,365177,33.0
city of london2006-11-01,2006-11-01T00:00:00Z,city of london,354438,21.0
city of london2006-12-01,2006-12-01T00:00:00Z,city of london,365755,22.0
city of london2007-01-01,2007-01-01T00:00:00Z,city of london,360923,20.0
city of london2007-02-01,2007-02-01T00:00:00Z,city of london,399437,25.0
city of london2007-03-01,2007-03-01T00:00:00Z,city of london,403144,28.0
city of london2007-04-01,2007-04-01T00:00:00Z,city of london,419005,22.0
city of london2007-05-01,2007-05-01T00:00:00Z,city of london,411183,22.0
city of london2007-06-01,2007-06-01T00:00:00Z,city of london,436079,19.0
city of london2007-07-01,2007-07-01T00:00:00Z,city of london,467348,32.0
city of london2007-08-01,2007-08-01T00:00:00Z,city of london,473887,27.0
city of london2007-09-01,2007-09-01T00:00:00Z,city of london,463525,23.0
city of london2007-10-01,2007-10-01T00:00:00Z,city of london,456422,19.0
city of london2007-11-01,2007-11-01T00:00:00Z,city of london,450831,22.0
city of london2007-12-01,2007-12-01T00:00:00Z,city of london,464277,11.0
city of london2008-01-01,2008-01-01T00:00:00Z,city of london,471861,16.0
city of london2008-02-01,2008-02-01T00:00:00Z,city of london,453707,33.0
city of london2008-03-01,2008-03-01T00:00:00Z,city of london,404849,6.0
city of london2008-04-01,2008-04-01T00:00:00Z,city of london,382571,5.0
city of london2008-05-01,2008-05-01T00:00:00Z,city of london,389733,29.0
city of london2008-06-01,2008-06-01T00:00:00Z,city of london,420665,9.0
city of london2008-07-01,2008-07-01T00:00:00Z,city of london,442352,11.0
city of london2008-08-01,2008-08-01T00:00:00Z,city of london,472397,8.0
city of london2008-09-01,2008-09-01T00:00:00Z,city of london,466082,6.0
city of london2008-10-01,2008-10-01T00:00:00Z,city of london,440012,9.0
city of london2008-11-01,2008-11-01T00:00:00Z,city of london,396155,2.0
city of london2008-12-01,2008-12-01T00:00:00Z,city of london,387178,6.0
city of london2009-01-01,2009-01-01T00:00:00Z,city of london,400317,5.0
city of london2009-02-01,2009-02-01T00:00:00Z,city of london,393361,6.0
city of london2009-03-01,2009-03-01T00:00:00Z,city of london,399220,8.0
city of london2009-04-01,2009-04-01T00:00:00Z,city of london,345338,9.0
city of london2009-05-01,2009-05-01T00:00:00Z,city of london,373504,6.0
city of london2009-06-01,2009-06-01T00:00:00Z,city of london,348751,18.0
city of london2009-07-01,2009-07-01T00:00:00Z,city of london,379109,20.0
city of london2009-08-01,2009-08-01T00:00:00Z,city of london,360545,20.0
city of london2009-09-01,2009-09-01T00:00:00Z,city of london,391138,19.0
city of london2009-10-01,2009-10-01T00:00:00Z,city of london,399867,19.0
city of london2009-11-01,2009-11-01T00:00:00Z,city of london,397909,11.0
city of london2009-12-01,2009-12-01T00:00:00Z,city of london,411955,16.0
city of london2010-01-01,2010-01-01T00:00:00Z,city of london,464436,20.0
city of london2010-02-01,2010-02-01T00:00:00Z,city of london,490525,9.0
city of london2010-03-01,2010-03-01T00:00:00Z,city of london,498241,15.0
city of london2010-04-01,2010-04-01T00:00:00Z,city of london,458246,22.0
city of london2010-05-01,2010-05-01T00:00:00Z,city of london,454928,21.0
city of london2010-06-01,2010-06-01T00:00:00Z,city of london,428120,29.0
city of london2010-07-01,2010-07-01T00:00:00Z,city of london,420234,24.0
city of london2010-08-01,2010-08-01T00:00:00Z,city of london,442597,21.0
city of london2010-09-01,2010-09-01T00:00:00Z,city of london,455290,20.0
city of london2010-10-01,2010-10-01T00:00:00Z,city of london,456016,12.0
city of london2010-11-01,2010-11-01T00:00:00Z,city of london,430305,12.0
city of london2010-12-01,2010-12-01T00:00:00Z,city of london,445016,31.0
city of london2011-01-01,2011-01-01T00:00:00Z,city of london,442413,16.0
city of london2011-02-01,2011-02-01T00:00:00Z,city of london,504009,12.0
city of london2011-03-01,2011-03-01T00:00:00Z,city of london,475353,19.0
city of london2011-04-01,2011-04-01T00:00:00Z,city of london,516319,21.0
city of london2011-05-01,2011-05-01T00:00:00Z,city of london,459477,28.0
city of london2011-06-01,2011-06-01T00:00:00Z,city of london,466525,22.0
city of london2011-07-01,2011-07-01T00:00:00Z,city of london,420435,19.0
city of london2011-08-01,2011-08-01T00:00:00Z,city of london,421486,27.0
city of london2011-09-01,2011-09-01T00:00:00Z,city of london,436019,25.0
city of london2011-10-01,2011-10-01T00:00:00Z,city of london,450034,21.0
city of london2011-11-01,2011-11-01T00:00:00Z,city of london,478809,21.0
city of london2011-12-01,2011-12-01T00:00:00Z,city of london,496291,24.0
city of london2012-01-01,2012-01-01T00:00:00Z,city of london,525723,11.0
city of london2012-02-01,2012-02-01T00:00:00Z,city of london,510537,17.0
city of london2012-03-01,2012-03-01T00:00:00Z,city of london,527408,9.0
city of london2012-04-01,2012-04-01T00:00:00Z,city of london,524290,12.0
city of london2012-05-01,2012-05-01T00:00:00Z,city of london,573532,12.0
city of london2012-06-01,2012-06-01T00:00:00Z,city of london,542518,21.0
city of london2012-07-01,2012-07-01T00:00:00Z,city of london,543037,16.0
city of london2012-08-01,2012-08-01T00:00:00Z,city of london,496168,17.0
city of london2012-09-01,2012-09-01T00:00:00Z,city of london,525971,15.0
city of london2012-10-01,2012-10-01T00:00:00Z,city of london,521769,17.0
city of london2012-11-01,2012-11-01T00:00:00Z,city of london,521448,22.0
city of london2012-12-01,2012-12-01T00:00:00Z,city of london,491529,28.0
city of london2013-01-01,2013-01-01T00:00:00Z,city of london,465451,16.0
city of london2013-02-01,2013-02-01T00:00:00Z,city of london,499207,20.0
city of london2013-03-01,2013-03-01T00:00:00Z,city of london,527874,18.0
city of london2013-04-01,2013-04-01T00:00:00Z,city of london,590685,13.0
city of london2013-05-01,2013-05-01T00:00:00Z,city of london,578037,31.0
city of london2013-06-01,2013-06-01T00:00:00Z,city of london,662700,11.0
city of london2013-07-01,2013-07-01T00:00:00Z,city of london,651116,29.0
city of london2013-08-01,2013-08-01T00:00:00Z,city of london,645847,94.0
city of london2013-09-01,2013-09-01T00:00:00Z,city of london,529619,104.0
city of london2013-10-01,2013-10-01T00:00:00Z,city of london,527374,54.0
city of london2013-11-01,2013-11-01T00:00:00Z,city of london,546793,22.0
city of london2013-12-01,2013-12-01T00:00:00Z,city of london,615401,21.0
city of london2014-01-01,2014-01-01T00:00:00Z,city of london,625001,26.0
city of london2014-02-01,2014-02-01T00:00:00Z,city of london,648359,17.0
city of london2014-03-01,2014-03-01T00:00:00Z,city of london,654629,36.0
city of london2014-04-01,2014-04-01T00:00:00Z,city of london,665262,19.0
city of london2014-05-01,2014-05-01T00:00:00Z,city of london,682663,22.0
city of london2014-06-01,2014-06-01T00:00:00Z,city of london,697309,21.0
city of london2014-07-01,2014-07-01T00:00:00Z,city of london,724282,15.0
city of london2014-08-01,2014-08-01T00:00:00Z,city of london,761544,27.0
city of london2014-09-01,2014-09-01T00:00:00Z,city of london,753704,18.0
city of london2014-10-01,2014-10-01T00:00:00Z,city of london,763369,12.0
city of london2014-11-01,2014-11-01T00:00:00Z,city of london,762735,39.0
city of london2014-12-01,2014-12-01T00:00:00Z,city of london,773768,71.0
city of london2015-01-01,2015-01-01T00:00:00Z,city of london,783667,37.0
city of london2015-02-01,2015-02-01T00:00:00Z,city of london,760550,39.0
city of london2015-03-01,2015-03-01T00:00:00Z,city of london,767207,35.0
city of london2015-04-01,2015-04-01T00:00:00Z,city of london,729148,21.0
city of london2015-05-01,2015-05-01T00:00:00Z,city of london,762815,24.0
city of london2015-06-01,2015-06-01T00:00:00Z,city of london,776509,19.0
city of london2015-07-01,2015-07-01T00:00:00Z,city of london,779097,17.0
city of london2015-08-01,2015-08-01T00:00:00Z,city of london,760243,18.0
city of london2015-09-01,2015-09-01T00:00:00Z,city of london,767464,35.0
city of london2015-10-01,2015-10-01T00:00:00Z,city of london,781358,21.0
city of london2015-11-01,2015-11-01T00:00:00Z,city of london,741727,11.0
city of london2015-12-01,2015-12-01T00:00:00Z,city of london,713253,31.0
city of london2016-01-01,2016-01-01T00:00:00Z,city of london,736788,15.0
city of london2016-02-01,2016-02-01T00:00:00Z,city of london,765644,36.0
city of london2016-03-01,2016-03-01T00:00:00Z,city of london,794754,35.0
city of london2016-04-01,2016-04-01T00:00:00Z,city of london,805320,7.0
city of london2016-05-01,2016-05-01T00:00:00Z,city of london,845579,9.0
city of london2016-06-01,2016-06-01T00:00:00Z,city of london,907965,7.0
city of london2016-07-01,2016-07-01T00:00:00Z,city of london,911827,7.0
city of london2016-08-01,2016-08-01T00:00:00Z,city of london,848269,8.0
city of london2016-09-01,2016-09-01T00:00:00Z,city of london,780527,8.0
city of london2016-10-01,2016-10-01T00:00:00Z,city of london,792664,11.0
city of london2016-11-01,2016-11-01T00:00:00Z,city of london,818663,16.0
city of london2016-12-01,2016-12-01T00:00:00Z,city of london,811786,13.0
city of london2017-01-01,2017-01-01T00:00:00Z,city of london,820305,11.0
city of london2017-02-01,2017-02-01T00:00:00Z,city of london,820665,9.0
city of london2017-03-01,2017-03-01T00:00:00Z,city of london,853943,18.0
city of london2017-04-01,2017-04-01T00:00:00Z,city of london,906146,20.0
city of london2017-05-01,2017-05-01T00:00:00Z,city of london,939912,21.0
city of london2017-06-01,2017-06-01T00:00:00Z,city of london,930979,19.0
city of london2017-07-01,2017-07-01T00:00:00Z,city of london,854798,20.0
city of london2017-08-01,2017-08-01T00:00:00Z,city of london,847422,21.0
city of london2017-09-01,2017-09-01T00:00:00Z,city of london,836674,29.0
city of london2017-10-01,2017-10-01T00:00:00Z,city of london,818477,17.0
city of london2017-11-01,2017-11-01T00:00:00Z,city of london,790159,14.0
city of london2017-12-01,2017-12-01T00:00:00Z,city of london,778002,20.0
city of london2018-01-01,2018-01-01T00:00:00Z,city of london,802129,34.0
city of london2018-02-01,2018-02-01T00:00:00Z,city of london,783266,27.0
city of london2018-03-01,2018-03-01T00:00:00Z,city of london,740799,19.0
city of london2018-04-01,2018-04-01T00:00:00Z,city of london,732351,14.0
city of london2018-05-01,2018-05-01T00:00:00Z,city of london,796399,19.0
city of london2018-06-01,2018-06-01T00:00:00Z,city of london,789278,87.0
city of london2018-07-01,2018-07-01T00:00:00Z,city of london,809697,32.0
city of london2018-08-01,2018-08-01T00:00:00Z,city of london,784144,22.0
city of london2018-09-01,2018-09-01T00:00:00Z,city of london,800875,40.0
city of london2018-10-01,2018-10-01T00:00:00Z,city of london,802869,30.0
city of london2018-11-01,2018-11-01T00:00:00Z,city of london,764207,31.0
city of london2018-12-01,2018-12-01T00:00:00Z,city of london,811694,37.0
city of london2019-01-01,2019-01-01T00:00:00Z,city of london,865636,10.0
city of london2019-02-01,2019-02-01T00:00:00Z,city of london,894680,10.0
city of london2019-03-01,2019-03-01T00:00:00Z,city of london,853616,14.0
city of london2019-04-01,2019-04-01T00:00:00Z,city of london,738842,20.0
city of london2019-05-01,2019-05-01T00:00:00Z,city of london,718773,7.0
city of london2019-06-01,2019-06-01T00:00:00Z,city of london,743157,16.0
city of london2019-07-01,2019-07-01T00:00:00Z,city of london,719871,13.0
city of london2019-08-01,2019-08-01T00:00:00Z,city of london,777613,17.0
city of london2019-09-01,2019-09-01T00:00:00Z,city of london,792034,11.0
city of london2019-10-01,2019-10-01T00:00:00Z,city of london,827093,4.0
city of london2019-11-01,2019-11-01T00:00:00Z,city of london,777610,5.0
barking and dagenham1995-01-01,1995-01-01T00:00:00Z,barking and dagenham,50460,96.0
barking and dagenham1995-02-01,1995-02-01T00:00:00Z,barking and dagenham,51086,95.0
barking and dagenham1995-03-01,1995-03-01T00:00:00Z,barking and dagenham,51269,144.0
barking and dagenham1995-04-01,1995-04-01T00:00:00Z,barking and dagenham,53134,109.0
barking and dagenham1995-05-01,1995-05-01T00:00:00Z,barking and dagenham,53042,149.0
barking and dagenham1995-06-01,1995-06-01T00:00:00Z,barking and dagenham,53700,148.0
barking and dagenham1995-07-01,1995-07-01T00:00:00Z,barking and dagenham,52113,117.0
barking and dagenham1995-08-01,1995-08-01T00:00:00Z,barking and dagenham,52232,150.0
barking and dagenham1995-09-01,1995-09-01T00:00:00Z,barking and dagenham,51472,112.0
barking and dagenham1995-10-01,1995-10-01T00:00:00Z,barking and dagenham,51514,120.0
barking and dagenham1995-11-01,1995-11-01T00:00:00Z,barking and dagenham,50849,127.0
barking and dagenham1995-12-01,1995-12-01T00:00:00Z,barking and dagenham,50945,109.0
barking and dagenham1996-01-01,1996-01-01T00:00:00Z,barking and dagenham,50828,94.0
barking and dagenham1996-02-01,1996-02-01T00:00:00Z,barking and dagenham,51441,154.0
barking and dagenham1996-03-01,1996-03-01T00:00:00Z,barking and dagenham,51907,152.0
barking and dagenham1996-04-01,1996-04-01T00:00:00Z,barking and dagenham,51724,125.0
barking and dagenham1996-05-01,1996-05-01T00:00:00Z,barking and dagenham,51736,143.0
barking and dagenham1996-06-01,1996-06-01T00:00:00Z,barking and dagenham,50761,142.0
barking and dagenham1996-07-01,1996-07-01T00:00:00Z,barking and dagenham,50621,178.0
barking and dagenham1996-08-01,1996-08-01T00:00:00Z,barking and dagenham,51105,164.0
barking and dagenham1996-09-01,1996-09-01T00:00:00Z,barking and dagenham,51893,156.0
barking and dagenham1996-10-01,1996-10-01T00:00:00Z,barking and dagenham,52533,172.0
barking and dagenham1996-11-01,1996-11-01T00:00:00Z,barking and dagenham,52216,217.0
barking and dagenham1996-12-01,1996-12-01T00:00:00Z,barking and dagenham,53854,184.0
barking and dagenham1997-01-01,1997-01-01T00:00:00Z,barking and dagenham,54459,153.0
barking and dagenham1997-02-01,1997-02-01T00:00:00Z,barking and dagenham,55451,169.0
barking and dagenham1997-03-01,1997-03-01T00:00:00Z,barking and dagenham,55005,192.0
barking and dagenham1997-04-01,1997-04-01T00:00:00Z,barking and dagenham,55280,175.0
barking and dagenham1997-05-01,1997-05-01T00:00:00Z,barking and dagenham,54937,202.0
barking and dagenham1997-06-01,1997-06-01T00:00:00Z,barking and dagenham,55287,203.0
barking and dagenham1997-07-01,1997-07-01T00:00:00Z,barking and dagenham,55659,265.0
barking and dagenham1997-08-01,1997-08-01T00:00:00Z,barking and dagenham,56507,244.0
barking and dagenham1997-09-01,1997-09-01T00:00:00Z,barking and dagenham,56306,214.0
barking and dagenham1997-10-01,1997-10-01T00:00:00Z,barking and dagenham,57200,244.0
barking and dagenham1997-11-01,1997-11-01T00:00:00Z,barking and dagenham,57575,188.0
barking and dagenham1997-12-01,1997-12-01T00:00:00Z,barking and dagenham,58025,185.0
barking and dagenham1998-01-01,1998-01-01T00:00:00Z,barking and dagenham,57559,152.0
barking and dagenham1998-02-01,1998-02-01T00:00:00Z,barking and dagenham,57360,153.0
barking and dagenham1998-03-01,1998-03-01T00:00:00Z,barking and dagenham,57908,190.0
barking and dagenham1998-04-01,1998-04-01T00:00:00Z,barking and dagenham,59196,202.0
barking and dagenham1998-05-01,1998-05-01T00:00:00Z,barking and dagenham,60356,206.0
barking and dagenham1998-06-01,1998-06-01T00:00:00Z,barking and dagenham,60583,191.0
barking and dagenham1998-07-01,1998-07-01T00:00:00Z,barking and dagenham,60412,321.0
barking and dagenham1998-08-01,1998-08-01T00:00:00Z,barking and dagenham,60837,221.0
barking and dagenham1998-09-01,1998-09-01T00:00:00Z,barking and dagenham,61485,236.0
barking and dagenham1998-10-01,1998-10-01T00:00:00Z,barking and dagenham,62005,242.0
barking and dagenham1998-11-01,1998-11-01T00:00:00Z,barking and dagenham,62240,202.0
barking and dagenham1998-12-01,1998-12-01T00:00:00Z,barking and dagenham,63488,180.0
barking and dagenham1999-01-01,1999-01-01T00:00:00Z,barking and dagenham,64532,177.0
barking and dagenham1999-02-01,1999-02-01T00:00:00Z,barking and dagenham,64166,141.0
barking and dagenham1999-03-01,1999-03-01T00:00:00Z,barking and dagenham,63528,197.0
barking and dagenham1999-04-01,1999-04-01T00:00:00Z,barking and dagenham,63580,225.0
barking and dagenham1999-05-01,1999-05-01T00:00:00Z,barking and dagenham,64508,197.0
barking and dagenham1999-06-01,1999-06-01T00:00:00Z,barking and dagenham,64704,251.0
barking and dagenham1999-07-01,1999-07-01T00:00:00Z,barking and dagenham,64921,304.0
barking and dagenham1999-08-01,1999-08-01T00:00:00Z,barking and dagenham,65385,231.0
barking and dagenham1999-09-01,1999-09-01T00:00:00Z,barking and dagenham,66003,204.0
barking and dagenham1999-10-01,1999-10-01T00:00:00Z,barking and dagenham,66367,238.0
barking and dagenham1999-11-01,1999-11-01T00:00:00Z,barking and dagenham,67344,254.0
barking and dagenham1999-12-01,1999-12-01T00:00:00Z,barking and dagenham,68812,267.0
barking and dagenham2000-01-01,2000-01-01T00:00:00Z,barking and dagenham,71079,182.0
barking and dagenham2000-02-01,2000-02-01T00:00:00Z,barking and dagenham,72633,191.0
barking and dagenham2000-03-01,2000-03-01T00:00:00Z,barking and dagenham,73624,216.0
barking and dagenham2000-04-01,2000-04-01T00:00:00Z,barking and dagenham,73800,214.0
barking and dagenham2000-05-01,2000-05-01T00:00:00Z,barking and dagenham,75126,240.0
barking and dagenham2000-06-01,2000-06-01T00:00:00Z,barking and dagenham,76939,294.0
barking and dagenham2000-07-01,2000-07-01T00:00:00Z,barking and dagenham,78869,305.0
barking and dagenham2000-08-01,2000-08-01T00:00:00Z,barking and dagenham,80150,240.0
barking and dagenham2000-09-01,2000-09-01T00:00:00Z,barking and dagenham,81761,223.0
barking and dagenham2000-10-01,2000-10-01T00:00:00Z,barking and dagenham,82501,196.0
barking and dagenham2000-11-01,2000-11-01T00:00:00Z,barking and dagenham,82386,227.0
barking and dagenham2000-12-01,2000-12-01T00:00:00Z,barking and dagenham,81726,285.0
barking and dagenham2001-01-01,2001-01-01T00:00:00Z,barking and dagenham,82343,215.0
