Id,Date,Town,AveragePrice,HousesSold
croydon2013-11-01,2013-11-01T00:00:00Z,croydon,243100,486.0
croydon2013-12-01,2013-12-01T00:00:00Z,croydon,246215,548.0
croydon2014-01-01,2014-01-01T00:00:00Z,croydon,249311,455.0
croydon2014-02-01,2014-02-01T00:00:00Z,croydon,253192,468.0
croydon2014-03-01,2014-03-01T00:00:00Z,croydon,257225,532.0
croydon2014-04-01,2014-04-01T00:00:00Z,croydon,265667,517.0
croydon2014-05-01,2014-05-01T00:00:00Z,croydon,271044,469.0
croydon2014-06-01,2014-06-01T00:00:00Z,croydon,274344,507.0
croydon2014-07-01,2014-07-01T00:00:00Z,croydon,276361,531.0
croydon2014-08-01,2014-08-01T00:00:00Z,croydon,283801,552.0
croydon2014-09-01,2014-09-01T00:00:00Z,croydon,290460,539.0
croydon2014-10-01,2014-10-01T00:00:00Z,croydon,294574,541.0
croydon2014-11-01,2014-11-01T00:00:00Z,croydon,291730,460.0
croydon2014-12-01,2014-12-01T00:00:00Z,croydon,290220,439.0
croydon2015-01-01,2015-01-01T00:00:00Z,croydon,288819,403.0
croydon2015-02-01,2015-02-01T00:00:00Z,croydon,290155,412.0
croydon2015-03-01,2015-03-01T00:00:00Z,croydon,292750,479.0
croydon2015-04-01,2015-04-01T00:00:00Z,croydon,295859,415.0
croydon2015-05-01,2015-05-01T00:00:00Z,croydon,297565,489.0
croydon2015-06-01,2015-06-01T00:00:00Z,croydon,299876,492.0
croydon2015-07-01,2015-07-01T00:00:00Z,croydon,306206,554.0
croydon2015-08-01,2015-08-01T00:00:00Z,croydon,313112,494.0
croydon2015-09-01,2015-09-01T00:00:00Z,croydon,320175,538.0
croydon2015-10-01,2015-10-01T00:00:00Z,croydon,323263,510.0
croydon2015-11-01,2015-11-01T00:00:00Z,croydon,326504,505.0
croydon2015-12-01,2015-12-01T00:00:00Z,croydon,330486,475.0
croydon2016-01-01,2016-01-01T00:00:00Z,croydon,332811,375.0
croydon2016-02-01,2016-02-01T00:00:00Z,croydon,337821,413.0
croydon2016-03-01,2016-03-01T00:00:00Z,croydon,342038,832.0
croydon2016-04-01,2016-04-01T00:00:00Z,croydon,348190,312.0
croydon2016-05-01,2016-05-01T00:00:00Z,croydon,352808,389.0
croydon2016-06-01,2016-06-01T00:00:00Z,croydon,358488,411.0
croydon2016-07-01,2016-07-01T00:00:00Z,croydon,363898,487.0
croydon2016-08-01,2016-08-01T00:00:00Z,croydon,369722,491.0
croydon2016-09-01,2016-09-01T00:00:00Z,croydon,369069,436.0
croydon2016-10-01,2016-10-01T00:00:00Z,croydon,368082,430.0
croydon2016-11-01,2016-11-01T00:00:00Z,croydon,363662,369.0
croydon2016-12-01,2016-12-01T00:00:00Z,croydon,363571,367.0
croydon2017-01-01,2017-01-01T00:00:00Z,croydon,363241,360.0
croydon2017-02-01,2017-02-01T00:00:00Z,croydon,367221,423.0
croydon2017-03-01,2017-03-01T00:00:00Z,croydon,368767,447.0
croydon2017-04-01,2017-04-01T00:00:00Z,croydon,369562,408.0
croydon2017-05-01,2017-05-01T00:00:00Z,croydon,368801,404.0
croydon2017-06-01,2017-06-01T00:00:00Z,croydon,373122,451.0
croydon2017-07-01,2017-07-01T00:00:00Z,croydon,377038,430.0
croydon2017-08-01,2017-08-01T00:00:00Z,croydon,378273,434.0
croydon2017-09-01,2017-09-01T00:00:00Z,croydon,378859,460.0
croydon2017-10-01,2017-10-01T00:00:00Z,croydon,375688,420.0
croydon2017-11-01,2017-11-01T00:00:00Z,croydon,375640,384.0
croydon2017-12-01,2017-12-01T00:00:00Z,croydon,374441,394.0
croydon2018-01-01,2018-01-01T00:00:00Z,croydon,372312,326.0
croydon2018-02-01,2018-02-01T00:00:00Z,croydon,371040,277.0
croydon2018-03-01,2018-03-01T00:00:00Z,croydon,366045,314.0
croydon2018-04-01,2018-04-01T00:00:00Z,croydon,368281,283.0
croydon2018-05-01,2018-05-01T00:00:00Z,croydon,370541,329.0
croydon2018-06-01,2018-06-01T00:00:00Z,croydon,373886,386.0
croydon2018-07-01,2018-07-01T00:00:00Z,croydon,374361,383.0
croydon2018-08-01,2018-08-01T00:00:00Z,croydon,372035,417.0
croydon2018-09-01,2018-09-01T00:00:00Z,croydon,371793,350.0
croydon2018-10-01,2018-10-01T00:00:00Z,croydon,370363,420.0
croydon2018-11-01,2018-11-01T00:00:00Z,croydon,368735,405.0
croydon2018-12-01,2018-12-01T00:00:00Z,croydon,364189,293.0
croydon2019-01-01,2019-01-01T00:00:00Z,croydon,365096,271.0
croydon2019-02-01,2019-02-01T00:00:00Z,croydon,364414,299.0
croydon2019-03-01,2019-03-01T00:00:00Z,croydon,367828,348.0
croydon2019-04-01,2019-04-01T00:00:00Z,croydon,364013,289.0
croydon2019-05-01,2019-05-01T00:00:00Z,croydon,364371,312.0
croydon2019-06-01,2019-06-01T00:00:00Z,croydon,363161,300.0
croydon2019-07-01,2019-07-01T00:00:00Z,croydon,365262,357.0
croydon2019-08-01,2019-08-01T00:00:00Z,croydon,363885,361.0
croydon2019-09-01,2019-09-01T00:00:00Z,croydon,364997,319.0
croydon2019-10-01,2019-10-01T00:00:00Z,croydon,364424,374.0
croydon2019-11-01,2019-11-01T00:00:00Z,croydon,367458,301.0
ealing1995-01-01,1995-01-01T00:00:00Z,ealing,79886,303.0
ealing1995-02-01,1995-02-01T00:00:00Z,ealing,80897,242.0
ealing1995-03-01,1995-03-01T00:00:00Z,ealing,81380,377.0
ealing1995-04-01,1995-04-01T00:00:00Z,ealing,82189,270.0
ealing1995-05-01,1995-05-01T00:00:00Z,ealing,82077,345.0
ealing1995-06-01,1995-06-01T00:00:00Z,ealing,81631,353.0
ealing1995-07-01,1995-07-01T00:00:00Z,ealing,82352,374.0
ealing1995-08-01,1995-08-01T00:00:00Z,ealing,82707,377.0
ealing1995-09-01,1995-09-01T00:00:00Z,ealing,82011,327.0
ealing1995-10-01,1995-10-01T00:00:00Z,ealing,80523,352.0
ealing1995-11-01,1995-11-01T00:00:00Z,ealing,79272,329.0
ealing1995-12-01,1995-12-01T00:00:00Z,ealing,79700,348.0
ealing1996-01-01,1996-01-01T00:00:00Z,ealing,80214,281.0
ealing1996-02-01,1996-02-01T00:00:00Z,ealing,80836,291.0
ealing1996-03-01,1996-03-01T00:00:00Z,ealing,81011,376.0
ealing1996-04-01,1996-04-01T00:00:00Z,ealing,81041,359.0
ealing1996-05-01,1996-05-01T00:00:00Z,ealing,81821,429.0
ealing1996-06-01,1996-06-01T00:00:00Z,ealing,82562,400.0
ealing1996-07-01,1996-07-01T00:00:00Z,ealing,84005,429.0
ealing1996-08-01,1996-08-01T00:00:00Z,ealing,84824,508.0
ealing1996-09-01,1996-09-01T00:00:00Z,ealing,85674,481.0
ealing1996-10-01,1996-10-01T00:00:00Z,ealing,85595,548.0
ealing1996-11-01,1996-11-01T00:00:00Z,ealing,86230,470.0
ealing1996-12-01,1996-12-01T00:00:00Z,ealing,86863,500.0
ealing1997-01-01,1997-01-01T00:00:00Z,ealing,88092,450.0
ealing1997-02-01,1997-02-01T00:00:00Z,ealing,89942,414.0
ealing1997-03-01,1997-03-01T00:00:00Z,ealing,91027,430.0
ealing1997-04-01,1997-04-01T00:00:00Z,ealing,91991,455.0
ealing1997-05-01,1997-05-01T00:00:00Z,ealing,93697,506.0
ealing1997-06-01,1997-06-01T00:00:00Z,ealing,95819,530.0
ealing1997-07-01,1997-07-01T00:00:00Z,ealing,99752,578.0
ealing1997-08-01,1997-08-01T00:00:00Z,ealing,102078,545.0
ealing1997-09-01,1997-09-01T00:00:00Z,ealing,105119,498.0
ealing1997-10-01,1997-10-01T00:00:00Z,ealing,105477,563.0
ealing1997-11-01,1997-11-01T00:00:00Z,ealing,105042,437.0
ealing1997-12-01,1997-12-01T00:00:00Z,ealing,105634,456.0
ealing1998-01-01,1998-01-01T00:00:00Z,ealing,107575,412.0
ealing1998-02-01,1998-02-01T00:00:00Z,ealing,107332,341.0
ealing1998-03-01,1998-03-01T00:00:00Z,ealing,107112,414.0
ealing1998-04-01,1998-04-01T00:00:00Z,ealing,107301,419.0
ealing1998-05-01,1998-05-01T00:00:00Z,ealing,110006,508.0
ealing1998-06-01,1998-06-01T00:00:00Z,ealing,112667,537.0
ealing1998-07-01,1998-07-01T00:00:00Z,ealing,113803,567.0
ealing1998-08-01,1998-08-01T00:00:00Z,ealing,114531,526.0
ealing1998-09-01,1998-09-01T00:00:00Z,ealing,114786,493.0
ealing1998-10-01,1998-10-01T00:00:00Z,ealing,114190,492.0
ealing1998-11-01,1998-11-01T00:00:00Z,ealing,114160,455.0
ealing1998-12-01,1998-12-01T00:00:00Z,ealing,112653,458.0
ealing1999-01-01,1999-01-01T00:00:00Z,ealing,112914,371.0
ealing1999-02-01,1999-02-01T00:00:00Z,ealing,113767,351.0
ealing1999-03-01,1999-03-01T00:00:00Z,ealing,115215,486.0
ealing1999-04-01,1999-04-01T00:00:00Z,ealing,118844,454.0
ealing1999-05-01,1999-05-01T00:00:00Z,ealing,121735,479.0
ealing1999-06-01,1999-06-01T00:00:00Z,ealing,124015,537.0
ealing1999-07-01,1999-07-01T00:00:00Z,ealing,126198,648.0
ealing1999-08-01,1999-08-01T00:00:00Z,ealing,130341,645.0
ealing1999-09-01,1999-09-01T00:00:00Z,ealing,134669,571.0
ealing1999-10-01,1999-10-01T00:00:00Z,ealing,137400,550.0
ealing1999-11-01,1999-11-01T00:00:00Z,ealing,138555,538.0
ealing1999-12-01,1999-12-01T00:00:00Z,ealing,141687,522.0
ealing2000-01-01,2000-01-01T00:00:00Z,ealing,144352,361.0
ealing2000-02-01,2000-02-01T00:00:00Z,ealing,145284,420.0
ealing2000-03-01,2000-03-01T00:00:00Z,ealing,146463,530.0
ealing2000-04-01,2000-04-01T00:00:00Z,ealing,149701,494.0
ealing2000-05-01,2000-05-01T00:00:00Z,ealing,153334,411.0
ealing2000-06-01,2000-06-01T00:00:00Z,ealing,155191,467.0
ealing2000-07-01,2000-07-01T00:00:00Z,ealing,156899,532.0
ealing2000-08-01,2000-08-01T00:00:00Z,ealing,158659,454.0
ealing2000-09-01,2000-09-01T00:00:00Z,ealing,158829,396.0
ealing2000-10-01,2000-10-01T00:00:00Z,ealing,157042,422.0
ealing2000-11-01,2000-11-01T00:00:00Z,ealing,156617,392.0
ealing2000-12-01,2000-12-01T00:00:00Z,ealing,157342,388.0
ealing2001-01-01,2001-01-01T00:00:00Z,ealing,159483,377.0
ealing2001-02-01,2001-02-01T00:00:00Z,ealing,160992,354.0
ealing2001-03-01,2001-03-01T00:00:00Z,ealing,163828,476.0
ealing2001-04-01,2001-04-01T00:00:00Z,ealing,165509,456.0
ealing2001-05-01,2001-05-01T00:00:00Z,ealing,167827,516.0
ealing2001-06-01,2001-06-01T00:00:00Z,ealing,168655,594.0
ealing2001-07-01,2001-07-01T00:00:00Z,ealing,169734,575.0
ealing2001-08-01,2001-08-01T00:00:00Z,ealing,173686,678.0
ealing2001-09-01,2001-09-01T00:00:00Z,ealing,177658,546.0
ealing2001-10-01,2001-10-01T00:00:00Z,ealing,179856,508.0
ealing2001-11-01,2001-11-01T00:00:00Z,ealing,177919,544.0
ealing2001-12-01,2001-12-01T00:00:00Z,ealing,177139,413.0
ealing2002-01-01,2002-01-01T00:00:00Z,ealing,178154,412.0
ealing2002-02-01,2002-02-01T00:00:00Z,ealing,181826,390.0
ealing2002-03-01,2002-03-01T00:00:00Z,ealing,185613,500.0
ealing2002-04-01,2002-04-01T00:00:00Z,ealing,190470,473.0
ealing2002-05-01,2002-05-01T00:00:00Z,ealing,193306,662.0
ealing2002-06-01,2002-06-01T00:00:00Z,ealing,197100,461.0
ealing2002-07-01,2002-07-01T00:00:00Z,ealing,199214,582.0
ealing2002-08-01,2002-08-01T00:00:00Z,ealing,204196,657.0
ealing2002-09-01,2002-09-01T00:00:00Z,ealing,208311,567.0
ealing2002-10-01,2002-10-01T00:00:00Z,ealing,213391,552.0
ealing2002-11-01,2002-11-01T00:00:00Z,ealing,213914,515.0
ealing2002-12-01,2002-12-01T00:00:00Z,ealing,215626,457.0
ealing2003-01-01,2003-01-01T00:00:00Z,ealing,214973,383.0
ealing2003-02-01,2003-02-01T00:00:00Z,ealing,218803,400.0
ealing2003-03-01,2003-03-01T00:00:00Z,ealing,219128,377.0
ealing2003-04-01,2003-04-01T00:00:00Z,ealing,221546,376.0
ealing2003-05-01,2003-05-01T00:00:00Z,ealing,221371,409.0
ealing2003-06-01,2003-06-01T00:00:00Z,ealing,221573,452.0
ealing2003-07-01,2003-07-01T00:00:00Z,ealing,220705,483.0
ealing2003-08-01,2003-08-01T00:00:00Z,ealing,221299,575.0
ealing2003-09-01,2003-09-01T00:00:00Z,ealing,222089,552.0
ealing2003-10-01,2003-10-01T00:00:00Z,ealing,224164,618.0
ealing2003-11-01,2003-11-01T00:00:00Z,ealing,226069,626.0
ealing2003-12-01,2003-12-01T00:00:00Z,ealing,228550,498.0
ealing2004-01-01,2004-01-01T00:00:00Z,ealing,229859,502.0
ealing2004-02-01,2004-02-01T00:00:00Z,ealing,230519,510.0
ealing2004-03-01,2004-03-01T00:00:00Z,ealing,231657,567.0
ealing2004-04-01,2004-04-01T00:00:00Z,ealing,234888,554.0
ealing2004-05-01,2004-05-01T00:00:00Z,ealing,238668,468.0
ealing2004-06-01,2004-06-01T00:00:00Z,ealing,243308,595.0
ealing2004-07-01,2004-07-01T00:00:00Z,ealing,246214,628.0
ealing2004-08-01,2004-08-01T00:00:00Z,ealing,248541,521.0
ealing2004-09-01,2004-09-01T00:00:00Z,ealing,248637,450.0
ealing2004-10-01,2004-10-01T00:00:00Z,ealing,246355,454.0
ealing2004-11-01,2004-11-01T00:00:00Z,ealing,247226,393.0
ealing2004-12-01,2004-12-01T00:00:00Z,ealing,246591,366.0
ealing2005-01-01,2005-01-01T00:00:00Z,ealing,244937,271.0
ealing2005-02-01,2005-02-01T00:00:00Z,ealing,241052,271.0
ealing2005-03-01,2005-03-01T00:00:00Z,ealing,239429,354.0
ealing2005-04-01,2005-04-01T00:00:00Z,ealing,242940,374.0
ealing2005-05-01,2005-05-01T00:00:00Z,ealing,244911,367.0
ealing2005-06-01,2005-06-01T00:00:00Z,ealing,245663,424.0
ealing2005-07-01,2005-07-01T00:00:00Z,ealing,247401,432.0
ealing2005-08-01,2005-08-01T00:00:00Z,ealing,248384,490.0
ealing2005-09-01,2005-09-01T00:00:00Z,ealing,249674,508.0
ealing2005-10-01,2005-10-01T00:00:00Z,ealing,246674,441.0
ealing2005-11-01,2005-11-01T00:00:00Z,ealing,243406,474.0
ealing2005-12-01,2005-12-01T00:00:00Z,ealing,243992,475.0
ealing2006-01-01,2006-01-01T00:00:00Z,ealing,247594,421.0
ealing2006-02-01,2006-02-01T00:00:00Z,ealing,251239,387.0
ealing2006-03-01,2006-03-01T00:00:00Z,ealing,250284,500.0
ealing2006-04-01,2006-04-01T00:00:00Z,ealing,251679,443.0
ealing2006-05-01,2006-05-01T00:00:00Z,ealing,255038,431.0
ealing2006-06-01,2006-06-01T00:00:00Z,ealing,259625,552.0
ealing2006-07-01,2006-07-01T00:00:00Z,ealing,261997,619.0
ealing2006-08-01,2006-08-01T00:00:00Z,ealing,265047,664.0
ealing2006-09-01,2006-09-01T00:00:00Z,ealing,269299,600.0
ealing2006-10-01,2006-10-01T00:00:00Z,ealing,270345,639.0
ealing2006-11-01,2006-11-01T00:00:00Z,ealing,269520,617.0
ealing2006-12-01,2006-12-01T00:00:00Z,ealing,270808,609.0
ealing2007-01-01,2007-01-01T00:00:00Z,ealing,273569,521.0
ealing2007-02-01,2007-02-01T00:00:00Z,ealing,279643,468.0
ealing2007-03-01,2007-03-01T00:00:00Z,ealing,282097,587.0
ealing2007-04-01,2007-04-01T00:00:00Z,ealing,286146,450.0
ealing2007-05-01,2007-05-01T00:00:00Z,ealing,286842,540.0
ealing2007-06-01,2007-06-01T00:00:00Z,ealing,289264,642.0
ealing2007-07-01,2007-07-01T00:00:00Z,ealing,295486,559.0
ealing2007-08-01,2007-08-01T00:00:00Z,ealing,300586,610.0
ealing2007-09-01,2007-09-01T00:00:00Z,ealing,305955,467.0
ealing2007-10-01,2007-10-01T00:00:00Z,ealing,307579,511.0
ealing2007-11-01,2007-11-01T00:00:00Z,ealing,309936,445.0
ealing2007-12-01,2007-12-01T00:00:00Z,ealing,308303,358.0
ealing2008-01-01,2008-01-01T00:00:00Z,ealing,310173,336.0
ealing2008-02-01,2008-02-01T00:00:00Z,ealing,305649,310.0
ealing2008-03-01,2008-03-01T00:00:00Z,ealing,307788,276.0
ealing2008-04-01,2008-04-01T00:00:00Z,ealing,300884,269.0
ealing2008-05-01,2008-05-01T00:00:00Z,ealing,304014,253.0
ealing2008-06-01,2008-06-01T00:00:00Z,ealing,299363,209.0
ealing2008-07-01,2008-07-01T00:00:00Z,ealing,297370,255.0
ealing2008-08-01,2008-08-01T00:00:00Z,ealing,293303,185.0
ealing2008-09-01,2008-09-01T00:00:00Z,ealing,293399,165.0
ealing2008-10-01,2008-10-01T00:00:00Z,ealing,286906,176.0
ealing2008-11-01,2008-11-01T00:00:00Z,ealing,279322,120.0
ealing2008-12-01,2008-12-01T00:00:00Z,ealing,265723,166.0
ealing2009-01-01,2009-01-01T00:00:00Z,ealing,257539,96.0
ealing2009-02-01,2009-02-01T00:00:00Z,ealing,253953,105.0
ealing2009-03-01,2009-03-01T00:00:00Z,ealing,251130,116.0
ealing2009-04-01,2009-04-01T00:00:00Z,ealing,250917,143.0
ealing2009-05-01,2009-05-01T00:00:00Z,ealing,251077,161.0
ealing2009-06-01,2009-06-01T00:00:00Z,ealing,255022,212.0
ealing2009-07-01,2009-07-01T00:00:00Z,ealing,263724,248.0
ealing2009-08-01,2009-08-01T00:00:00Z,ealing,268788,227.0
ealing2009-09-01,2009-09-01T00:00:00Z,ealing,277406,237.0
ealing2009-10-01,2009-10-01T00:00:00Z,ealing,280529,268.0
ealing2009-11-01,2009-11-01T00:00:00Z,ealing,278843,243.0
ealing2009-12-01,2009-12-01T00:00:00Z,ealing,279575,312.0
ealing2010-01-01,2010-01-01T00:00:00Z,ealing,283234,231.0
ealing2010-02-01,2010-02-01T00:00:00Z,ealing,287882,207.0
ealing2010-03-01,2010-03-01T00:00:00Z,ealing,288740,254.0
ealing2010-04-01,2010-04-01T00:00:00Z,ealing,285639,246.0
ealing2010-05-01,2010-05-01T00:00:00Z,ealing,286726,230.0
ealing2010-06-01,2010-06-01T00:00:00Z,ealing,287130,284.0
ealing2010-07-01,2010-07-01T00:00:00Z,ealing,293318,306.0
ealing2010-08-01,2010-08-01T00:00:00Z,ealing,298161,266.0
ealing2010-09-01,2010-09-01T00:00:00Z,ealing,301225,311.0
ealing2010-10-01,2010-10-01T00:00:00Z,ealing,302710,265.0
ealing2010-11-01,2010-11-01T00:00:00Z,ealing,299906,297.0
ealing2010-12-01,2010-12-01T00:00:00Z,ealing,299238,272.0
ealing2011-01-01,2011-01-01T00:00:00Z,ealing,299150,191.0
ealing2011-02-01,2011-02-01T00:00:00Z,ealing,301738,218.0
ealing2011-03-01,2011-03-01T00:00:00Z,ealing,299740,224.0
ealing2011-04-01,2011-04-01T00:00:00Z,ealing,300859,225.0
ealing2011-05-01,2011-05-01T00:00:00Z,ealing,298099,227.0
ealing2011-06-01,2011-06-01T00:00:00Z,ealing,302247,222.0
ealing2011-07-01,2011-07-01T00:00:00Z,ealing,303832,296.0
ealing2011-08-01,2011-08-01T00:00:00Z,ealing,307331,285.0
ealing2011-09-01,2011-09-01T00:00:00Z,ealing,307754,280.0
ealing2011-10-01,2011-10-01T00:00:00Z,ealing,304246,279.0
ealing2011-11-01,2011-11-01T00:00:00Z,ealing,299592,280.0
ealing2011-12-01,2011-12-01T00:00:00Z,ealing,303095,284.0
ealing2012-01-01,2012-01-01T00:00:00Z,ealing,304690,229.0
ealing2012-02-01,2012-02-01T00:00:00Z,ealing,308315,194.0
ealing2012-03-01,2012-03-01T00:00:00Z,ealing,305323,300.0
ealing2012-04-01,2012-04-01T00:00:00Z,ealing,304805,173.0
ealing2012-05-01,2012-05-01T00:00:00Z,ealing,310931,268.0
ealing2012-06-01,2012-06-01T00:00:00Z,ealing,321734,279.0
ealing2012-07-01,2012-07-01T00:00:00Z,ealing,329312,302.0
ealing2012-08-01,2012-08-01T00:00:00Z,ealing,330626,312.0
ealing2012-09-01,2012-09-01T00:00:00Z,ealing,326083,252.0
ealing2012-10-01,2012-10-01T00:00:00Z,ealing,325862,307.0
ealing2012-11-01,2012-11-01T00:00:00Z,ealing,329404,331.0
ealing2012-12-01,2012-12-01T00:00:00Z,ealing,327288,290.0
ealing2013-01-01,2013-01-01T00:00:00Z,ealing,325025,264.0
ealing2013-02-01,2013-02-01T00:00:00Z,ealing,322278,274.0
ealing2013-03-01,2013-03-01T00:00:00Z,ealing,321594,320.0
ealing2013-04-01,2013-04-01T00:00:00Z,ealing,328639,256.0
ealing2013-05-01,2013-05-01T00:00:00Z,ealing,331103,287.0
ealing2013-06-01,2013-06-01T00:00:00Z,ealing,340097,316.0
ealing2013-07-01,2013-07-01T00:00:00Z,ealing,344200,371.0
ealing2013-08-01,2013-08-01T00:00:00Z,ealing,347294,390.0
ealing2013-09-01,2013-09-01T00:00:00Z,ealing,348839,342.0
ealing2013-10-01,2013-10-01T00:00:00Z,ealing,345781,375.0
ealing2013-11-01,2013-11-01T00:00:00Z,ealing,349247,329.0
ealing2013-12-01,2013-12-01T00:00:00Z,ealing,352969,324.0
ealing2014-01-01,2014-01-01T00:00:00Z,ealing,364514,301.0
ealing2014-02-01,2014-02-01T00:00:00Z,ealing,370620,274.0
ealing2014-03-01,2014-03-01T00:00:00Z,ealing,377756,287.0
ealing2014-04-01,2014-04-01T00:00:00Z,ealing,384904,293.0
ealing2014-05-01,2014-05-01T00:00:00Z,ealing,395085,254.0
ealing2014-06-01,2014-06-01T00:00:00Z,ealing,405196,285.0
ealing2014-07-01,2014-07-01T00:00:00Z,ealing,413032,293.0
ealing2014-08-01,2014-08-01T00:00:00Z,ealing,422701,349.0
ealing2014-09-01,2014-09-01T00:00:00Z,ealing,423808,288.0
ealing2014-10-01,2014-10-01T00:00:00Z,ealing,416777,318.0
ealing2014-11-01,2014-11-01T00:00:00Z,ealing,413242,276.0
ealing2014-12-01,2014-12-01T00:00:00Z,ealing,412835,284.0
ealing2015-01-01,2015-01-01T00:00:00Z,ealing,412383,289.0
ealing2015-02-01,2015-02-01T00:00:00Z,ealing,412002,213.0
ealing2015-03-01,2015-03-01T00:00:00Z,ealing,411636,283.0
ealing2015-04-01,2015-04-01T00:00:00Z,ealing,418826,269.0
ealing2015-05-01,2015-05-01T00:00:00Z,ealing,422372,294.0
ealing2015-06-01,2015-06-01T00:00:00Z,ealing,430234,365.0
ealing2015-07-01,2015-07-01T00:00:00Z,ealing,439529,381.0
ealing2015-08-01,2015-08-01T00:00:00Z,ealing,445829,340.0
ealing2015-09-01,2015-09-01T00:00:00Z,ealing,453923,306.0
ealing2015-10-01,2015-10-01T00:00:00Z,ealing,462653,326.0
ealing2015-11-01,2015-11-01T00:00:00Z,ealing,474405,273.0
ealing2015-12-01,2015-12-01T00:00:00Z,ealing,475935,330.0
ealing2016-01-01,2016-01-01T00:00:00Z,ealing,470507,255.0
ealing2016-02-01,2016-02-01T00:00:00Z,ealing,471280,245.0
ealing2016-03-01,2016-03-01T00:00:00Z,ealing,473105,557.0
ealing2016-04-01,2016-04-01T00:00:00Z,ealing,477227,150.0
ealing2016-05-01,2016-05-01T00:00:00Z,ealing,469890,200.0
ealing2016-06-01,2016-06-01T00:00:00Z,ealing,477207,247.0
ealing2016-07-01,2016-07-01T00:00:00Z,ealing,478453,217.0
ealing2016-08-01,2016-08-01T00:00:00Z,ealing,483847,276.0
ealing2016-09-01,2016-09-01T00:00:00Z,ealing,477486,291.0
ealing2016-10-01,2016-10-01T00:00:00Z,ealing,477266,197.0
ealing2016-11-01,2016-11-01T00:00:00Z,ealing,475630,269.0
ealing2016-12-01,2016-12-01T00:00:00Z,ealing,485390,272.0
ealing2017-01-01,2017-01-01T00:00:00Z,ealing,489364,200.0
ealing2017-02-01,2017-02-01T00:00:00Z,ealing,489687,215.0
ealing2017-03-01,2017-03-01T00:00:00Z,ealing,485942,293.0
ealing2017-04-01,2017-04-01T00:00:00Z,ealing,482245,195.0
ealing2017-05-01,2017-05-01T00:00:00Z,ealing,486263,199.0
ealing2017-06-01,2017-06-01T00:00:00Z,ealing,483875,249.0
ealing2017-07-01,2017-07-01T00:00:00Z,ealing,489318,248.0
ealing2017-08-01,2017-08-01T00:00:00Z,ealing,488418,268.0
ealing2017-09-01,2017-09-01T00:00:00Z,ealing,489068,233.0
ealing2017-10-01,2017-10-01T00:00:00Z,ealing,482447,217.0
ealing2017-11-01,2017-11-01T00:00:00Z,ealing,479332,221.0
ealing2017-12-01,2017-12-01T00:00:00Z,ealing,469146,249.0
ealing2018-01-01,2018-01-01T00:00:00Z,ealing,473631,216.0
ealing2018-02-01,2018-02-01T00:00:00Z,ealing,476731,199.0
ealing2018-03-01,2018-03-01T00:00:00Z,ealing,483878,236.0
ealing2018-04-01,2018-04-01T00:00:00Z,ealing,481101,211.0
ealing2018-05-01,2018-05-01T00:00:00Z,ealing,473140,220.0
ealing2018-06-01,2018-06-01T00:00:00Z,ealing,476828,257.0
ealing2018-07-01,2018-07-01T00:00:00Z,ealing,478376,256.0
ealing2018-08-01,2018-08-01T00:00:00Z,ealing,485596,274.0
ealing2018-09-01,2018-09-01T00:00:00Z,ealing,485266,236.0
ealing2018-10-01,2018-10-01T00:00:00Z,ealing,481233,217.0
ealing2018-11-01,2018-11-01T00:00:00Z,ealing,482905,279.0
ealing2018-12-01,2018-12-01T00:00:00Z,ealing,481922,191.0
ealing2019-01-01,2019-01-01T00:00:00Z,ealing,483336,186.0
ealing2019-02-01,2019-02-01T00:00:00Z,ealing,476525,183.0
ealing2019-03-01,2019-03-01T00:00:00Z,ealing,466492,233.0
ealing2019-04-01,2019-04-01T00:00:00Z,ealing,461320,185.0
ealing2019-05-01,2019-05-01T00:00:00Z,ealing,465025,218.0
ealing2019-06-01,2019-06-01T00:00:00Z,ealing,472063,194.0
ealing2019-07-01,2019-07-01T00:00:00Z,ealing,473089,224.0
ealing2019-08-01,2019-08-01T00:00:00Z,ealing,473808,272.0
ealing2019-09-01,2019-09-01T00:00:00Z,ealing,475064,199.0
ealing2019-10-01,2019-10-01T00:00:00Z,ealing,478329,190.0
ealing2019-11-01,2019-11-01T00:00:00Z,ealing,475304,164.0
enfield1995-01-01,1995-01-01T00:00:00Z,enfield,72515,327.0
enfield1995-02-01,1995-02-01T00:00:00Z,enfield,73155,302.0
enfield1995-03-01,1995-03-01T00:00:00Z,enfield,72190,437.0
enfield1995-04-01,1995-04-01T00:00:00Z,enfield,71443,337.0
enfield1995-05-01,1995-05-01T00:00:00Z,enfield,70631,393.0
enfield1995-06-01,1995-06-01T00:00:00Z,enfield,71348,428.0
enfield1995-07-01,1995-07-01T00:00:00Z,enfield,71838,390.0
enfield1995-08-01,1995-08-01T00:00:00Z,enfield,72238,411.0
enfield1995-09-01,1995-09-01T00:00:00Z,enfield,71725,432.0
enfield1995-10-01,1995-10-01T00:00:00Z,enfield,72349,377.0
enfield1995-11-01,1995-11-01T00:00:00Z,enfield,71988,424.0
enfield1995-12-01,1995-12-01T00:00:00Z,enfield,72391,443.0
enfield1996-01-01,1996-01-01T00:00:00Z,enfield,71544,324.0
enfield1996-02-01,1996-02-01T00:00:00Z,enfield,71070,334.0
tower hamlets1996-02-01,1996-02-01T00:00:00Z,tower hamlets,71070,168.0
enfield1996-03-01,1996-03-01T00:00:00Z,enfield,71544,460.0
