OID_,DISTRITO,same_as_wikidata_distrito,BARRIO,same_as_wikidata_barrio,LATITUD,LONGITUD,Nº_EQUIPOS,CARACTERÍSTICAS_EQUIPO,POTENCIA_MAX,OPERADOR,same_as_wikidata_operador,GESTIÓN
4269,Barajas,https://wikidata.org/entity/Q807230,Corralejos,https://wikidata.org/entity/Q10260772,40.467575977534175,-3.612057772628916,2,DC-CCS Combo 2 (50kW) y CHAdeMO (50kW). AC- Tipo 2 (22kW),50 kW,BLAUDRIVE,,Convenio cesión
4270,Usera,https://wikidata.org/entity/Q953368,Moscardo,https://wikidata.org/entity/Q11937679,40.3872262,-3.7065929,1,DC-CCS Combo 2 (50kW) y CHAdeMO (50kW) AC- Tipo 2 (22kW),50 kW,BLAUDRIVE,,Convenio cesión
4275,Latina,https://wikidata.org/entity/Q794954,Aluche,https://wikidata.org/entity/Q31140,40.40242503181887,-3.7605311241676658,1,50 kW 2 conectores CC (CCS/Chademo) y 1 conector AC modo 2 Mennekes,50 kW,REPSOL,https://wikidata.org/entity/Q174747,Convenio cesión
4280,CiudadLineal,https://wikidata.org/entity/Q1763694,SanJuanBautista,https://wikidata.org/entity/Q165609,40.44958188490243,-3.652918299349679,1,DC-CCS Combo 2 (50kW) y CHAdeMO (50kW) AC- Tipo 2 (22kW),50 kW,ENDESA,https://wikidata.org/entity/Q1275336,Convenio cesión
4281,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,40.4321401,-3.6870755,1,"Conectores: DC- CCS Combo 2, 50 kW y CHAdeMO 50 kW.  Toma: AC- Tipo 2, 22 kW",50 kW,ENDESA,https://wikidata.org/entity/Q1275336,Convenio cesión
4662,VillaDeVallecas,https://wikidata.org/entity/Q1947988,CascoHistoricoDeVallecas,https://wikidata.org/entity/Q16544370,40.35705474843336,-3.6604424289116912,1,180 kW 2 conectores CC (CCS),180 kW,DRIVETHECITY,,Iniciativa privada
4663,Fuencarral-ElPardo,https://wikidata.org/entity/Q656196,ElGoloso,https://wikidata.org/entity/Q10271137,40.5453765,-3.6949577655963672,2,DC-CCS Combo 2 (50kW) y CHAdeMO (50kW) - AC- Tipo 2 (22kW),50 kW,UAM,https://wikidata.org/entity/Q788091,Convenio cesión
4664,PuenteDeVallecas,https://wikidata.org/entity/Q2003054,SanDiego,https://wikidata.org/entity/Q11946851,40.394076606216686,-3.6662816826699736,1,DC-CCS Combo 2 (50kW) y CHAdeMO (50kW) AC- Tipo 2 (22kW),50 kW,BLAUDRIVE,,Convenio cesión
5464,Chamartin,https://wikidata.org/entity/Q1766348,ElViso,https://wikidata.org/entity/Q4778,40.437927,-3.684589,1,50 kW 2 conectores CC (CCS/Chademo) y 1 conector AC modo 2 Mennekes,50 kW,REPSOL,https://wikidata.org/entity/Q174747,Convenio cesión
6667,Centro,https://wikidata.org/entity/Q1763376,Sol,https://wikidata.org/entity/Q2465181,40.28570185,-3.747178488756261,12,"4 equipos 400 kW, 4 equipos 200 kW, 4 equipos 50 kW 2 conectores CC (CCS/Chademo) y 1 conector AC modo 2 Mennekes",400 kW,EMT,https://wikidata.org/entity/Q1094755,EMT
6668,Fuencarral-ElPardo,https://wikidata.org/entity/Q656196,Penagrande,https://wikidata.org/entity/Q3319582,40.47983213981173,-3.7233181545007885,1,50 kW 2 conectores CC (CCS/Chademo) y 1 conector AC modo 2 Mennekes,50 kW,REPSOL,https://wikidata.org/entity/Q174747,Convenio cesión
6673,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,40.4205603,-3.6919389,2,50 kW 2 conectores CC (CCS/Chademo) y 1 conector AC modo 2 Mennekes,50 kW,EMT,https://wikidata.org/entity/Q1094755,EMT
