ID,DISTRITO,BARRIO,TIPO_VEHICULO,CLASIFICACION_AMBIENTAL,TIPO_CARBURANTE
331558760,Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
444893737,Salamanca,GUINDALERA,TURISMO,Cero Emisiones,ELECTRICO
00286980,--,--,CAMION,Cero Emisiones,ELECTRICO
445343846,Salamanca,LISTA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114350630,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
883993816,Fuencarral - El Pardo,PEÑA GRANDE,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00546956,--,--,CAMION,Cero Emisiones,ELECTRICO
00898273,--,--,CAMION,Cero Emisiones,ELECTRICO
20201834093,San Blas - Canillejas,SIMANCAS,TURISMO,Cero Emisiones,ELECTRICO
00670636,--,--,CAMION,Cero Emisiones,ELECTRICO
16163526397,Hortaleza,CANILLAS,TURISMO,Cero Emisiones,ELECTRICO
00238154,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00968985,--,--,TURISMO,Cero Emisiones,ELECTRICO
00501395,--,--,TURISMO,Cero Emisiones,ELECTRICO
00967475,--,--,TURISMO,Cero Emisiones,ELECTRICO
00892589,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
00189534,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
00672579,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00322393,--,--,TURISMO,Cero Emisiones,ELECTRICO
00624923,--,--,TURISMO,Cero Emisiones,ELECTRICO
00110200,--,--,TURISMO,Cero Emisiones,ELECTRICO
00714526,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00988872,--,--,TURISMO,Cero Emisiones,ELECTRICO
00995918,--,--,TURISMO,Cero Emisiones,ELECTRICO
0019014,--,--,TURISMO,Cero Emisiones,ELECTRICO
00465205,--,--,TURISMO,Cero Emisiones,ELECTRICO
00253168,--,--,TURISMO,Cero Emisiones,ELECTRICO
00574964,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00721908,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
0020937,--,--,TURISMO,Cero Emisiones,ELECTRICO
00827442,--,--,TURISMO,Cero Emisiones,ELECTRICO
00641498,--,--,TURISMO,Cero Emisiones,ELECTRICO
00821522,--,--,TURISMO,Cero Emisiones,ELECTRICO
00952956,--,--,TURISMO,Cero Emisiones,ELECTRICO
00766428,--,--,TURISMO,Cero Emisiones,ELECTRICO
00791384,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00600059,--,--,TURISMO,Cero Emisiones,ELECTRICO
00776995,--,--,TURISMO,Cero Emisiones,ELECTRICO
00253977,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00539182,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
551474871,Chamartin,EL VISO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00546646,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
00411333,--,--,TURISMO,Cero Emisiones,ELECTRICO
00120661,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00391061,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
0024773,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00668422,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
00356408,--,--,TURISMO,Cero Emisiones,ELECTRICO
00847973,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00330638,--,--,TURISMO,Cero Emisiones,ELECTRICO
0084626,--,--,TURISMO,Cero Emisiones,ELECTRICO
00479514,--,--,TURISMO,Cero Emisiones,ELECTRICO
00719538,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
00629964,--,--,TURISMO,Cero Emisiones,ELECTRICO
00147668,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00732529,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
00125228,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00740820,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00672053,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00808305,--,--,CAMION,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00143018,--,--,TURISMO,Cero Emisiones,ELECTRICO
00459389,--,--,TURISMO,Cero Emisiones,ELECTRICO
00273708,--,--,TURISMO,Cero Emisiones,ELECTRICO
00389953,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00291667,--,--,TURISMO,Cero Emisiones,ELECTRICO
00950479,--,--,TURISMO,Cero Emisiones,ELECTRICO
00636162,--,--,TURISMO,Cero Emisiones,ELECTRICO
00895822,--,--,TURISMO,Cero Emisiones,ELECTRICO
00139100,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00900491,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00130007,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
1113902,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
11198602,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
111479211,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111521644,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111707683,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11274727,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112359167,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00909395,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00157960,--,--,TURISMO,Cero Emisiones,ELECTRICO
00170012,--,--,TURISMO,Cero Emisiones,ELECTRICO
00760854,--,--,TURISMO,Cero Emisiones,ELECTRICO
00247889,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00330728,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00307829,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
0051615,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
00751054,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
00877935,--,--,TURISMO,Cero Emisiones,ELECTRICO
00634209,--,--,TURISMO,Cero Emisiones,ELECTRICO
00549959,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00598826,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00379847,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00181956,--,--,TURISMO,Cero Emisiones,ELECTRICO
00562299,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00495627,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00109711,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00152816,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
001378,--,--,TURISMO,Cero Emisiones,ELECTRICO
00172312,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
112462885,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
112281926,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112924460,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
112990051,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
113292164,Centro,CORTES,TURISMO,Cero Emisiones,ELECTRICO
113766559,Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
113292923,Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
113141926,Centro,CORTES,TURISMO,Cero Emisiones,ELECTRICO
114637399,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114968551,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114897931,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114692770,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114841744,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114270681,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114505259,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114908661,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
115316282,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
115916524,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
116532285,Centro,SOL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
116822848,Centro,SOL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
116980136,Centro,SOL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00833978,--,--,CAMION,Cero Emisiones,ELECTRICO
00445150,--,--,CAMION,Cero Emisiones,ELECTRICO
220800531,Arganzuela,--,TURISMO,Cero Emisiones,ELECTRICO
22116809,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221816246,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221483328,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
221108740,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
222663135,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
222320675,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
222284685,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
222734781,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
222517773,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
22271949,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
222380446,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
22221720,Arganzuela,ACACIAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00794275,--,--,CAMION,Cero Emisiones,ELECTRICO
00734515,--,--,CAMION,Cero Emisiones,ELECTRICO
111876479,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
111417750,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
111323198,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111306325,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111338706,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
111387032,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111781371,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
111428178,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111251481,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
111240090,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
223155376,Arganzuela,CHOPERA,TURISMO,Cero Emisiones,ELECTRICO
223824147,Arganzuela,CHOPERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
223321111,Arganzuela,CHOPERA,TURISMO,Cero Emisiones,ELECTRICO
223840046,Arganzuela,CHOPERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
223977722,Arganzuela,CHOPERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
224577026,Arganzuela,LEGAZPI,CAMION,Cero Emisiones,ELECTRICO
112551942,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
112122221,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112823502,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112389874,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112860720,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
112200747,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
112791829,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112765730,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
112986582,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
224279,Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
224940583,Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
224194619,Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
224858015,Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
224642680,Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
224392905,Arganzuela,LEGAZPI,TURISMO,Cero Emisiones,ELECTRICO
111682140,Centro,PALACIO,TURISMO,Sin distintivo Ambiental,HIBRIDO ENCHUFABLES PHEV
112410229,Centro,EMBAJADORES,CAMION,Cero Emisiones,ELECTRICO
11222163,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
11234952,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112631163,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
112212296,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112630087,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
11267881,Centro,EMBAJADORES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11261437,Centro,EMBAJADORES,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
225547538,Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
225348605,Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
225427698,Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
225630658,Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
225707696,Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
225474119,Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
225835796,Arganzuela,DELICIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
225773048,Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
225377290,Arganzuela,DELICIAS,TURISMO,Cero Emisiones,ELECTRICO
225652250,Arganzuela,DELICIAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
113773081,Centro,CORTES,TURISMO,Cero Emisiones,ELECTRICO
113636716,Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
113264176,Centro,CORTES,TURISMO,Cero Emisiones,ELECTRICO
113377597,Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
113527977,Centro,CORTES,TURISMO,Cero Emisiones,ELECTRICO
113627495,Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
113199481,Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
113266208,Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11367766,Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114735260,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114312003,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114874127,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114792694,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
11434358,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114152038,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114992299,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114101464,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114333960,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
226951561,Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
226433574,Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
226671568,Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
226307460,Arganzuela,PALOS DE LA FRONTERA,TURISMO,Cero Emisiones,ELECTRICO
111799372,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111635208,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
111543546,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
111195303,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111808305,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111805617,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111749929,Centro,PALACIO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
111827916,Centro,PALACIO,TURISMO,Cero Emisiones,ELECTRICO
115451646,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11579587,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,ELECTRICO
227262148,Arganzuela,ATOCHA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
227724828,Arganzuela,ATOCHA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
115361356,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11540716,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
115731961,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00376566,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00413091,--,--,TURISMO,Cero Emisiones,ELECTRICO
115679475,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,ELECTRICO
115717577,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
115580980,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
115179318,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11527167,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
115959200,Centro,UNIVERSIDAD,TURISMO,Cero Emisiones,ELECTRICO
331682373,Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
331600839,Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
331398021,Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
331988308,Retiro,PACIFICO,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
331627472,Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
331172601,Retiro,PACIFICO,TURISMO,Cero Emisiones,ELECTRICO
220579856,Arganzuela,--,TURISMO,Cero Emisiones,ELECTRICO
220304528,Arganzuela,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11219138,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112763787,Centro,EMBAJADORES,TURISMO,Cero Emisiones,ELECTRICO
112797425,Centro,EMBAJADORES,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
112891159,Centro,EMBAJADORES,TURISMO,Etiqueta B,HIBRIDO ENCHUFABLES PHEV
116768404,Centro,SOL,TURISMO,Cero Emisiones,ELECTRICO
116737026,Centro,SOL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11693813,Centro,SOL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
220870230,Arganzuela,--,TURISMO,Cero Emisiones,ELECTRICO
220662405,Arganzuela,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
0068315,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
00714020,--,--,TURISMO,Cero Emisiones,ELECTRICO
00291455,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00134126,--,--,TURISMO,Cero Emisiones,ELECTRICO
113565507,Centro,CORTES,TURISMO,Cero Emisiones,ELECTRICO
221434382,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
22115905,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221406222,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
221734014,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221513430,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
221951949,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
22160550,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221500867,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221182526,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221307653,Arganzuela,IMPERIAL,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
113945887,Centro,CORTES,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
332778428,Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
332894852,Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
332820466,Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
332617734,Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
332759072,Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
332774970,Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
332298022,Retiro,ADELFAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
332118035,Retiro,ADELFAS,TURISMO,Cero Emisiones,ELECTRICO
332660593,Retiro,ADELFAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
332724947,Retiro,ADELFAS,TURISMO,Etiqueta C,ELECTRICO
221772508,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
22137757,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221374376,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
221717232,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221482710,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
221280243,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,ELECTRICO
221329227,Arganzuela,IMPERIAL,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
222951423,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
222540338,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
222374468,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
00572022,--,--,TURISMO,Cero Emisiones,ELECTRICO
00349741,--,--,TURISMO,Cero Emisiones,ELECTRICO
00197579,--,--,TURISMO,Cero Emisiones,ELECTRICO
00137894,--,--,TURISMO,Cero Emisiones,ELECTRICO
00833584,--,--,TURISMO,Cero Emisiones,ELECTRICO
00448125,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
00962115,--,--,TURISMO,Cero Emisiones,ELECTRICO
00143092,--,--,TURISMO,Cero Emisiones,ELECTRICO
0042092,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
0062360,--,--,TURISMO,Cero Emisiones,ELECTRICOS RANGO EXTENDIDO
006246,--,--,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
0082825,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00111757,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
00168586,--,--,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
114746066,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11453407,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114497944,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114658600,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114473890,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114129327,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114440630,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114111483,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
114997382,Centro,JUSTICIA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
11463071,Centro,JUSTICIA,TURISMO,Cero Emisiones,ELECTRICO
114551833,Centro,JUSTICIA,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
333172932,Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
333234191,Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
333106599,Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
333720098,Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
333339582,Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
333146423,Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
333633750,Retiro,ESTRELLA,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
333497068,Retiro,ESTRELLA,TURISMO,Cero Emisiones,ELECTRICO
222911332,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
222309450,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
222611413,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
222965155,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,HIBRIDO ENCHUFABLES PHEV
222268509,Arganzuela,ACACIAS,TURISMO,Cero Emisiones,ELECTRICO
222296046,Arganzuela,ACACIAS,TURISMO,ECO,HIBRIDO ENCHUFABLES PHEV
