tipo_establecimiento,tipo_titularidad,direccion_completa,municipio_nombre,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,direccion_coordenada_x,direccion_coordenada_y,codigo_dea
Otros,Privada,"Parla, Calle, Alfonso XIII, 13, 28982",Parla,Calle,Alfonso XIII,13,28982,434853,4453983,"2023-421"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Plaza, de la Villa, 4, 28005",Madrid,Plaza,de la Villa,4,28005,439724,4474052,"2024-122"
Centro educativo,Privada,"Madrid, Calle, de Villastar, 10, 28021",Madrid,Calle,de Villastar,10,28021,439568,4466097,"2018-2553"
Centro educativo,Privada,"Madrid, Calle, de Eduardo Barreiros, 6, 28041",Madrid,Calle,de Eduardo Barreiros,6,28041,440950,4469341,"2019-443"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-475"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-476"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-477"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-478"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-479"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-473"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-474"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-483"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-484"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-482"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-471"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-472"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-480"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440262,4467689,"2021-481"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 28041",Madrid,Calle,de Eduardo Barreiros,,28041,466483,4480509,"2019-2671"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,466483,4480509,"2019-2674"
Otros,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440263,4467689,"2024-185"
Otros,Privada,"Madrid, Calle, de Eduardo Barreiros, 110, 28041",Madrid,Calle,de Eduardo Barreiros,110,28041,440226,4467689,"2024-437"
Centros residenciales de mayores con 200 plazas,Pública,"Madrid, Calle, de la Virgen de las Viñas, 1, 28031",Madrid,Calle,de la Virgen de las Viñas,1,28031,448699,4470244,"2021-878"
Otros,Privada,"Valdemorillo, Calle, Infanta Mercedes, 1, 28210",Valdemorillo,Calle,Infanta Mercedes,1,28210,407372,4487397,"2022-1251"
Otros,Pública,"Villarejo de Salvanés, Plaza, de España, 1, 28590",Villarejo de Salvanés,Plaza,de España,1,28590,476500,4446533,"2019-175"
Otros,Pública,"Villarejo de Salvanés, Plaza, de España, 1, 28590",Villarejo de Salvanés,Plaza,de España,1,28590,476500,4446533,"2019-176"
Establecimiento dependiente de una Administración Pública,Pública,"Torrelodones, Calle, Jesusa Lara, 47, 28250",Torrelodones,Calle,Jesusa Lara,47,28250,419088,4492461,"2023-769"
Establecimiento dependiente de una Administración Pública,Pública,"Villaviciosa de Odón, Calle, Torrelaguna, s/n, 28670",Villaviciosa de Odón,Calle,Torrelaguna,s/n,28670,423108,4467597,"2019-2463"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Villaviciosa de Odón, Avda, Manuel Gutiérrez Mellado, S/N, 28670",Villaviciosa de Odón,Avda,Manuel Gutiérrez Mellado,S/N,28670,423703,4467521,"2017-181"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,"Villaviciosa de Odón, Avda, Manuel Gutiérrez Mellado, 3, 28670",Villaviciosa de Odón,Avda,Manuel Gutiérrez Mellado,3,28670,423763,4467471,"2019-2466"
Establecimiento dependiente de una Administración Pública,Pública,"Rascafría, Cmno, de los Batanes, 0, 28740",Rascafría,Cmno,de los Batanes,0,28740,425674,4526588,"2024-213"
Centro educativo,Privada,"Valdemoro, Calle, Estrella de Elola, 10, 28341",Valdemoro,Calle,Estrella de Elola,10,28341,442241,4449208,"2024-121"
Establecimiento dependiente de una Administración Pública,Pública,"Loeches, Calle, Cádiz, 3, 28890",Loeches,Calle,Cádiz,3,28890,465255,4470501,"2021-29"
Establecimiento dependiente de una Administración Pública,Pública,"Loeches, Calle, la Estrella, 14, 28890",Loeches,Calle,la Estrella,14,28890,464888,4470095,"2022-176"
Otros,Privada,"Loeches, Ctra, de M-225 (Torrejón de Ardoz-Torres de la Alameda), 0, 28890",Loeches,Ctra,de M-225 (Torrejón de Ardoz-Torres de la Alameda),0,28890,465233,4473846,"2020-689"
Establecimiento dependiente de una Administración Pública,Pública,"Pozuelo de Alarcón, Calle, San Juan de la Cruz, 4, 28223",Pozuelo de Alarcón,Calle,San Juan de la Cruz,4,28223,431000,4475875,"2018-370"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Pozuelo de Alarcón, Calle, Universidad, 4, 28224",Pozuelo de Alarcón,Calle,Universidad,4,28224,431893,4476105,"2021-770"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,"Pozuelo de Alarcón, Plaza, Italia, 3, 28224",Pozuelo de Alarcón,Plaza,Italia,3,28224,432668,4478099,"2018-1056"
Establecimiento dependiente de una Administración Pública,Pública,"Villaviciosa de Odón, Calle, Puente, 2, 28670",Villaviciosa de Odón,Calle,Puente,2,28670,423427,4467926,"2019-2472"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Duero, 35, 28670",Villaviciosa de Odón,Calle,Duero,35,28670,421009,4470790,"2024-106"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Duero, 35, 28670",Villaviciosa de Odón,Calle,Duero,35,28670,421009,4470790,"2024-107"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Villaviciosa de Odón, Calle, Duero, 47, 28670",Villaviciosa de Odón,Calle,Duero,47,28670,420978,4471354,"2024-963"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Villaviciosa de Odón, Calle, Duero, 47, 28670",Villaviciosa de Odón,Calle,Duero,47,28670,420958,4471405,"2024-961"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Villaviciosa de Odón, Calle, Duero, 47, 28670",Villaviciosa de Odón,Calle,Duero,47,28670,420957,4471405,"2024-962"
Otros,Privada,"Berrueco, El, Ctra, M-133, km 7,5, 28192","Berrueco, El",Ctra,M-133,"km 7,5",28192,453147,4528045,"2019-2460"
Centro de trabajo con más de 250 trabajadores,Privada,"Móstoles, Avda, Cámara de la Industria, 24, 28938",Móstoles,Avda,Cámara de la Industria,24,28938,425747,4462673,"2018-2124"
Centro educativo,Privada,"Móstoles, Avda, Cámara de la Industria, 23, 28938",Móstoles,Avda,Cámara de la Industria,23,28938,425695,4462487,"2018-884"
Otros,Privada,"Móstoles, Avda, Cámara de la Industria, 9, 28938",Móstoles,Avda,Cámara de la Industria,9,28938,425920,4462872,"2022-913"
Otros,Privada,"Móstoles, Avda, Cámara de la Industria, 27, 28938",Móstoles,Avda,Cámara de la Industria,27,28938,425619,4462361,"2024-353"
Otros,Privada,"Móstoles, Calle, de Yolanda González, 15, 28938",Móstoles,Calle,de Yolanda González,15,28938,426041,4462594,"2021-350"
Centro educativo,Privada,"Móstoles, Cmno, de Humanes, 40, 28938",Móstoles,Cmno,de Humanes,40,28938,427155,4462901,"2023-179"
Establecimiento dependiente de una Administración Pública,Pública,"Móstoles, Calle, Luis Jiménez de Asúa, 0, 28931",Móstoles,Calle,Luis Jiménez de Asúa,0,28931,426722,4464108,"2021-546"
Establecimiento dependiente de una Administración Pública,Pública,"Móstoles, Calle, Luis Jiménez de Asúa, 0, 28931",Móstoles,Calle,Luis Jiménez de Asúa,0,28931,426722,4464108,"2021-545"
Establecimiento dependiente de una Administración Pública,Pública,"Móstoles, Calle, Luis Jiménez de Asúa, 0, 28931",Móstoles,Calle,Luis Jiménez de Asúa,0,28931,426722,4464108,"2021-543"
Otros,Privada,"San Agustín del Guadalix, Avda, Principal, s/n, 28750",San Agustín del Guadalix,Avda,Principal,s/n,28750,449475,4499931,"2023-242"
Instalaciones de transporte,Pública,"San Fernando de Henares, Avda, de Algorta, 12, 28830",San Fernando de Henares,Avda,de Algorta,12,28830,455283,4474262,"2021-200"
Otros,Privada,"San Fernando de Henares, Calle, Cáceres, 0, 28830",San Fernando de Henares,Calle,Cáceres,0,28830,454727,4475307,"2019-2827"
Otros,Pública,"Patones, Ctra, M-133, 28189",Patones,Ctra,M-133,,28189,460196,4529329,"2018-2006"
Centro educativo,Privada,"San Lorenzo de El Escorial, Paseo, de los Alamillos, 2, 28200",San Lorenzo de El Escorial,Paseo,de los Alamillos,2,28200,402637,4493733,"2021-321"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, S/N, 28670",Villaviciosa de Odón,Calle,Tajo,S/N,28670,421995,4469694,"2018-2115"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, S/N, 28670",Villaviciosa de Odón,Calle,Tajo,S/N,28670,421968,4469463,"2018-2114"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, s/n, 28670",Villaviciosa de Odón,Calle,Tajo,s/n,28670,421999,4469304,"2018-2109"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, s/n, 28670",Villaviciosa de Odón,Calle,Tajo,s/n,28670,421946,4469552,"2018-2107"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, S/N, 28670",Villaviciosa de Odón,Calle,Tajo,S/N,28670,422084,4469216,"2018-2112"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, s/n, 28670",Villaviciosa de Odón,Calle,Tajo,s/n,28670,421846,4469659,"2018-2111"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, 0, 28670",Villaviciosa de Odón,Calle,Tajo,0,28670,422090,4469191,"2024-397"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, 0, 28670",Villaviciosa de Odón,Calle,Tajo,0,28670,422090,4469191,"2024-398"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, 0, 28670",Villaviciosa de Odón,Calle,Tajo,0,28670,422090,4469191,"2024-399"
Centro educativo,Privada,"Villaviciosa de Odón, Calle, Tajo, 0, 28670",Villaviciosa de Odón,Calle,Tajo,0,28670,422090,4469191,"2024-400"
Otros,Pública,"Colmenar del Arroyo, Avda, de la Constitución, 1, 28213",Colmenar del Arroyo,Avda,de la Constitución,1,28213,398463,4474919,"2020-637"
Centro educativo,Pública,"Colmenarejo, Avda, de Gregorio Peces-Barba Martínez, 22, 28270",Colmenarejo,Avda,de Gregorio Peces-Barba Martínez,22,28270,414284,4488854,"2024-507"
Otros,Privada,"Collado Villalba, Calle, Alejandro Gamella, 2, 28400",Collado Villalba,Calle,Alejandro Gamella,2,28400,414900,4499381,"2019-570"
Centro educativo,Privada,"Villarejo de Salvanés, Calle, de Luis de Requesens, 18, 28590",Villarejo de Salvanés,Calle,de Luis de Requesens,18,28590,476395,4446320,"2018-959"
Establecimiento dependiente de una Administración Pública,Pública,"San Lorenzo de El Escorial, Plaza, de la Constitución, 3, 28200",San Lorenzo de El Escorial,Plaza,de la Constitución,3,28200,402780,4494039,"2018-561"
Establecimiento dependiente de una Administración Pública,Pública,"San Lorenzo de El Escorial, Plaza, de la Constitución, 3, 28200",San Lorenzo de El Escorial,Plaza,de la Constitución,3,28200,402780,4494039,"2018-562"
Establecimiento dependiente de una Administración Pública,Pública,"San Lorenzo de El Escorial, Plaza, de la Constitución, 3, 28200",San Lorenzo de El Escorial,Plaza,de la Constitución,3,28200,402780,4494039,"2018-560"
Otros,Pública,"San Lorenzo de El Escorial, Plaza, de la Constitución, 3, 28200",San Lorenzo de El Escorial,Plaza,de la Constitución,3,28200,402778,4494039,"2019-975"
Establecimiento dependiente de una Administración Pública,Pública,"San Lorenzo de El Escorial, Plaza, de la Constitución, 3, 28200",San Lorenzo de El Escorial,Plaza,de la Constitución,3,28200,402778,4494034,"2022-1184"
Establecimiento dependiente de una Administración Pública,Pública,"San Lorenzo de El Escorial, Calle, Floridablanca, 3, 28200",San Lorenzo de El Escorial,Calle,Floridablanca,3,28200,402930,4493951,"2018-563"
Establecimiento dependiente de una Administración Pública,Pública,"San Lorenzo de El Escorial, Calle, Floridablanca, 20, 28200",San Lorenzo de El Escorial,Calle,Floridablanca,20,28200,402926,4493974,"2018-916"
Otros,Privada,"Guadarrama, Calle, los Altos de Jarosa, 47, 28440",Guadarrama,Calle,los Altos de Jarosa,47,28440,406566,4502973,"2022-1029"
Otros,Privada,"Humanes de Madrid, Avda, de los Deportes, 14, 28970",Humanes de Madrid,Avda,de los Deportes,14,28970,430642,4455376,"2022-1412"
Centro educativo,Pública,"Villarejo de Salvanés, Calle, del Viso, 15, 28590",Villarejo de Salvanés,Calle,del Viso,15,28590,475965,4446390,"2018-426"
Establecimiento dependiente de una Administración Pública,Pública,"Brunete, Cmno, de Quijorna, 0, 28690",Brunete,Cmno,de Quijorna,0,28690,414843,4473742,"2024-814"
Otros,Privada,"San Lorenzo de El Escorial, Ctra, de Guadarrama, KM 7,2",San Lorenzo de El Escorial,Ctra,de Guadarrama,"KM 7,2",,404632,4495086,"2020-682"
Establecimiento dependiente de una Administración Pública,Pública,"San Lorenzo de El Escorial, Calle, Juan de Toledo, 27, 28200",San Lorenzo de El Escorial,Calle,Juan de Toledo,27,28200,403630,4494565,"2018-564"
Otros,Privada,"San Lorenzo de El Escorial, Calle, Mariano Sainz, 1, 28200",San Lorenzo de El Escorial,Calle,Mariano Sainz,1,28200,403301,4494273,"2021-90"
Centro educativo,Privada,"Madrid, Calle, del Conde de Peñalver, 51, 28006",Madrid,Calle,del Conde de Peñalver,51,28006,442712,4475823,"2017-149"
Otros,Privada,"Madrid, Calle, del Conde de Peñalver, 53, 28006",Madrid,Calle,del Conde de Peñalver,53,28006,442711,4475895,"2018-1713"
Centro de trabajo con más de 250 trabajadores,Pública,"Madrid, Calle, del Conde de Peñalver, 19, 28006",Madrid,Calle,del Conde de Peñalver,19,28006,442676,4475332,"2018-2170"
Instalaciones de transporte,Pública,"Madrid, Calle, del Conde de Peñalver, 2, 28006",Madrid,Calle,del Conde de Peñalver,2,28006,442694,4475146,"2018-2977"
Instalaciones de transporte,Pública,"Madrid, Calle, del Conde de Peñalver, 47, 28006",Madrid,Calle,del Conde de Peñalver,47,28006,442710,4475670,"2018-2984"
Instalaciones de transporte,Pública,"Madrid, Calle, del Conde de Peñalver, 2, 28006",Madrid,Calle,del Conde de Peñalver,2,28006,442694,4475146,"2018-2979"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Conde de Peñalver, 84, 28006",Madrid,Calle,del Conde de Peñalver,84,28006,442764,4476048,"2019-612"
Otros,Privada,"Madrid, Calle, del Conde de Peñalver, 38, 28006",Madrid,Calle,del Conde de Peñalver,38,28006,442732,4475598,"2022-1435"
Centro educativo,Privada,"Madrid, Calle, del Conde de Peñalver, 51, 28006",Madrid,Calle,del Conde de Peñalver,51,28006,465707,4456151,"2023-746"
Centro de trabajo con más de 250 trabajadores,Pública,"Madrid, Calle, del Conde de Peñalver, 19, 28006",Madrid,Calle,del Conde de Peñalver,19,28006,442673,4475334,"2024-925"
Centro de trabajo con más de 250 trabajadores,Pública,"Madrid, Calle, del Conde de Peñalver, 19, 28006",Madrid,Calle,del Conde de Peñalver,19,28006,442676,4475331,"2024-915"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Madrid, Calle, del Conde de Peñalver, 8, 28006",Madrid,Calle,del Conde de Peñalver,8,28006,442706,4475233,"2024-579"
Otros,Privada,"Madrid, Calle, del Conde de Peñalver, 45, 28006",Madrid,Calle,del Conde de Peñalver,45,28006,442695,4475618,"2024-793"
Otros,Privada,"Madrid, Calle, de Dolores, 14, 28039",Madrid,Calle,de Dolores,14,28039,440425,4478908,"2022-995"
Centro educativo,Privada,"Madrid, Cllon, de Dómine, 6, 28034",Madrid,Cllon,de Dómine,6,28034,441853,4482830,"2019-2685"
Centro educativo,Privada,"Madrid, Calle, de Mercedes Formica, 32, 28028",Madrid,Calle,de Mercedes Formica,32,28028,443613,4474796,"2018-2486"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Emilia, 12, 28029",Madrid,Calle,de Emilia,12,28029,441198,4480051,"2018-1410"
Centro educativo,Privada,"Madrid, Calle, de Escalona, 59, 28024",Madrid,Calle,de Escalona,59,28024,435400,4472057,"2018-2271"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Plaza, de España, 15, 28008",Madrid,Plaza,de España,15,28008,439472,4475016,"2018-2616"
Otros,Privada,"Madrid, Plaza, de España, 7",Madrid,Plaza,de España,7,,439587,4474884,"2020-654"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Plaza, de España, 15",Madrid,Plaza,de España,15,,439556,4475016,"2020-800"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Plaza, de España, 17, 28008",Madrid,Plaza,de España,17,28008,439538,4475059,"2022-5"
Establecimiento hotelero con más de 100 plazas,Privada,"Madrid, Plaza, de España, 5, 28008",Madrid,Plaza,de España,5,28008,439622,4474910,"2023-157"
Otros,Privada,"Madrid, Calle, de la Explanada, 16, 28040",Madrid,Calle,de la Explanada,16,28040,439634,4477768,"2018-2826"
Otros,Privada,"Madrid, Calle, de Federico Agustí, 34, 28023",Madrid,Calle,de Federico Agustí,34,28023,449416,4480735,"2020-602"
Otros,Pública,"Navacerrada, Ctra, Nacional 601, 28491",Navacerrada,Ctra,Nacional 601,,28491,415035,4507447,"2018-2019"
Otros,Privada,"Villaviciosa de Odón, Ctra, M-501 (Villaviciosa-Boadilla), 10,200, 28670",Villaviciosa de Odón,Ctra,M-501 (Villaviciosa-Boadilla),"10,200",28670,420705,4468437,"2018-1682"
Otros,Privada,"Villaviciosa de Odón, Ctra, M-501 (Villaviciosa-Boadilla), 5,100, 28670",Villaviciosa de Odón,Ctra,M-501 (Villaviciosa-Boadilla),"5,100",28670,424505,4471856,"2023-992"
Establecimiento dependiente de una Administración Pública,Pública,"Villaviciosa de Odón, Paseo, Monte de la Villa, 0, 28670",Villaviciosa de Odón,Paseo,Monte de la Villa,0,28670,420295,4469181,"2018-680"
Otros,Privada,"San Sebastián de los Reyes, Trva, de las Fuentes, 6, 28701",San Sebastián de los Reyes,Trva,de las Fuentes,6,28701,446881,4488743,"2022-1293"
Otros,Privada,"San Sebastián de los Reyes, Cmno, del Juncal, 22-24, 28709",San Sebastián de los Reyes,Cmno,del Juncal,22-24,28709,448190,4487835,"2018-823"
Otros,Privada,"San Sebastián de los Reyes, Cmno, del Juncal, 22-24, 28709",San Sebastián de los Reyes,Cmno,del Juncal,22-24,28709,448190,4487835,"2018-824"
Otros,Privada,"San Sebastián de los Reyes, Avda, del Juncal, 22-24, 28709",San Sebastián de los Reyes,Avda,del Juncal,22-24,28709,448190,4487835,"2018-825"
Otros,Pública,"San Sebastián de los Reyes, Cmno, del Juncal, s/n, 28709",San Sebastián de los Reyes,Cmno,del Juncal,s/n,28709,450479,4487464,"2018-1992"
Otros,Privada,"Torrejón de Ardoz, Plaza, Europa, 1-29, 28850",Torrejón de Ardoz,Plaza,Europa,1-29,28850,460086,4479066,"2020-269"
Otros,Pública,"Torrejón de Ardoz, Calle, Garabay, 17, 28850",Torrejón de Ardoz,Calle,Garabay,17,28850,460859,4477007,"2023-686"
Establecimiento dependiente de una Administración Pública,Pública,"Torrejón de Ardoz, Calle, del INTA, 4,5, 28850",Torrejón de Ardoz,Calle,del INTA,"4,5",28850,459555,4482942,"2021-139"
Otros,Privada,"Torrejón de Ardoz, Calle, Grafito, 10, 28850",Torrejón de Ardoz,Calle,Grafito,10,28850,460609,4478215,"2019-2667"
Otros,Privada,"Torrejón de Ardoz, Calle, Hierro, 56, 28850",Torrejón de Ardoz,Calle,Hierro,56,28850,461423,4477684,"2022-180"
Otros,Privada,"Torrejón de Ardoz, Calle, Hierro, 56, 28850",Torrejón de Ardoz,Calle,Hierro,56,28850,461423,4477684,"2022-179"
Establecimiento dependiente de una Administración Pública,Pública,"Torrejón de Ardoz, Calle, Joaquín Blume, 0, 28850",Torrejón de Ardoz,Calle,Joaquín Blume,0,28850,460158,4477296,"2021-407"
Establecimiento dependiente de una Administración Pública,Pública,"Torrejón de Ardoz, Calle, Joaquín Blume, 0, 28850",Torrejón de Ardoz,Calle,Joaquín Blume,0,28850,460158,4477296,"2021-406"
Establecimiento dependiente de una Administración Pública,Pública,"Torrejón de Ardoz, Calle, Joaquín Blume, 0, 28850",Torrejón de Ardoz,Calle,Joaquín Blume,0,28850,460158,4477087,"2024-329"
Establecimiento dependiente de una Administración Pública,Pública,"Torrejón de Ardoz, Calle, Joaquín Blume, 0, 28850",Torrejón de Ardoz,Calle,Joaquín Blume,0,28850,460200,4477426,"2024-324"
Instalaciones de transporte,Privada,"Torrejón de Ardoz, Calle, Límite, S/N, 28850",Torrejón de Ardoz,Calle,Límite,S/N,28850,440966,4474516,"2018-1339"
Centro educativo,Pública,"Torrejón de Ardoz, Calle, Lisboa, 53, 28850",Torrejón de Ardoz,Calle,Lisboa,53,28850,460080,4479575,"2018-2612"
Establecimiento dependiente de una Administración Pública,Pública,"Torrejón de Ardoz, Calle, Lisboa, 49, 28850",Torrejón de Ardoz,Calle,Lisboa,49,28850,460100,4479522,"2024-337"
Establecimiento dependiente de una Administración Pública,Pública,"Torrejón de Ardoz, Avda, Luna, 3, 28850",Torrejón de Ardoz,Avda,Luna,3,28850,458930,4477580,"2021-411"
Establecimiento dependiente de una Administración Pública,Pública,"Torrejón de Ardoz, Avda, Madrid, 9, 28850",Torrejón de Ardoz,Avda,Madrid,9,28850,459840,4479415,"2024-335"
Centro educativo,Pública,"Navalcarnero, Calle, de Luis Zapata, 3, 28600",Navalcarnero,Calle,de Luis Zapata,3,28600,414116,4460179,"2017-124"
Centro de trabajo con más de 250 trabajadores,Privada,"Tres Cantos, Avda, de los Artesanos, 6, 28760",Tres Cantos,Avda,de los Artesanos,6,28760,440900,4494429,"2018-980"
Centro de trabajo con más de 250 trabajadores,Privada,"Tres Cantos, Avda, de los Artesanos, 6, 28760",Tres Cantos,Avda,de los Artesanos,6,28760,440900,4494429,"2018-981"
Centro de trabajo con más de 250 trabajadores,Privada,"Tres Cantos, Avda, de los Artesanos, 6, 28760",Tres Cantos,Avda,de los Artesanos,6,28760,440900,4494429,"2018-979"
Centro de trabajo con más de 250 trabajadores,Privada,"Tres Cantos, Avda, de los Artesanos, 20, 28760",Tres Cantos,Avda,de los Artesanos,20,28760,440875,4494918,"2019-875"
Centro de trabajo con más de 250 trabajadores,Privada,"Tres Cantos, Avda, de los Artesanos, 28, 28760",Tres Cantos,Avda,de los Artesanos,28,28760,440776,4495465,"2022-1139"
Centro de trabajo con más de 250 trabajadores,Privada,"Tres Cantos, Calle, de Batanes, 3, 28760",Tres Cantos,Calle,de Batanes,3,28760,441130,4495980,"2019-2429"
Centro de trabajo con más de 250 trabajadores,Privada,"Tres Cantos, Calle, de Batanes, 1, 28760",Tres Cantos,Calle,de Batanes,1,28760,441076,4495908,"2020-869"
Centro de trabajo con más de 250 trabajadores,Privada,"Tres Cantos, Ronda, de la Luna, 28760",Tres Cantos,Ronda,de la Luna,,28760,439479,4494703,"2018-774"
Centro educativo,Pública,"Tres Cantos, Sect, Músicos, 11, 28760",Tres Cantos,Sect,Músicos,11,28760,439237,4495546,"2020-43"
