codigo_dea,tipo_establecimiento,tipo_titularidad,direccion_completa,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,municipio_nombre,direccion_coordenada_x,direccion_coordenada_y
2019-743,Establecimiento dependiente de una Administración Pública,Pública,Avda del Ingeniero Emilio Herrera 23 28050 Madrid,Avda,del Ingeniero Emilio Herrera,23,28050,Madrid,444660,4482651.0
2018-386,Centro educativo,Privada,Calle de Ana de Austria 111 28050 Madrid,Calle,de Ana de Austria,111,28050,Madrid,444597,4483526.0
2018-1026,Centro educativo,Privada,Calle de Ana de Austria 6 28050 Madrid,Calle,de Ana de Austria,6,28050,Madrid,443633,4482454.0
2019-713,Centro educativo,Privada,Calle de Ana de Austria 60 28050 Madrid,Calle,de Ana de Austria,60,28050,Madrid,444612,4483535.0
2019-659,Centro educativo,Pública,Calle de Ana de Austria 32 28050 Madrid,Calle,de Ana de Austria,32,28050,Madrid,444446,4482958.0
2022-436,Otros,Privada,Calle de Ana de Austria 34 28050 Madrid,Calle,de Ana de Austria,34,28050,Madrid,444529,4483035.0
2022-218,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Cmno de Valdenigriales 6 28223 Pozuelo de Alarcón,Cmno,de Valdenigriales,6,28223,Pozuelo de Alarcón,431302,4476484.0
2022-1433,Otros,Privada,Paseo de las Naciones 1 28224 Pozuelo de Alarcón,Paseo,de las Naciones,1,28224,Pozuelo de Alarcón,431726,4476799.0
2021-831,Otros,Privada,Calle Paco Rabal 1 28521 Rivas-Vaciamadrid,Calle,Paco Rabal,1,28521,Rivas-Vaciamadrid,455735,4465983.0
2019-853,Otros,Privada,Calle del Marqués de Urquijo 4 28008 Madrid,Calle,del Marqués de Urquijo,4,28008,Madrid,439198,4475793.0
2018-3065,Instalaciones de transporte,Pública,Calle del Marqués de la Valdavia 21 28012 Madrid,Calle,del Marqués de la Valdavia,21,28012,Madrid,446027,4488014.0
2023-982,Centro educativo,Privada,Calle del Marqués de la Valdavia 2 28012 Madrid,Calle,del Marqués de la Valdavia,2,28012,Madrid,440929,4473107.0
2024-856,Centro educativo,Privada,Calle de María Auxiliadora 9 28040 Madrid,Calle,de María Auxiliadora,9,28040,Madrid,439343,4478816.0
2022-1394,Instalaciones de transporte,Privada,Paseo de la Estación 37 28500 Arganda del Rey,Paseo,de la Estación,37,28500,Arganda del Rey,461979,4461560.0
2024-298,Otros,Pública,Paseo de la Estación 5 28500 Arganda del Rey,Paseo,de la Estación,5,28500,Arganda del Rey,462189,4461555.0
2017-41,Centro de trabajo con más de 250 trabajadores,Privada,Calle Latón 3 28500 Arganda del Rey,Calle,Latón,3,28500,Arganda del Rey,460489,4461360.0
2019-99,Centro de trabajo con más de 250 trabajadores,Privada,Calle Latón 3 28500 Arganda del Rey,Calle,Latón,3,28500,Arganda del Rey,460489,4461360.0
2019-100,Centro de trabajo con más de 250 trabajadores,Privada,Calle Latón 3 28500 Arganda del Rey,Calle,Latón,3,28500,Arganda del Rey,461489,4461360.0
2022-162,Otros,Privada,Calle Latón 2 28500 Arganda del Rey,Calle,Latón,2,28500,Arganda del Rey,460494,4461415.0
2023-918,Centro de trabajo con más de 250 trabajadores,Privada,Calle Latón 8 28500 Arganda del Rey,Calle,Latón,8,28500,Arganda del Rey,460224,4461408.0
2023-917,Centro de trabajo con más de 250 trabajadores,Privada,Calle Latón 8 28500 Arganda del Rey,Calle,Latón,8,28500,Arganda del Rey,460024,4461408.0
2021-795,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Calle Julián Besteiro 0 28840 Mejorada del Campo,Calle,Julián Besteiro,0,28840,Mejorada del Campo,459498,4471534.0
2021-9,Otros,Privada,Calle Meridiano 19 28850 Torrejón de Ardoz,Calle,Meridiano,19,28850,Torrejón de Ardoz,459200,4477704.0
2021-396,Establecimiento dependiente de una Administración Pública,Pública,Calle Leandro Fernández de Moratín 6 28850 Torrejón de Ardoz,Calle,Leandro Fernández de Moratín,6,28850,Torrejón de Ardoz,458981,4479291.0
2021-394,Establecimiento dependiente de una Administración Pública,Pública,Calle Salvador Allende 7 28850 Torrejón de Ardoz,Calle,Salvador Allende,7,28850,Torrejón de Ardoz,458718,4478860.0
2020-687,Centro educativo,Pública,Sect Pueblos 19 28760 Tres Cantos,Sect,Pueblos,19,28760,Tres Cantos,439400,4496188.0
2019-2772,Establecimiento hotelero con más de 100 plazas,Privada,Calle de Mauricio Ravel 10 28046 Madrid,Calle,de Mauricio Ravel,10,28046,Madrid,441952,4480365.0
2023-720,Establecimiento hotelero con más de 100 plazas,Privada,Calle de Mauricio Ravel 10 28046 Madrid,Calle,de Mauricio Ravel,10,28046,Madrid,441952,4480364.0
2024-807,Establecimiento hotelero con más de 100 plazas,Privada,Calle de Mauricio Ravel 10 28046 Madrid,Calle,de Mauricio Ravel,10,28046,Madrid,441944,4480379.0
2024-808,Establecimiento hotelero con más de 100 plazas,Privada,Calle de Mauricio Ravel 10 28046 Madrid,Calle,de Mauricio Ravel,10,28046,Madrid,441944,4480379.0
2024-809,Establecimiento hotelero con más de 100 plazas,Privada,Calle de Mauricio Ravel 10 28046 Madrid,Calle,de Mauricio Ravel,10,28046,Madrid,441944,4480379.0
2019-353,Otros,Privada,Calle del Sindicalismo 23 28906 Getafe,Calle,del Sindicalismo,23,28906,Getafe,441469,4462783.0
2023-13,Instalaciones de transporte,Pública,Calle Toledo 9 28901 Getafe,Calle,Toledo,9,28901,Getafe,437326,4460011.0
2023-251,Otros,Privada,Calle Río Bembezar 16 28906 Getafe,Calle,Río Bembezar,16,28906,Getafe,440894,4458646.0
2018-1945,Otros,Privada,Calle Río Guadiato 5 28906 Getafe,Calle,Río Guadiato,5,28906,Getafe,440958,4459050.0
2018-2392,Centro de trabajo con más de 250 trabajadores,Privada,Calle Río Guadiato 3 28906 Getafe,Calle,Río Guadiato,3,28906,Getafe,440836,4459045.0
2019-947,Otros,Privada,Calle Río Guadiato 0 28906 Getafe,Calle,Río Guadiato,0,28906,Getafe,440672,4458956.0
2022-943,Otros,Privada,Calle de Melchor Fernández Almagro 23 28029 Madrid,Calle,de Melchor Fernández Almagro,23,28029,Madrid,440829,4481011.0
2024-196,Otros,Pública,Calle de Melchor Fernández Almagro 3 28029 Madrid,Calle,de Melchor Fernández Almagro,3,28029,Madrid,441222,4480837.0
2024-365,Centro educativo,Privada,Calle de Melchor Fernández Almagro 70 28029 Madrid,Calle,de Melchor Fernández Almagro,70,28029,Madrid,439955,4480832.0
2024-197,Otros,Pública,Calle de Melchor Fernández Almagro 3 28029 Madrid,Calle,de Melchor Fernández Almagro,3,28029,Madrid,441222,4480837.0
2024-994,Establecimiento dependiente de una Administración Pública,Pública,Calle de Melchor Fernández Almagro 5 28029 Madrid,Calle,de Melchor Fernández Almagro,5,28029,Madrid,441295,4480936.0
2024-995,Establecimiento dependiente de una Administración Pública,Pública,Calle de Melchor Fernández Almagro 5 28029 Madrid,Calle,de Melchor Fernández Almagro,5,28029,Madrid,441295,4480936.0
2024-996,Establecimiento dependiente de una Administración Pública,Pública,Calle de Melchor Fernández Almagro 5 28029 Madrid,Calle,de Melchor Fernández Almagro,5,28029,Madrid,441295,4480936.0
2024-1011,Establecimiento dependiente de una Administración Pública,Pública,Calle de Melchor Fernández Almagro 5 28029 Madrid,Calle,de Melchor Fernández Almagro,5,28029,Madrid,441295,4430000.0
2024-1000,Establecimiento dependiente de una Administración Pública,Pública,Calle de Melchor Fernández Almagro 5 28029 Madrid,Calle,de Melchor Fernández Almagro,5,28029,Madrid,441295,4480936.0
2024-997,Establecimiento dependiente de una Administración Pública,Pública,Calle de Melchor Fernández Almagro 5 28029 Madrid,Calle,de Melchor Fernández Almagro,5,28029,Madrid,441295,4480936.0
2018-76,Otros,Privada,Calle de Miguel Fleta 19 28037 Madrid,Calle,de Miguel Fleta,19,28037,Madrid,446629,4475993.0
2018-74,Otros,Privada,Calle de Miguel Fleta 19 28037 Madrid,Calle,de Miguel Fleta,19,28037,Madrid,446629,4475993.0
2018-1382,Instalaciones de transporte,Privada,Calle de Miguel Fleta 4 28037 Madrid,Calle,de Miguel Fleta,4,28037,Madrid,446402,4475829.0
2019-481,Centro educativo,Privada,Calle de Miguel Fleta 7 28037 Madrid,Calle,de Miguel Fleta,7,28037,Madrid,446414,4475870.0
2019-2403,Otros,Privada,Calle de Miguel Fleta 9 28037 Madrid,Calle,de Miguel Fleta,9,28037,Madrid,446427,4475876.0
2018-2850,Centro educativo,Privada,Calle de Miguel Solas 12 28021 Madrid,Calle,de Miguel Solas,12,28021,Madrid,442206,4466963.0
2018-2272,Otros,Privada,Calle de Minerva 35 28032 Madrid,Calle,de Minerva,35,28032,Madrid,449050,4472533.0
2023-568,Otros,Privada,Calle de Minerva 70 28032 Madrid,Calle,de Minerva,70,28032,Madrid,448390,4471792.0
2021-869,Establecimiento dependiente de una Administración Pública,Pública,Calle de Mira el Río 4 28048 Madrid,Calle,de Mira el Río,4,28048,Madrid,434110,4485733.0
2020-626,Otros,Privada,Calle del Mirador de la Reina 123 28035 Madrid,Calle,del Mirador de la Reina,123,28035,Madrid,439204,4482479.0
2023-762,Otros,Privada,Calle del Mirador de la Reina 115 28035 Madrid,Calle,del Mirador de la Reina,115,28035,Madrid,438991,4482474.0
2023-934,Otros,Privada,Avda del Monte Igueldo 14 28053 Madrid,Avda,del Monte Igueldo,14,28053,Madrid,443290,4471996.0
2018-1109,Centro educativo,Privada,Calle del Moscatelar 23 28043 Madrid,Calle,del Moscatelar,23,28043,Madrid,445033,4478735.0
2017-98,Centro de trabajo con más de 250 trabajadores,Privada,Calle del Alto del Retiro 33 28051 Madrid,Calle,del Alto del Retiro,33,28051,Madrid,449406,4469024.0
2019-894,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle del Alto del Retiro 33 28051 Madrid,Calle,del Alto del Retiro,33,28051,Madrid,449404,4469020.0
2021-492,Otros,Privada,Avda del Mar Mediterráneo 76 28341 Valdemoro,Avda,del Mar Mediterráneo,76,28341,Valdemoro,441857,4448255.0
2024-927,Otros,Privada,Calle de Granada 1 28343 Valdemoro,Calle,de Granada,1,28343,Valdemoro,443551,4446870.0
2018-2479,Centro educativo,Privada,Avda Mar Adriático 5 28341 Valdemoro,Avda,Mar Adriático,5,28341,Valdemoro,441800,4447773.0
2018-2054,Establecimiento dependiente de una Administración Pública,Pública,Avda de la Vía Láctea 33 28938 Móstoles,Avda,de la Vía Láctea,33,28938,Móstoles,426658,4462040.0
2020-116,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Viñas de El Pardo 4 28023 Madrid,Calle,de Viñas de El Pardo,4,28023,Madrid,434851,4480505.0
2020-114,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Viñas de El Pardo 4 28023 Madrid,Calle,de Viñas de El Pardo,4,28023,Madrid,434851,4480505.0
2018-2493,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Avda Comandante José Manuel Ripollés 1 28907 Getafe,Avda,Comandante José Manuel Ripollés,1,28907,Getafe,438090,4464463.0
2021-212,Instalaciones de transporte,Pública,Avda Comandante José Manuel Ripollés 0 28907 Getafe,Avda,Comandante José Manuel Ripollés,0,28907,Getafe,437989,4464582.0
2021-489,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Avda Puente Cultural 1 28702 San Sebastián de los Reyes,Avda,Puente Cultural,1,28702,San Sebastián de los Reyes,448643,4491310.0
2018-761,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,"Calle Escuelas 2 28192 Berrueco, El",Calle,Escuelas,2,28192,"Berrueco, El",452730,4526361.0
2018-729,Otros,Privada,Calle de Ángel Nieto 4 28660 Boadilla del Monte,Calle,de Ángel Nieto,4,28660,Boadilla del Monte,425132,4474311.0
2019-122,Centro educativo,Privada,Calle de la Comunidad Canaria 8 28660 Boadilla del Monte,Calle,de la Comunidad Canaria,8,28660,Boadilla del Monte,426039,4477278.0
2019-2638,Otros,Privada,Calle de Helena Rubinstein 2 28906 Getafe,Calle,de Helena Rubinstein,2,28906,Getafe,441062,4460623.0
2019-140,Centro de trabajo con más de 250 trabajadores,Pública,Calle de Helena Rubinstein 6 28906 Getafe,Calle,de Helena Rubinstein,6,28906,Getafe,440333,4460297.0
2023-497,Instalaciones de transporte,Pública,Gta de Cuatro Caminos 1 28020 Madrid,Gta,de Cuatro Caminos,1,28020,Madrid,440253,4477597.0
2019-919,Otros,Privada,Avda Derechos Humanos 24 28914 Leganés,Avda,Derechos Humanos,24,28914,Leganés,435390,4463934.0
2021-112,Otros,Privada,Avda Doctor Fleming 3 28912 Leganés,Avda,Doctor Fleming,3,28912,Leganés,435173,4463825.0
2018-3122,Instalaciones de transporte,Pública,Avda Mar Mediterráneo 0 28918 Leganés,Avda,Mar Mediterráneo,0,28918,Leganés,434087,4465323.0
2018-2040,Establecimiento dependiente de una Administración Pública,Pública,Avda Mar Mediterráneo 16 28913 Leganés,Avda,Mar Mediterráneo,16,28913,Leganés,434927,4465408.0
2024-51,Establecimiento dependiente de una Administración Pública,Pública,Avda Mar Mediterráneo 24 28918 Leganés,Avda,Mar Mediterráneo,24,28918,Leganés,434419,4465379.0
2019-920,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Ctra M-425 Carabanchel (Elíptica) Leganés 2.2 28919 Leganés,Ctra,M-425 Carabanchel (Elíptica) Leganés,2.2,28919,Leganés,435477,4466414.0
2021-334,Otros,Privada,Calle Puerto de Morcuera 13 28919 Leganés,Calle,Puerto de Morcuera,13,28919,Leganés,438528,4466818.0
2019-2503,Otros,Privada,Avda Rey Juan Carlos I 88 28916 Leganés,Avda,Rey Juan Carlos I,88,28916,Leganés,436951,4465293.0
2018-3064,Instalaciones de transporte,Pública,Avda Rey Juan Carlos I 30 28915 Leganés,Avda,Rey Juan Carlos I,30,28915,Leganés,436096,4465151.0
2018-3058,Instalaciones de transporte,Pública,Avda Rey Juan Carlos I 110 28916 Leganés,Avda,Rey Juan Carlos I,110,28916,Leganés,437147,4465361.0
2024-52,Establecimiento dependiente de una Administración Pública,Pública,Avda Rey Juan Carlos I 100 28916 Leganés,Avda,Rey Juan Carlos I,100,28916,Leganés,437070,4465328.0
2024-84,Establecimiento dependiente de una Administración Pública,Pública,Avda Rey Juan Carlos I 30 28915 Leganés,Avda,Rey Juan Carlos I,30,28915,Leganés,436060,4465081.0
2018-1061,Centro educativo,Privada,Avda de Guadalajara 28 28032 Madrid,Avda,de Guadalajara,28,28032,Madrid,447786,4474668.0
2018-2767,Otros,Privada,Avda de Guadalajara 79 28032 Madrid,Avda,de Guadalajara,79,28032,Madrid,447756,4474741.0
2018-2796,Instalaciones de transporte,Pública,Avda de Guadalajara 36 28032 Madrid,Avda,de Guadalajara,36,28032,Madrid,448086,4474811.0
2023-66,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Avda de Guadalajara 28 28037 Madrid,Avda,de Guadalajara,28,28037,Madrid,447786,4474665.0
2023-193,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Avda de Guadalajara 28 28032 Madrid,Avda,de Guadalajara,28,28032,Madrid,447787,4474666.0
2018-677,Establecimiento dependiente de una Administración Pública,Pública,Avda de Guadalajara 69 28032 Madrid,Avda,de Guadalajara,69,28032,Madrid,447685,4474637.0
2024-435,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Avda de Guadalajara 2 28032 Madrid,Avda,de Guadalajara,2,28032,Madrid,447245,4474395.0
2018-693,Centros residenciales de mayores con 200 plazas,Privada,Calle Luis Cervera Vera 1 28200 San Lorenzo de El Escorial,Calle,Luis Cervera Vera,1,28200,San Lorenzo de El Escorial,404248,4495388.0
2024-869,Establecimiento dependiente de una Administración Pública,Pública,Plaza de la Constitución 1 28812 Pezuela de las Torres,Plaza,de la Constitución,1,28812,Pezuela de las Torres,484928,4474241.0
2024-139,Otros,Privada,Ctra M-234 0 28812 Pezuela de las Torres,Ctra,M-234,0,28812,Pezuela de las Torres,487723,4470594.0
2018-2623,Centro educativo,Privada,Calle de la Bendición de Campos 5 28036 Madrid,Calle,de la Bendición de Campos,5,28036,Madrid,441970,4479526.0
2019-655,Establecimiento dependiente de una Administración Pública,Pública,Calle de Benita Ávila 17 28043 Madrid,Calle,de Benita Ávila,17,28043,Madrid,444836,4479568.0
2018-2229,Centro educativo,Privada,Calle Vía Carpetana 105 28047 Madrid,Calle,Vía Carpetana,105,28047,Madrid,437282,4471796.0
2018-3132,Instalaciones de transporte,Pública,Calle Vía Carpetana 328 28047 Madrid,Calle,Vía Carpetana,328,28047,Madrid,437083,4471615.0
2022-237,Establecimiento dependiente de una Administración Pública,Pública,Calle Vía Carpetana 57 28047 Madrid,Calle,Vía Carpetana,57,28047,Madrid,437604,4472194.0
2017-113,Otros,Pública,Calle de Xaudaró 15 28034 Madrid,Calle,de Xaudaró,15,28034,Madrid,441404,4482303.0
2022-1461,Establecimiento hotelero con más de 100 plazas,Privada,Calle de Xaudaró 2 28034 Madrid,Calle,de Xaudaró,2,28034,Madrid,441688,4482343.0
2018-2930,Centro de trabajo con más de 250 trabajadores,Privada,Cmno de la Zarzuela 21 28023 Madrid,Cmno,de la Zarzuela,21,28023,Madrid,433460,4479887.0
2024-181,Otros,Privada,Cmno de la Zarzuela 38 28023 Madrid,Cmno,de la Zarzuela,38,28023,Madrid,432965,4480085.0
2018-2161,Centros residenciales de mayores con 200 plazas,Privada,Calle de Zazuar 15 28031 Madrid,Calle,de Zazuar,15,28031,Madrid,448361,4470126.0
2019-2146,Centro educativo,Pública,Avda Olímpica 0 28695 Navas del Rey,Avda,Olímpica,0,28695,Navas del Rey,393916,4471735.0
2019-537,Centro educativo,Pública,Avda Fernández Turbica 2 28977 Casarrubuelos,Avda,Fernández Turbica,2,28977,Casarrubuelos,429695,4446953.0
2021-304,Centro de trabajo con más de 250 trabajadores,Privada,Cñada de San Miguel 4 28860 Paracuellos de Jarama,Cñada,de San Miguel,4,28860,Paracuellos de Jarama,453386,4484684.0
2023-91,Otros,Privada,Avda de Hellín 47 28037 Madrid,Avda,de Hellín,47,28037,Madrid,447825,4475556.0
2024-413,Otros,Privada,Calle de los Ahumaos 35 28052 Madrid,Calle,de los Ahumaos,35,28052,Madrid,449367,4471873.0
2021-867,Establecimiento dependiente de una Administración Pública,Pública,Calle Buitrago del Lozoya 22 28035 Madrid,Calle,Buitrago del Lozoya,22,28035,Madrid,439262,4480447.0
2019-897,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Avda Guadarrama 36 28220 Majadahonda,Avda,Guadarrama,36,28220,Majadahonda,425930,4481713.0
2019-900,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Avda Guadarrama 7 28220 Majadahonda,Avda,Guadarrama,7,28220,Majadahonda,425698,4481512.0
2019-907,Establecimiento dependiente de una Administración Pública,Pública,Avda Guadarrama 21 28220 Majadahonda,Avda,Guadarrama,21,28220,Majadahonda,425266,4480756.0
2024-395,Establecimiento dependiente de una Administración Pública,Pública,Calle Golondrina 4 28609 Sevilla la Nueva,Calle,Golondrina,4,28609,Sevilla la Nueva,412102,4467195.0
2021-500,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Calle Polideportivo 0 28691 Villanueva de la Cañada,Calle,Polideportivo,0,28691,Villanueva de la Cañada,415666,4478665.0
2023-819,Otros,Privada,Calle Platino 2 28850 Torrejón de Ardoz,Calle,Platino,2,28850,Torrejón de Ardoz,460636,4477888.0
2023-818,Otros,Privada,Calle Platino 2 28850 Torrejón de Ardoz,Calle,Platino,2,28850,Torrejón de Ardoz,460636,4477888.0
2018-2258,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Alonso Cano 10 28010 Madrid,Calle,de Alonso Cano,10,28010,Madrid,440813,4476410.0
2018-722,Establecimiento dependiente de una Administración Pública,Pública,Calle de Alonso Cano 18 28003 Madrid,Calle,de Alonso Cano,18,28003,Madrid,440840,4476710.0
2018-2901,Instalaciones de transporte,Pública,Calle del Amor de Dios 14 28014 Madrid,Calle,del Amor de Dios,14,28014,Madrid,440724,4473753.0
2018-2960,Instalaciones de transporte,Pública,Calle de Andorra 41 28043 Madrid,Calle,de Andorra,41,28043,Madrid,445242,4478966.0
2022-307,Establecimiento dependiente de una Administración Pública,Pública,Calle de Andrés Arteaga 5 28026 Madrid,Calle,de Andrés Arteaga,5,28026,Madrid,440035,4471081.0
2021-552,Otros,Privada,Calle de Andrés Arteaga 1 28026 Madrid,Calle,de Andrés Arteaga,1,28026,Madrid,440109,4471208.0
2019-2568,Otros,Privada,Calle de Andrés Mellado 21 28015 Madrid,Calle,de Andrés Mellado,21,28015,Madrid,439390,4476000.0
2019-2538,Establecimiento dependiente de una Administración Pública,Pública,Calle de Andrés Mellado 43 28015 Madrid,Calle,de Andrés Mellado,43,28015,Madrid,441055,4450432.0
2024-596,Otros,Privada,Calle de Antonio Acuña 17 28009 Madrid,Calle,de Antonio Acuña,17,28009,Madrid,442418,4474806.0
2022-606,Otros,Privada,Calle de Antonio Grilo 10 28015 Madrid,Calle,de Antonio Grilo,10,28015,Madrid,439920,4475010.0
2020-12,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de la Calderilla 1 28054 Madrid,Calle,de la Calderilla,1,28054,Madrid,437400,4468394.0
2018-2730,Otros,Privada,Calle de la Calderilla 1 28054 Madrid,Calle,de la Calderilla,1,28054,Madrid,437377,4468532.0
2021-53,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de la Calderilla 1 28054 Madrid,Calle,de la Calderilla,1,28054,Madrid,437289,4468612.0
2020-307,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de la Calderilla 1 28054 Madrid,Calle,de la Calderilla,1,28054,Madrid,437378,4468533.0
2021-325,Otros,Privada,Calle de la Calderilla 1 28054 Madrid,Calle,de la Calderilla,1,28054,Madrid,437287,4468410.0
2023-806,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de la Calderilla 1 28054 Madrid,Calle,de la Calderilla,1,28054,Madrid,437287,4468454.0
2023-920,Establecimiento dependiente de una Administración Pública,Pública,Calle de Fernando Chueca Goitia 39 28051 Madrid,Calle,de Fernando Chueca Goitia,39,28051,Madrid,449610,4468023.0
2018-942,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de Adolfo Bioy Casares 2 28051 Madrid,Calle,de Adolfo Bioy Casares,2,28051,Madrid,449278,4468758.0
2018-2941,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de Adolfo Bioy Casares 2 28051 Madrid,Calle,de Adolfo Bioy Casares,2,28051,Madrid,449257,4468776.0
2018-2942,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de Adolfo Bioy Casares 2 28051 Madrid,Calle,de Adolfo Bioy Casares,2,28051,Madrid,449257,4468776.0
2024-218,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Adolfo Bioy Casares 2 28051 Madrid,Calle,de Adolfo Bioy Casares,2,28051,Madrid,449277,4468757.0
2024-561,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle de Adolfo Bioy Casares 2 28051 Madrid,Calle,de Adolfo Bioy Casares,2,28051,Madrid,449256,4468779.0
2022-1185,Establecimiento dependiente de una Administración Pública,Pública,Calle del Arte Hiperrealista 1 28051 Madrid,Calle,del Arte Hiperrealista,1,28051,Madrid,450092,4467739.0
2022-1193,Otros,Privada,Calle del Arte Expresionista 24 28051 Madrid,Calle,del Arte Expresionista,24,28051,Madrid,450005,4468076.0
2022-51,Otros,Privada,Avda Claudio Coello 6 28850 Torrejón de Ardoz,Avda,Claudio Coello,6,28850,Torrejón de Ardoz,461942,4477962.0
2018-1327,Centro educativo,Privada,Avda Salvador Dalí 3 28850 Torrejón de Ardoz,Avda,Salvador Dalí,3,28850,Torrejón de Ardoz,462452,4478303.0
2019-2883,Instalaciones de transporte,Pública,Paseo de la Democracia 0 28850 Torrejón de Ardoz,Paseo,de la Democracia,0,28850,Torrejón de Ardoz,462515,4479336.0
2023-690,Otros,Pública,Avda Eduardo Chillida 10 28850 Torrejón de Ardoz,Avda,Eduardo Chillida,10,28850,Torrejón de Ardoz,463014,4479069.0
2019-188,Establecimiento hotelero con más de 100 plazas,Privada,"Calle Jaraiz 1 28290 Rozas de Madrid, Las",Calle,Jaraiz,1,28290,"Rozas de Madrid, Las",423785,4489689.0
2023-732,Establecimiento dependiente de una Administración Pública,Pública,Calle Laguna Villafranca de los Caballeros 25 28981 Parla,Calle,Laguna Villafranca de los Caballeros,25,28981,Parla,460696,4443891.0
2020-56,Establecimiento hotelero con más de 100 plazas,Privada,Plaza de Cánovas del Castillo 4 28014 Madrid,Plaza,de Cánovas del Castillo,4,28014,Madrid,441066,4474022.0
2018-2884,Instalaciones de transporte,Pública,Calle de Diego de León 69 28006 Madrid,Calle,de Diego de León,69,28006,Madrid,442742,4476216.0
2018-2889,Instalaciones de transporte,Pública,Calle de Diego de León 69 28006 Madrid,Calle,de Diego de León,69,28006,Madrid,442742,4476216.0
2020-150,Establecimiento dependiente de una Administración Pública,Pública,Calle de Diego de León 69 28006 Madrid,Calle,de Diego de León,69,28006,Madrid,442707,4476227.0
2021-170,Otros,Privada,Calle de Diego de León 45 28006 Madrid,Calle,de Diego de León,45,28006,Madrid,442438,4476250.0
2018-2885,Instalaciones de transporte,Pública,Calle de Diego de León 69 28006 Madrid,Calle,de Diego de León,69,28006,Madrid,442757,4475972.0
2024-210,Otros,Privada,Calle de Dionisio Inca Yupanqui 63 28043 Madrid,Calle,de Dionisio Inca Yupanqui,63,28043,Madrid,446853,4479199.0
2018-810,Otros,Privada,Calle de Bravo Murillo 36 28015 Madrid,Calle,de Bravo Murillo,36,28015,Madrid,440290,4476569.0
2018-1588,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Calle de Bravo Murillo 376 28020 Madrid,Calle,de Bravo Murillo,376,28020,Madrid,441270,4479613.0
2018-1789,Centro educativo,Privada,Calle de Bravo Murillo 38 28015 Madrid,Calle,de Bravo Murillo,38,28015,Madrid,440291,4476618.0
2018-2196,Centro educativo,Privada,Calle de Bravo Murillo 85 28003 Madrid,Calle,de Bravo Murillo,85,28003,Madrid,440272,4477384.0
2018-2308,Otros,Privada,Calle de Bravo Murillo 154 28020 Madrid,Calle,de Bravo Murillo,154,28020,Madrid,440382,4478095.0
2018-2865,Instalaciones de transporte,Pública,Calle de Bravo Murillo 324 28020 Madrid,Calle,de Bravo Murillo,324,28020,Madrid,441014,4479501.0
2018-2851,Instalaciones de transporte,Pública,Calle de Bravo Murillo 40 28015 Madrid,Calle,de Bravo Murillo,40,28015,Madrid,440283,4476645.0
2018-2854,Instalaciones de transporte,Pública,Calle de Bravo Murillo 181 28020 Madrid,Calle,de Bravo Murillo,181,28020,Madrid,440384,4478344.0
2018-2897,Instalaciones de transporte,Pública,Calle de Bravo Murillo 269 28020 Madrid,Calle,de Bravo Murillo,269,28020,Madrid,440712,4479028.0
2018-2873,Instalaciones de transporte,Pública,Calle de Bravo Murillo 135 28020 Madrid,Calle,de Bravo Murillo,135,28020,Madrid,440337,4477969.0
2018-3175,Establecimiento hotelero con más de 100 plazas,Privada,Calle de Bravo Murillo 36 28015 Madrid,Calle,de Bravo Murillo,36,28015,Madrid,440290,4476568.0
2019-2645,Centro educativo,Privada,Calle de Bravo Murillo 291 28020 Madrid,Calle,de Bravo Murillo,291,28020,Madrid,440871,4479439.0
