ID,COD-DISTRITO,DISTRITO,COD-BARRIO,BARRIO,VIA,NUMERO,COLOR,L-B,PLAZAS
B-7116,04,SALAMANCA,04-01,RECOLETOS,CALLE DE AYALA,66,Verde,Línea,"6"
B-7117,04,SALAMANCA,04-01,RECOLETOS,CALLE DE AYALA,68,Verde,Batería,"10"
B-7118,04,SALAMANCA,04-01,RECOLETOS,CALLE DE AYALA,8 B,Azul,Línea,"3"
B-7119,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,2,Azul,Línea,"2"
B-7120,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,4,Azul,Línea,"2"
B-7121,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,6,Azul,Línea,"3"
B-7122,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,10,Azul,Línea,"6"
B-7123,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,12,Azul,Línea,"3"
B-7124,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,14,Azul,Línea,"1"
B-7125,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,16,Azul,Línea,"8"
B-7126,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,18,Azul,Línea,"3"
B-7127,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,20,Azul,Línea,"2"
B-7128,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,20,Azul,Línea,"1"
B-7129,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,4 B,Azul,Línea,"2"
B-7130,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,4 B,Azul,Línea,"1"
B-7131,04,SALAMANCA,04-01,RECOLETOS,PASEO CASTELLANA,,Azul,Línea,"2"
B-7132,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,2,Verde,Batería,"4"
B-7133,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,3,Verde,Línea,"9"
B-7134,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,6,Verde,Línea,"1"
B-7135,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,8,Verde,Batería,"35"
B-7136,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,9,Verde,Línea,"3"
B-7137,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,11,Verde,Línea,"4"
B-7138,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,13,Verde,Línea,"1"
B-7139,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,15,Verde,Línea,"2"
B-7140,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,17,Verde,Línea,"1"
B-7141,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,19,Verde,Línea,"3"
B-7142,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,19,Verde,Batería,"3"
B-7143,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,21,Verde,Línea,"2"
B-7144,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,22,Verde,Línea,"1"
B-7145,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,22,Verde,Batería,"19"
B-7146,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,23,Verde,Línea,"4"
B-7147,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,26,Verde,Batería,"12"
B-7148,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,27,Verde,Línea,"3"
B-7149,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,27,Verde,Línea,"2"
B-7150,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,29,Verde,Línea,"3"
B-7151,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,32,Verde,Batería,"26"
B-7152,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,33,Verde,Línea,"8"
B-7153,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,36,Verde,Batería,"2"
B-7154,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,37,Verde,Línea,"4"
B-7155,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,38,Verde,Batería,"1"
B-7156,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,39,Verde,Línea,"2"
B-7157,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,41,Verde,Línea,"4"
B-7158,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,43,Verde,Línea,"3"
B-7159,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,45,Verde,Línea,"1"
B-7160,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,46,Verde,Batería,"46"
B-7161,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,47,Verde,Línea,"3"
B-7162,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,49,Verde,Línea,"3"
B-7163,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,51,Verde,Línea,"8"
B-7164,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,55,Verde,Línea,"1"
B-7165,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,57,Verde,Línea,"1"
B-7166,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,57,Verde,Línea,"1"
B-7167,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,57,Verde,Batería,"20"
B-7168,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,59,Verde,Línea,"9"
B-7169,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,63,Verde,Línea,"4"
B-7170,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,63,Verde,Línea,"3"
B-7171,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CASTELLO,63,Verde,Batería,"21"
B-7172,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CID,9,Verde,Línea,"2"
B-7173,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,1,Azul,Línea,"2"
B-7174,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,3,Verde,Batería,"10"
B-7175,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,4,Verde,Batería,"6"
B-7176,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,6,Verde,Batería,"1"
B-7177,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,7,Verde,Línea,"4"
B-7178,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,8,Verde,Batería,"8"
B-7179,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,9,Azul,Línea,"2"
B-7180,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,10,Verde,Batería,"6"
B-7181,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,11,Verde,Línea,"7"
B-7182,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,12,Verde,Batería,"7"
B-7183,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,14,Verde,Batería,"6"
B-7184,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,16,Verde,Batería,"1"
B-7185,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,17,Azul,Línea,"3"
B-7186,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,18,Verde,Batería,"12"
B-7187,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,21,Verde,Línea,"2"
B-7188,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,21,Verde,Línea,"2"
B-7189,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,22,Verde,Batería,"11"
B-7190,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,23,Azul,Línea,"4"
B-7191,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,24,Verde,Batería,"7"
B-7192,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,25,Azul,Línea,"3"
B-7193,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,26,Verde,Batería,"1"
B-7194,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,26,Verde,Batería,"1"
B-7195,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,26,Azul,Línea,"2"
B-7196,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,28,Verde,Línea,"1"
B-7197,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,29,Verde,Línea,"1"
B-7198,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,29,Azul,Línea,"2"
B-7199,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,32,Verde,Batería,"19"
B-7200,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,32,Verde,Línea,"1"
B-7201,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,34,Verde,Batería,"15"
B-7202,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,35,Verde,Línea,"13"
B-7203,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,37,Azul,Línea,"2"
B-7204,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,38,Verde,Batería,"31"
B-7205,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,39,Verde,Batería,"1"
B-7206,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,41,Verde,Línea,"10"
B-7207,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,43,Verde,Línea,"3"
B-7208,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,46,Azul,Batería,"31"
B-7209,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,47,Azul,Línea,"1"
B-7210,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,47,Azul,Línea,"2"
B-7211,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,50,Azul,Batería,"6"
B-7212,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,52,Azul,Batería,"3"
B-7213,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,53,Azul,Línea,"14"
B-7214,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,57,Azul,Línea,"1"
B-7215,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,58,Azul,Batería,"22"
B-7216,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,59,Azul,Línea,"2"
B-7217,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,61,Verde,Línea,"1"
B-7218,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,63,Verde,Línea,"3"
B-7219,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,67,Verde,Línea,"1"
B-7220,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,71,Azul,Línea,"3"
B-7221,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,73,Azul,Línea,"2"
B-7222,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,17 B,Verde,Línea,"4"
B-7223,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,69 A,Verde,Línea,"3"
B-7224,04,SALAMANCA,04-01,RECOLETOS,CALLE DE CLAUDIO COELLO,69 B,Azul,Batería,"18"
B-7225,04,SALAMANCA,04-01,RECOLETOS,CALLE DE COLUMELA,1,Azul,Línea,"2"
B-7226,04,SALAMANCA,04-01,RECOLETOS,CALLE DE COLUMELA,3,Verde,Línea,"3"
B-7227,04,SALAMANCA,04-01,RECOLETOS,CALLE DE COLUMELA,4,Verde,Línea,"3"
B-7228,04,SALAMANCA,04-01,RECOLETOS,CALLE DE COLUMELA,7,Verde,Línea,"3"
B-7229,04,SALAMANCA,04-01,RECOLETOS,CALLE DE COLUMELA,10,Verde,Batería,"6"
B-7230,04,SALAMANCA,04-01,RECOLETOS,CALLE DE COLUMELA,11,Verde,Línea,"11"
B-7231,04,SALAMANCA,04-01,RECOLETOS,CALLE DE COLUMELA,13,Verde,Batería,"21"
B-7232,04,SALAMANCA,04-01,RECOLETOS,CALLE DE COLUMELA,17,Verde,Línea,"3"
B-7233,04,SALAMANCA,04-01,RECOLETOS,CALLE DE COLUMELA,17,Verde,Batería,"1"
B-7234,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,4,Verde,Línea,"3"
B-7235,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,8,Verde,Línea,"2"
B-7236,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,9,Verde,Línea,"2"
B-7237,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,10,Verde,Línea,"4"
B-7238,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,13,Verde,Línea,"8"
B-7239,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,14,Verde,Línea,"17"
B-7240,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,17,Verde,Línea,"3"
B-7241,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,21,Verde,Línea,"10"
B-7242,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,22,Verde,Línea,"12"
B-7243,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,25,Verde,Línea,"3"
B-7244,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL CONDE DE ARANDA,26,Verde,Línea,"3"
B-7245,04,SALAMANCA,04-01,RECOLETOS,CALLE DE DON RAMON DE LA CRUZ,11,Verde,Batería,"20"
B-7246,04,SALAMANCA,04-01,RECOLETOS,CALLE DE DON RAMON DE LA CRUZ,20,Verde,Batería,"20"
B-7247,04,SALAMANCA,04-01,RECOLETOS,CALLE DE DON RAMON DE LA CRUZ,24,Verde,Batería,"1"
B-7248,04,SALAMANCA,04-01,RECOLETOS,CALLE DE DON RAMON DE LA CRUZ,26,Verde,Batería,"10"
B-7249,04,SALAMANCA,04-01,RECOLETOS,CALLE DE DON RAMON DE LA CRUZ,30,Verde,Batería,"12"
B-7250,04,SALAMANCA,04-01,RECOLETOS,CALLE DE DON RAMON DE LA CRUZ,36,Verde,Batería,"17"
B-7251,04,SALAMANCA,04-01,RECOLETOS,CALLE DE DON RAMON DE LA CRUZ,40,Verde,Batería,"5"
B-7252,04,SALAMANCA,04-01,RECOLETOS,CALLE DE DON RAMON DE LA CRUZ,42,Verde,Batería,"22"
B-7253,04,SALAMANCA,04-01,RECOLETOS,CALLE DE DON RAMON DE LA CRUZ,42,Verde,Batería,"7"
B-7254,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,3,Azul,Línea,"3"
B-7255,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,4,Azul,Línea,"3"
B-7256,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,6,Azul,Línea,"3"
B-7257,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,6,Verde,Línea,"3"
B-7258,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,10,Verde,Línea,"2"
B-7259,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,17,Azul,Línea,"9"
B-7260,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,20,Azul,Línea,"1"
B-7261,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,21,Azul,Línea,"4"
B-7262,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,23,Azul,Línea,"5"
B-7263,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,24,Azul,Línea,"4"
B-7264,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,25,Azul,Línea,"2"
B-7265,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,26,Azul,Línea,"2"
B-7266,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,26,Verde,Línea,"3"
B-7267,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,29,Verde,Línea,"5"
B-7268,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,30,Verde,Línea,"3"
B-7269,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,31,Verde,Línea,"2"
B-7270,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,32,Verde,Línea,"1"
B-7271,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,36,Verde,Línea,"4"
B-7272,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,40,Azul,Línea,"3"
B-7273,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,43,Azul,Línea,"3"
B-7274,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,45,Azul,Línea,"1"
B-7275,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,49,Azul,Línea,"2"
B-7276,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,53,Verde,Línea,"1"
B-7277,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,59,Verde,Línea,"1"
B-7278,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GOYA,61,Azul,Línea,"3"
B-7279,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GURTUBAY,3,Verde,Batería,"12"
B-7280,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GURTUBAY,5,Verde,Línea,"15"
B-7281,04,SALAMANCA,04-01,RECOLETOS,CALLE DE GURTUBAY,6,Verde,Batería,"6"
B-7282,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,6,Verde,Línea,"4"
B-7283,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,8,Verde,Línea,"2"
B-7284,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,11,Verde,Línea,"3"
B-7285,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,15,Verde,Línea,"6"
B-7286,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,18,Verde,Batería,"4"
B-7287,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,19,Verde,Línea,"2"
B-7288,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,20,Verde,Batería,"16"
B-7289,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,21,Verde,Línea,"7"
B-7290,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,24,Verde,Batería,"7"
B-7291,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,25,Verde,Línea,"2"
B-7292,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,28,Verde,Batería,"4"
B-7293,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,30,Verde,Batería,"6"
B-7294,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,31,Verde,Línea,"7"
B-7295,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,32,Azul,Línea,"7"
B-7296,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,33,Verde,Línea,"2"
B-7297,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,36,Azul,Línea,"3"
B-7298,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,38,Verde,Línea,"5"
B-7299,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,40,Verde,Batería,"2"
B-7300,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,41,Verde,Batería,"9"
B-7301,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,42,Azul,Línea,"3"
B-7302,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,43,Verde,Batería,"1"
B-7303,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,46,Verde,Batería,"23"
B-7304,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,48,Azul,Línea,"12"
B-7305,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,52,Verde,Línea,"3"
B-7306,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,53,Verde,Batería,"2"
B-7307,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,56,Verde,Línea,"10"
B-7308,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,57,Verde,Batería,"25"
B-7309,04,SALAMANCA,04-01,RECOLETOS,CALLE DE HERMOSILLA,60,Verde,Línea,"3"
B-7310,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,4,Verde,Línea,"4"
B-7311,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,5,Verde,Batería,"13"
B-7312,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,8,Verde,Línea,"3"
B-7313,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,11,Verde,Batería,"18"
B-7314,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,12,Verde,Línea,"4"
B-7315,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,18,Verde,Línea,"10"
B-7316,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,19,Verde,Batería,"5"
B-7317,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,21,Verde,Batería,"10"
B-7318,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,22,Verde,Línea,"2"
B-7319,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,24,Verde,Línea,"2"
B-7320,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,24,Verde,Batería,"17"
B-7321,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,26,Verde,Línea,"2"
B-7322,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,27,Verde,Línea,"7"
B-7323,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,28,Verde,Línea,"2"
B-7324,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,28,Verde,Línea,"1"
B-7325,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,29,Verde,Batería,"34"
B-7326,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,30,Verde,Línea,"1"
B-7327,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,30,Verde,Línea,"1"
B-7328,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,32,Verde,Línea,"2"
B-7329,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,33,Verde,Batería,"7"
B-7330,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,34,Verde,Línea,"2"
B-7331,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,36,Verde,Línea,"1"
B-7332,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,37,Verde,Batería,"5"
B-7333,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,40,Verde,Línea,"9"
B-7334,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,41,Verde,Batería,"8"
B-7335,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,42,Verde,Línea,"3"
B-7336,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,44,Verde,Línea,"3"
B-7337,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,44,Verde,Línea,"3"
B-7338,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,44,Verde,Batería,"5"
B-7339,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,45,Verde,Batería,"1"
B-7340,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,48,Verde,Línea,"8"
B-7341,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,49,Verde,Batería,"9"
B-7342,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,50,Verde,Línea,"3"
B-7343,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,54,Verde,Línea,"4"
B-7344,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,55,Verde,Batería,"11"
B-7345,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,60,Verde,Batería,"11"
B-7346,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,60,Azul,Línea,"9"
B-7347,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,61,Verde,Batería,"13"
B-7348,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,65,Verde,Batería,"7"
B-7349,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,66,Azul,Línea,"2"
B-7350,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,68,Verde,Línea,"3"
B-7351,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,72,Verde,Línea,"5"
B-7352,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,74,Verde,Línea,"3"
B-7353,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,78,Verde,Batería,"15"
B-7354,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,78,Verde,Línea,"7"
B-7355,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,80,Verde,Línea,"3"
B-7356,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,52 A,Verde,Línea,"2"
B-7357,04,SALAMANCA,04-01,RECOLETOS,CALLE DE LAGASCA,52 A,Verde,Batería,"6"
B-7358,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL MARQUES DE ZURGENA,2,Verde,Línea,"2"
B-7359,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL MARQUES DE ZURGENA,2,Verde,Línea,"1"
B-7360,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL MARQUES DE ZURGENA,3,Verde,Línea,"2"
B-7361,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL MARQUES DE ZURGENA,4,Verde,Línea,"2"
B-7362,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL MARQUES DEL DUERO,1,Verde,Línea,"2"
B-7363,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL MARQUES DEL DUERO,1,Verde,Línea,"2"
B-7364,04,SALAMANCA,04-01,RECOLETOS,CALLE DEL MARQUES DEL DUERO,2,Verde,Línea,"5"
