ID,COD-DISTRITO,DISTRITO,COD-BARRIO,BARRIO,VIA,NUMERO,COLOR,L-B,PLAZAS
B-1,01,CENTRO,01-01,PALACIO,CALLE DE LAS AGUAS,2,Verde,Línea,"7"
B-2,01,CENTRO,01-01,PALACIO,CALLE DE LAS AGUAS,8,Verde,Línea,"5"
B-3,01,CENTRO,01-01,PALACIO,CALLE DEL AGUILA,3,Verde,Línea,"1"
B-4,01,CENTRO,01-01,PALACIO,CALLE DEL AGUILA,5,Verde,Línea,"1"
B-5,01,CENTRO,01-01,PALACIO,CALLE DEL AGUILA,12,Verde,Línea,"9"
B-6,01,CENTRO,01-01,PALACIO,CALLE DEL AGUILA,17,Verde,Línea,"4"
B-7,01,CENTRO,01-01,PALACIO,CALLE DEL AGUILA,21,Verde,Línea,"4"
B-8,01,CENTRO,01-01,PALACIO,CALLE DEL ALAMILLO,1,Verde,Línea,"3"
B-9,01,CENTRO,01-01,PALACIO,CALLE DEL ALAMILLO,2,Verde,Línea,"2"
B-10,01,CENTRO,01-01,PALACIO,CALLE DE ALGECIRAS,1,Verde,Línea,"4"
B-11,01,CENTRO,01-01,PALACIO,CALLE DE ALGECIRAS,2,Verde,Línea,"1"
B-12,01,CENTRO,01-01,PALACIO,CALLE DE ALGECIRAS,5,Verde,Línea,"6"
B-13,01,CENTRO,01-01,PALACIO,CALLE DE ALGECIRAS,6,Verde,Línea,"13"
B-14,01,CENTRO,01-01,PALACIO,CALLE DE ALGECIRAS,7,Verde,Batería,"7"
B-15,01,CENTRO,01-01,PALACIO,CALLE DEL ALMENDRO,4,Verde,Línea,"3"
B-16,01,CENTRO,01-01,PALACIO,CALLE DEL ALMENDRO,12,Verde,Línea,"4"
B-17,01,CENTRO,01-01,PALACIO,CALLE DE LA AMNISTIA,2,Verde,Línea,"4"
B-18,01,CENTRO,01-01,PALACIO,CALLE DE LA AMNISTIA,5,Verde,Línea,"3"
B-19,01,CENTRO,01-01,PALACIO,CALLE DE LA AMNISTIA,7,Verde,Línea,"2"
B-20,01,CENTRO,01-01,PALACIO,CALLE DE LA AMNISTIA,9,Verde,Línea,"2"
B-21,01,CENTRO,01-01,PALACIO,CALLE DEL ANGEL,19,Verde,Línea,"4"
B-22,01,CENTRO,01-01,PALACIO,COSTANILLA ANGELES,8,Verde,Línea,"12"
B-23,01,CENTRO,01-01,PALACIO,COSTANILLA ANGELES,14,Verde,Línea,"2"
B-24,01,CENTRO,01-01,PALACIO,COSTANILLA ANGELES,20,Verde,Línea,"4"
B-25,01,CENTRO,01-01,PALACIO,CALLE DE ARRIETA,4,Verde,Línea,"7"
B-26,01,CENTRO,01-01,PALACIO,CALLE DE ARRIETA,7,Verde,Línea,"2"
B-27,01,CENTRO,01-01,PALACIO,CALLE DE ARRIETA,9,Verde,Línea,"1"
B-28,01,CENTRO,01-01,PALACIO,CALLE DE ARRIETA,15,Verde,Línea,"2"
B-29,01,CENTRO,01-01,PALACIO,CALLE DE ARRIETA,17,Verde,Línea,"1"
B-30,01,CENTRO,01-01,PALACIO,CALLE DE BAILEN,,Verde,Línea,"1"
B-31,01,CENTRO,01-01,PALACIO,CALLE DE BEATRIZ GALINDO,1,Verde,Línea,"1"
B-32,01,CENTRO,01-01,PALACIO,CALLE DE BEATRIZ GALINDO,,Verde,Línea,"13"
B-33,01,CENTRO,01-01,PALACIO,CALLE DE BEATRIZ GALINDO,,Verde,Línea,"35"
B-34,01,CENTRO,01-01,PALACIO,CALLE DE BEATRIZ GALINDO,,Verde,Línea,"15"
B-35,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,3,Verde,Línea,"3"
B-36,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,5,Verde,Línea,"3"
B-37,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,11,Verde,Línea,"13"
B-38,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,21,Verde,Línea,"7"
B-39,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,24,Verde,Línea,"9"
B-40,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,29,Verde,Línea,"6"
B-41,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,30,Verde,Línea,"10"
B-42,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,33,Verde,Línea,"11"
B-43,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,36,Verde,Línea,"10"
B-44,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,36,Verde,Línea,"9"
B-45,01,CENTRO,01-01,PALACIO,CALLE DE CALATRAVA,37,Verde,Línea,"3"
B-46,01,CENTRO,01-01,PALACIO,CALLE DE CAMPOMANES,4,Verde,Línea,"3"
B-47,01,CENTRO,01-01,PALACIO,CALLE DE CAMPOMANES,8,Verde,Línea,"6"
B-48,01,CENTRO,01-01,PALACIO,CALLE DE CAMPOMANES,11,Verde,Línea,"4"
B-49,01,CENTRO,01-01,PALACIO,CALLE DE CAMPOMANES,15,Verde,Línea,"3"
B-50,01,CENTRO,01-01,PALACIO,CALLE DE LOS CAÑOS DEL PERAL,4,Verde,Línea,"11"
B-51,01,CENTRO,01-01,PALACIO,CUESTA CAÑOS VIEJOS,2,Verde,Línea,"8"
B-52,01,CENTRO,01-01,PALACIO,CUESTA CAÑOS VIEJOS,3,Verde,Línea,"6"
B-53,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA ALTA,5,Verde,Línea,"6"
B-54,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA ALTA,15,Verde,Línea,"11"
B-55,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA ALTA,32,Verde,Línea,"6"
B-56,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA ALTA,38,Verde,Línea,"2"
B-57,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA ALTA,38,Verde,Línea,"2"
B-58,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA BAJA,4,Verde,Línea,"1"
B-59,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA BAJA,10,Verde,Línea,"5"
B-60,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA BAJA,12,Verde,Línea,"1"
B-61,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA BAJA,14,Verde,Línea,"1"
B-62,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA BAJA,18,Verde,Línea,"2"
B-63,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA BAJA,39,Verde,Línea,"15"
B-64,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA BAJA,40,Verde,Línea,"3"
B-65,01,CENTRO,01-01,PALACIO,CALLE DE LA CAVA DE SAN MIGUEL,3,Verde,Línea,"2"
B-66,01,CENTRO,01-01,PALACIO,CALLE DE LA CEBADA,1,Verde,Línea,"1"
B-67,01,CENTRO,01-01,PALACIO,CALLE DE LA CEBADA,1,Verde,Línea,"3"
B-68,01,CENTRO,01-01,PALACIO,CALLE DE LA CEBADA,3,Verde,Línea,"4"
B-69,01,CENTRO,01-01,PALACIO,CALLE DE LA CEBADA,7,Verde,Línea,"5"
B-70,01,CENTRO,01-01,PALACIO,CALLE DE LA CEBADA,,Verde,Línea,"5"
B-71,01,CENTRO,01-01,PALACIO,PLAZA CEBADA,3,Verde,Línea,"5"
B-72,01,CENTRO,01-01,PALACIO,PLAZA CEBADA,5,Verde,Línea,"4"
B-73,01,CENTRO,01-01,PALACIO,PLAZA CEBADA,5,Verde,Línea,"2"
B-74,01,CENTRO,01-01,PALACIO,PLAZA CEBADA,7,Verde,Línea,"2"
B-75,01,CENTRO,01-01,PALACIO,PLAZA CEBADA,9,Verde,Línea,"7"
B-76,01,CENTRO,01-01,PALACIO,PLAZA CEBADA,17,Verde,Línea,"4"
B-77,01,CENTRO,01-01,PALACIO,CUESTA CIEGOS,2,Verde,Línea,"4"
B-78,01,CENTRO,01-01,PALACIO,PASEO CIUDAD DE PLASENCIA,,Naranja,Línea,"13"
B-79,01,CENTRO,01-01,PALACIO,PASEO CIUDAD DE PLASENCIA,,Naranja,Línea,"17"
B-80,01,CENTRO,01-01,PALACIO,PASEO CIUDAD DE PLASENCIA,,Naranja,Batería,"9"
B-81,01,CENTRO,01-01,PALACIO,PASEO CIUDAD DE PLASENCIA,,Naranja,Batería,"9"
B-82,01,CENTRO,01-01,PALACIO,PASEO CIUDAD DE PLASENCIA,,Naranja,Línea,"25"
B-83,01,CENTRO,01-01,PALACIO,PASEO CIUDAD DE PLASENCIA,,Naranja,Línea,"25"
B-84,01,CENTRO,01-01,PALACIO,PLAZA COMANDANTE LAS MORENAS,3,Verde,Línea,"2"
B-85,01,CENTRO,01-01,PALACIO,CALLE DE LA CRUZADA,5,Verde,Línea,"2"
B-86,01,CENTRO,01-01,PALACIO,CUESTA DESCARGAS,3,Verde,Línea,"22"
B-87,01,CENTRO,01-01,PALACIO,CUESTA DESCARGAS,10,Verde,Línea,"1"
B-88,01,CENTRO,01-01,PALACIO,CUESTA DESCARGAS,12,Verde,Línea,"2"
B-89,01,CENTRO,01-01,PALACIO,CUESTA DESCARGAS,14,Verde,Línea,"6"
B-90,01,CENTRO,01-01,PALACIO,CALLE DEL DOCTOR CARRACIDO,1,Verde,Línea,"1"
B-91,01,CENTRO,01-01,PALACIO,CALLE DEL DOCTOR CARRACIDO,1,Verde,Línea,"4"
B-92,01,CENTRO,01-01,PALACIO,CALLE DEL DOCTOR LETAMENDI,1,Verde,Línea,"9"
B-93,01,CENTRO,01-01,PALACIO,CALLE DE DON PEDRO,6,Verde,Línea,"17"
B-94,01,CENTRO,01-01,PALACIO,CALLE DE DON PEDRO,7,Verde,Línea,"12"
B-95,01,CENTRO,01-01,PALACIO,CALLE DE DON PEDRO,12,Verde,Línea,"10"
B-96,01,CENTRO,01-01,PALACIO,CALLE DE DON PEDRO,14,Verde,Línea,"4"
B-97,01,CENTRO,01-01,PALACIO,CALLE DE DON PEDRO,15,Verde,Línea,"4"
B-98,01,CENTRO,01-01,PALACIO,CALLE DE DON PEDRO,19,Verde,Línea,"1"
B-99,01,CENTRO,01-01,PALACIO,CALLE DE DON PEDRO,20,Verde,Línea,"4"
B-100,01,CENTRO,01-01,PALACIO,CALLE DE LA ENCARNACION,1,Verde,Línea,"7"
B-101,01,CENTRO,01-01,PALACIO,CALLE DE LA ENCARNACION,2,Verde,Línea,"5"
B-102,01,CENTRO,01-01,PALACIO,CALLE DE LA ENCARNACION,4,Verde,Línea,"1"
B-103,01,CENTRO,01-01,PALACIO,CALLE DE LA ENCARNACION,5,Verde,Línea,"1"
B-104,01,CENTRO,01-01,PALACIO,CALLE DE LA ENCARNACION,6,Verde,Línea,"6"
B-105,01,CENTRO,01-01,PALACIO,CALLE DE LA ENCARNACION,8,Verde,Línea,"8"
B-106,01,CENTRO,01-01,PALACIO,CALLE DE LA ENCARNACION,10,Verde,Línea,"3"
B-107,01,CENTRO,01-01,PALACIO,PLAZA ENCARNACION,4,Verde,Línea,"5"
B-108,01,CENTRO,01-01,PALACIO,PLAZA ENCARNACION,4,Verde,Línea,"5"
B-109,01,CENTRO,01-01,PALACIO,CALLE DE LA ESCALINATA,9,Verde,Línea,"5"
B-110,01,CENTRO,01-01,PALACIO,CALLE DEL ESPEJO,12,Verde,Línea,"3"
B-111,01,CENTRO,01-01,PALACIO,CALLE DEL FACTOR,5,Verde,Línea,"4"
B-112,01,CENTRO,01-01,PALACIO,CALLE DEL FACTOR,14,Verde,Línea,"4"
B-113,01,CENTRO,01-01,PALACIO,CALLE DE LA FLOR BAJA,5,Verde,Línea,"6"
B-114,01,CENTRO,01-01,PALACIO,CALLE DE LA FLOR BAJA,6,Verde,Línea,"1"
B-115,01,CENTRO,01-01,PALACIO,CALLE DE LA FLOR BAJA,11,Verde,Línea,"5"
B-116,01,CENTRO,01-01,PALACIO,CALLE DE FOMENTO,36,Verde,Línea,"2"
B-117,01,CENTRO,01-01,PALACIO,PLAZA GABRIEL MIRO,1,Verde,Línea,"11"
B-118,01,CENTRO,01-01,PALACIO,PLAZA GABRIEL MIRO,2,Verde,Línea,"15"
B-119,01,CENTRO,01-01,PALACIO,PLAZA GABRIEL MIRO,4,Verde,Línea,"4"
B-120,01,CENTRO,01-01,PALACIO,PLAZA GABRIEL MIRO,7,Verde,Línea,"4"
B-121,01,CENTRO,01-01,PALACIO,PLAZA GABRIEL MIRO,7,Verde,Batería,"10"
B-122,01,CENTRO,01-01,PALACIO,CALLE DE GRAFAL,6,Verde,Línea,"4"
B-123,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,4,Verde,Línea,"4"
B-124,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,5,Verde,Línea,"2"
B-125,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,6,Verde,Línea,"9"
B-126,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,9,Verde,Línea,"11"
B-127,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,11,Verde,Línea,"1"
B-128,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,11,Verde,Línea,"5"
B-129,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,11,Verde,Línea,"2"
B-130,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,17,Verde,Línea,"17"
B-131,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,17,Verde,Línea,"7"
B-132,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,,Verde,Línea,"2"
B-133,01,CENTRO,01-01,PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,,Verde,Línea,"18"
B-134,01,CENTRO,01-01,PALACIO,CALLE DE GUILLERMO ROLLAND,2,Verde,Línea,"3"
B-135,01,CENTRO,01-01,PALACIO,CALLE DE GUILLERMO ROLLAND,11,Verde,Línea,"3"
B-136,01,CENTRO,01-01,PALACIO,CALLE DEL HUMILLADERO,3,Verde,Línea,"8"
B-137,01,CENTRO,01-01,PALACIO,CALLE DEL HUMILLADERO,4,Verde,Línea,"6"
B-138,01,CENTRO,01-01,PALACIO,CALLE DEL HUMILLADERO,8,Verde,Línea,"2"
B-139,01,CENTRO,01-01,PALACIO,CALLE DEL HUMILLADERO,10,Verde,Línea,"2"
B-140,01,CENTRO,01-01,PALACIO,CALLE DEL HUMILLADERO,12,Verde,Línea,"2"
B-141,01,CENTRO,01-01,PALACIO,CALLE DEL HUMILLADERO,14,Verde,Línea,"2"
B-142,01,CENTRO,01-01,PALACIO,CALLE DEL HUMILLADERO,16,Verde,Línea,"2"
B-143,01,CENTRO,01-01,PALACIO,CALLE DEL HUMILLADERO,20,Verde,Línea,"3"
B-144,01,CENTRO,01-01,PALACIO,CALLE DE LA INDEPENDENCIA,3,Verde,Línea,"4"
B-145,01,CENTRO,01-01,PALACIO,CALLE DE LA INDEPENDENCIA,4,Verde,Línea,"1"
B-146,01,CENTRO,01-01,PALACIO,CALLE DE ISABEL LA CATOLICA,10,Verde,Línea,"14"
B-147,01,CENTRO,01-01,PALACIO,CALLE DE ISABEL TINTERO,3,Verde,Línea,"13"
B-148,01,CENTRO,01-01,PALACIO,CALLE DE JERTE,8,Verde,Línea,"21"
B-149,01,CENTRO,01-01,PALACIO,CALLE DE JUAN DE HERRERA,3,Verde,Línea,"3"
B-150,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,2,Verde,Línea,"1"
B-151,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,4,Verde,Línea,"4"
B-152,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,6,Verde,Línea,"1"
B-153,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,8,Verde,Línea,"5"
B-154,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,24,Verde,Línea,"8"
B-155,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,31,Verde,Línea,"1"
B-156,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,35,Verde,Línea,"4"
B-157,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,45,Verde,Línea,"2"
B-158,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,45,Verde,Línea,"6"
B-159,01,CENTRO,01-01,PALACIO,CALLE DE LEGANITOS,47,Verde,Línea,"3"
B-160,01,CENTRO,01-01,PALACIO,CALLE DE LUCIENTE,3,Verde,Línea,"9"
B-161,01,CENTRO,01-01,PALACIO,CALLE DE LUCIENTE,11,Verde,Línea,"4"
B-162,01,CENTRO,01-01,PALACIO,CALLE DE LUCIENTE,15,Verde,Línea,"3"
B-163,01,CENTRO,01-01,PALACIO,CALLE DE LOS MANCEBOS,4,Verde,Línea,"8"
B-164,01,CENTRO,01-01,PALACIO,CALLE DE LOS MANCEBOS,8,Verde,Línea,"7"
B-165,01,CENTRO,01-01,PALACIO,CALLE DE LOS MANCEBOS,11,Verde,Línea,"2"
B-166,01,CENTRO,01-01,PALACIO,CALLE DE LOS MANCEBOS,16,Verde,Batería,"8"
B-167,01,CENTRO,01-01,PALACIO,CALLE DE LOS MANCEBOS,17,Verde,Línea,"6"
B-168,01,CENTRO,01-01,PALACIO,CALLE DE LOS MANCEBOS,18,Verde,Línea,"6"
B-169,01,CENTRO,01-01,PALACIO,CALLE DEL MANZANARES,,Verde,Línea,"2"
B-170,01,CENTRO,01-01,PALACIO,CALLE MAYOR,48,Verde,Línea,"5"
B-171,01,CENTRO,01-01,PALACIO,CALLE MAYOR,81,Verde,Línea,"3"
B-172,01,CENTRO,01-01,PALACIO,CALLE MAYOR,83,Verde,Batería,"2"
B-173,01,CENTRO,01-01,PALACIO,CALLE MAYOR,83,Verde,Batería,"4"
B-174,01,CENTRO,01-01,PALACIO,CALLE MAYOR,85,Verde,Línea,"6"
B-175,01,CENTRO,01-01,PALACIO,CALLE MAYOR,90,Verde,Línea,"2"
B-176,01,CENTRO,01-01,PALACIO,CALLE MAYOR,90,Verde,Línea,"5"
B-177,01,CENTRO,01-01,PALACIO,CALLE MAYOR,92,Verde,Línea,"4"
B-178,01,CENTRO,01-01,PALACIO,CALLE MAYOR,92,Verde,Línea,"2"
B-179,01,CENTRO,01-01,PALACIO,CALLE MAYOR,,Verde,Batería,"10"
B-180,01,CENTRO,01-01,PALACIO,CALLE MAYOR,,Verde,Línea,"20"
B-181,01,CENTRO,01-01,PALACIO,CALLE MAYOR,,Verde,Línea,"6"
B-182,01,CENTRO,01-01,PALACIO,CALLE DEL MEDIODIA GRANDE,3,Verde,Línea,"10"
B-183,01,CENTRO,01-01,PALACIO,CALLE DEL MEDIODIA GRANDE,22,Verde,Línea,"5"
B-184,01,CENTRO,01-01,PALACIO,CALLE DE LA MORERIA,4,Verde,Línea,"10"
B-185,01,CENTRO,01-01,PALACIO,CALLE DE LA MORERIA,7,Verde,Línea,"2"
B-186,01,CENTRO,01-01,PALACIO,CALLE DE LA MORERIA,10,Verde,Línea,"7"
B-187,01,CENTRO,01-01,PALACIO,CALLE DE LA MORERIA,11,Verde,Línea,"6"
B-188,01,CENTRO,01-01,PALACIO,CALLE DE LA MORERIA,15,Verde,Línea,"7"
B-189,01,CENTRO,01-01,PALACIO,PLAZA MORERIA,5,Verde,Batería,"4"
B-190,01,CENTRO,01-01,PALACIO,CALLE DE NOBLEJAS,2,Verde,Línea,"8"
B-191,01,CENTRO,01-01,PALACIO,CALLE DE NOBLEJAS,4,Verde,Línea,"2"
B-192,01,CENTRO,01-01,PALACIO,CALLE DE ORIENTE,3,Verde,Línea,"8"
B-193,01,CENTRO,01-01,PALACIO,CALLE DE ORIENTE,11,Verde,Línea,"2"
B-194,01,CENTRO,01-01,PALACIO,CALLE DE LA PALOMA,2,Verde,Línea,"7"
B-195,01,CENTRO,01-01,PALACIO,CALLE DE LA PALOMA,6,Verde,Línea,"3"
B-196,01,CENTRO,01-01,PALACIO,CALLE DE LA PALOMA,13,Verde,Línea,"6"
B-197,01,CENTRO,01-01,PALACIO,CALLE DEL PRETIL DE LOS CONSEJOS,7,Verde,Batería,"6"
B-198,01,CENTRO,01-01,PALACIO,CALLE DE LA PRIORA,2,Verde,Línea,"1"
B-199,01,CENTRO,01-01,PALACIO,PLAZA PUERTA DE MOROS,3,Verde,Línea,"5"
B-200,01,CENTRO,01-01,PALACIO,CUESTA RAMON,1,Verde,Línea,"23"
B-201,01,CENTRO,01-01,PALACIO,CALLE DE LA REDONDILLA,5,Verde,Línea,"3"
B-202,01,CENTRO,01-01,PALACIO,CALLE DE LA REDONDILLA,9,Verde,Línea,"3"
B-203,01,CENTRO,01-01,PALACIO,CALLE DE LA REDONDILLA,14,Verde,Línea,"1"
B-204,01,CENTRO,01-01,PALACIO,CALLE DE LA REDONDILLA,14,Verde,Línea,"2"
B-205,01,CENTRO,01-01,PALACIO,CALLE DE LA REDONDILLA,17,Verde,Línea,"3"
B-206,01,CENTRO,01-01,PALACIO,CALLE DEL ROSARIO,7,Verde,Línea,"8"
B-207,01,CENTRO,01-01,PALACIO,CALLE DEL ROSARIO,13,Verde,Línea,"2"
B-208,01,CENTRO,01-01,PALACIO,CALLE DEL ROSARIO,17,Verde,Línea,"1"
B-209,01,CENTRO,01-01,PALACIO,CALLE DEL ROSARIO,19,Verde,Línea,"2"
B-210,01,CENTRO,01-01,PALACIO,CALLE DEL ROSARIO,21,Verde,Línea,"43"
B-211,01,CENTRO,01-01,PALACIO,CALLE DEL ROSARIO,25,Verde,Línea,"10"
B-212,01,CENTRO,01-01,PALACIO,CALLE DEL ROSARIO,31,Verde,Línea,"6"
B-213,01,CENTRO,01-01,PALACIO,COSTANILLA SAN ANDRES,6,Verde,Línea,"15"
B-214,01,CENTRO,01-01,PALACIO,COSTANILLA SAN ANDRES,10,Verde,Línea,"1"
B-215,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,8,Verde,Línea,"4"
B-216,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,8,Verde,Línea,"3"
B-217,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,10,Verde,Línea,"1"
B-218,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,16,Verde,Línea,"11"
B-219,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,16,Verde,Línea,"9"
B-220,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,17,Verde,Línea,"5"
B-221,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,22,Verde,Línea,"1"
B-222,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,24,Verde,Línea,"3"
B-223,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,24,Verde,Línea,"4"
B-224,01,CENTRO,01-01,PALACIO,CALLE DE SAN BERNABE,30,Verde,Línea,"5"
B-225,01,CENTRO,01-01,PALACIO,CALLE DE SAN BUENAVENTURA,1,Verde,Línea,"7"
B-226,01,CENTRO,01-01,PALACIO,CALLE DE SAN BUENAVENTURA,4,Verde,Línea,"3"
B-227,01,CENTRO,01-01,PALACIO,CALLE DE SAN BUENAVENTURA,12,Verde,Línea,"13"
B-228,01,CENTRO,01-01,PALACIO,CALLE DE SAN BUENAVENTURA,14,Verde,Línea,"1"
B-229,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,1,Verde,Línea,"2"
B-230,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,2,Verde,Línea,"4"
B-231,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,4,Verde,Línea,"1"
B-232,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,7,Verde,Línea,"2"
B-233,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,9,Verde,Línea,"1"
B-234,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,11,Verde,Línea,"2"
B-235,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,13,Verde,Línea,"2"
B-236,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,14,Verde,Línea,"2"
B-237,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,16,Verde,Línea,"2"
B-238,01,CENTRO,01-01,PALACIO,CARRERA SAN FRANCISCO,16,Verde,Línea,"4"
B-239,01,CENTRO,01-01,PALACIO,PLAZA SAN FRANCISCO,,Verde,Línea,"2"
B-240,01,CENTRO,01-01,PALACIO,PLAZA SAN FRANCISCO,,Verde,Línea,"5"
B-241,01,CENTRO,01-01,PALACIO,CALLE DE SAN ISIDRO LABRADOR,6,Verde,Línea,"14"
B-242,01,CENTRO,01-01,PALACIO,CALLE DE SAN ISIDRO LABRADOR,12,Verde,Línea,"3"
B-243,01,CENTRO,01-01,PALACIO,CALLE DE SAN JUSTO,1,Verde,Línea,"3"
B-244,01,CENTRO,01-01,PALACIO,PLAZA SAN MIGUEL,5,Verde,Línea,"2"
B-245,01,CENTRO,01-01,PALACIO,PLAZA SAN MIGUEL,5,Verde,Línea,"2"
B-246,01,CENTRO,01-01,PALACIO,PLAZA SAN MIGUEL,5,Verde,Línea,"1"
B-247,01,CENTRO,01-01,PALACIO,PLAZA SAN NICOLAS,1,Verde,Línea,"1"
B-248,01,CENTRO,01-01,PALACIO,PLAZA SAN NICOLAS,1,Verde,Línea,"1"
B-249,01,CENTRO,01-01,PALACIO,COSTANILLA SAN PEDRO,2,Verde,Línea,"1"
B-250,01,CENTRO,01-01,PALACIO,COSTANILLA SAN PEDRO,8,Verde,Línea,"2"
B-251,01,CENTRO,01-01,PALACIO,COSTANILLA SAN PEDRO,10,Verde,Línea,"4"
B-252,01,CENTRO,01-01,PALACIO,COSTANILLA SAN PEDRO,12,Verde,Línea,"2"
B-253,01,CENTRO,01-01,PALACIO,COSTANILLA SAN PEDRO,,Verde,Línea,"4"
B-254,01,CENTRO,01-01,PALACIO,CALLE DE SANTA CLARA,3,Verde,Línea,"3"
B-255,01,CENTRO,01-01,PALACIO,CALLE DE SANTA CLARA,8,Verde,Línea,"5"
B-256,01,CENTRO,01-01,PALACIO,CUESTA SANTO DOMINGO,1,Verde,Línea,"2"
B-257,01,CENTRO,01-01,PALACIO,CUESTA SANTO DOMINGO,3,Verde,Línea,"6"
B-258,01,CENTRO,01-01,PALACIO,PLAZA SANTO DOMINGO,7,Verde,Línea,"5"
B-259,01,CENTRO,01-01,PALACIO,PLAZA SANTO DOMINGO,12,Verde,Línea,"4"
B-260,01,CENTRO,01-01,PALACIO,PLAZA SANTO DOMINGO,14,Verde,Línea,"1"
B-261,01,CENTRO,01-01,PALACIO,PLAZA SEGOVIA NUEVA,1,Verde,Línea,"2"
B-262,01,CENTRO,01-01,PALACIO,CALLE DE SEGOVIA,11,Verde,Batería,"3"
B-263,01,CENTRO,01-01,PALACIO,CALLE DE SEGOVIA,12,Verde,Línea,"2"
B-264,01,CENTRO,01-01,PALACIO,CALLE DE SEGOVIA,14,Verde,Línea,"3"
B-265,01,CENTRO,01-01,PALACIO,CALLE DE SEGOVIA,15,Verde,Línea,"1"
B-266,01,CENTRO,01-01,PALACIO,CALLE DE SEGOVIA,16,Verde,Línea,"1"
B-267,01,CENTRO,01-01,PALACIO,CALLE DE SEGOVIA,16,Verde,Línea,"1"
B-268,01,CENTRO,01-01,PALACIO,CALLE DE SEGOVIA,17,Verde,Línea,"9"
B-269,01,CENTRO,01-01,PALACIO,CALLE DE SEGOVIA,18,Verde,Línea,"3"
B-270,01,CENTRO,01-01,PALACIO,CALLE DE SEGOVIA,19,Verde,Línea,"2"
