distrito,barrio,calle,color,bateria_linea,num_plazas
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,32",Verde,Línea,6
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,33",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,35",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,36",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,36",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,37",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,38",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,39",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,40",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,41",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,42",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,43",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,43",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,44",Verde,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,45",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,46",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,47",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,48",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,48",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,53",Verde,Línea,13
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,61",Verde,Línea,9
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,65",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,26 B",Verde,Línea,9
03  RETIRO,03-04 IBIZA,"CALLE DEL ALCALDE SAINZ DE BARANDA,26 B",Verde,Línea,9
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ACUÑA,18",Verde,Línea,13
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ACUÑA,19",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ACUÑA,19",Verde,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ACUÑA,25",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ARIAS,1",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ARIAS,2",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ARIAS,3",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ARIAS,6",Verde,Línea,6
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ARIAS,9",Verde,Línea,15
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ARIAS,10",Verde,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ARIAS,14",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE ANTONIO ARIAS,16",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCE DE OCTUBRE,3",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCE DE OCTUBRE,5",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCE DE OCTUBRE,7",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCE DE OCTUBRE,20",Verde,Batería,35
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCE DE OCTUBRE,23",Verde,Batería,29
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCE DE OCTUBRE,35",Verde,Batería,38
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCE DE OCTUBRE,41",Verde,Batería,9
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,1",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,2",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,5",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,6",Verde,Batería,11
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,9",Verde,Batería,1
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,11",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,13",Verde,Batería,13
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,15",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,17",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,19",Verde,Batería,12
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,19",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,20",Verde,Batería,4
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,21",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,21",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,22",Verde,Batería,3
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,27",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,28",Verde,Batería,3
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,29",Verde,Batería,12
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,31",Verde,Línea,9
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,32",Verde,Batería,16
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,35",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,39",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,40",Verde,Batería,10
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,41",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,43",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,44",Verde,Batería,8
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,45",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,45",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,45",Verde,Batería,15
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,47",Azul,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,47",Azul,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,49",Azul,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,49",Azul,Línea,17
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,51",Azul,Línea,14
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,54",Azul,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,56",Azul,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,56",Azul,Batería,12
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,58",Azul,Batería,23
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR CASTELO,33 B",Verde,Línea,1
03  RETIRO,03-04 IBIZA,CALLE DEL DOCTOR CASTELO,Azul,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR ESQUERDO,48",Azul,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR ESQUERDO,56",Azul,Línea,13
03  RETIRO,03-04 IBIZA,"CALLE DEL DOCTOR ESQUERDO,60",Azul,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,34",Verde,Batería,10
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,35",Verde,Batería,8
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,35",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,37",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,38",Verde,Batería,13
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,39",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,41",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,42",Verde,Batería,12
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,43",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,45",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,46",Verde,Batería,12
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,49",Verde,Línea,14
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,52",Verde,Batería,21
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,53",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,53",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,56",Verde,Batería,2
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,59",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,60",Verde,Batería,8
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,61",Verde,Batería,7
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,63",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,64",Verde,Batería,12
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,67",Verde,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,71",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,71",Verde,Batería,10
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,72",Verde,Batería,9
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,76",Verde,Batería,12
03  RETIRO,03-04 IBIZA,"CALLE DE FERNAN GONZALEZ,77",Verde,Línea,13
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,1",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,4",Verde,Línea,6
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,4",Verde,Línea,6
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,5",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,6",Azul,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,7",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,8",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,9",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,10",Azul,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,11",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,11",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,13",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,14",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,16",Verde,Línea,9
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,17",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,17",Verde,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,22",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,23",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,23",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,24",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,24",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,27",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,27",Verde,Línea,9
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,28",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,28",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,30",Verde,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,31",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,32",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,32",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,33",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,33",Verde,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,36",Verde,Línea,6
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,36",Verde,Línea,9
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,38",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,39",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,39",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,40",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,42",Verde,Línea,12
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,43",Azul,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,43",Azul,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,45",Azul,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,45",Azul,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,48",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,50",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,50",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,52",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,54",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,56",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,56",Azul,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,56",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,58",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,58",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,60",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,60",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,62",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,66",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,70",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,70",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE IBIZA,74",Verde,Línea,6
03  RETIRO,03-04 IBIZA,CALLE DE IBIZA,Azul,Línea,3
03  RETIRO,03-04 IBIZA,CALLE DE IBIZA,Azul,Línea,2
03  RETIRO,03-04 IBIZA,CALLE DE IBIZA,Azul,Línea,2
03  RETIRO,03-04 IBIZA,CALLE DE IBIZA,Azul,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,23",Verde,Batería,7
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,24",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,24",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,26",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,29",Verde,Batería,26
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,30",Verde,Línea,6
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,34",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,36",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,39",Verde,Batería,25
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,40",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,42",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,43",Verde,Batería,4
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,44",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,46",Verde,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,47",Verde,Batería,11
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,50",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,51",Azul,Batería,4
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,53",Azul,Batería,5
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,56",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,57",Verde,Batería,15
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,58",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,64",Verde,Línea,6
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,64",Verde,Batería,5
03  RETIRO,03-04 IBIZA,"CALLE DE LOPE DE RUEDA,45 C",Verde,Batería,18
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,5",Azul,Línea,14
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,9",Azul,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,13",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,16",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,19",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,20",Verde,Línea,12
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,21",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,21",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,24",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,26",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,26",Azul,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,27",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,28",Azul,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,29",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,31",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,32",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,36",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,38",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,38",Azul,Línea,14
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,40",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,44",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,46",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,54",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,60",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,64",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,66",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE MAIQUEZ,28 B",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,11:00 AM",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,9",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,9",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,11",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,15",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,21",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,23",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,25",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,29",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,33",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,41",Verde,Línea,16
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,45",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,51",Verde,Línea,14
03  RETIRO,03-04 IBIZA,"AVENIDA MENENDEZ PELAYO,59",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,1",Verde,Batería,5
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,2",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,6",Verde,Línea,17
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,8",Verde,Batería,27
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,12",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,13",Verde,Batería,3
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,14",Verde,Batería,7
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,15",Verde,Línea,6
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,16",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,18",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,21",Verde,Batería,10
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,26",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,29",Verde,Batería,10
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,30",Verde,Línea,16
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,34",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,35",Verde,Batería,25
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,36",Verde,Línea,8
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,36",Verde,Batería,5
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,40",Verde,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,43",Verde,Batería,24
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,44",Verde,Batería,5
03  RETIRO,03-04 IBIZA,"CALLE DE MENORCA,44",Verde,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,42",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,44",Azul,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,48",Azul,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,63",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,66",Azul,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,69",Azul,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,71",Azul,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,72",Verde,Línea,10
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,74",Azul,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,78",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,80",Azul,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,82",Azul,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,84",Azul,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE NARVAEZ,86",Azul,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,6",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,6",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,8",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,14",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,16",Verde,Línea,1
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,20",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,20",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,26",Verde,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,32",Verde,Línea,5
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,34",Verde,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,42",Verde,Línea,11
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,46",Azul,Línea,2
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,48",Azul,Línea,3
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,50",Alta Rotación,Línea,7
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,52",Alta Rotación,Línea,4
03  RETIRO,03-04 IBIZA,"CALLE DE O'DONNELL,52",Alta Rotación,Línea,2
