distrito,barrio,calle,color,bateria_linea,num_plazas
01  CENTRO,01-01 PALACIO,"CALLE DE LAS AGUAS,2",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"CALLE DE LAS AGUAS,8",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DEL AGUILA,3",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DEL AGUILA,5",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DEL AGUILA,12",Verde,Línea,9
01  CENTRO,01-01 PALACIO,"CALLE DEL AGUILA,17",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DEL AGUILA,21",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DEL ALAMILLO,1",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DEL ALAMILLO,2",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE ALGECIRAS,1",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE ALGECIRAS,2",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE ALGECIRAS,5",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE ALGECIRAS,6",Verde,Línea,13
01  CENTRO,01-01 PALACIO,"CALLE DE ALGECIRAS,7",Verde,Batería,7
01  CENTRO,01-01 PALACIO,"CALLE DEL ALMENDRO,4",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DEL ALMENDRO,12",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE LA AMNISTIA,2",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE LA AMNISTIA,5",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LA AMNISTIA,7",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LA AMNISTIA,9",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DEL ANGEL,19",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"COSTANILLA ANGELES,8",Verde,Línea,12
01  CENTRO,01-01 PALACIO,"COSTANILLA ANGELES,14",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"COSTANILLA ANGELES,20",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE ARRIETA,4",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"CALLE DE ARRIETA,7",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE ARRIETA,9",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE ARRIETA,15",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE ARRIETA,17",Verde,Línea,1
01  CENTRO,01-01 PALACIO,CALLE DE BAILEN,Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE BEATRIZ GALINDO,1",Verde,Línea,1
01  CENTRO,01-01 PALACIO,CALLE DE BEATRIZ GALINDO,Verde,Línea,13
01  CENTRO,01-01 PALACIO,CALLE DE BEATRIZ GALINDO,Verde,Línea,35
01  CENTRO,01-01 PALACIO,CALLE DE BEATRIZ GALINDO,Verde,Línea,15
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,3",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,5",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,11",Verde,Línea,13
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,21",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,24",Verde,Línea,9
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,29",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,30",Verde,Línea,10
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,33",Verde,Línea,11
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,36",Verde,Línea,10
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,36",Verde,Línea,9
01  CENTRO,01-01 PALACIO,"CALLE DE CALATRAVA,37",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE CAMPOMANES,4",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE CAMPOMANES,8",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE CAMPOMANES,11",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE CAMPOMANES,15",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LOS CAÑOS DEL PERAL,4",Verde,Línea,11
01  CENTRO,01-01 PALACIO,"CUESTA CAÑOS VIEJOS,2",Verde,Línea,8
01  CENTRO,01-01 PALACIO,"CUESTA CAÑOS VIEJOS,3",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA ALTA,5",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA ALTA,15",Verde,Línea,11
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA ALTA,32",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA ALTA,38",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA ALTA,38",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA BAJA,4",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA BAJA,10",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA BAJA,12",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA BAJA,14",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA BAJA,18",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA BAJA,39",Verde,Línea,15
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA BAJA,40",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LA CAVA DE SAN MIGUEL,3",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LA CEBADA,1",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LA CEBADA,1",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LA CEBADA,3",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE LA CEBADA,7",Verde,Línea,5
01  CENTRO,01-01 PALACIO,CALLE DE LA CEBADA,Verde,Línea,5
01  CENTRO,01-01 PALACIO,"PLAZA CEBADA,3",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"PLAZA CEBADA,5",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"PLAZA CEBADA,5",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"PLAZA CEBADA,7",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"PLAZA CEBADA,9",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"PLAZA CEBADA,17",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CUESTA CIEGOS,2",Verde,Línea,4
01  CENTRO,01-01 PALACIO,PASEO CIUDAD DE PLASENCIA,Naranja,Línea,13
01  CENTRO,01-01 PALACIO,PASEO CIUDAD DE PLASENCIA,Naranja,Línea,17
01  CENTRO,01-01 PALACIO,PASEO CIUDAD DE PLASENCIA,Naranja,Batería,9
01  CENTRO,01-01 PALACIO,PASEO CIUDAD DE PLASENCIA,Naranja,Batería,9
01  CENTRO,01-01 PALACIO,PASEO CIUDAD DE PLASENCIA,Naranja,Línea,25
01  CENTRO,01-01 PALACIO,PASEO CIUDAD DE PLASENCIA,Naranja,Línea,25
01  CENTRO,01-01 PALACIO,"PLAZA COMANDANTE LAS MORENAS,3",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LA CRUZADA,5",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CUESTA DESCARGAS,3",Verde,Línea,22
01  CENTRO,01-01 PALACIO,"CUESTA DESCARGAS,10",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CUESTA DESCARGAS,12",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CUESTA DESCARGAS,14",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DEL DOCTOR CARRACIDO,1",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DEL DOCTOR CARRACIDO,1",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DEL DOCTOR LETAMENDI,1",Verde,Línea,9
01  CENTRO,01-01 PALACIO,"CALLE DE DON PEDRO,6",Verde,Línea,17
01  CENTRO,01-01 PALACIO,"CALLE DE DON PEDRO,7",Verde,Línea,12
01  CENTRO,01-01 PALACIO,"CALLE DE DON PEDRO,12",Verde,Línea,10
01  CENTRO,01-01 PALACIO,"CALLE DE DON PEDRO,14",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE DON PEDRO,15",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE DON PEDRO,19",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE DON PEDRO,20",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE LA ENCARNACION,1",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"CALLE DE LA ENCARNACION,2",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE LA ENCARNACION,4",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LA ENCARNACION,5",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LA ENCARNACION,6",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE LA ENCARNACION,8",Verde,Línea,8
01  CENTRO,01-01 PALACIO,"CALLE DE LA ENCARNACION,10",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"PLAZA ENCARNACION,4",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"PLAZA ENCARNACION,4",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE LA ESCALINATA,9",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DEL ESPEJO,12",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DEL FACTOR,5",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DEL FACTOR,14",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE LA FLOR BAJA,5",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE LA FLOR BAJA,6",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LA FLOR BAJA,11",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE FOMENTO,36",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"PLAZA GABRIEL MIRO,1",Verde,Línea,11
01  CENTRO,01-01 PALACIO,"PLAZA GABRIEL MIRO,2",Verde,Línea,15
01  CENTRO,01-01 PALACIO,"PLAZA GABRIEL MIRO,4",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"PLAZA GABRIEL MIRO,7",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"PLAZA GABRIEL MIRO,7",Verde,Batería,10
01  CENTRO,01-01 PALACIO,"CALLE DE GRAFAL,6",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"AVENIDA GRAN VIA DE SAN FRANCISCO,4",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"AVENIDA GRAN VIA DE SAN FRANCISCO,5",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"AVENIDA GRAN VIA DE SAN FRANCISCO,6",Verde,Línea,9
01  CENTRO,01-01 PALACIO,"AVENIDA GRAN VIA DE SAN FRANCISCO,9",Verde,Línea,11
01  CENTRO,01-01 PALACIO,"AVENIDA GRAN VIA DE SAN FRANCISCO,11",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"AVENIDA GRAN VIA DE SAN FRANCISCO,11",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"AVENIDA GRAN VIA DE SAN FRANCISCO,11",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"AVENIDA GRAN VIA DE SAN FRANCISCO,17",Verde,Línea,17
01  CENTRO,01-01 PALACIO,"AVENIDA GRAN VIA DE SAN FRANCISCO,17",Verde,Línea,7
01  CENTRO,01-01 PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,Verde,Línea,2
01  CENTRO,01-01 PALACIO,AVENIDA GRAN VIA DE SAN FRANCISCO,Verde,Línea,18
01  CENTRO,01-01 PALACIO,"CALLE DE GUILLERMO ROLLAND,2",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE GUILLERMO ROLLAND,11",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DEL HUMILLADERO,3",Verde,Línea,8
01  CENTRO,01-01 PALACIO,"CALLE DEL HUMILLADERO,4",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DEL HUMILLADERO,8",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DEL HUMILLADERO,10",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DEL HUMILLADERO,12",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DEL HUMILLADERO,14",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DEL HUMILLADERO,16",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DEL HUMILLADERO,20",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LA INDEPENDENCIA,3",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE LA INDEPENDENCIA,4",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE ISABEL LA CATOLICA,10",Verde,Línea,14
01  CENTRO,01-01 PALACIO,"CALLE DE ISABEL TINTERO,3",Verde,Línea,13
01  CENTRO,01-01 PALACIO,"CALLE DE JERTE,8",Verde,Línea,21
01  CENTRO,01-01 PALACIO,"CALLE DE JUAN DE HERRERA,3",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,2",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,4",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,6",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,8",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,24",Verde,Línea,8
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,31",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,35",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,45",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,45",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE LEGANITOS,47",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LUCIENTE,3",Verde,Línea,9
01  CENTRO,01-01 PALACIO,"CALLE DE LUCIENTE,11",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE LUCIENTE,15",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LOS MANCEBOS,4",Verde,Línea,8
01  CENTRO,01-01 PALACIO,"CALLE DE LOS MANCEBOS,8",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"CALLE DE LOS MANCEBOS,11",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LOS MANCEBOS,16",Verde,Batería,8
01  CENTRO,01-01 PALACIO,"CALLE DE LOS MANCEBOS,17",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE LOS MANCEBOS,18",Verde,Línea,6
01  CENTRO,01-01 PALACIO,CALLE DEL MANZANARES,Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE MAYOR,48",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE MAYOR,81",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE MAYOR,83",Verde,Batería,2
01  CENTRO,01-01 PALACIO,"CALLE MAYOR,83",Verde,Batería,4
01  CENTRO,01-01 PALACIO,"CALLE MAYOR,85",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE MAYOR,90",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE MAYOR,90",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE MAYOR,92",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE MAYOR,92",Verde,Línea,2
01  CENTRO,01-01 PALACIO,CALLE MAYOR,Verde,Batería,10
01  CENTRO,01-01 PALACIO,CALLE MAYOR,Verde,Línea,20
01  CENTRO,01-01 PALACIO,CALLE MAYOR,Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DEL MEDIODIA GRANDE,3",Verde,Línea,10
01  CENTRO,01-01 PALACIO,"CALLE DEL MEDIODIA GRANDE,22",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE LA MORERIA,4",Verde,Línea,10
01  CENTRO,01-01 PALACIO,"CALLE DE LA MORERIA,7",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LA MORERIA,10",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"CALLE DE LA MORERIA,11",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE LA MORERIA,15",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"PLAZA MORERIA,5",Verde,Batería,4
01  CENTRO,01-01 PALACIO,"CALLE DE NOBLEJAS,2",Verde,Línea,8
01  CENTRO,01-01 PALACIO,"CALLE DE NOBLEJAS,4",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE ORIENTE,3",Verde,Línea,8
01  CENTRO,01-01 PALACIO,"CALLE DE ORIENTE,11",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LA PALOMA,2",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"CALLE DE LA PALOMA,6",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LA PALOMA,13",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DEL PRETIL DE LOS CONSEJOS,7",Verde,Batería,6
01  CENTRO,01-01 PALACIO,"CALLE DE LA PRIORA,2",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"PLAZA PUERTA DE MOROS,3",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CUESTA RAMON,1",Verde,Línea,23
01  CENTRO,01-01 PALACIO,"CALLE DE LA REDONDILLA,5",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LA REDONDILLA,9",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE LA REDONDILLA,14",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE LA REDONDILLA,14",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE LA REDONDILLA,17",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DEL ROSARIO,7",Verde,Línea,8
01  CENTRO,01-01 PALACIO,"CALLE DEL ROSARIO,13",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DEL ROSARIO,17",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DEL ROSARIO,19",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DEL ROSARIO,21",Verde,Línea,43
01  CENTRO,01-01 PALACIO,"CALLE DEL ROSARIO,25",Verde,Línea,10
01  CENTRO,01-01 PALACIO,"CALLE DEL ROSARIO,31",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"COSTANILLA SAN ANDRES,6",Verde,Línea,15
01  CENTRO,01-01 PALACIO,"COSTANILLA SAN ANDRES,10",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,8",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,8",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,10",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,16",Verde,Línea,11
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,16",Verde,Línea,9
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,17",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,22",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,24",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,24",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BERNABE,30",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BUENAVENTURA,1",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BUENAVENTURA,4",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BUENAVENTURA,12",Verde,Línea,13
01  CENTRO,01-01 PALACIO,"CALLE DE SAN BUENAVENTURA,14",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,1",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,2",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,4",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,7",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,9",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,11",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,13",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,14",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,16",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CARRERA SAN FRANCISCO,16",Verde,Línea,4
01  CENTRO,01-01 PALACIO,PLAZA SAN FRANCISCO,Verde,Línea,2
01  CENTRO,01-01 PALACIO,PLAZA SAN FRANCISCO,Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE SAN ISIDRO LABRADOR,6",Verde,Línea,14
01  CENTRO,01-01 PALACIO,"CALLE DE SAN ISIDRO LABRADOR,12",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE SAN JUSTO,1",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"PLAZA SAN MIGUEL,5",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"PLAZA SAN MIGUEL,5",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"PLAZA SAN MIGUEL,5",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"PLAZA SAN NICOLAS,1",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"PLAZA SAN NICOLAS,1",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"COSTANILLA SAN PEDRO,2",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"COSTANILLA SAN PEDRO,8",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"COSTANILLA SAN PEDRO,10",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"COSTANILLA SAN PEDRO,12",Verde,Línea,2
01  CENTRO,01-01 PALACIO,COSTANILLA SAN PEDRO,Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE SANTA CLARA,3",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE SANTA CLARA,8",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CUESTA SANTO DOMINGO,1",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CUESTA SANTO DOMINGO,3",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"PLAZA SANTO DOMINGO,7",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"PLAZA SANTO DOMINGO,12",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"PLAZA SANTO DOMINGO,14",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"PLAZA SEGOVIA NUEVA,1",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,11",Verde,Batería,3
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,12",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,14",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,15",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,16",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,16",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,17",Verde,Línea,9
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,18",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,19",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,20",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,21",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,21",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,24",Verde,Línea,5
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,24",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,25",Verde,Línea,14
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,26",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,26",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,27",Verde,Línea,40
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,31",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,35",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,37",Verde,Línea,9
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,37",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"CALLE DE SEGOVIA,39",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,3",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,5",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,7",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,9",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,13",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,15",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,17",Verde,Línea,8
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,21",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,25",Verde,Línea,3
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,27",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,35",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,39",Verde,Línea,4
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,41",Verde,Línea,7
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,45",Verde,Línea,2
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,47",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,49",Verde,Línea,1
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,53",Verde,Línea,6
01  CENTRO,01-01 PALACIO,"RONDA SEGOVIA,55",Verde,Línea,4
