Distrito	Barrio	Dirección	Tipo de Reserva	Línea / Batería	Número de Plazas
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE LA SIERRA DE LA SAGRA, 15	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA DE LOS FILABRES, 12	PMR	unknown	
13  PUENTE DE VALLECAS	13-02 SAN DIEGO	CALLE  DE LA SIERRA DE MONCHIQUE, 10	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA DE SEGURA, 22	PMR	Línea	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE LA SIERRA DEL VALLE, 34	PMR	Batería	3
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE LA SIERRA DEL VALLE	PMR	Batería	2
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA ELVIRA, 18	PMR	Batería	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA ELVIRA, 29	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA ELVIRA, 31	PMR	unknown	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA ELVIRA, 36	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA ELVIRA, 37	PMR	Línea	4
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA ELVIRA, 42	PMR	Línea	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE LA SIERRA FALADORA, 1	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA LLERENA, 7	PMR	unknown	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA MADRONA, 18	PMR	Línea	2
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA MADRONA, 32	PMR	unknown	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE LA SIERRA MENERA, 7	PMR	unknown	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	PLAZA  DE LA SIERRA MINISTRA, 1	PMR	unknown	1
13  PUENTE DE VALLECAS	13-02 SAN DIEGO	CALLE  DE LA SIERRA MOLINA, 20	PMR	Línea	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE LA SIERRA SALVADA, 32	PMR	Batería	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE LA SIERRA SALVADA, 33	PMR	Línea	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE LA SIERRA SALVADA, 35	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA TOLEDANA, 7	PMR	Batería	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA TOLEDANA, 13	PMR	Batería	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA TOLEDANA, 15	PMR	unknown	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE LA SIERRA TOLEDANA, 31 I	PMR	Batería	2
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR, 4	PMR	unknown	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR, 6	PMR	unknown	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR, 101	PMR	Línea	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR, 173	PMR	Batería	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR, 201	PMR	Batería	2
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR, 229	PMR	Batería	2
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR, Fte 147	PMR	Batería	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR	PMR	Línea	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR	PMR	Batería	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR	PMR	Batería	2
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR	PMR	Batería	2
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	RONDA SUR	PMR	Batería	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE TANGER, 2	PMR	unknown	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE TANGER, 22	PMR	unknown	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE TANGER, 27	PMR	Línea	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE TANGER, 31	PMR	Batería	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE TANGER, 31	PMR	Línea	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE TANGER, 40	PMR	Línea	2
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE TANGER, Fte 9	PMR	unknown	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DEL TEJAR DE LA PASTORA	PMR	Línea	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DEL TENIENTE MUÑOZ DIAZ, 2	PMR	Línea	2
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DEL TENIENTE MUÑOZ DIAZ, 13	PMR	Batería	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DEL TENIENTE MUÑOZ DIAZ, 23	PMR	Línea	1
13  PUENTE DE VALLECAS	13-02 SAN DIEGO	CALLE  DE TERESA MAROTO, 13	PMR	Línea	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE LA TIERRUCA, 2	PMR	Batería	2
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE LA TIERRUCA, 3	PMR	Batería	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE LA TIERRUCA, 6	PMR	Batería	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DE LA TIERRUCA, 27	PMR	unknown	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE TISCAR, 5	PMR	unknown	1
13  PUENTE DE VALLECAS	13-02 SAN DIEGO	CALLE  DE TOMAS ESTEBAN, 26	PMR	unknown	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE TORREMOLINOS, 8	PMR	Batería	2
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE TORREMOLINOS, 14	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE TORREMOLINOS, 2 C	PMR	Batería	2
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE TORREMOLINOS	PMR	Batería	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE TORREPEROGIL, 1	PMR	Batería	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE TORREPEROGIL, 5	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DEL TRANVIA DE ARGANDA, 1	PMR	Batería	2
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DEL TRANVIA DE ARGANDA, 2	PMR	Batería	2
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE TRISTANA, 3	PMR	Batería	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE TRISTANA, 5	PMR	unknown	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE TRISTANA, 6	PMR	Batería	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE TRISTANA, 14	PMR	Batería	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE TRISTANA, 14 H	PMR	Batería	2
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE TRISTANA, 8 B	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DEL TROLE, 1	PMR	Línea	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE UCEDA, 22	PMR	unknown	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE UCEDA, 67	PMR	Batería	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE UCEDA, 112	PMR	Batería	1
13  PUENTE DE VALLECAS	13-02 SAN DIEGO	CALLE  DE URBANO MARTIN, 1	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CAMINO  DE VALDERRIBAS, 14	PMR	Línea	2
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CAMINO  DE VALDERRIBAS, 24	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CAMINO  DE VALDERRIBAS, 46	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CAMINO  DE VALDERRIBAS, 71	PMR	unknown	
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CAMINO  DE VALDERRIBAS, 78	PMR	Línea	2
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CAMINO  DE VALDERRIBAS, 79	PMR	Batería	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VALENTIN SAN NARCISO, 1	PMR	Línea	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VALENTIN SAN NARCISO, 2	PMR	unknown	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VALENTIN SAN NARCISO, 5	PMR	Línea	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VALENTIN SAN NARCISO, 10	PMR	Línea	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VALENTIN SAN NARCISO, 13	PMR	Línea	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VALENTIN SAN NARCISO, 26	PMR	Línea	2
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE LOS VECINOS DEL POZO, 3 A	PMR	Línea	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE LOS VECINOS DEL POZO, Fte 16	PMR	Batería	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE VEDRA, 16 I	PMR	Línea	2
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE VEDRA, 21 F	PMR	Línea	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE VEDRA, 33 A	PMR	unknown	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VELEZ MALAGA, 3	PMR	unknown	2
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VELEZ MALAGA, 11	PMR	Línea	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VELEZ MALAGA, 17	PMR	Línea	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VELEZ MALAGA, 23	PMR	unknown	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE VENANCIO MARTIN, 19	PMR	Línea	2
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE VENANCIO MARTIN, 28	PMR	Línea	2
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE VENANCIO MARTIN, 37	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE VENANCIO MARTIN, 50	PMR	unknown	2
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE VENANCIO MARTIN	PMR	Línea	1
13  PUENTE DE VALLECAS	13-06 NUMANCIA	CALLE  DE VENANCIO MARTIN	PMR	Línea	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DEL VESUBIO, 4	PMR	unknown	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DEL VESUBIO, 6	PMR	Línea	1
13  PUENTE DE VALLECAS	13-05 PORTAZGO	CALLE  DEL VESUBIO, 12	PMR	Línea	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE VILLACARRILLO, 14 K	PMR	Línea	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE VILLACARRILLO, 3 T	PMR	Batería	3
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 9	PMR	Línea	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 16	PMR	Línea	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 20	PMR	Batería	2
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 25	PMR	Línea	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 30	PMR	Línea	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 31	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 39	PMR	Línea	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 40	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 45	PMR	Línea	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 47	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 51	PMR	Batería	2
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 57	PMR	Línea	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 69	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 71	PMR	unknown	2
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 73	PMR	Batería	2
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 91	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 97	PMR	unknown	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 103	PMR	unknown	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 103	PMR	unknown	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 103	PMR	unknown	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 105	PMR	unknown	2
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 129	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 129	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 135	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 137	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, 141	PMR	Batería	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, Fte 123	PMR	unknown	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS, Fte 51	PMR	unknown	1
13  PUENTE DE VALLECAS	13-04 PALOMERAS SURESTE	CALLE  DE VILLALOBOS	PMR	Línea	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE VILLARTA, 2	PMR	Batería	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE VILLARTA, 99	PMR	Batería	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VIRIDIANA, 4	PMR	unknown	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VIRIDIANA, 13 A	PMR	unknown	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VIRIDIANA, 7 D	PMR	Línea	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VIRIDIANA	PMR	Línea	1
13  PUENTE DE VALLECAS	13-02 SAN DIEGO	CALLE  DEL VIZCONDE DE ARLESSON, 8	PMR	Línea	1
13  PUENTE DE VALLECAS	13-02 SAN DIEGO	CALLE  DEL VIZCONDE DE ARLESSON, 43	PMR	unknown	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VOLVER A EMPEZAR, 2	PMR	Batería	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VOLVER A EMPEZAR, 2	PMR	Batería	1
13  PUENTE DE VALLECAS	13-03 PALOMERAS BAJAS	CALLE  DE VOLVER A EMPEZAR, 8	PMR	Batería	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE YUSTE, 3	PMR	unknown	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE YUSTE, 16	PMR	unknown	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE YUSTE, 20	PMR	Línea	1
13  PUENTE DE VALLECAS	13-01 ENTREVÍAS	CALLE  DE YUSTE, 20	PMR	Línea	1
14  MORATALAZ	14-05 FONTARRÓN	(Sin Asignar)	PMR	Batería	2
14  MORATALAZ	14-05 FONTARRÓN	(Sin Asignar)	PMR	Batería	2
14  MORATALAZ	14-06 VINATEROS	(Sin Asignar)	PMR	Batería	1
14  MORATALAZ	14-01 PAVONES	(Sin Asignar)	PMR	Batería	1
14  MORATALAZ	14-06 VINATEROS	(Sin Asignar)	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	(Sin Asignar)	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	(Sin Asignar)	PMR	Línea	1
14  MORATALAZ	14-01 PAVONES	(Sin Asignar)	PMR	Línea	1
14  MORATALAZ	14-06 VINATEROS	(Sin Asignar)	PMR	Batería	1
14  MORATALAZ	14-06 VINATEROS	(Sin Asignar)	PMR	Línea	2
14  MORATALAZ	14-04 MEDIA LEGUA	(Sin Asignar)	PMR	Batería	2
14  MORATALAZ	14-06 VINATEROS	(Sin Asignar)	PMR	Batería	2
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ALCALDE GARRIDO JUARISTI, 14	PMR	Línea	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ALCALDE GARRIDO JUARISTI, 16	PMR	Línea	3
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ALCALDE LUIS MARICHALAR, 4	PMR	Batería	2
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DE ALFREDO BRAÑAS, 5	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE ANTONIO CUMELLA, 3	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE ANTONIO CUMELLA, 9	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE ANTONIO CUMELLA, 23	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE ANTONIO CUMELLA, 23	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE ANTONIO CUMELLA, 29	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE ANTONIO CUMELLA	PMR	Batería	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO BELINCOSO, 5	PMR	Batería	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO BELINCOSO, 11	PMR	Batería	2
14  MORATALAZ	14-03 MARROQUINA	CALLE  DEL ARROYO BELINCOSO, 20	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DEL ARROYO BELINCOSO, 44	PMR	Línea	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DEL ARROYO BELINCOSO, 48	PMR	Línea	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LA MEDIA LEGUA, 4	PMR	Batería	
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LA MEDIA LEGUA, 10	PMR	Batería	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LA MEDIA LEGUA, 18	PMR	Batería	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LA MEDIA LEGUA, 18	PMR	Línea	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LA MEDIA LEGUA, 46	PMR	Batería	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LA MEDIA LEGUA, 49	PMR	Batería	3
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LA MEDIA LEGUA, 66	PMR	Línea	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LA MEDIA LEGUA, fte n 18	PMR	Batería	3
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LAS PILILLAS, 13	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DEL ARROYO DE LAS PILILLAS, 14	PMR	Línea	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DEL ARROYO DE LAS PILILLAS, 24	PMR	Batería	2
14  MORATALAZ	14-03 MARROQUINA	CALLE  DEL ARROYO DE LAS PILILLAS, 30	PMR	Batería	2
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LAS PILILLAS, 37	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DEL ARROYO DE LAS PILILLAS, 56	PMR	Línea	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DEL ARROYO DE LAS PILILLAS, Pz Encuentro	PMR	Batería	1
14  MORATALAZ	14-04 MEDIA LEGUA	CALLE  DEL ARROYO DE LAS PILILLAS	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 7	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 25	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 27	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 39	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 51	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 53	PMR	Batería	2
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 53	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 61	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 69	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 79	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 89	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 107	PMR	Línea	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 121	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 135	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 135	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 143	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 153	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 171	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 197	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 223	PMR	Batería	2
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 247	PMR	Línea	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 257	PMR	Línea	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 271	PMR	Batería	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 275	PMR	Línea	1
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 299	PMR	Batería	2
14  MORATALAZ	14-05 FONTARRÓN	CALLE  DEL ARROYO FONTARRON, 317	PMR	Línea	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 335	PMR	Línea	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 355	PMR	Línea	2
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 355	PMR	Batería	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 357	PMR	Línea	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 363	PMR	Batería	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 365	PMR	Batería	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 391	PMR	Batería	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 393	PMR	Batería	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 397	PMR	Batería	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 419	PMR	Batería	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 437	PMR	Batería	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON, 467	PMR	Línea	1
14  MORATALAZ	14-01 PAVONES	CALLE  DEL ARROYO FONTARRON	PMR	Batería	5
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE AUGUSTO GONZALEZ BESADA, 6	PMR	Batería	2
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE AUGUSTO GONZALEZ BESADA, 8	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE AUGUSTO GONZALEZ BESADA, 10	PMR	Batería	1
14  MORATALAZ	14-03 MARROQUINA	CALLE  DE AUGUSTO GONZALEZ BESADA, 12	PMR	Batería	2
