ID,DISTRITO,COD-BARRIO,COD-DISTRITO,BARRIO,VIA,NUMERO,L-B,PLAZAS
C-5386,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL LUIS DE ORO,9,Línea,1
C-5387,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL LUIS DE ORO,21,Línea,1
C-5388,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE LUIS DE ZULUETA,4,unknown,
C-5389,CARABANCHEL,11-07,11,ABRANTES,CALLE  DE LUIS DOMINGO,10,Línea,1
C-5390,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE LUIS GOMEZ,18,Línea,1
C-5391,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LA MADRE CELESTE,1 A,Línea,1
C-5392,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LA MADRE CELESTE,5,Línea,1
C-5393,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE MANUEL CARMONA,1,Línea,1
C-5394,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE MANUEL FERNANDEZ CABALLERO,12,Batería,1
C-5395,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE MANUEL GALINDO,1,Batería,1
C-5396,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE MANUEL GALINDO,15,Batería,1
C-5397,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE MANUEL LAMELA,21,Línea,1
C-5398,CARABANCHEL,11-03,11,SAN ISIDRO,AVENIDA  DEL MANZANARES,62,Línea,1
C-5399,CARABANCHEL,11-03,11,SAN ISIDRO,AVENIDA  DEL MANZANARES,64,Línea,1
C-5400,CARABANCHEL,11-03,11,SAN ISIDRO,AVENIDA  DEL MANZANARES,72,Línea,1
C-5401,CARABANCHEL,11-03,11,SAN ISIDRO,AVENIDA  DEL MANZANARES,78,Línea,1
C-5402,CARABANCHEL,11-03,11,SAN ISIDRO,AVENIDA  DEL MANZANARES,86,Línea,2
C-5403,CARABANCHEL,11-03,11,SAN ISIDRO,AVENIDA  DEL MANZANARES,92,Línea,1
C-5404,CARABANCHEL,11-01,11,COMILLA,AVENIDA  DEL MANZANARES,142,Línea,1
C-5405,CARABANCHEL,11-01,11,COMILLA,AVENIDA  DEL MANZANARES,158,Línea,1
C-5406,CARABANCHEL,11-01,11,COMILLA,AVENIDA  DEL MANZANARES,164,Línea,1
C-5407,CARABANCHEL,11-01,11,COMILLA,AVENIDA  DEL MANZANARES,170,Línea,1
C-5408,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL MARAVEDI,12,Línea,1
C-5409,CARABANCHEL,11-04,11,VISTA ALEGRE,PASEO  DE MARCELINO CAMACHO,14,Línea,1
C-5410,CARABANCHEL,11-04,11,VISTA ALEGRE,PASEO  DE MARCELINO CAMACHO,16,Línea,1
C-5411,CARABANCHEL,11-04,11,VISTA ALEGRE,PASEO  DE MARCELINO CAMACHO,29,Línea,1
C-5412,CARABANCHEL,11-04,11,VISTA ALEGRE,PASEO  DE MARCELINO CAMACHO,30,Línea,1
C-5413,CARABANCHEL,11-04,11,VISTA ALEGRE,PASEO  DE MARCELINO CAMACHO,45,Línea,1
C-5414,CARABANCHEL,11-01,11,COMILLA,CALLE  DE MARIA GUERRERO,16,Línea,2
C-5415,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE MARIA MARTINEZ,5,Línea,1
C-5416,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE MARIA ODIAGA,10,Batería,3
C-5417,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE MARIA ODIAGA,64,Línea,2
C-5418,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE MARIA ZURITA,33,Línea,1
C-5419,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LOS MARIANISTAS,3,Línea,1
C-5420,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LOS MARIANISTAS,7,Línea,1
C-5421,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE MARINA LAVANDEIRA,2,Línea,2
C-5422,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE MARINA LAVANDEIRA,13,Línea,1
C-5423,CARABANCHEL,11-01,11,COMILLA,CALLE  DEL MARQUES DE JURA REAL,12,Batería,1
C-5424,CARABANCHEL,11-01,11,COMILLA,CALLE  DEL MARQUES DE JURA REAL,16,Batería,1
C-5425,CARABANCHEL,11-01,11,COMILLA,CALLE  DEL MARQUES DE JURA REAL,23,Batería,1
C-5426,CARABANCHEL,11-01,11,COMILLA,CALLE  DEL MARQUES DE JURA REAL,27,Batería,1
C-5427,CARABANCHEL,11-03,11,SAN ISIDRO,GLORIETA  DEL MARQUES DE VADILLO,9,Línea,1
C-5428,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE LA MARQUESA DE ARGÜESO,22,Línea,1
C-5429,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE LA MARQUESA DE ARGÜESO,37,Línea,1
C-5430,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE MASCARAQUE,7,Línea,1
C-5431,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE MASCARAQUE,37,Línea,1
C-5432,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE MASCARAQUE,46,Línea,1
C-5433,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE MATILDE HERNANDEZ,4,Línea,2
C-5434,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE MATILDE HERNANDEZ,36,Línea,1
C-5435,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE MATILDE HERNANDEZ,47,Batería,1
C-5436,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE MATILDE HERNANDEZ,50,Línea,1
C-5437,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE MATILDE HERNANDEZ,86,Línea,2
C-5438,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE MATILDE HERNANDEZ,98,Línea,1
C-5439,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE MEDINA SIDONIA,4,Línea,1
C-5440,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE LA MELISA,1,Línea,1
C-5441,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE LA MELISA,9,Línea,1
C-5442,CARABANCHEL,11-05,11,PUERTA BONITA,PLAZA  DE MENDEZ PARADA,2,Batería,1
C-5443,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE MERCEDES ARTEAGA,13,Batería,1
C-5444,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE MERCEDES ARTEAGA,15,Batería,1
C-5445,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE MERCEDES ARTEAGA,20,Línea,4
C-5446,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE MERCEDES ARTEAGA,21,Batería,1
C-5447,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE MERCEDES ARTEAGA,26,Batería,1
C-5448,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE MERCEDES ARTEAGA,48,Batería,1
C-5449,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE MERCEDES RODRIGUEZ,11,Línea,1
C-5450,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE MIGUEL MAYOR,2,Línea,1
C-5451,CARABANCHEL,11-07,11,ABRANTES,CALLE  DE LOS MINEROS,18,Línea,1
C-5452,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DEL MOCHUELO,6,Batería,1
C-5453,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DEL MOCHUELO,19,Línea,1
C-5454,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL MONASTERIO DE POBLET,8,Línea,1
C-5455,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DEL MONSEÑOR OSCAR ROMERO,8,Línea,1
C-5456,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DEL MONSEÑOR OSCAR ROMERO,30,Línea,1
C-5457,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL MONSEÑOR OSCAR ROMERO,68,Línea,1
C-5458,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL MONSEÑOR OSCAR ROMERO,,Batería,2
C-5459,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LOS MORALES,10,Línea,1
C-5460,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LOS MORALES,28,Línea,1
C-5461,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LOS MORALES,29,Línea,1
C-5462,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LOS MORALES,38,Línea,1
C-5463,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LOS MORALES,19 E,Línea,1
C-5464,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LOS MORALES,25 B,Línea,2
C-5465,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE MORENES ARTEAGA,17,Batería,1
C-5466,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE MORENO,9 A,Línea,1
C-5467,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE MORENO,1 B,Línea,1
C-5468,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE MORENO,3 F,Línea,1
C-5469,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE NAJERA,5,Línea,1
C-5470,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE NICOLAS MORALES,42,Línea,1
C-5471,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,7,Línea,2
C-5472,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,10,Línea,2
C-5473,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,15,Línea,1
C-5474,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,20,Batería,1
C-5475,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,25,Línea,1
C-5476,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,43,Línea,1
C-5477,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,59,Línea,1
C-5478,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,65,Línea,1
C-5479,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,93,Línea,1
C-5480,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE FATIMA,96,Línea,1
C-5481,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE NUESTRA SEÑORA DE LA ANTIGUA,26,Línea,1
C-5482,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE NUESTRA SEÑORA DE LA ANTIGUA,36,Línea,1
C-5483,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE NUESTRA SEÑORA DE LA ANTIGUA,54,Línea,2
C-5484,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE NUESTRA SEÑORA DE LA LUZ,31,Línea,1
C-5485,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE NUESTRA SEÑORA DE LA LUZ,,Batería,2
C-5486,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE NUESTRA SEÑORA DE LA SOLEDAD,2,unknown,
C-5487,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE NUESTRA SEÑORA DE LA SOLEDAD,13,Línea,1
C-5488,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE NUESTRA SEÑORA DE LA SOLEDAD,16,Línea,1
C-5489,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE VALVANERA,1,Línea,1
C-5490,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE NUESTRA SEÑORA DE VALVANERA,95,Línea,1
C-5491,CARABANCHEL,11-03,11,SAN ISIDRO,AVENIDA  DE NUESTRA SEÑORA DE VALVANERA,104,unknown,
C-5492,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE NUESTRA SEÑORA DEL ROSARIO,14,Línea,1
C-5493,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,15,Línea,2
C-5494,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,31,Línea,1
C-5495,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,38,Línea,2
C-5496,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,47,Línea,1
C-5497,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,58,Línea,1
C-5498,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,59,Línea,1
C-5499,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,77,Línea,2
C-5500,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,79,Línea,1
C-5501,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,86,Línea,1
C-5502,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,99,Línea,2
C-5503,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,100,Línea,2
C-5504,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE LA OCA,104,Línea,2
C-5505,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LAS ONCE VIGAS,2,Línea,1
C-5506,CARABANCHEL,11-07,11,ABRANTES,CALLE  DE ONTANILLA,2,Línea,2
C-5507,CARABANCHEL,11-07,11,ABRANTES,CALLE  DE ONTANILLA,,Línea,1
C-5508,CARABANCHEL,11-07,11,ABRANTES,AVENIDA  DE OPORTO,1,Línea,1
C-5509,CARABANCHEL,11-07,11,ABRANTES,AVENIDA  DE OPORTO,3,Línea,1
C-5510,CARABANCHEL,11-02,11,OPAÑEL,AVENIDA  DE OPORTO,10,Línea,1
C-5511,CARABANCHEL,11-02,11,OPAÑEL,AVENIDA  DE OPORTO,22,Línea,1
C-5512,CARABANCHEL,11-02,11,OPAÑEL,AVENIDA  DE OPORTO,30,Línea,1
C-5513,CARABANCHEL,11-02,11,OPAÑEL,AVENIDA  DE OPORTO,31,Línea,1
C-5514,CARABANCHEL,11-07,11,ABRANTES,AVENIDA  DE OPORTO,31,Línea,1
C-5515,CARABANCHEL,11-07,11,ABRANTES,AVENIDA  DE OPORTO,37,Línea,1
C-5516,CARABANCHEL,11-02,11,OPAÑEL,AVENIDA  DE OPORTO,37,Línea,1
C-5517,CARABANCHEL,11-07,11,ABRANTES,AVENIDA  DE OPORTO,47,Línea,1
C-5518,CARABANCHEL,11-05,11,PUERTA BONITA,AVENIDA  DE OPORTO,61,Línea,2
C-5519,CARABANCHEL,11-05,11,PUERTA BONITA,AVENIDA  DE OPORTO,67,Línea,1
C-5520,CARABANCHEL,11-02,11,OPAÑEL,AVENIDA  DE OPORTO,70,Línea,3
C-5521,CARABANCHEL,11-02,11,OPAÑEL,AVENIDA  DE OPORTO,108,Línea,1
C-5522,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE LA OROPENDOLA,26,Línea,1
C-5523,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE LA OROPENDOLA,Fte 1,Línea,1
C-5524,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE PABLO MONTESINOS,4,Línea,1
C-5525,CARABANCHEL,11-01,11,COMILLA,CALLE  DEL PADRE OLTRA,16,Línea,1
C-5526,CARABANCHEL,11-01,11,COMILLA,CALLE  DEL PADRE OLTRA,71,Batería,1
C-5527,CARABANCHEL,11-07,11,ABRANTES,CALLE  DEL PAPAGAYO,18,Línea,1
C-5528,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PARQUE EUGENIA DE MONTIJO,14,Batería,1
C-5529,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PARQUE EUGENIA DE MONTIJO,18,unknown,
C-5530,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PARQUE EUGENIA DE MONTIJO,28,Batería,1
C-5531,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PARQUE EUGENIA DE MONTIJO,34,Batería,1
C-5532,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PARQUE EUGENIA DE MONTIJO,76,Batería,1
C-5533,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL PATRIMONIO DE LA HUMANIDAD,10,Línea,1
C-5534,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL PATRIMONIO DE LA HUMANIDAD,16,Línea,1
C-5535,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE PAULINA ODIAGA,41,Línea,1
C-5536,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE PAULINA ODIAGA,45,Línea,1
C-5537,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PEDRO CAMPOS,21,Línea,1
C-5538,CARABANCHEL,11-03,11,SAN ISIDRO,AVENIDA  DE PEDRO DIEZ,2,Línea,1
C-5539,CARABANCHEL,11-03,11,SAN ISIDRO,AVENIDA  DE PEDRO DIEZ,26 B,Línea,2
C-5540,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE PEDRO DOMINGO,2,Línea,1
C-5541,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE PEDRO DOMINGO,17,Línea,2
C-5542,CARABANCHEL,11-01,11,COMILLA,CALLE  DE PEDRO YAGÜE,2,Línea,1
C-5543,CARABANCHEL,11-01,11,COMILLA,CALLE  DE PEDRO YAGÜE,3,Línea,1
C-5544,CARABANCHEL,11-01,11,COMILLA,CALLE  DE PEDRO YAGÜE,11,Línea,1
C-5545,CARABANCHEL,11-07,11,ABRANTES,CALLE  DEL PELICANO,17,Línea,1
C-5546,CARABANCHEL,11-07,11,ABRANTES,CALLE  DEL PELICANO,23,Línea,1
C-5547,CARABANCHEL,11-07,11,ABRANTES,CALLE  DEL PELICANO,32,Línea,1
C-5548,CARABANCHEL,11-07,11,ABRANTES,CALLE  DEL PELICANO,35,Línea,1
C-5549,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE PEÑAFIEL,10,Línea,1
C-5550,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE PEREZ ESCRICH,9,Línea,1
C-5551,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE PEREZ ESCRICH,12,Línea,1
C-5552,CARABANCHEL,11-06,11,BUENAVISTA,AVENIDA  DE LA PESETA,23,Línea,3
C-5553,CARABANCHEL,11-06,11,BUENAVISTA,AVENIDA  DE LA PESETA,30,Línea,2
C-5554,CARABANCHEL,11-06,11,BUENAVISTA,AVENIDA  DE LA PESETA,70,Línea,2
C-5555,CARABANCHEL,11-06,11,BUENAVISTA,AVENIDA  DE LA PESETA,70,Línea,2
C-5556,CARABANCHEL,11-06,11,BUENAVISTA,AVENIDA  DE LA PESETA,102,Línea,1
C-5557,CARABANCHEL,11-06,11,BUENAVISTA,AVENIDA  DE LA PESETA,103,Línea,1
C-5558,CARABANCHEL,11-06,11,BUENAVISTA,AVENIDA  DE LA PESETA,32 A,Línea,2
C-5559,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL PESO HISPANO,18,Línea,1
C-5560,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE PIEDRAHITA,7,Línea,1
C-5561,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE PIEDRAHITA,13,Línea,1
C-5562,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL PINAR DE SAN JOSE,23,Línea,1
C-5563,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL PINAR DE SAN JOSE,38,Línea,1
C-5564,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL PINAR DE SAN JOSE,70,Línea,2
C-5565,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PINGÜINO,6,Línea,1
C-5566,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PINGÜINO,21,Batería,2
C-5567,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PINZON,1 A,Línea,1
C-5568,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PINZON,5,Línea,1
C-5569,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PINZON,12,Línea,1
C-5570,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PINZON,25,Línea,1
C-5571,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PINZON,33,Línea,1
C-5572,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PINZON,1 D,Línea,1
C-5573,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DEL PINZON,Fte 48,Línea,1
C-5574,CARABANCHEL,11-04,11,VISTA ALEGRE,TRAVESIA  DEL PINZON,9,Línea,1
C-5575,CARABANCHEL,11-04,11,VISTA ALEGRE,TRAVESIA  DEL PINZON,11,Línea,3
C-5576,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LA PIÑA,1,Línea,1
C-5577,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LA PIÑA,17,Línea,1
C-5578,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE LA PIÑA,Fte 18,Línea,1
C-5579,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE PIQUEÑAS,8,Batería,1
C-5580,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE PIQUEÑAS,16,unknown,
C-5581,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE PIQUEÑAS,37,Línea,1
C-5582,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE LA PLAZA DE TOROS,4,Línea,1
C-5583,CARABANCHEL,11-04,11,VISTA ALEGRE,AVENIDA  DE LA PLAZA DE TOROS,13,Batería,2
C-5584,CARABANCHEL,11-07,11,ABRANTES,AVENIDA  DE LOS POBLADOS,131,Línea,3
C-5585,CARABANCHEL,11-07,11,ABRANTES,AVENIDA  DE LOS POBLADOS,,Línea,1
C-5586,CARABANCHEL,11-06,11,BUENAVISTA,AVENIDA  DE LOS POBLADOS,,Línea,1
C-5587,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,7,Batería,1
C-5588,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,11,Batería,2
C-5589,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,28,Batería,1
C-5590,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,36,Batería,1
C-5591,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,43,Batería,1
C-5592,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,52,Batería,2
C-5593,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,62,Línea,2
C-5594,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,65,Batería,1
C-5595,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,73,Batería,1
C-5596,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,76,Línea,1
C-5597,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,98,Batería,1
C-5598,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE PORTALEGRE,102,Línea,1
C-5599,CARABANCHEL,11-07,11,ABRANTES,CALLE  DE PORTALEGRE,112,Batería,1
C-5600,CARABANCHEL,11-07,11,ABRANTES,CALLE  DE PORTALEGRE,114,Batería,1
C-5601,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE PUEBLA DE MONTALBAN,18,Línea,1
C-5602,CARABANCHEL,11-03,11,SAN ISIDRO,PASEO  DEL QUINCE DE MAYO,9,Línea,3
C-5603,CARABANCHEL,11-03,11,SAN ISIDRO,PASEO  DEL QUINCE DE MAYO,19,Línea,3
C-5604,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DEL RADIO,3,Línea,2
C-5605,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DEL RADIO,6,Línea,1
C-5606,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DEL RADIO,32,Línea,1
C-5607,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE RAMON SAINZ,5,Línea,1
C-5608,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE RAMON SAINZ,23,Línea,1
C-5609,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE RAMON SAINZ,29,Línea,1
C-5610,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE RAMON SERRANO,14,Línea,1
C-5611,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE RAMON SERRANO,19,Línea,1
C-5612,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DEL RASCON,27,Línea,1
C-5613,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DEL REAL BETIS,42,Línea,1
C-5614,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DEL REAL MADRID,22,Línea,1
C-5615,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DEL REAL MADRID,29,Línea,1
C-5616,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DEL REAL MADRID,34,Línea,1
C-5617,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE RECESVINTO,49,Línea,1
C-5618,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE RECESVINTO,57,Línea,1
C-5619,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DEL REDENTOR,25,Batería,1
C-5620,CARABANCHEL,11-04,11,VISTA ALEGRE,CALLE  DE REINOSA,1,Línea,1
C-5621,CARABANCHEL,11-07,11,ABRANTES,PLAZA  DE LA RENDICION DE BREDA,1,Línea,2
C-5622,CARABANCHEL,11-07,11,ABRANTES,PLAZA  DE LA RENDICION DE BREDA,6,Batería,1
C-5623,CARABANCHEL,11-07,11,ABRANTES,PLAZA  DE LA RENDICION DE BREDA,Fte 12,Batería,1
C-5624,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE ROA,2,Línea,1
C-5625,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE RODRIGUEZ LAZARO,6,Línea,1
C-5626,CARABANCHEL,11-05,11,PUERTA BONITA,CALLE  DE RODRIGUEZ LAZARO,11 B,Línea,1
C-5627,CARABANCHEL,11-07,11,ABRANTES,CALLE  DE RODRIGUEZ VEGA,14,Línea,1
C-5628,CARABANCHEL,11-03,11,SAN ISIDRO,PLAZA  DE ROGER DE FLOR,21,Línea,1
C-5629,CARABANCHEL,11-03,11,SAN ISIDRO,PLAZA  DE ROGER DE FLOR,Fte 4,Línea,1
C-5630,CARABANCHEL,11-03,11,SAN ISIDRO,CALLE  DE ROGER DE LAURIA,2 B,Línea,1
C-5631,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE RUFINO REJON,2,unknown,
C-5632,CARABANCHEL,11-06,11,BUENAVISTA,CALLE  DE RUFINO REJON,15,Línea,1
C-5633,CARABANCHEL,11-02,11,OPAÑEL,CALLE  DE SALDAÑA,37,Línea,2
