ID,DISTRITO,COD-BARRIO,COD-DISTRITO,BARRIO,VIA,NUMERO,L-B,PLAZAS
C-3582,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DEL DOCTOR SEVERO OCHOA,7,Línea,1
C-3583,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DEL DOCTOR SEVERO OCHOA,,Línea,1
C-3584,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DEL DOCTOR SEVERO OCHOA,,Línea,1
C-3585,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE DOROTEO BENACHE,20,Línea,1
C-3586,MONCLOA-ARAVACA,09-06,09,EL PLANTÍO,CALLE  DE DURANGO,32,unknown,
C-3587,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE EMERENCIANA ZURILLA,25,Línea,1
C-3588,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,PLAZA  DE ESPAÑA,17,Línea,1
C-3589,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,PLAZA  DE ESPAÑA,17,Línea,1
C-3590,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE ESTANISLAO FIGUERAS,7,Línea,1
C-3591,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE LOS ESTUDIANTES,4,Línea,1
C-3592,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DEL ESTUDIO,4,Línea,1
C-3593,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE EVARISTO SAN MIGUEL,6,Línea,1
C-3594,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE EVARISTO SAN MIGUEL,15,Línea,1
C-3595,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE FEDERICO CARLOS SAINZ DE ROBLES,3,Línea,1
C-3596,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE FEDERICO CARLOS SAINZ DE ROBLES,4,Línea,1
C-3597,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE FEDERICO CARLOS SAINZ DE ROBLES,10,Línea,1
C-3598,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE FEDERICO CARLOS SAINZ DE ROBLES,16,Línea,1
C-3599,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE FEDERICO CARLOS SAINZ DE ROBLES,27,Línea,1
C-3600,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE FEDERICO CARLOS SAINZ DE ROBLES,,Línea,1
C-3601,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE FELIPE MORATILLA,3,Línea,1
C-3602,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE FELIPE MORATILLA,6,Línea,1
C-3603,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE FELIPE MORATILLA,16,Línea,1
C-3604,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FERRAZ,18,Línea,3
C-3605,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FERRAZ,25,Línea,1
C-3606,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FERRAZ,27,Línea,1
C-3607,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FERRAZ,41,Línea,2
C-3608,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FERRAZ,51,Línea,1
C-3609,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FERRAZ,59,Línea,1
C-3610,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FERRAZ,73,Línea,2
C-3611,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FERRAZ,88,Línea,1
C-3612,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FERRAZ,110,Línea,2
C-3613,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA FLORIDA,6,Línea,1
C-3614,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA FLORIDA,16,Línea,1
C-3615,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA FLORIDA,24,Línea,1
C-3616,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA FLORIDA,24,Línea,1
C-3617,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA FLORIDA,26,Línea,1
C-3618,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA FLORIDA,29,Línea,2
C-3619,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA FLORIDA,39,Línea,1
C-3620,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE FRANCISCO DE DIEGO,8,Línea,1
C-3621,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FRANCISCO LOZANO,1,Batería,1
C-3622,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FRANCISCO LOZANO,3,Batería,1
C-3623,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FRANCISCO LOZANO,8,Línea,1
C-3624,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FRANCISCO LOZANO,9,Batería,1
C-3625,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE FRANCISCO LOZANO,20,Línea,1
C-3626,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE FRANCISCO SANFIZ,14,Línea,1
C-3627,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE FRANCISCO Y JACINTO ALCANTARA,2,Línea,1
C-3628,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE FRANCOS RODRIGUEZ,73,Batería,1
C-3629,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE FRANCOS RODRIGUEZ,83,Línea,3
C-3630,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE FRANCOS RODRIGUEZ,100,Línea,1
C-3631,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE LA FUENTE DEL ROMERO,24,Batería,1
C-3632,MONCLOA-ARAVACA,09-07,09,ARAVACA,AVENIDA  DE LA GALAXIA,19,Línea,1
C-3633,MONCLOA-ARAVACA,09-07,09,ARAVACA,AVENIDA  DE LA GALAXIA,25,Línea,1
C-3634,MONCLOA-ARAVACA,09-07,09,ARAVACA,AVENIDA  DE LA GALAXIA,28,Línea,1
C-3635,MONCLOA-ARAVACA,09-07,09,ARAVACA,AVENIDA  DE LA GALAXIA,38,Línea,1
C-3636,MONCLOA-ARAVACA,09-05,09,VALDEMARÍN,CALLE  DE GANIMEDES,19,Línea,3
C-3637,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DEL GENERAL CADENAS CAMPOS,9,Línea,1
C-3638,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DEL GENERAL CADENAS CAMPOS,18,Línea,1
C-3639,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DEL GENERAL CADENAS CAMPOS,24,Línea,1
C-3640,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DEL GENERAL CADENAS CAMPOS,30,Línea,1
C-3641,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DEL GENERAL CADENAS CAMPOS,36,Línea,1
C-3642,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE LA GOLONDRINA,53,Línea,2
C-3643,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE HOCES DE LA HERMIDA,86,Línea,1
C-3644,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE HOYOS DEL ESPINO,14,Línea,1
C-3645,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE HUMERA,40,Línea,2
C-3646,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE LA ILUSTRACION,4,Línea,1
C-3647,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE LA ILUSTRACION,17,Línea,1
C-3648,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE IRUN,,Línea,1
C-3649,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE ISAAC PERAL,56,Línea,1
C-3650,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE ISIDRO DOMPABLO,1,Línea,1
C-3651,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE ISIDRO DOMPABLO,5,Línea,1
C-3652,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE LA ISLA CRISTINA,9,Línea,2
C-3653,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE LAS ISLAS ALMIRANTES,16,Línea,1
C-3654,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE LAS ISLAS BISAGOS,17,Línea,1
C-3655,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE JOSE FENTANES,98,Línea,1
C-3656,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE JUAN ALVAREZ MENDIZABAL,2,Línea,2
C-3657,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE JUAN ALVAREZ MENDIZABAL,15,Línea,1
C-3658,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE JUAN ALVAREZ MENDIZABAL,37,Línea,1
C-3659,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE JUAN ALVAREZ MENDIZABAL,42,Línea,3
C-3660,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE JUAN ALVAREZ MENDIZABAL,43,Línea,4
C-3661,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE JUAN ALVAREZ MENDIZABAL,45,Línea,1
C-3662,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE JUAN ALVAREZ MENDIZABAL,68,Línea,1
C-3663,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE JUAN ALVAREZ MENDIZABAL,72,Línea,1
C-3664,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE JUAN ALVAREZ MENDIZABAL,93,Línea,2
C-3665,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,AVENIDA  DE JUAN ANDRES,15,Línea,2
C-3666,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,AVENIDA  DE JUAN ANDRES,24,Línea,1
C-3667,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,AVENIDA  DE JUAN ANDRES,30,Línea,2
C-3668,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,AVENIDA  DE JUAN ANDRES,54,Línea,1
C-3669,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE JUAN MONTALVO,5,Batería,1
C-3670,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE JUAN MONTALVO,12,Línea,1
C-3671,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE JUAN MONTALVO,17,Batería,3
C-3672,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE JUAN MONTALVO,25,Batería,1
C-3673,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,PASEO  DE JUAN XXIII,54,Línea,1
C-3674,MONCLOA-ARAVACA,09-05,09,VALDEMARÍN,CALLE  DE LA SALLE,10,Línea,1
C-3675,MONCLOA-ARAVACA,09-05,09,VALDEMARÍN,CALLE  DE LA SALLE,12,Batería,1
C-3676,MONCLOA-ARAVACA,09-05,09,VALDEMARÍN,CALLE  DE LA SALLE,12,Batería,1
C-3677,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA LANZADA,28,Línea,1
C-3678,MONCLOA-ARAVACA,09-05,09,VALDEMARÍN,CAMINO  DEL LAVADERO,,Línea,1
C-3679,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LOECHES,2,Línea,1
C-3680,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LOECHES,7,Línea,1
C-3681,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE LUISA FERNANDA,5,Línea,1
C-3682,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE LUISA FERNANDA,12,Línea,1
C-3683,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE LUISA FERNANDA,13,Línea,1
C-3684,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,PASEO  DE LA MAESTRA MARÍA SÁNCHEZ ARBOS,16,Línea,1
C-3685,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,PASEO  DE LA MAESTRA MARÍA SÁNCHEZ ARBOS,,Línea,1
C-3686,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE MAGDALENA DIAZ,13,Línea,1
C-3687,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE MARIA AUXILIADORA,5,Batería,1
C-3688,MONCLOA-ARAVACA,09-07,09,ARAVACA,PLAZA  DEL MARQUES DE CAMARINES,7,unknown,1
C-3689,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DEL MARQUES DE MONISTROL,,Batería,1
C-3690,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE MARTIN DE LOS HEROS,65,Línea,1
C-3691,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE MARTIN DE LOS HEROS,71,Línea,1
C-3692,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE MARTIN DE LOS HEROS,59 B,unknown,
C-3693,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE MARTIN FIERRO,7,unknown,2
C-3694,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,AVENIDA  DE LOS MARTIRES MARISTAS,4,Línea,1
C-3695,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DEL MECANICO RADA,1,Línea,1
C-3696,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE MELCHOR CANO,6,Línea,1
C-3697,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE MELENDEZ VALDES,67,Línea,1
C-3698,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE MOZART,7,Línea,1
C-3699,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE MOZART,15,Línea,1
C-3700,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE MOZART,19,Línea,1
C-3701,MONCLOA-ARAVACA,09-06,09,EL PLANTÍO,CALLE  DEL MUSGO,Fte 1,Línea,1
C-3702,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OCHAGAVIA,18,Línea,1
C-3703,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OCHAGAVIA,20,Línea,1
C-3704,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OCHAGAVIA,24,Línea,1
C-3705,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OCHAGAVIA,34,Línea,1
C-3706,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OCHAGAVIA,42,Línea,1
C-3707,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OCHAGAVIA,,Línea,1
C-3708,MONCLOA-ARAVACA,09-06,09,EL PLANTÍO,CALLE  DE OCHANDIANO,35,Línea,2
C-3709,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OFELIA NIETO,7,Línea,1
C-3710,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OFELIA NIETO,19,Línea,1
C-3711,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OFELIA NIETO,41,Línea,1
C-3712,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OFELIA NIETO,45,Línea,1
C-3713,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OFELIA NIETO,47,Línea,1
C-3714,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE OFELIA NIETO,59,Línea,1
C-3715,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DEL OLIVO,34,Línea,1
C-3716,MONCLOA-ARAVACA,09-07,09,ARAVACA,AVENIDA  DE LA OSA MAYOR,96,Batería,1
C-3717,MONCLOA-ARAVACA,09-07,09,ARAVACA,AVENIDA  DE LA OSA MAYOR,50 A,Línea,1
C-3718,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE PEREZ DE VICTORIA,9,Línea,1
C-3719,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE PEREZ DE VICTORIA,,Línea,1
C-3720,MONCLOA-ARAVACA,09-07,09,ARAVACA,TRAVESIA  DE PEREZ DE VICTORIA,4,Línea,1
C-3721,MONCLOA-ARAVACA,09-06,09,EL PLANTÍO,CALLE  DE PILAR ANDRADE,23,Línea,1
C-3722,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,PASEO  DEL PINTOR ROSALES,26,Batería,1
C-3723,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,PASEO  DEL PINTOR ROSALES,32,Batería,1
C-3724,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,PASEO  DEL PINTOR ROSALES,34,Batería,2
C-3725,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,PASEO  DEL PINTOR ROSALES,40 B,Batería,1
C-3726,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE PRINCIPAL DE PROVINCIAS,21,Batería,2
C-3727,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DEL PROFESOR MARTIN ALMAGRO BASCH,,Línea,1
C-3728,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA PUERTA DEL ANGEL,7,Línea,2
C-3729,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA PUERTA DEL ANGEL,14,Línea,2
C-3730,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA PUERTA DEL ANGEL,,Batería,1
C-3731,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DE LA PUERTA DEL ANGEL,,Batería,5
C-3732,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE QUINTANA,1,Línea,1
C-3733,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE QUINTANA,8,Línea,1
C-3734,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE QUINTANA,15,Línea,2
C-3735,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE QUINTANA,18,Línea,1
C-3736,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE QUINTANA,21,Línea,1
C-3737,MONCLOA-ARAVACA,09-06,09,EL PLANTÍO,CALLE  DE RAFAEL VILLA,12,Línea,1
C-3738,MONCLOA-ARAVACA,09-06,09,EL PLANTÍO,CALLE  DE RAFAEL VILLA,54,Batería,1
C-3739,MONCLOA-ARAVACA,09-06,09,EL PLANTÍO,CALLE  DE RAFAEL VILLA,84,Línea,1
C-3740,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE RAFAELA PASCUAL,5,Línea,1
C-3741,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DEL REY FRANCISCO,2,Línea,1
C-3742,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DEL REY FRANCISCO,23,Línea,1
C-3743,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DEL REY FRANCISCO,28,Línea,2
C-3744,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DEL REY,10,Línea,1
C-3745,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,PASEO  DEL REY,32,Línea,1
C-3746,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE RIAZA,5,Línea,1
C-3747,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE RIAZA,34,Línea,1
C-3748,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,1,Batería,2
C-3749,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,7,Batería,1
C-3750,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,21,Línea,2
C-3751,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,41,Línea,2
C-3752,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,51,Línea,1
C-3753,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,79,Línea,1
C-3754,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,91,Línea,1
C-3755,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,99,Línea,1
C-3756,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,109,Línea,1
C-3757,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,111,Línea,1
C-3758,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,113,Línea,1
C-3759,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE LA RIBERA DEL MANZANARES,,Batería,1
C-3760,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE RIGEL,5,Línea,1
C-3761,MONCLOA-ARAVACA,09-02,09,ARGÜELLES,CALLE  DE ROMERO ROBLEDO,12,Línea,1
C-3762,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE ROSA LUXEMBURGO,60,Línea,1
C-3763,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE LAS ROSAS DE ARAVACA,1,Línea,1
C-3764,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE LAS ROSAS DE ARAVACA,19,Línea,1
C-3765,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE LAS ROSAS DE ARAVACA,37,Línea,1
C-3766,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SAN CESAR,1,Línea,1
C-3767,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SAN GERARDO,17,Línea,2
C-3768,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SAN GERARDO,24,Línea,1
C-3769,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SAN GERARDO,40,Línea,1
C-3770,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE SAN MARTIN DE PORRES,4,Línea,4
C-3771,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE SAN MARTIN DE PORRES,4,Línea,6
C-3772,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE SAN MARTIN DE PORRES,,Línea,3
C-3773,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SAN POL DE MAR,1 A,Batería,2
C-3774,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SAN POL DE MAR,10,Batería,1
C-3775,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SAN RESTITUTO,4,Línea,2
C-3776,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,14,Batería,1
C-3777,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,25,Batería,1
C-3778,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,26,Batería,1
C-3779,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,36,Línea,2
C-3780,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,38,Batería,2
C-3781,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,40,Batería,1
C-3782,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,41,Batería,3
C-3783,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,48,Línea,3
C-3784,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,63,Línea,1
C-3785,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,67,Línea,2
C-3786,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,75,Línea,3
C-3787,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,CALLE  DE SANCHEZ PRECIADO,77,Línea,1
C-3788,MONCLOA-ARAVACA,09-07,09,ARAVACA,CALLE  DE SANTA BALBINA,6,Línea,1
C-3789,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA COLOMA,3,unknown,
C-3790,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA COLOMA,9,Línea,1
C-3791,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA COMBA,1,Línea,1
C-3792,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA COMBA,4,Línea,1
C-3793,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA COMBA,14,Línea,1
C-3794,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA FE,2,Batería,1
C-3795,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA FE,9,Batería,2
C-3796,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA OLALLA,1,Línea,1
C-3797,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA POLA,13,Línea,1
C-3798,MONCLOA-ARAVACA,09-01,09,CASA DE CAMPO,CALLE  DE SANTA POLA,22,Batería,1
C-3799,MONCLOA-ARAVACA,09-03,09,CIUDAD UNIVERSITARIA,CALLE  DE SANTIAGO RUSIÑOL,12,Línea,1
C-3800,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,AVENIDA  DEL SANTO ANGEL DE LA GUARDA,6,Línea,1
C-3801,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,AVENIDA  DEL SANTO ANGEL DE LA GUARDA,,Línea,1
C-3802,MONCLOA-ARAVACA,09-04,09,VALDEZARZA,AVENIDA  DEL SANTO ANGEL DE LA GUARDA,,Línea,2
