Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
452953,6500000000;4468303,6300000000;30/08/1999; Sin Asignar; Sin Asignar;REAL DE MERINAS, CAÑADA;136;PMR;Batería;1;3;;-3.5541059370;40.3639766650
452934,5000000000;4468319,2400000000;29/04/2002; Sin Asignar; Sin Asignar;REAL DE MERINAS, CAÑADA;136;PMR;Batería;2;6;;-3.5543326560;40.3641161800
452861,3500000000;4467997,9000000000;29/04/2002; Sin Asignar; Sin Asignar;VERTEDERO MUNICIPAL VALDEMINGOMEZ, CARRETERA, DEL;1;PMR;Línea;1;3;;-3.5551704350;40.3612169560
452971,7900000000;4467960,6300000000;30/10/2003; Sin Asignar; Sin Asignar;VERTEDERO MUNICIPAL VALDEMINGOMEZ, CARRETERA, DEL;1;PMR;Línea;1;5,5;;-3.5538670710;40.3608869330
452853,2400000000;4468248,4300000000;24/09/2004; Sin Asignar; Sin Asignar;VERTEDERO MUNICIPAL VALDEMINGOMEZ, CARRETERA, DEL;1;PMR;Batería;1;3,5;;-3.5552844540;40.3634732070
452883,0400000000;4468130,5200000000;24/09/2004; Sin Asignar; Sin Asignar;VERTEDERO MUNICIPAL VALDEMINGOMEZ, CARRETERA, DEL;1;PMR;;1;3,5;;-3.5549247510;40.3624132350
452886,8200000000;4468034,9000000000;15/11/2001; Sin Asignar; Sin Asignar;VERTEDERO MUNICIPAL VALDEMINGOMEZ, CARRETERA, DEL;1;PMR;Línea;1;3,5;;-3.5548731850;40.3615515060
453008,6400000000;4468058,9500000000;27/12/2005; Sin Asignar; Sin Asignar;VERTEDERO MUNICIPAL VALDEMINGOMEZ, CARRETERA, DEL;1;PMR;Batería;1;2,6;;-3.5534402170;40.3617753610
440219,2300000000;4474561,9500000000;01/12/2004;01  CENTRO;01-06 SOL;ABADA, CALLE, DE LA;9;PMR;Línea;2;12;;-3.7046680730;40.4195389610
439957,6500000000;4475643,4200000000;15/01/2013;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;37;PMR;Línea;1;5,1;;-3.7078534310;40.4292623980
439971,3000000000;4475680,0700000000;17/02/2017;01  CENTRO;01-05 UNIVERSIDAD;ACUERDO, CALLE, DEL;38;PMR;Línea;1;5,5;;-3.7076959830;40.4295937400
439581,1100000000;4473584,2300000000;25/09/2018;01  CENTRO;01-01 PALACIO;AGUAS, CALLE, DE LAS;4;PMR;Línea;1;5,5;;-3.7120965280;40.4106852160
439561,9600000000;4473610,5700000000;17/06/2024;01  CENTRO;01-01 PALACIO;AGUAS, CALLE, DE LAS;10;PMR;Línea;1;8;;-3.7123246800;40.4109204150
441134,7600000000;4473652,7100000000;06/02/2018;01  CENTRO;01-03 CORTES;ALAMEDA, CALLE, DE LA;14;PMR;Línea;1;4,5;;-3.6937929330;40.4114128150
439112,7100000000;4473644,1900000000;24/02/2006;01  CENTRO;01-01 PALACIO;ALGECIRAS, CALLE, DE;3;PMR;Línea;1;5;;-3.7176224760;40.4111905070
441013,8400000000;4473631,0000000000;26/02/2000;01  CENTRO;01-03 CORTES;ALMADEN, CALLE, DE;5;PMR;Línea;1;6;;-3.6952158730;40.4112087270
441015,1800000000;4474891,5300000000;08/09/2022;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;3;PMR;Línea;1;5,7;;-3.6953170000;40.4225644640
441264,0800000000;4474882,0500000000;08/09/2022;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;29;PMR;Línea;1;6,6;;-3.6923823110;40.4224970270
439825,2500000000;4475397,6500000000;17/01/2020;01  CENTRO;01-05 UNIVERSIDAD;AMANIEL, CALLE, DE;30;PMR;Línea;1;5,02;;-3.7093909640;40.4270386340
439815,3900000000;4475508,5000000000;17/01/2020;01  CENTRO;01-05 UNIVERSIDAD;AMANIEL, CALLE, DE;33;PMR;Línea;2;10;;-3.7095176450;40.4280362110
439922,4300000000;4473448,2500000000;15/12/2023;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;PMR;Batería;1;3,7;;-3.7080611860;40.4094849260
440736,7000000000;4473787,4000000000;13/01/2011;01  CENTRO;01-03 CORTES;AMOR DE DIOS, CALLE, DEL;10;PMR;Línea;1;5;;-3.6984966870;40.4125980350
440540,4400000000;4473162,2100000000;09/05/2001;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;91;PMR;Línea;1;5;;-3.7007512760;40.4069520520
439895,2500000000;4474440,6400000000;02/04/2019;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS;5;PMR;Línea;1;6,4;;-3.7084753200;40.4184224950
440670,7300000000;4475433,4500000000;08/06/2022;01  CENTRO;01-04 JUSTICIA;APODACA, CALLE, DE;15;PMR;Línea;1;8,17;;-3.6994278010;40.4274215990
440115,2800000000;4474275,9200000000;15/11/2010;01  CENTRO;01-06 SOL;ARENAL, TRAVESIA, DEL;4;PMR;Línea;1;5;;-3.7058664710;40.4169543480
441021,2700000000;4475146,5400000000;05/10/2016;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;3;PMR;Línea;1;5,6;;-3.6952689290;40.4248627130
441087,2800000000;4475260,3300000000;30/03/2022;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;19;PMR;Línea;1;5,5;;-3.6945012800;40.4258916300
440582,8700000000;4473322,3300000000;25/06/2024;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;3;PMR;Batería;2;7,4;;-3.7002660950;40.4083977960
440646,7000000000;4473308,6400000000;25/06/2024;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;9;PMR;Batería;1;3,7;;-3.6995126560;40.4082791370
440923,6900000000;4473213,7500000000;17/06/2024;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;28;PMR;Línea;1;8;;-3.6962396340;40.4074437640
440692,7900000000;4474275,1600000000;11/06/2021;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE;10;PMR;Línea;1;5,8;LABORABLES  DE 7,30 A 20 H.;-3.6990596180;40.4169893560
439700,4600000000;4474511,4600000000;11/04/2023;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;9;PMR;Línea;1;8;;-3.7107779230;40.4190462170
439690,0300000000;4474522,3800000000;11/04/2023;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE;11;PMR;Línea;2;16;;-3.7109017960;40.4191438490
440339,8100000000;4473946,1500000000;18/12/2015;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;19;PMR;Línea;1;6,5;;-3.7031890970;40.4140002350
440929,2900000000;4473603,9700000000;02/07/2019;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;95;PMR;Línea;1;7,7;;-3.6962098400;40.4109592040
441048,5300000000;4473534,7100000000;02/07/2019;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;111;PMR;Línea;2;6,5;;-3.6947981300;40.4103444200
440871,7400000000;4473133,4600000000;10/03/2009;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;14;PMR;Línea;1;5,5;;-3.6968443910;40.4067163940
440764,1000000000;4474872,5500000000;05/07/2018;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;29;PMR;Línea;1;5,5;;-3.6982748380;40.4223759610
440545,2400000000;4473573,4100000000;11/03/1999;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;23;PMR;Línea;1;5,15;;-3.7007331700;40.4106570260
439735,0500000000;4475710,1400000000;14/03/2024;01  CENTRO;01-05 UNIVERSIDAD;BALTASAR GRACIAN, CALLE, DE;6;PMR;Línea;1;8;;-3.7104837660;40.4298469870
441183,2400000000;4474999,7900000000;17/10/2018;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;6;PMR;Batería;1;3;;-3.6933460830;40.4235516130
441201,4500000000;4474994,0800000000;17/10/2018;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;8;PMR;Batería;1;3;;-3.6931309370;40.4235013080
441238,4300000000;4474982,2500000000;01/07/2021;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;10;PMR;Batería;2;7;;-3.6926938850;40.4233973160
440648,2900000000;4475371,2600000000;18/10/2019;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;11;PMR;Línea;1;5;;-3.6996864340;40.4268603300
440985,5500000000;4474525,7600000000;14/10/2022;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;1;PMR;Línea;1;8;;-3.6956323560;40.4192669780
440980,8200000000;4474680,4900000000;10/05/2018;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;9;PMR;Línea;1;5;;-3.6957024860;40.4206609270
440981,6800000000;4474778,3500000000;19/09/2018;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;15;PMR;Línea;1;5;;-3.6957013400;40.4215425370
440894,9200000000;4475083,8000000000;16/12/2015;01  CENTRO;01-04 JUSTICIA;BELEN, CALLE, DE;5;PMR;Línea;2;10;;-3.6967524890;40.4242884370
439994,6800000000;4474301,6100000000;02/06/2022;01  CENTRO;01-06 SOL;BORDADORES, CALLE, DE LOS;11;PMR;Línea;1;8;LABORABLES DE 7,15 A 20,15 H.;-3.7072902140;40.4171777440
439998,3200000000;4474312,5800000000;02/06/2022;01  CENTRO;01-06 SOL;BORDADORES, CALLE, DE LOS;13;PMR;Línea;1;5;LABORABLES DE 7.15 A 20.15 H.;-3.7072483880;40.4172765790
439695,5300000000;4473416,1800000000;17/06/2024;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE;7;PMR;Línea;1;8;;-3.7107320860;40.4091792530
441017,2200000000;4475326,9100000000;22/07/2011;01  CENTRO;01-04 JUSTICIA;CAMPOAMOR, CALLE, DE;16;PMR;Línea;1;5;;-3.6953333870;40.4264867610
439713,6900000000;4473224,0100000000;08/11/2021;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;5;PMR;Línea;1;6,5;DOMINGOS Y FESTIVOS DE 0 H. A 16 H;-3.7104999240;40.4074497800
439765,6200000000;4473668,3300000000;17/06/2024;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;9;PMR;Línea;1;8;;-3.7099300020;40.4114556150
439861,3800000000;4473643,3500000000;17/12/2019;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;16;PMR;Línea;1;7,99;;-3.7087990410;40.4112377760
439787,1400000000;4473653,9200000000;13/06/2024;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA;17;PMR;Línea;1;8;;-3.7096750360;40.4113273870
440556,5300000000;4475387,9700000000;01/01/1900;01  CENTRO;01-04 JUSTICIA;CHURRUCA, CALLE, DE;5;PMR;Línea;1;5,5;;-3.7007696680;40.4270042570
440508,4200000000;4475555,6400000000;27/09/1996;01  CENTRO;01-04 JUSTICIA;CHURRUCA, CALLE, DE;27;PMR;Línea;2;10;RESERVADO CONDUCTORES DE VEHÍCULOS AUTORIZADOS LABORABLES DE 9 A 14 h Y DE 16 A 18 H;-3.7013524800;40.4285107920
440674,0300000000;4474655,0300000000;26/05/2023;01  CENTRO;01-04 JUSTICIA;CLAVEL, CALLE, DEL;8;PMR;Línea;1;8;;-3.6993161880;40.4204101430
439868,0400000000;4474182,0600000000;01/07/2010;01  CENTRO;01-01 PALACIO;COMANDANTE LAS MORENAS, PLAZA, DEL;1;PMR;Línea;1;5;;-3.7087714820;40.4160910150
439881,6700000000;4474183,1300000000;01/07/2010;01  CENTRO;01-06 SOL;COMANDANTE LAS MORENAS, PLAZA, DEL;5;PMR;Batería;1;3;;-3.7086109960;40.4161014430
440151,3700000000;4473938,9100000000;30/03/2017;01  CENTRO;01-02 EMBAJADORES;CONCEPCION JERONIMA, CALLE, DE LA;15;PMR;Línea;1;5,5;;-3.7054092510;40.4139211090
440211,3200000000;4473894,9600000000;23/02/2010;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL;5;PMR;Línea;1;5;;-3.7046986690;40.4135293210
439843,7000000000;4475119,0100000000;17/01/2020;01  CENTRO;01-05 UNIVERSIDAD;CONDE DE TORENO, PLAZA, DEL;5;PMR;Línea;1;5,5;;-3.7091469980;40.4245302250
441107,8900000000;4474832,6500000000;08/09/2022;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;1;PMR;Línea;1;6,5;;-3.6942188120;40.4220411820
439659,1200000000;4475304,8300000000;03/03/2009;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;5;PMR;Línea;1;6;;-3.7113404530;40.4261907710
439778,2400000000;4475518,8100000000;27/08/2024;01  CENTRO;01-05 UNIVERSIDAD;CONDE DUQUE, CALLE, DEL;34;PMR;Línea;1;8;;-3.7099565880;40.4281266240
439625,8200000000;4474222,4800000000;17/11/2009;01  CENTRO;01-01 PALACIO;CRUZADA, CALLE, DE LA;3;PMR;Línea;2;10;;-3.7116301970;40.4164375970
439322,6200000000;4473342,8300000000;20/06/2024;01  CENTRO;01-01 PALACIO;DESCARGAS, CUESTA, DE LAS;10;PMR;Línea;1;8;;-3.7151198540;40.4084913600
440251,6800000000;4474735,5100000000;01/12/2004;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;13;PMR;Línea;1;6,02;;-3.7043019530;40.4211043960
440233,5700000000;4474738,4200000000;08/07/2011;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;13;PMR;Línea;1;5,98;;-3.7045157230;40.4211293770
440276,0700000000;4475466,4900000000;09/02/2018;01  CENTRO;01-05 UNIVERSIDAD;DIVINO PASTOR, CALLE, DEL;12;PMR;Línea;1;5,5;;-3.7040830250;40.4276913480
440181,4100000000;4475483,6000000000;18/08/2023;01  CENTRO;01-05 UNIVERSIDAD;DIVINO PASTOR, CALLE, DEL;26;PMR;Línea;1;8;;-3.7052005220;40.4278385410
440428,4500000000;4475429,5000000000;28/01/2002;01  CENTRO;01-05 UNIVERSIDAD;DIVINO PASTOR, CALLE, DEL;Fte 5;PMR;Línea;1;5;;-3.7022833080;40.4273693460
440675,4500000000;4473169,7700000000;10/01/2014;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL;35;PMR;Línea;1;5;;-3.6991609740;40.4070302030
440736,3800000000;4473337,2700000000;12/06/2018;01  CENTRO;01-02 EMBAJADORES;DOCTOR PIGA, CALLE, DEL;7;PMR;Línea;2;9,6;;-3.6984585280;40.4085435570
440758,9600000000;4473320,4000000000;31/07/2018;01  CENTRO;01-02 EMBAJADORES;DOCTOR PIGA, CALLE, DEL;11;PMR;Línea;1;5,7;;-3.6981908420;40.4083926970
439412,5700000000;4473709,2900000000;08/05/2024;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE;15;PMR;Línea;1;8;;-3.7140946610;40.4117992750
440262,4900000000;4475266,4400000000;25/02/2017;01  CENTRO;01-05 UNIVERSIDAD;DOS DE MAYO, CALLE, DEL;2;PMR;Línea;1;4,8;;-3.7042243740;40.4258879060
440267,4900000000;4475302,3700000000;25/02/2017;01  CENTRO;01-05 UNIVERSIDAD;DOS DE MAYO, CALLE, DEL;8;PMR;Línea;2;12;;-3.7041687970;40.4262120850
440060,6100000000;4473923,5300000000;15/06/2022;01  CENTRO;01-02 EMBAJADORES;DUQUE DE RIVAS, CALLE, DEL;2;PMR;Línea;1;8,5;LABORABLES DE LUNES A VIERNES DE 8 A 15 H.;-3.7064775310;40.4137763230
440054,6000000000;4473522,6900000000;24/06/2003;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;12;PMR;Línea;2;10;;-3.7065106480;40.4101649130
440188,2800000000;4473345,4200000000;01/12/2004;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;31;PMR;Línea;3;16,5;;-3.7049185120;40.4085771320
440283,8200000000;4473177,5200000000;21/09/2021;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE;45;PMR;Línea;1;5,5;;-3.7037767790;40.4070715140
439650,0300000000;4474626,2400000000;11/03/2024;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA;4;PMR;Línea;1;8;;-3.7113832530;40.4200765670
439814,5300000000;4474325,3100000000;01/12/2004;01  CENTRO;01-01 PALACIO;ESCALINATA, CALLE, DE LA;15;PMR;Línea;1;6;;-3.7094157730;40.4173781650
440585,9700000000;4473488,1600000000;03/08/2017;01  CENTRO;01-02 EMBAJADORES;ESCUADRA, CALLE, DE LA;12;PMR;Línea;1;5,5;;-3.7002450680;40.4098918410
440151,7100000000;4474100,9100000000;16/08/2023;01  CENTRO;01-06 SOL;ESPARTEROS, CALLE, DE;13;PMR;Línea;2;9,9;;-3.7054205380;40.4153804330
440583,9000000000;4473520,0300000000;04/08/2009;01  CENTRO;01-02 EMBAJADORES;ESPERANZA, CALLE, DE;6;PMR;Línea;1;5,93;;-3.7002724550;40.4101784920
440296,0000000000;4475216,1300000000;26/01/2007;01  CENTRO;01-05 UNIVERSIDAD;ESPIRITU SANTO, CALLE, DEL;28;PMR;Línea;1;6,6;;-3.7038245640;40.4254372170
440178,3100000000;4475235,5900000000;31/03/2016;01  CENTRO;01-05 UNIVERSIDAD;ESPIRITU SANTO, CALLE, DEL;40;PMR;Línea;1;5,5;;-3.7052137580;40.4256046360
440411,8800000000;4474006,1200000000;09/03/2005;01  CENTRO;01-03 CORTES;ESPOZ Y MINA, CALLE, DE;40;PMR;Línea;2;10;;-3.7023453590;40.4145450030
439972,0200000000;4473776,2000000000;03/03/2010;01  CENTRO;01-02 EMBAJADORES;ESTUDIOS, CALLE, DE LOS;2;PMR;Línea;1;5;;-3.7075078230;40.4124423630
439763,0800000000;4474879,4500000000;11/05/2009;01  CENTRO;01-01 PALACIO;FLOR BAJA, CALLE, DE LA;6;PMR;Línea;1;5;;-3.7100747320;40.4223662780
440457,8100000000;4475506,9800000000;15/04/2014;01  CENTRO;01-04 JUSTICIA;FUENCARRAL, CALLE, DE;100;PMR;Línea;1;6,42;;-3.7019444600;40.4280687550
439881,9300000000;4474323,9400000000;23/02/2024;01  CENTRO;01-06 SOL;FUENTES, CALLE, DE LAS;10;PMR;Línea;1;8;;-3.7086211950;40.4173701430
441145,1800000000;4475238,9100000000;23/07/2003;01  CENTRO;01-04 JUSTICIA;GENERAL CASTAÑOS, CALLE, DEL;11;PMR;Línea;1;5,53;;-3.6938168250;40.4257027260
439825,0800000000;4475010,2800000000;14/12/2023;01  CENTRO;01-05 UNIVERSIDAD;GENERAL MITRE, CALLE, DEL;4;PMR;Línea;1;8,01;;-3.7093563000;40.4235488630
439927,4700000000;4473425,8900000000;15/12/2023;01  CENTRO;01-02 EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL;3;PMR;Batería;1;3,7;;-3.7079997650;40.4092835320
439546,1300000000;4473248,0800000000;12/06/2024;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA;5;PMR;Línea;1;8;;-3.7124768570;40.4076541540
439925,7100000000;4474299,1000000000;18/06/2003;01  CENTRO;01-06 SOL;HILERAS, CALLE, DE LAS;8;PMR;Línea;1;7,6;;-3.7081029550;40.4171501280
440610,6800000000;4474803,8900000000;07/06/2012;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;23;PMR;Línea;1;8,01;;-3.7000766750;40.4217463950
440664,9800000000;4474899,8300000000;14/01/2016;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;43;PMR;Línea;1;5,5;;-3.6994456770;40.4226143690
440710,1500000000;4474978,6500000000;16/01/2018;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;57;PMR;Línea;1;6;;-3.6989205610;40.4233274150
440719,5300000000;4474997,2500000000;16/01/2018;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;61;PMR;Línea;1;6,67;;-3.6988117560;40.4234963230
440292,0900000000;4475133,1300000000;21/10/2000;01  CENTRO;01-05 UNIVERSIDAD;JESUS DEL VALLE, CALLE, DE;26;PMR;Línea;1;5,5;;-3.7038628950;40.4246897940
440315,5500000000;4475152,8400000000;21/10/2009;01  CENTRO;01-05 UNIVERSIDAD;JESUS DEL VALLE, CALLE, DE;32;PMR;Línea;1;6,5;;-3.7035882190;40.4248689580
440971,8600000000;4473928,7000000000;03/05/2011;01  CENTRO;01-03 CORTES;JESUS, PLAZA, DE;5;PMR;Línea;1;5,5;;-3.6957382960;40.4138877060
440889,8100000000;4474304,5200000000;17/02/2022;01  CENTRO;01-03 CORTES;JOVELLANOS, CALLE, DE;4;PMR;Línea;1;8;EN HORARIO DE ESPECTÁCULOS;-3.6967401700;40.4172671260
439767,2600000000;4475222,3100000000;10/04/1997;01  CENTRO;01-05 UNIVERSIDAD;JUAN DE DIOS, CALLE, DE;4;PMR;Línea;1;6,1;;-3.7100578290;40.4254547500
439656,0100000000;4474146,7400000000;28/10/2010;01  CENTRO;01-01 PALACIO;JUAN DE HERRERA, CALLE, DE;1;PMR;Línea;1;5;;-3.7112672860;40.4157575540
440087,9600000000;4473635,3700000000;22/04/2019;01  CENTRO;01-02 EMBAJADORES;JUANELO, CALLE, DE;18;PMR;Línea;1;5;;-3.7061280260;40.4111825430
440367,3000000000;4473618,9200000000;05/04/2011;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE;18;PMR;Línea;1;5;;-3.7028345500;40.4110542010
439693,7400000000;4474923,2900000000;01/07/2010;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE;43;PMR;Línea;1;5;;-3.7108960670;40.4227561760
440671,3800000000;4473836,7900000000;16/04/2012;01  CENTRO;01-03 CORTES;LEON, CALLE, DEL;28;PMR;Línea;1;5;;-3.6992710970;40.4130388120
440868,6800000000;4474869,1100000000;03/06/2023;01  CENTRO;01-04 JUSTICIA;LIBERTAD, CALLE, DE LA;30;PMR;Línea;1;8,18;;-3.6970417750;40.4223521260
440773,1200000000;4473921,8100000000;03/05/2011;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;13;PMR;Línea;1;5,6;;-3.6980799750;40.4138116170
440943,7800000000;4473907,8200000000;03/06/1996;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;37;PMR;Línea;2;10,1;;-3.6960672890;40.4136979420
439835,7700000000;4473533,9100000000;04/01/2018;01  CENTRO;01-02 EMBAJADORES;LOPEZ SILVA, CALLE, DE;2;PMR;Línea;1;5,5;;-3.7090906190;40.4102503980
440923,9000000000;4474348,6500000000;27/11/2014;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;19;PMR;Línea;1;5,5;laborables de8 a 15 h.;-3.6963424800;40.4176671650
440941,6500000000;4474361,8400000000;29/07/2019;01  CENTRO;01-03 CORTES;MARQUES DE CASA RIERA, CALLE, DEL;4;PMR;Línea;1;5,5;;-3.6961346110;40.4177881160
440958,5700000000;4474162,2300000000;01/10/2018;01  CENTRO;01-03 CORTES;MARQUES DE CUBAS, CALLE, DEL;27;PMR;Línea;1;5;;-3.6959166010;40.4159903470
441287,2600000000;4475226,2100000000;20/07/2018;01  CENTRO;01-04 JUSTICIA;MARQUES DE LA ENSENADA, CALLE, DEL;3;PMR;Línea;1;5,08;;-3.6921408090;40.4255983900
441146,8800000000;4474946,5900000000;08/09/2022;01  CENTRO;01-04 JUSTICIA;MARQUES DE MONASTERIO, CALLE, DEL;3;PMR;Batería;1;5;;-3.6937697850;40.4230701000
440244,3900000000;4475139,2700000000;01/01/1900;01  CENTRO;01-05 UNIVERSIDAD;MARQUES DE SANTA ANA, CALLE, DEL;20;PMR;Línea;1;5;Reservado:[vehículos minusválidosautorizados];-3.7044258260;40.4247410740
440102,3800000000;4474209,4900000000;14/08/2018;01  CENTRO;01-06 SOL;MAYOR, CALLE;11;PMR;Línea;2;11;;-3.7060122890;40.4163550340
439428,5800000000;4474063,4900000000;01/12/2004;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;81;PMR;Batería;2;4;;-3.7139397900;40.4149910510
440425,4300000000;4473161,1300000000;19/06/2024;01  CENTRO;01-02 EMBAJADORES;MESON DE PAREDES, CALLE, DEL;73;PMR;Línea;1;8;;-3.7021064360;40.4069342330
440114,5700000000;4475204,7000000000;18/06/2018;01  CENTRO;01-05 UNIVERSIDAD;MINAS, CALLE, DE LAS;24;PMR;Línea;1;5,5;;-3.7059622700;40.4253210790
440373,6000000000;4475060,2400000000;19/04/2004;01  CENTRO;01-05 UNIVERSIDAD;MOLINO DE VIENTO, CALLE, DEL;21;PMR;Línea;1;5,1;;-3.7028953980;40.4240386270
440200,6100000000;4475496,6200000000;30/01/2023;01  CENTRO;01-05 UNIVERSIDAD;MONTELEON, CALLE, DE;14;PMR;Línea;1;8;;-3.7049754640;40.4279572580
439545,4900000000;4473901,6200000000;27/01/2023;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;1;PMR;Línea;1;8;;-3.7125464710;40.4135415820
439394,6300000000;4473811,0200000000;01/10/2018;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA;17;PMR;Línea;1;5,5;;-3.7143158800;40.4127140590
440007,2600000000;4475336,0400000000;21/05/2024;01  CENTRO;01-05 UNIVERSIDAD;NORTE, CALLE, DEL;12;PMR;Línea;1;8;;-3.7072395070;40.4264969600
439925,0400000000;4475243,8200000000;03/06/2014;01  CENTRO;01-05 UNIVERSIDAD;NOVICIADO, CALLE, DEL;5 A;PMR;Línea;1;5;;-3.7082000140;40.4256598110
440464,3500000000;4473736,0500000000;13/02/2019;01  CENTRO;01-02 EMBAJADORES;OLIVAR, CALLE, DEL;4;PMR;Línea;1;5;;-3.7017016410;40.4121158340
440867,4300000000;4475118,7100000000;14/01/2008;01  CENTRO;01-04 JUSTICIA;PELAYO, CALLE, DE;68;PMR;Línea;1;6;;-3.6970797050;40.4246009280
440917,7100000000;4475189,1200000000;14/01/2008;01  CENTRO;01-04 JUSTICIA;PELAYO, CALLE, DE;84;PMR;Línea;1;5,7;;-3.6964935690;40.4252382860
440192,3200000000;4475006,9600000000;01/01/1900;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;14;PMR;Línea;1;5;;-3.7050272030;40.4235453110
440128,3200000000;4475050,8700000000;05/11/1999;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;19;PMR;Línea;1;6,2;;-3.7057856270;40.4239369270
440152,3800000000;4475040,0400000000;13/11/2017;01  CENTRO;01-05 UNIVERSIDAD;PEZ, CALLE, DEL;20;PMR;Línea;1;6,5;;-3.7055010390;40.4238409570
439801,6100000000;4475203,5900000000;26/04/2019;01  CENTRO;01-05 UNIVERSIDAD;PONCIANO, CALLE, DE;6;PMR;Línea;1;6,5;;-3.7096511440;40.4252884200
440804,4500000000;4474070,1200000000;18/06/2018;01  CENTRO;01-03 CORTES;PRADO, CALLE, DEL;24;PMR;Línea;2;11;;-3.6977245690;40.4151500470
440319,3300000000;4474858,6300000000;19/08/2013;01  CENTRO;01-05 UNIVERSIDAD;PUEBLA, CALLE, DE LA;13;PMR;Línea;1;5,5;;-3.7035161410;40.4222187420
