Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto Cajetines;Longitud;Latitud
442996,5500000000;4470633,9200000000;24/01/2005;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;CONDE RODRIGUEZ SAN PEDRO, CALLE, DEL;43;PMR;;1;5;;-3.6715809060;40.3843478360
442951,0300000000;4471542,4800000000;18/03/2014;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CONVENIO, CALLE, DEL;19;PMR;Batería;1;6,6;;-3.6721984400;40.3925293860
442975,3300000000;4471276,5700000000;01/02/2021;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CONVENIO, CALLE, DEL;47;PMR;Línea;2;15;;-3.6718884120;40.3901353400
442941,7800000000;4471769,6600000000;03/10/2016;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CONVENIO, CALLE, DEL;S/N;PMR;Batería;1;2,5;;-3.6723278710;40.3945755330
442965,1400000000;4471777,0300000000;07/10/2012;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CONVENIO, CALLE, DEL;S/N;PMR;Batería;3;8,5;;-3.6720531950;40.3946433140
442935,2500000000;4471757,9300000000;03/10/2016;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CONVENIO, CALLE, DEL;S/N;PMR;Batería;1;2,5;;-3.6724036730;40.3944693070
443053,7400000000;4471725,9700000000;14/04/2023;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CONVENIO, CALLE, DEL;S/N;PMR;Línea;1;8;;-3.6710046820;40.3941891310
443905,4600000000;4469577,3900000000;01/09/2017;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;COOPERATIVA ELECTRICA, CALLE, DE LA;3;PMR;Batería;1;3,7;;-3.6607802500;40.3748912820
443938,6200000000;4469546,2500000000;18/02/2016;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;COOPERATIVA ELECTRICA, CALLE, DE LA;18;PMR;Línea;3;15;;-3.6603870290;40.3746136840
444139,3300000000;4469473,2500000000;05/12/2023;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;COOPERATIVA ELECTRICA, CALLE, DE LA;13 N;PMR;Batería;1;3,7;;-3.6580163590;40.3739690490
443235,5500000000;4471009,1600000000;08/10/2016;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;CORDILLERA DE CUERA, CALLE, DE LA;24;PMR;Línea;1;5,5;;-3.6687986800;40.3877446160
443809,4400000000;4471742,7100000000;20/01/2005;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;CUARTEL DE SIMANCAS, CALLE, DEL;2;PMR;;1;5;;-3.6621022360;40.3943916140
446933,3300000000;4470372,8300000000;19/04/2016;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;DEMOCRACIA, AVENIDA, DE LA;1;PMR;Batería;2;7;;-3.6251810070;40.3822557370
443954,7100000000;4469630,8300000000;21/09/2021;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;DEPOSITO DEL AGUA, CALLE, DEL;3;PMR;Batería;1;3,7;;-3.6602048290;40.3753761190
443966,1300000000;4469610,9100000000;18/01/2023;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;DEPOSITO DEL AGUA, CALLE, DEL;6;PMR;Batería;1;3,7;;-3.6600685790;40.3751974130
444806,2100000000;4471283,1600000000;15/11/2007;13  PUENTE DE VALLECAS;13-05 PORTAZGO;DIEGO MANCHADO, CALLE, DE;2;PMR;Línea;1;5;;-3.6503180980;40.3903186290
444877,2900000000;4471277,0600000000;16/02/2021;13  PUENTE DE VALLECAS;13-05 PORTAZGO;DIEGO MANCHADO, CALLE, DE;22;PMR;Batería;1;6,5;;-3.6494800330;40.3902685520
444899,0200000000;4471275,1000000000;21/01/2005;13  PUENTE DE VALLECAS;13-05 PORTAZGO;DIEGO MANCHADO, CALLE, DE;28;PMR;Línea;1;5;;-3.6492238060;40.3902517070
443319,5300000000;4470643,8200000000;13/05/2013;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;DOCTOR BELLIDO, CALLE, DEL;22;PMR;Línea;2;16;;-3.6677768670;40.3844590470
443242,6800000000;4470533,4200000000;20/09/2022;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;DOCTOR BELLIDO, CALLE, DEL;46;PMR;Línea;1;6,5;;-3.6686722860;40.3834590630
443732,2800000000;4472754,4200000000;01/01/1900;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DOCTOR LOZANO, CALLE, DEL;1;PMR;;1;5,7;;-3.6631007870;40.4035008980
444014,4600000000;4472716,9000000000;06/02/2018;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DOCTOR LOZANO, CALLE, DEL;16;PMR;Línea;1;6;;-3.6597722460;40.4031811870
444073,2400000000;4472729,8100000000;15/07/2020;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DOCTOR LOZANO, CALLE, DEL;24;PMR;Línea;1;6,5;;-3.6590807430;40.4033015090
443606,0900000000;4472101,0000000000;12/01/2016;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DOCTOR SALGADO, CALLE, DEL;14;PMR;Batería;2;6;;-3.6645299150;40.3976051620
443617,2100000000;4472124,1200000000;16/09/2015;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DOCTOR SALGADO, CALLE, DEL;25;PMR;Batería;2;6;;-3.6644009430;40.3978141200
443719,7900000000;4472338,2800000000;30/07/2014;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DOCTOR SALGADO, CALLE, DEL;57;PMR;Batería;1;3,5;;-3.6632111960;40.3997507170
443672,8400000000;4472238,2900000000;26/11/2010;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DOCTOR SALGADO, CALLE, DEL;Fte 30;PMR;;1;3,6;;-3.6637555060;40.3988464180
443484,0900000000;4470414,6600000000;19/09/2018;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;DOCTOR SANCHEZ, CALLE, DEL;29;PMR;Línea;1;5,5;;-3.6658178670;40.3824057950
443362,4100000000;4470434,9900000000;26/03/2019;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;DOCTOR SANCHEZ, TRAVESIA, DEL;2;PMR;Línea;1;6,5;;-3.6672531260;40.3825807760
443416,8900000000;4470392,3000000000;01/12/2015;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;DOCTOR SANCHEZ, TRAVESIA, DEL;6;PMR;Línea;1;5,5;;-3.6666075180;40.3822001030
444241,1800000000;4471511,2100000000;07/11/2023;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DOLORES FOLGUERAS, CALLE, DE;34;PMR;Línea;1;8;;-3.6569950620;40.3923355550
444225,7600000000;4471491,2000000000;14/06/2017;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DOLORES FOLGUERAS, CALLE, DE;S/N;PMR;Línea;1;5,5;;-3.6571749130;40.3921542140
443797,4100000000;4472786,9500000000;15/07/2020;13  PUENTE DE VALLECAS;13-06 NUMANCIA;DULCE NOMBRE DE MARIA, CALLE, DEL;10;PMR;Línea;1;6,5;;-3.6623362890;40.4037975750
443489,3200000000;4471291,5100000000;06/02/2009;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;EDUARDO REQUENAS, CALLE, DE;17;PMR;;2;10;;-3.6658340820;40.3903049920
443478,5400000000;4471282,3500000000;21/10/2022;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;EDUARDO REQUENAS, CALLE, DE;22;PMR;;;4,87;;-3.6659603040;40.3902223150
443467,8700000000;4471245,5500000000;09/05/2012;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;EDUARDO REQUENAS, CALLE, DE;23;PMR;;1;5,5;;-3.6660826880;40.3898902280
443449,7400000000;4471221,1300000000;21/10/2022;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;EDUARDO REQUENAS, CALLE, DE;38;PMR;Línea;1;8;;-3.6662940520;40.3896681500
443441,5700000000;4471188,9300000000;22/04/2009;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;EDUARDO REQUENAS, CALLE, DE;37 B;PMR;;1;5;;-3.6663875020;40.3893777170
444958,5700000000;4472255,3500000000;07/03/2017;13  PUENTE DE VALLECAS;13-06 NUMANCIA;EL BOSCO, CALLE, DE;S/N;PMR;Línea;1;11;DIAS LECTIVOS DE LUNES A VIERNES DE 08:00 A 17:00 H.;-3.6486070170;40.3990865450
443906,7600000000;4470460,5800000000;25/09/2013;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;EL PADRINO, CALLE, DE;2;PMR;Batería;1;3,6;;-3.6608427600;40.3828478320
443920,6900000000;4470476,7000000000;20/09/2022;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;EL PADRINO, CALLE, DE;1 B;PMR;Batería;1;3,7;;-3.6606800400;40.3829940510
446381,1900000000;4470247,2700000000;30/03/2011;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;EL YESERO, CALLE, DE;10;PMR;;1;5,5;;-3.6316747970;40.3810893100
443348,4100000000;4472290,2300000000;23/03/2018;13  PUENTE DE VALLECAS;13-06 NUMANCIA;EMILIO ORTUÑO, CALLE, DE;1;PMR;Línea;1;5,5;;-3.6675830360;40.3992924660
443413,3200000000;4472259,6700000000;17/09/2014;13  PUENTE DE VALLECAS;13-06 NUMANCIA;EMILIO ORTUÑO, CALLE, DE;11;PMR;Línea;2;8,7;;-3.6668154440;40.3990220300
443423,4900000000;4472254,7500000000;08/01/2024;13  PUENTE DE VALLECAS;13-06 NUMANCIA;EMILIO ORTUÑO, CALLE, DE;13;PMR;Línea;1;8;;-3.6666951800;40.3989781980
443360,6800000000;4471390,7800000000;22/10/2016;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ENCARNACION GONZALEZ, CALLE, DE;20;PMR;Línea;2;11;;-3.6673583220;40.3911907850
443770,6800000000;4471950,1600000000;20/01/2005;13  PUENTE DE VALLECAS;13-06 NUMANCIA;ENRIQUE VELASCO, CALLE, DE;11;PMR;;1;3;;-3.6625773320;40.3962579090
443994,9900000000;4471857,8500000000;07/08/2017;13  PUENTE DE VALLECAS;13-06 NUMANCIA;ENRIQUE VELASCO, CALLE, DE;28;PMR;Batería;1;3;;-3.6599261420;40.3954409290
444098,2800000000;4471809,6800000000;26/04/2019;13  PUENTE DE VALLECAS;13-06 NUMANCIA;ENRIQUE VELASCO, CALLE, DE;40;PMR;Batería;3;10,5;;-3.6587048830;40.3950144760
443835,8800000000;4471919,0300000000;18/05/2016;13  PUENTE DE VALLECAS;13-06 NUMANCIA;ENRIQUE VELASCO, CALLE, DE;14 B;PMR;Batería;1;3,9;;-3.6618063030;40.3959817440
443276,8000000000;4470266,5400000000;26/06/2008;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ENTREVIAS, AVENIDA;58;PMR;Batería;1;3,66;;-3.6682466930;40.3810570520
443314,9300000000;4470219,5400000000;09/12/2009;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ENTREVIAS, AVENIDA;66;PMR;;1;3;;-3.6677933680;40.3806366730
443366,5600000000;4470161,8900000000;18/02/2010;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ENTREVIAS, AVENIDA;70;PMR;;1;2,8;;-3.6671798450;40.3801205530
443369,6300000000;4470159,1100000000;02/06/2011;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ENTREVIAS, AVENIDA;70;PMR;;1;3;;-3.6671435200;40.3800959160
443412,8600000000;4470118,7300000000;16/10/2023;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ENTREVIAS, AVENIDA;78;PMR;Batería;3;9;;-3.6666306650;40.3797345510
443542,4100000000;4470007,8600000000;02/12/2014;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ENTREVIAS, AVENIDA;84;PMR;Línea;1;5,5;;-3.6650947370;40.3787445370
443688,9300000000;4469895,1300000000;05/01/2017;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ENTREVIAS, AVENIDA;98;PMR;Línea;1;5,5;;-3.6633587900;40.3777393400
444552,1100000000;4471202,2300000000;18/04/2013;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ESCRITOR, CALLE, DEL;1;PMR;Línea;1;5,5;;-3.6533046980;40.3895720070
444512,1000000000;4471351,1000000000;29/11/2019;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;ESCRITOR, CALLE, DEL;2;PMR;Batería;1;3,7;;-3.6537890190;40.3909111240
444149,4500000000;4469440,1600000000;11/05/2018;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ESTEBAN CARROS, CALLE, DE;2;PMR;Batería;1;3,7;;-3.6578943770;40.3736718560
444131,6600000000;4469394,7000000000;17/12/2018;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ESTEBAN CARROS, CALLE, DE;10;PMR;Batería;1;3,2;;-3.6580999540;40.3732609880
444083,7600000000;4469270,9300000000;17/07/2024;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ESTEBAN CARROS, CALLE, DE;12;PMR;Batería;1;3,7;;-3.6586532590;40.3721428600
444071,9100000000;4469240,2300000000;06/02/2009;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ESTEBAN CARROS, CALLE, DE;20;PMR;Batería;2;5,15;;-3.6587900240;40.3718656630
444208,2200000000;4469534,0800000000;06/06/2024;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ESTEBAN CARROS, CALLE, DE;23;PMR;Batería;1;3,7;;-3.6572102650;40.3745216090
444149,8600000000;4469400,8200000000;23/11/2012;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ESTEBAN CARROS, CALLE, DE;43;PMR;;1;3,6;;-3.6578860690;40.3733174810
444122,9000000000;4469371,5600000000;03/10/2017;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ESTEBAN CARROS, CALLE, DE;47;PMR;Batería;1;3,7;;-3.6582010810;40.3730516290
444071,2400000000;4469197,5700000000;12/08/2010;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ESTEBAN CARROS, CALLE, DE;61;PMR;Batería;2;5,2;;-3.6587941490;40.3714810370
444046,2700000000;4469132,7700000000;21/03/2012;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;ESTEBAN CARROS, CALLE, DE;62;PMR;;1;3,6;;-3.6590826340;40.3708958750
445087,8000000000;4470996,4700000000;03/04/2024;13  PUENTE DE VALLECAS;13-05 PORTAZGO;ETNA, CALLE, DEL;16;PMR;Batería;1;3,7;;-3.6469756920;40.3877544710
445231,5700000000;4470717,1700000000;30/11/2009;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;EXTREMEÑOS, CALLE, DE LOS;1;PMR;;2;10;;-3.6452578500;40.3852477800
445386,7700000000;4470625,3000000000;23/01/2024;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;EXTREMEÑOS, CALLE, DE LOS;5;PMR;Batería;1;3,7;;-3.6434216920;40.3844302840
443771,2800000000;4470054,6700000000;22/01/2019;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;FELIPE DE DIEGO, CALLE, DE;4;PMR;Batería;1;3;;-3.6624028670;40.3791824490
443728,4500000000;4470068,0400000000;27/01/2022;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;FELIPE DE DIEGO, CALLE, DE;5;PMR;Batería;2;6,5;;-3.6629086170;40.3792998480
443925,9800000000;4470052,3800000000;30/11/2023;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;FELIPE DE DIEGO, CALLE, DE;8;PMR;Batería;1;3,7;;-3.6605804030;40.3791715060
443908,5200000000;4470080,8900000000;13/06/2019;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;FELIPE DE DIEGO, CALLE, DE;15;PMR;Batería;2;5,9;DE LUNES A VIERNES DE 09:00 A 22:00 H.;-3.6607886160;40.3794280190
444073,2500000000;4470028,5200000000;02/02/2016;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;FELIPE DE DIEGO, TRAVESIA, DE;5;PMR;Batería;1;2,5;;-3.6588434240;40.3789670740
444037,2400000000;4470048,8500000000;08/05/2018;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;FELIPE DE DIEGO, TRAVESIA, DE;17;PMR;Batería;2;6;;-3.6592694180;40.3791477850
443962,7000000000;4470003,2900000000;13/08/2004;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;FELIPE DE DIEGO, TRAVESIA, DE;31;PMR;;1;3,5;;-3.6601435220;40.3787321620
443104,6300000000;4471650,5500000000;05/07/2006;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;FELISA MENDEZ, CALLE, DE;8;PMR;;1;5;;-3.6703984360;40.3935134990
442942,5000000000;4471705,8100000000;10/12/2016;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;FELISA MENDEZ, CALLE, DE;45;PMR;Línea;1;5,5;;-3.6723136040;40.3940003980
443800,9800000000;4472380,6500000000;25/11/2013;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FERNANDO GIRALDEZ, CALLE, DE;14;PMR;Línea;1;5,5;;-3.6622583100;40.4001383230
443852,7400000000;4472498,7900000000;04/01/2024;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FERNANDO GIRALDEZ, CALLE, DE;33;PMR;Línea;2;18,5;;-3.6616587090;40.4012056290
443869,4600000000;4472537,9500000000;13/02/2023;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FERNANDO GIRALDEZ, CALLE, DE;37;PMR;Línea;3;24;;-3.6614651640;40.4015598890
443884,3400000000;4472623,4000000000;03/08/2022;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FERNANDO GIRALDEZ, CALLE, DE;51;PMR;Batería;1;3,7;;-3.6612974020;40.4023306320
444195,6400000000;4472669,2500000000;10/01/2022;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FERNANDO PASTOR, CALLE, DE;5;PMR;;;6,11;;-3.6576330500;40.4027648190
443387,4200000000;4472293,8900000000;11/10/2011;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FRANCISCO IGLESIAS, CALLE, DE;6;PMR;;1;5,5;;-3.6671236380;40.3993285050
443583,7400000000;4472214,8600000000;15/12/2023;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FRANCISCO IGLESIAS, CALLE, DE;26;PMR;Línea;1;8;;-3.6648033310;40.3986300690
443613,3600000000;4472215,7400000000;18/12/2023;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FRANCISCO IGLESIAS, CALLE, DE;37;PMR;Línea;1;8;;-3.6644544570;40.3986397520
443641,0700000000;4472200,9100000000;15/12/2023;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FRANCISCO IGLESIAS, CALLE, DE;38;PMR;Línea;1;8;;-3.6641266680;40.3985079140
443722,9300000000;4472187,4200000000;18/12/2023;13  PUENTE DE VALLECAS;13-06 NUMANCIA;FRANCISCO IGLESIAS, CALLE, DE;59;PMR;Línea;2;16;;-3.6631608900;40.3983922340
445502,1900000000;4470505,1500000000;24/05/2017;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENGIROLA, CALLE, DE;16;PMR;Batería;1;3;;-3.6420516920;40.3833557020
445522,6800000000;4470497,2000000000;15/11/2012;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENGIROLA, CALLE, DE;27;PMR;Batería;1;3,7;;-3.6418096180;40.3832848840
445551,7600000000;4470399,7000000000;16/02/2024;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;1;PMR;Batería;1;3,7;;-3.6414585670;40.3824090610
445548,1300000000;4470377,5300000000;25/05/2024;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;2;PMR;Batería;1;3,7;;-3.6414995330;40.3822086400
445571,5700000000;4470390,6200000000;16/02/2024;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;4;PMR;Batería;1;3,7;;-3.6412245710;40.3823278730
445597,0000000000;4470406,7200000000;08/10/2016;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;8;PMR;Batería;1;3,5;;-3.6409262310;40.3824745500
445624,3400000000;4470448,6500000000;02/03/2015;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;9;PMR;Batería;1;3,7;;-3.6406078960;40.3828540200
445643,8600000000;4470465,8100000000;02/03/2012;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;11;PMR;;2;7,2;;-3.6403793430;40.3830103230
445674,5300000000;4470496,1700000000;16/02/2024;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;13;PMR;Batería;1;3,7;;-3.6400206720;40.3832861450
445684,0800000000;4470479,9500000000;23/05/2012;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;16;PMR;;2;6;;-3.6399068250;40.3831407280
443265,3200000000;4470898,4300000000;24/01/2005;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;GARCIA LLAMAS, CALLE, DE;2;PMR;;1;5;;-3.6684380600;40.3867486430
443239,3800000000;4470868,2100000000;07/08/2017;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;GARCIA LLAMAS, CALLE, DE;10;PMR;Línea;1;5,5;;-3.6687410410;40.3864745400
443191,9900000000;4470804,7600000000;21/09/2021;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;GARCIA LLAMAS, CALLE, DE;23;PMR;Línea;1;6,45;;-3.6692936010;40.3859005510
443168,4800000000;4470787,8400000000;06/03/2009;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;GARCIA LLAMAS, CALLE, DE;32;PMR;Línea;1;5,1;;-3.6695692510;40.3857464260
443149,0000000000;4470765,4300000000;19/11/2007;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;GARCIA LLAMAS, CALLE, DE;34;PMR;Línea;1;5;;-3.6697967150;40.3855431970
444176,0900000000;4472719,6600000000;03/08/2022;13  PUENTE DE VALLECAS;13-06 NUMANCIA;GARGANTA DE AISA, CALLE, DE LA;28;PMR;;;6,42;;-3.6578678490;40.4032172840
445409,0700000000;4470829,2600000000;18/06/1996;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;GERARDO DIEGO, CALLE, DE;1;PMR;;1;3;;-3.6431764660;40.3862694210
445444,8000000000;4470799,8800000000;28/06/2010;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;GERARDO DIEGO, CALLE, DE;3;PMR;Batería;2;7,6;;-3.6427529350;40.3860064340
445370,7700000000;4470764,5200000000;29/02/2024;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;GERARDO DIEGO, CALLE, DE;13;PMR;Batería;1;3,7;;-3.6436221120;40.3856836870
443834,3400000000;4469474,7100000000;22/10/2016;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;GLORIETAS, AVENIDA, DE LAS;3;PMR;Batería;1;3,5;;-3.6616089190;40.3739613710
443875,6700000000;4469440,6700000000;08/08/2017;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;GLORIETAS, AVENIDA, DE LAS;4;PMR;Batería;1;3,17;;-3.6611190980;40.3736583340
443966,4100000000;4469415,9000000000;14/06/2019;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;GLORIETAS, AVENIDA, DE LAS;19;PMR;Batería;2;5,9;DE LUNES A VIERNES DE 08:00 A 22:00 H. SÁBADOS Y DOMINGOS DE 10:00 A 20:00 H.;-3.6600482390;40.3734406670
444085,4200000000;4469363,2100000000;09/12/2021;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;GLORIETAS, AVENIDA, DE LAS;29;PMR;Batería;1;3,7;;-3.6586417430;40.3729744510
444726,3600000000;4470413,0400000000;30/03/2011;13  PUENTE DE VALLECAS;13-05 PORTAZGO;GOLFO DE DARIEN, CALLE, DEL;15;PMR;Línea;1;5,5;;-3.6511833220;40.3824742640
444731,9400000000;4470374,9600000000;05/07/2011;13  PUENTE DE VALLECAS;13-05 PORTAZGO;GOLFO DE DARIEN, CALLE, DEL;20;PMR;Línea;1;5,5;;-3.6511143380;40.3821320360
444895,6700000000;4470617,7800000000;28/01/2005;13  PUENTE DE VALLECAS;13-05 PORTAZGO;GOLFO DE GUAYAQUIL, CALLE, DEL;8;PMR;;1;5;;-3.6492065600;40.3843300740
443251,9600000000;4471221,3000000000;19/04/2022;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;GREGORIO NAVAS, CALLE, DE;2;PMR;Línea;1;5,5;;-3.6686243290;40.3896569200
444841,2200000000;4470945,0500000000;22/10/2016;13  PUENTE DE VALLECAS;13-05 PORTAZGO;GUADAIRA, CALLE, DEL;7;PMR;Línea;1;5,5;;-3.6498762910;40.3872751340
444795,6800000000;4470857,7100000000;05/12/2011;13  PUENTE DE VALLECAS;13-05 PORTAZGO;GUADAIRA, CALLE, DEL;Fte 2;PMR;;1;5,5;;-3.6504053020;40.3864846240
443193,6500000000;4470245,4700000000;12/08/2010;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;GUADALCAZAR, CALLE, DE;1;PMR;Batería;2;5,2;;-3.6692241590;40.3808620180
443217,9700000000;4470215,8100000000;06/11/2015;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;GUADALCAZAR, CALLE, DE;3;PMR;Batería;2;7;;-3.6689351010;40.3805960510
443195,8900000000;4470215,9400000000;23/02/2022;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;GUADALCAZAR, CALLE, DE;6;PMR;Batería;1;3,7;;-3.6691952240;40.3805959930
443216,3300000000;4470191,0000000000;19/07/2005;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;GUADALCAZAR, CALLE, DE;8;PMR;;2;6;;-3.6689521180;40.3803723680
443250,4200000000;4470150,1700000000;16/11/2022;13  PUENTE DE VALLECAS;13-01 ENTREVÍAS;GUADALCAZAR, CALLE, DE;16;PMR;Batería;1;3,7;;-3.6685470370;40.3800069350
444973,6900000000;4470978,9100000000;10/12/2016;13  PUENTE DE VALLECAS;13-05 PORTAZGO;GUILLERMO PINGARRON, CALLE, DE;3;PMR;Batería;3;9,99;;-3.6483185330;40.3875883700
445044,5000000000;4470940,9300000000;19/08/2017;13  PUENTE DE VALLECAS;13-05 PORTAZGO;GUILLERMO PINGARRON, CALLE, DE;13;PMR;Batería;1;4,5;;-3.6474810400;40.3872514710
443109,1300000000;4471433,1400000000;30/09/2009;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;HACHERO, CALLE, DEL;1;PMR;Línea;1;6,5;;-3.6703259560;40.3915554730
443185,8100000000;4471407,7500000000;05/05/2008;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;HACHERO, CALLE, DEL;13;PMR;;1;5,5;;-3.6694202250;40.3913321910
443219,4100000000;4471395,5500000000;11/07/2011;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;HACHERO, CALLE, DEL;19;PMR;Línea;1;7,3;;-3.6690233370;40.3912237300
444349,8500000000;4470583,0200000000;18/02/2021;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;HERMANOS GARCIA, CALLE, DE LOS;125;PMR;Batería;1;4,3;;-3.6556336000;40.3839811430
