ID,DISTRITO,same_as_wikidata_distrito,COD-BARRIO,COD-DISTRITO,BARRIO,same_as_wikidata_barrio,VIA,NUMERO,L-B,PLAZAS
C-7969,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DE LUIS DE HOYOS SAINZ,96,Batería,"3"
C-7970,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DE LUIS DE HOYOS SAINZ,108,Batería,"1"
C-7971,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,144,Batería,"1"
C-7972,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,144,Línea,"1"
C-7973,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,146,Batería,"1"
C-7974,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,148,Batería,"1"
C-7975,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,154,Batería,"1"
C-7976,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,156,Batería,"1"
C-7977,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,160,unknown,"2"
C-7978,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,162,Línea,"2"
C-7979,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,166,Línea,"1"
C-7980,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,Fte 200,Línea,"1"
C-7981,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE LUIS DE HOYOS SAINZ,,Línea,"1"
C-7982,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE LYON,3,Línea,"1"
C-7983,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE LYON,17,Línea,"1"
C-7984,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE LYON,,Línea,"1"
C-7985,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,PLAZA  DE MANUEL DE LA QUINTANA,,Línea,"2"
C-7986,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MARIO CABRE,16,Línea,"1"
C-7987,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MARIO CABRE,23,Línea,"1"
C-7988,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MARIO CABRE,24,Línea,"1"
C-7989,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MARIO CABRE,29,Línea,"1"
C-7990,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,2,Batería,"1"
C-7991,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,3,Línea,"1"
C-7992,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,12,Batería,"1"
C-7993,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,15,Línea,"2"
C-7994,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,20,Batería,"2"
C-7995,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,23,Batería,"1"
C-7996,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,27,Batería,"1"
C-7997,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,38,Batería,"2"
C-7998,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,43,Batería,"1"
C-7999,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,61,Batería,"1"
C-8000,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,65,Batería,"1"
C-8001,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,70,Batería,"2"
C-8002,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,74,Batería,"1"
C-8003,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,80,Batería,"1"
C-8004,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,84,Batería,"1"
C-8005,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,98,Batería,"2"
C-8006,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,108,Batería,"1"
C-8007,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,114,Batería,"1"
C-8008,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,Fte 78,Batería,"2"
C-8009,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE LA MARROQUINA,Fte 90,Batería,"1"
C-8010,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MERIDA,6,Batería,"1"
C-8011,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MERIDA,10,Batería,"2"
C-8012,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MERIDA,27,Línea,"2"
C-8013,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MERIDA,29,Línea,"1"
C-8014,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MERIDA,48,Línea,"1"
C-8015,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MERIDA,56,Línea,"1"
C-8016,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MERIDA,64,Línea,"1"
C-8017,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MERIDA,70,Línea,"2"
C-8018,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MOLINA DE SEGURA,1,Línea,"1"
C-8019,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MOLINA DE SEGURA,7,Línea,"1"
C-8020,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MOLINA DE SEGURA,9,Línea,"1"
C-8021,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MOLINA DE SEGURA,19,Batería,"1"
C-8022,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE MOLINA DE SEGURA,,Batería,"2"
C-8023,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,15,Batería,"1"
C-8024,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,17,Batería,"1"
C-8025,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,29,Línea,"1"
C-8026,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,39,Batería,"2"
C-8027,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,AVENIDA  DE MORATALAZ,40,Línea,"1"
C-8028,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,AVENIDA  DE MORATALAZ,42,Batería,"4"
C-8029,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,43,Batería,"1"
C-8030,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,43,Batería,"2"
C-8031,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,45,Línea,"1"
C-8032,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,57,Batería,"1"
C-8033,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,59,Batería,"1"
C-8034,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,66,Batería,"1"
C-8035,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,84,Línea,"1"
C-8036,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,94,Batería,"1"
C-8037,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,101,Batería,"1"
C-8038,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,105,Batería,"1"
C-8039,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,107,Batería,"2"
C-8040,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,112,Batería,"1"
C-8041,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,112,Batería,"1"
C-8042,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,AVENIDA  DE MORATALAZ,123,Línea,"1"
C-8043,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,136,Batería,"2"
C-8044,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,AVENIDA  DE MORATALAZ,141,Línea,"2"
C-8045,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,146,Batería,"1"
C-8046,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,AVENIDA  DE MORATALAZ,155,Línea,"3"
C-8047,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,168,Batería,"1"
C-8048,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,172,Batería,"1"
C-8049,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,182,Batería,"1"
C-8050,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,188,Batería,"1"
C-8051,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,AVENIDA  DE MORATALAZ,194,Batería,"1"
C-8052,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,AVENIDA  DE MORATALAZ,91 B,Batería,"1"
C-8053,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE OBERON,11,Línea,"2"
C-8054,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DE OBERON,16,Línea,"2"
C-8055,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DEL PICO DE LOS ARTILLEROS,5,Batería,"2"
C-8056,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DEL PICO DE LOS ARTILLEROS,7,Batería,"1"
C-8057,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DEL PICO DE LOS ARTILLEROS,13,Batería,"1"
C-8058,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DEL PICO DE LOS ARTILLEROS,15,Batería,"2"
C-8059,Moratalaz,https://wikidata.org/entity/Q2076109,14-03,14,Marroquina,https://wikidata.org/entity/Q11935636,CALLE  DEL PICO DE LOS ARTILLEROS,25,Batería,"2"
C-8060,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,26,Batería,"1"
C-8061,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,28,Batería,"1"
C-8062,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,31,Batería,"2"
C-8063,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,33,Línea,"2"
C-8064,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,36,Línea,"1"
C-8065,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,46,Batería,"1"
C-8066,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,54,Batería,"1"
C-8067,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,64,Batería,"2"
C-8068,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,80,Batería,"3"
C-8069,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,92,Batería,"1"
C-8070,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,94,Batería,"1"
C-8071,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,102,Batería,"2"
C-8072,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,106,Línea,"2"
C-8073,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DEL PICO DE LOS ARTILLEROS,123,Línea,"1"
C-8074,Moratalaz,https://wikidata.org/entity/Q2076109,14-06,14,Vinateros,https://wikidata.org/entity/Q10391533,CALLE  DEL PICO DE LOS ARTILLEROS,152,Línea,"1"
C-8075,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DEL PICO DE LOS ARTILLEROS,164,Batería,"1"
C-8076,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DEL PICO DE LOS ARTILLEROS,198,Batería,"1"
C-8077,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DEL PICO DE LOS ARTILLEROS,216,Batería,"1"
C-8078,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,CALLE  DE LA PRIMAVERA DE PRAGA,3,Línea,"1"
C-8079,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,CALLE  DE LA PRIMAVERA DE PRAGA,11,Línea,"1"
C-8080,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,CALLE  DE LA PRIMAVERA DE PRAGA,10 C,Batería,"3"
C-8081,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE RABAT,5,Línea,"1"
C-8082,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE RABAT,6,Línea,"1"
C-8083,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE RABAT,12,Línea,"1"
C-8084,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE RABAT,19,Línea,"2"
C-8085,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE RABAT,24,Línea,"1"
C-8086,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,CALLE  DE RAMON ARECES,12,Línea,"1"
C-8087,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,CALLE  DE RAMON ARECES,14,Batería,"1"
C-8088,Moratalaz,https://wikidata.org/entity/Q2076109,14-04,14,Media Legua,https://wikidata.org/entity/Q9031035,CALLE  DE RAMON ARECES,16,Batería,"1"
C-8089,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DE LA TACONA,1,unknown,"3"
C-8090,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DE LA TACONA,15,Línea,"1"
C-8091,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DE LA TACONA,37,Batería,"1"
C-8092,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DE LA TACONA,45,Batería,"1"
C-8093,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DE LA TACONA,55,Batería,"1"
C-8094,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DE LA TACONA,89,Batería,"3"
C-8095,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DE LA TACONA,99,Batería,"1"
C-8096,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DE LA TACONA,103,Batería,"1"
C-8097,Moratalaz,https://wikidata.org/entity/Q2076109,14-05,14,Fontarrón,https://wikidata.org/entity/Q10283284,CALLE  DE LA TACONA,87 B,Batería,"2"
C-8098,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DEL TEMPLO,,Batería,"1"
C-8099,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE TIMANFAYA,4,Línea,"2"
C-8100,Moratalaz,https://wikidata.org/entity/Q2076109,14-02,14,Horcajo,https://wikidata.org/entity/Q10293641,CALLE  DE TIMANFAYA,6,unknown,"1"
C-8101,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE TUNEZ,1,Línea,"1"
C-8102,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,2,Batería,"4"
C-8103,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,23,Batería,"1"
C-8104,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,23,Batería,"1"
C-8105,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,25,unknown,"2"
C-8106,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,27,Batería,"1"
C-8107,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,35,Batería,"1"
C-8108,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,37,Batería,"2"
C-8109,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,39,Batería,"2"
C-8110,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,43,Batería,"3"
C-8111,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,43,Batería,"1"
C-8112,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,Fte 43,Línea,"1"
C-8113,Moratalaz,https://wikidata.org/entity/Q2076109,14-01,14,Pavones,https://wikidata.org/entity/Q71760,CALLE  DE VALDEBERNARDO,Post 41,Batería,"1"
C-8114,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-02,15,Pueblo Nuevo,https://wikidata.org/entity/Q71753,(Sin Asignar),,Línea,"1"
C-8115,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-06,15,San Juan Bautista,https://wikidata.org/entity/Q165609,CALLE  DE ABALOS,4,Batería,"1"
C-8116,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-02,15,Pueblo Nuevo,https://wikidata.org/entity/Q71753,CALLE  DE ACENTEJO,3,Línea,"1"
C-8117,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-02,15,Pueblo Nuevo,https://wikidata.org/entity/Q71753,CALLE  DE ACHURI,26,Línea,"1"
C-8118,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-05,15,San Pascual,https://wikidata.org/entity/Q165612,CALLE  DE AGASTIA,46,Línea,"1"
C-8119,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-06,15,San Juan Bautista,https://wikidata.org/entity/Q165609,CALLE  DE AGASTIA,62,Línea,"1"
C-8120,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-06,15,San Juan Bautista,https://wikidata.org/entity/Q165609,CALLE  DE AGASTIA,81,Batería,"1"
C-8121,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-05,15,San Pascual,https://wikidata.org/entity/Q165612,CALLE  DE AGASTIA,13 A,Batería,"2"
C-8122,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-01,15,Ventas,https://wikidata.org/entity/Q71762,CALLE  DE ALAVA,2,Línea,"1"
C-8123,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-05,15,San Pascual,https://wikidata.org/entity/Q165612,CALLE  DE ALBACETE,5,Línea,"1"
C-8124,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-05,15,San Pascual,https://wikidata.org/entity/Q165612,CALLE  DE ALBACETE,7,Línea,"1"
C-8125,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15-05,15,San Pascual,https://wikidata.org/entity/Q165612,CALLE  DE ALBACETE,c/ Caribe,Batería,"1"
